JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 689 , 0.141914 , 0.12011 , 0.124198 , 0.170648 , 0.141189 , 0.131306 , 0.124033 , 0.186848 , 0.132849 , 0.137207 , 0.232836 , 0.213333 , 0.241183 , 0.201406 , 0.220823 , 0.145251 , 0.15404 , 0.153571 , 0.159716 , 0.131939 
 690 , 0.144744 , 0.123252 , 0.127437 , 0.172917 , 0.144368 , 0.134401 , 0.126849 , 0.189565 , 0.135899 , 0.139985 , 0.236345 , 0.215994 , 0.243883 , 0.203849 , 0.223533 , 0.148117 , 0.156824 , 0.156039 , 0.161933 , 0.134929 
 691 , 0.148183 , 0.126907 , 0.131244 , 0.17554 , 0.148058 , 0.138016 , 0.130066 , 0.192809 , 0.13947 , 0.143182 , 0.24031 , 0.218948 , 0.246891 , 0.206556 , 0.226536 , 0.151493 , 0.160154 , 0.159055 , 0.164596 , 0.138384 
 692 , 0.151958 , 0.130836 , 0.135378 , 0.178366 , 0.15203 , 0.141933 , 0.133472 , 0.196372 , 0.14332 , 0.146594 , 0.244487 , 0.222076 , 0.250121 , 0.209388 , 0.229682 , 0.155166 , 0.163778 , 0.162371 , 0.167486 , 0.142058 
 693 , 0.155681 , 0.134719 , 0.139454 , 0.181149 , 0.155951 , 0.145798 , 0.13684 , 0.199885 , 0.147118 , 0.149961 , 0.24862 , 0.225162 , 0.253315 , 0.212192 , 0.232793 , 0.158801 , 0.167351 , 0.16565 , 0.170339 , 0.14568 
 694 , 0.159532 , 0.138662 , 0.143588 , 0.184009 , 0.159978 , 0.149858 , 0.140341 , 0.203501 , 0.150999 , 0.153458 , 0.25273 , 0.22826 , 0.256468 , 0.215011 , 0.235854 , 0.162516 , 0.171036 , 0.169022 , 0.173246 , 0.149405 
 695 , 0.163704 , 0.142821 , 0.147913 , 0.187106 , 0.164299 , 0.154424 , 0.144261 , 0.207387 , 0.155144 , 0.157356 , 0.256828 , 0.23145 , 0.259531 , 0.217929 , 0.238845 , 0.166498 , 0.175038 , 0.172663 , 0.176367 , 0.153429 
 696 , 0.167813 , 0.146925 , 0.152162 , 0.19017 , 0.168557 , 0.15892 , 0.14812 , 0.211214 , 0.159233 , 0.161205 , 0.260857 , 0.234583 , 0.262535 , 0.220825 , 0.241785 , 0.170431 , 0.178972 , 0.176242 , 0.179435 , 0.157405 
 697 , 0.171861 , 0.150968 , 0.156349 , 0.193184 , 0.172753 , 0.163346 , 0.151932 , 0.214989 , 0.163268 , 0.165001 , 0.264821 , 0.237674 , 0.265492 , 0.223673 , 0.24469 , 0.174304 , 0.182851 , 0.179776 , 0.182467 , 0.16132 
 698 , 0.176184 , 0.155319 , 0.161039 , 0.19638 , 0.177387 , 0.168443 , 0.155982 , 0.21913 , 0.167676 , 0.169119 , 0.268778 , 0.240834 , 0.268446 , 0.226644 , 0.247601 , 0.178557 , 0.187137 , 0.183789 , 0.185746 , 0.165609 
 699 , 0.18046 , 0.159656 , 0.165719 , 0.199528 , 0.18195 , 0.173517 , 0.15998 , 0.223234 , 0.172034 , 0.173174 , 0.272737 , 0.243941 , 0.271358 , 0.229536 , 0.250483 , 0.182753 , 0.191393 , 0.187753 , 0.188978 , 0.169845 
 700 , 0.184684 , 0.163934 , 0.170336 , 0.202639 , 0.186465 , 0.178527 , 0.163934 , 0.227287 , 0.176339 , 0.177184 , 0.276642 , 0.247005 , 0.274234 , 0.232386 , 0.253323 , 0.186898 , 0.195598 , 0.191667 , 0.192164 , 0.174022 
 701 , 0.189117 , 0.168159 , 0.175008 , 0.20574 , 0.190982 , 0.183696 , 0.167914 , 0.231496 , 0.180615 , 0.181226 , 0.280537 , 0.250055 , 0.277045 , 0.235245 , 0.256145 , 0.191014 , 0.199882 , 0.19565 , 0.195445 , 0.178223 
 702 , 0.19366 , 0.172316 , 0.179639 , 0.208839 , 0.19551 , 0.188954 , 0.171899 , 0.235746 , 0.184883 , 0.185312 , 0.284357 , 0.253115 , 0.279824 , 0.238115 , 0.258941 , 0.195113 , 0.204165 , 0.199658 , 0.198775 , 0.18245 
 703 , 0.19814 , 0.176412 , 0.18422 , 0.211894 , 0.199982 , 0.194144 , 0.175845 , 0.239944 , 0.189089 , 0.189344 , 0.288134 , 0.256132 , 0.282563 , 0.240951 , 0.261703 , 0.199159 , 0.208395 , 0.203615 , 0.202059 , 0.186623 
 704 , 0.202525 , 0.180461 , 0.188677 , 0.21495 , 0.204391 , 0.199312 , 0.179744 , 0.244067 , 0.193236 , 0.193337 , 0.291774 , 0.259083 , 0.285228 , 0.243724 , 0.264416 , 0.203134 , 0.212556 , 0.207509 , 0.205306 , 0.190703 
 705 , 0.206741 , 0.184469 , 0.192949 , 0.218048 , 0.208727 , 0.20449 , 0.183609 , 0.248124 , 0.197294 , 0.197313 , 0.29516 , 0.261922 , 0.287786 , 0.246435 , 0.267044 , 0.206994 , 0.216613 , 0.211358 , 0.208525 , 0.194625 
 706 , 0.210915 , 0.188444 , 0.197181 , 0.221118 , 0.213017 , 0.209618 , 0.187431 , 0.252155 , 0.201316 , 0.201247 , 0.298513 , 0.264731 , 0.29033 , 0.249128 , 0.269641 , 0.210814 , 0.220627 , 0.215176 , 0.211714 , 0.198509 
 707 , 0.215055 , 0.192388 , 0.201378 , 0.224164 , 0.217273 , 0.214704 , 0.191222 , 0.256154 , 0.205306 , 0.20515 , 0.301832 , 0.267518 , 0.292842 , 0.251793 , 0.272217 , 0.214604 , 0.224603 , 0.218958 , 0.214879 , 0.202355 
 708 , 0.218997 , 0.196067 , 0.205364 , 0.227037 , 0.221231 , 0.219535 , 0.194884 , 0.259977 , 0.209049 , 0.208686 , 0.304993 , 0.270232 , 0.295126 , 0.254346 , 0.274586 , 0.218215 , 0.228357 , 0.222532 , 0.217877 , 0.205921 
 709 , 0.222971 , 0.199758 , 0.209378 , 0.229901 , 0.225224 , 0.224396 , 0.198588 , 0.26381 , 0.212809 , 0.21223 , 0.30818 , 0.272951 , 0.297377 , 0.256917 , 0.276992 , 0.221856 , 0.232155 , 0.226127 , 0.220885 , 0.209509 
 710 , 0.22696 , 0.203458 , 0.213397 , 0.232766 , 0.229234 , 0.229272 , 0.202299 , 0.267652 , 0.216581 , 0.215782 , 0.311373 , 0.275676 , 0.299631 , 0.259491 , 0.279406 , 0.225504 , 0.235957 , 0.22973 , 0.223899 , 0.213105 
 711 , 0.230736 , 0.206948 , 0.217181 , 0.235477 , 0.232986 , 0.23399 , 0.205912 , 0.271265 , 0.220143 , 0.219195 , 0.314311 , 0.278213 , 0.301766 , 0.261918 , 0.281665 , 0.228901 , 0.23958 , 0.233134 , 0.226682 , 0.216437 
 712 , 0.234429 , 0.210358 , 0.220894 , 0.23813 , 0.236594 , 0.238655 , 0.2095 , 0.274793 , 0.223609 , 0.222597 , 0.317174 , 0.280678 , 0.303935 , 0.264287 , 0.283886 , 0.232227 , 0.243183 , 0.236527 , 0.229407 , 0.219704 
 713 , 0.238196 , 0.213829 , 0.224683 , 0.240836 , 0.240277 , 0.243415 , 0.21316 , 0.278397 , 0.227139 , 0.226071 , 0.320102 , 0.283192 , 0.306147 , 0.266707 , 0.286157 , 0.235624 , 0.246865 , 0.239983 , 0.232186 , 0.223026 
 714 , 0.241873 , 0.217284 , 0.228426 , 0.243536 , 0.243915 , 0.248208 , 0.216782 , 0.281933 , 0.230658 , 0.229496 , 0.322991 , 0.2857 , 0.30832 , 0.269128 , 0.288391 , 0.238962 , 0.250489 , 0.243365 , 0.234951 , 0.22631 
 715 , 0.245288 , 0.220655 , 0.231984 , 0.246142 , 0.247404 , 0.252965 , 0.22024 , 0.2853 , 0.234087 , 0.232721 , 0.325738 , 0.288159 , 0.310311 , 0.271513 , 0.29047 , 0.242081 , 0.253873 , 0.246526 , 0.237642 , 0.229447 
 716 , 0.248806 , 0.224136 , 0.235645 , 0.248818 , 0.251012 , 0.257854 , 0.22379 , 0.288777 , 0.23762 , 0.236034 , 0.32856 , 0.290697 , 0.312354 , 0.273969 , 0.292593 , 0.245276 , 0.257332 , 0.249779 , 0.240409 , 0.232673 
 717 , 0.252421 , 0.227717 , 0.239403 , 0.251562 , 0.25471 , 0.262872 , 0.227439 , 0.292347 , 0.241256 , 0.23944 , 0.331456 , 0.29331 , 0.314453 , 0.276489 , 0.294769 , 0.248558 , 0.26088 , 0.253124 , 0.24326 , 0.236001 
 718 , 0.255982 , 0.230902 , 0.243084 , 0.25411 , 0.2581 , 0.267562 , 0.230836 , 0.295922 , 0.244534 , 0.242614 , 0.334297 , 0.295928 , 0.31656 , 0.278973 , 0.297011 , 0.251739 , 0.264366 , 0.256367 , 0.246069 , 0.239141 
 719 , 0.259606 , 0.234117 , 0.24687 , 0.25676 , 0.261521 , 0.272359 , 0.234303 , 0.299536 , 0.247891 , 0.245849 , 0.337196 , 0.298593 , 0.318702 , 0.281516 , 0.299332 , 0.254988 , 0.267952 , 0.259636 , 0.248912 , 0.242313 
 720 , 0.263305 , 0.237398 , 0.250738 , 0.25946 , 0.265 , 0.277256 , 0.237841 , 0.303217 , 0.251319 , 0.249157 , 0.340152 , 0.301318 , 0.320888 , 0.284103 , 0.301701 , 0.258297 , 0.271607 , 0.26297 , 0.251816 , 0.245545 
 721 , 0.266754 , 0.240474 , 0.254248 , 0.262096 , 0.268301 , 0.281832 , 0.241122 , 0.306578 , 0.254474 , 0.252231 , 0.34295 , 0.303858 , 0.32291 , 0.28655 , 0.303882 , 0.261376 , 0.274959 , 0.266094 , 0.254498 , 0.2485 
 722 , 0.270031 , 0.243447 , 0.257443 , 0.264596 , 0.27154 , 0.286184 , 0.244255 , 0.309756 , 0.257455 , 0.255162 , 0.345602 , 0.306233 , 0.324804 , 0.288839 , 0.305913 , 0.264287 , 0.278122 , 0.269063 , 0.257039 , 0.2513 
 723 , 0.27333 , 0.246443 , 0.260661 , 0.267114 , 0.274801 , 0.290572 , 0.247404 , 0.31295 , 0.260459 , 0.25811 , 0.348271 , 0.308627 , 0.326705 , 0.291141 , 0.307956 , 0.26722 , 0.281313 , 0.272049 , 0.259593 , 0.254112 
 724 , 0.27653 , 0.249363 , 0.263813 , 0.269518 , 0.277949 , 0.294847 , 0.250439 , 0.316095 , 0.263417 , 0.260981 , 0.350889 , 0.310993 , 0.32857 , 0.293416 , 0.309976 , 0.27005 , 0.284423 , 0.274993 , 0.262081 , 0.256854 
 725 , 0.27948 , 0.252056 , 0.266789 , 0.271697 , 0.280837 , 0.298879 , 0.253189 , 0.319051 , 0.26621 , 0.263662 , 0.35339 , 0.313311 , 0.330385 , 0.295599 , 0.311959 , 0.272571 , 0.287333 , 0.277786 , 0.264387 , 0.259384 
 726 , 0.28242 , 0.254728 , 0.269771 , 0.273871 , 0.283712 , 0.302914 , 0.255919 , 0.321976 , 0.268987 , 0.266344 , 0.355892 , 0.31564 , 0.332211 , 0.29777 , 0.313946 , 0.275045 , 0.290213 , 0.28055 , 0.266668 , 0.261901 
 727 , 0.285354 , 0.257387 , 0.272736 , 0.27604 , 0.286581 , 0.306932 , 0.258638 , 0.324894 , 0.271751 , 0.269014 , 0.358388 , 0.317957 , 0.334038 , 0.299942 , 0.315922 , 0.277514 , 0.293082 , 0.283307 , 0.268943 , 0.264407 
 728 , 0.288163 , 0.259789 , 0.275352 , 0.278223 , 0.289187 , 0.310455 , 0.261013 , 0.327566 , 0.274117 , 0.271612 , 0.360751 , 0.320084 , 0.335741 , 0.302027 , 0.31769 , 0.279805 , 0.29568 , 0.285875 , 0.271176 , 0.26663 
 729 , 0.290947 , 0.26217 , 0.277939 , 0.280399 , 0.291753 , 0.313931 , 0.2634 , 0.330253 , 0.276479 , 0.274148 , 0.36309 , 0.322171 , 0.337363 , 0.304084 , 0.319393 , 0.282118 , 0.298198 , 0.288416 , 0.273401 , 0.268827 
 730 , 0.293689 , 0.264528 , 0.280495 , 0.282545 , 0.294278 , 0.31736 , 0.265753 , 0.332904 , 0.278811 , 0.276643 , 0.365393 , 0.324222 , 0.338959 , 0.306116 , 0.321065 , 0.2844 , 0.30068 , 0.29092 , 0.275595 , 0.270995 
 731 , 0.296075 , 0.26666 , 0.282708 , 0.284487 , 0.296558 , 0.320353 , 0.267862 , 0.335199 , 0.280994 , 0.278902 , 0.367447 , 0.326138 , 0.34043 , 0.307946 , 0.32258 , 0.286443 , 0.302886 , 0.2932 , 0.277524 , 0.272952 
 732 , 0.298236 , 0.268637 , 0.284784 , 0.286306 , 0.298725 , 0.323126 , 0.269805 , 0.33728 , 0.283038 , 0.281003 , 0.369327 , 0.327905 , 0.34187 , 0.309675 , 0.324041 , 0.288289 , 0.304944 , 0.295321 , 0.279227 , 0.274767 
 733 , 0.300359 , 0.270582 , 0.286829 , 0.288094 , 0.300861 , 0.325858 , 0.271722 , 0.339334 , 0.285051 , 0.283078 , 0.371178 , 0.329645 , 0.343286 , 0.311383 , 0.325485 , 0.290108 , 0.30697 , 0.297416 , 0.280903 , 0.276555 
 734 , 0.302364 , 0.27239 , 0.288804 , 0.289775 , 0.302843 , 0.32843 , 0.273485 , 0.341297 , 0.286944 , 0.285008 , 0.372929 , 0.33129 , 0.344642 , 0.313016 , 0.326896 , 0.291818 , 0.308877 , 0.299379 , 0.282492 , 0.278228 
 735 , 0.304189 , 0.274013 , 0.29062 , 0.291272 , 0.304586 , 0.330739 , 0.275016 , 0.343098 , 0.288608 , 0.286698 , 0.374501 , 0.33281 , 0.345904 , 0.3145 , 0.328235 , 0.293373 , 0.310608 , 0.301157 , 0.283945 , 0.279691 
 736 , 0.306002 , 0.275644 , 0.292388 , 0.292763 , 0.306317 , 0.333016 , 0.276541 , 0.344866 , 0.290238 , 0.288373 , 0.376049 , 0.334341 , 0.347159 , 0.315957 , 0.329547 , 0.294907 , 0.312322 , 0.302908 , 0.285397 , 0.281127 
 737 , 0.307792 , 0.277255 , 0.294132 , 0.294233 , 0.30803 , 0.335272 , 0.278052 , 0.346619 , 0.291854 , 0.290029 , 0.377578 , 0.335855 , 0.348397 , 0.317396 , 0.330842 , 0.296422 , 0.314024 , 0.30464 , 0.286829 , 0.282542 
 738 , 0.3094 , 0.278744 , 0.295629 , 0.295576 , 0.309609 , 0.337341 , 0.279454 , 0.348212 , 0.293314 , 0.291548 , 0.379125 , 0.337264 , 0.349567 , 0.318738 , 0.332091 , 0.297789 , 0.315575 , 0.306154 , 0.288177 , 0.283804 
 739 , 0.311032 , 0.280223 , 0.297167 , 0.296916 , 0.311152 , 0.339427 , 0.280839 , 0.34982 , 0.294812 , 0.293109 , 0.380725 , 0.338686 , 0.350735 , 0.320117 , 0.333355 , 0.299187 , 0.317134 , 0.307686 , 0.289559 , 0.285112 
 740 , 0.312655 , 0.281699 , 0.298701 , 0.298252 , 0.312697 , 0.341511 , 0.282219 , 0.351424 , 0.296306 , 0.29466 , 0.382321 , 0.340104 , 0.351891 , 0.321491 , 0.334614 , 0.30058 , 0.318696 , 0.309207 , 0.290936 , 0.28641 
 741 , 0.314071 , 0.283012 , 0.300146 , 0.299479 , 0.314101 , 0.343262 , 0.283348 , 0.352826 , 0.297611 , 0.295994 , 0.383736 , 0.341388 , 0.352995 , 0.322758 , 0.335753 , 0.301858 , 0.320067 , 0.310599 , 0.292168 , 0.287632 
 742 , 0.31536 , 0.284268 , 0.301582 , 0.300668 , 0.315492 , 0.344863 , 0.28437 , 0.354122 , 0.298821 , 0.297197 , 0.38501 , 0.342619 , 0.354074 , 0.323963 , 0.336874 , 0.303068 , 0.321376 , 0.311966 , 0.293334 , 0.288816 
 743 , 0.316657 , 0.285532 , 0.303016 , 0.301854 , 0.316886 , 0.346468 , 0.285388 , 0.355421 , 0.300034 , 0.298401 , 0.386293 , 0.343853 , 0.355156 , 0.32517 , 0.337991 , 0.304288 , 0.322688 , 0.313331 , 0.294509 , 0.290009 
 744 , 0.317917 , 0.286714 , 0.304397 , 0.302983 , 0.318177 , 0.348002 , 0.286436 , 0.356689 , 0.301183 , 0.29957 , 0.387524 , 0.345048 , 0.356236 , 0.326351 , 0.339122 , 0.305424 , 0.32394 , 0.3146 , 0.295619 , 0.291143 
 745 , 0.319146 , 0.28775 , 0.305671 , 0.304024 , 0.319328 , 0.349433 , 0.287593 , 0.357894 , 0.302267 , 0.300717 , 0.388684 , 0.346169 , 0.357373 , 0.327504 , 0.34027 , 0.306434 , 0.325142 , 0.315694 , 0.296623 , 0.292202 
 746 , 0.320398 , 0.288792 , 0.306963 , 0.305083 , 0.320495 , 0.350888 , 0.288779 , 0.359112 , 0.303373 , 0.301893 , 0.389869 , 0.347297 , 0.358548 , 0.328677 , 0.341444 , 0.307467 , 0.32636 , 0.316795 , 0.297629 , 0.293274 
 747 , 0.321641 , 0.289837 , 0.308255 , 0.306146 , 0.321672 , 0.352333 , 0.289971 , 0.360323 , 0.304481 , 0.303072 , 0.391052 , 0.34842 , 0.359716 , 0.329844 , 0.342617 , 0.308498 , 0.327584 , 0.317892 , 0.298642 , 0.294334 
 748 , 0.322619 , 0.290798 , 0.309251 , 0.30713 , 0.322814 , 0.353376 , 0.290914 , 0.361236 , 0.305406 , 0.304104 , 0.392109 , 0.349384 , 0.360594 , 0.33076 , 0.343675 , 0.309373 , 0.328602 , 0.318743 , 0.299484 , 0.295113 
 749 , 0.323626 , 0.291788 , 0.310224 , 0.308074 , 0.323944 , 0.35441 , 0.291837 , 0.362189 , 0.30631 , 0.305128 , 0.39323 , 0.350392 , 0.361398 , 0.331698 , 0.344757 , 0.310279 , 0.32961 , 0.319608 , 0.300381 , 0.295959 
 750 , 0.324662 , 0.292799 , 0.311219 , 0.309047 , 0.325091 , 0.355474 , 0.292781 , 0.363159 , 0.307236 , 0.30618 , 0.394371 , 0.351423 , 0.362214 , 0.332659 , 0.345862 , 0.311207 , 0.33064 , 0.320494 , 0.301294 , 0.296826 
 751 , 0.32545 , 0.293578 , 0.311992 , 0.309756 , 0.325903 , 0.356217 , 0.293491 , 0.363924 , 0.30793 , 0.306893 , 0.395263 , 0.352211 , 0.362862 , 0.3334 , 0.346734 , 0.311917 , 0.331412 , 0.321084 , 0.301937 , 0.297515 
 752 , 0.326193 , 0.294337 , 0.312807 , 0.310467 , 0.326641 , 0.356885 , 0.294151 , 0.364658 , 0.308594 , 0.307543 , 0.396034 , 0.353002 , 0.363668 , 0.334115 , 0.347507 , 0.312608 , 0.332242 , 0.3217 , 0.302508 , 0.298171 
 753 , 0.326972 , 0.295142 , 0.313663 , 0.311219 , 0.327421 , 0.357591 , 0.294849 , 0.365437 , 0.309298 , 0.308232 , 0.396842 , 0.353837 , 0.364514 , 0.334867 , 0.348318 , 0.313339 , 0.333114 , 0.322351 , 0.303112 , 0.298859 
 754 , 0.32759 , 0.295872 , 0.314414 , 0.311872 , 0.32803 , 0.358294 , 0.29552 , 0.366153 , 0.309979 , 0.308802 , 0.397556 , 0.354582 , 0.365303 , 0.335536 , 0.349039 , 0.313993 , 0.333825 , 0.322883 , 0.303624 , 0.29954 
 755 , 0.327901 , 0.296467 , 0.314937 , 0.312371 , 0.328306 , 0.358936 , 0.296137 , 0.366754 , 0.310672 , 0.309177 , 0.398113 , 0.355127 , 0.36595 , 0.336074 , 0.349621 , 0.314582 , 0.334224 , 0.323193 , 0.304038 , 0.300186 
 756 , 0.328231 , 0.297117 , 0.315499 , 0.312921 , 0.328599 , 0.359624 , 0.296812 , 0.367415 , 0.311448 , 0.309588 , 0.398732 , 0.355706 , 0.366634 , 0.336657 , 0.350277 , 0.315252 , 0.33465 , 0.323519 , 0.304514 , 0.300889 
 757 , 0.328575 , 0.297828 , 0.316123 , 0.313504 , 0.328931 , 0.360383 , 0.297542 , 0.368128 , 0.312302 , 0.310038 , 0.399402 , 0.356326 , 0.367397 , 0.337312 , 0.35099 , 0.31599 , 0.335112 , 0.323882 , 0.305059 , 0.301663 
 758 , 0.328804 , 0.298517 , 0.316954 , 0.313806 , 0.329463 , 0.361219 , 0.298219 , 0.368813 , 0.313223 , 0.310424 , 0.400083 , 0.356925 , 0.368294 , 0.338102 , 0.351656 , 0.316732 , 0.335568 , 0.324263 , 0.305781 , 0.302481 
 759 , 0.329085 , 0.299261 , 0.317889 , 0.314132 , 0.330077 , 0.362164 , 0.298937 , 0.369558 , 0.314201 , 0.310851 , 0.400882 , 0.357624 , 0.369265 , 0.338907 , 0.352436 , 0.317488 , 0.336116 , 0.324679 , 0.30656 , 0.303413 
 760 , 0.329394 , 0.300072 , 0.318917 , 0.314487 , 0.330753 , 0.363197 , 0.299727 , 0.370379 , 0.315272 , 0.311321 , 0.401756 , 0.358396 , 0.370321 , 0.339793 , 0.353289 , 0.318324 , 0.33671 , 0.325135 , 0.307414 , 0.304439 
 761 , 0.330276 , 0.301009 , 0.320111 , 0.315364 , 0.331733 , 0.364204 , 0.300532 , 0.371523 , 0.316362 , 0.31229 , 0.402866 , 0.359499 , 0.371505 , 0.340831 , 0.354591 , 0.319411 , 0.3378 , 0.326105 , 0.308478 , 0.30559 
 762 , 0.331287 , 0.302011 , 0.321309 , 0.316406 , 0.332894 , 0.365297 , 0.301407 , 0.372754 , 0.317453 , 0.313466 , 0.403954 , 0.360595 , 0.37266 , 0.341945 , 0.355929 , 0.320443 , 0.338874 , 0.327114 , 0.30943 , 0.306577 
 763 , 0.332294 , 0.30301 , 0.322504 , 0.317452 , 0.334059 , 0.366392 , 0.302277 , 0.373986 , 0.318541 , 0.314641 , 0.405042 , 0.361697 , 0.373811 , 0.343061 , 0.357265 , 0.321477 , 0.33995 , 0.328125 , 0.310384 , 0.307567 
 764 , 0.333455 , 0.304074 , 0.323668 , 0.318752 , 0.335321 , 0.367372 , 0.303132 , 0.375139 , 0.319595 , 0.315975 , 0.406187 , 0.362866 , 0.374984 , 0.344203 , 0.35867 , 0.322484 , 0.341178 , 0.329302 , 0.311395 , 0.308543 
 765 , 0.334742 , 0.30504 , 0.324706 , 0.320252 , 0.336572 , 0.368073 , 0.303919 , 0.376064 , 0.320436 , 0.317282 , 0.40725 , 0.363994 , 0.3761 , 0.345259 , 0.360045 , 0.323338 , 0.342449 , 0.330522 , 0.312316 , 0.30939 
 766 , 0.335954 , 0.305905 , 0.325674 , 0.32164 , 0.337728 , 0.368704 , 0.30465 , 0.376896 , 0.32117 , 0.31844 , 0.408225 , 0.365028 , 0.377137 , 0.346216 , 0.361321 , 0.324105 , 0.343615 , 0.331617 , 0.313145 , 0.310161 
 767 , 0.337085 , 0.306697 , 0.326557 , 0.322901 , 0.338795 , 0.369271 , 0.305309 , 0.377673 , 0.321848 , 0.319499 , 0.409115 , 0.365974 , 0.378101 , 0.347111 , 0.362498 , 0.324816 , 0.344682 , 0.332636 , 0.313916 , 0.31088 
 768 , 0.33812 , 0.307336 , 0.327275 , 0.32374 , 0.339744 , 0.369694 , 0.30573 , 0.378359 , 0.322382 , 0.320328 , 0.409852 , 0.366699 , 0.378913 , 0.347949 , 0.363406 , 0.325414 , 0.345565 , 0.333488 , 0.314638 , 0.311482 
 769 , 0.339131 , 0.308005 , 0.327959 , 0.324572 , 0.340678 , 0.370169 , 0.306158 , 0.379102 , 0.322938 , 0.32116 , 0.410627 , 0.367419 , 0.379669 , 0.348768 , 0.36425 , 0.325994 , 0.346422 , 0.334303 , 0.315371 , 0.312053 
 770 , 0.340097 , 0.308642 , 0.32861 , 0.325366 , 0.341559 , 0.370626 , 0.306568 , 0.379807 , 0.32346 , 0.321942 , 0.411361 , 0.368101 , 0.380382 , 0.34954 , 0.365051 , 0.326541 , 0.347234 , 0.335072 , 0.316067 , 0.312598 
 771 , 0.340821 , 0.309304 , 0.329166 , 0.326103 , 0.342257 , 0.371186 , 0.30714 , 0.380475 , 0.324192 , 0.322642 , 0.411979 , 0.368725 , 0.381032 , 0.35028 , 0.365732 , 0.327135 , 0.347851 , 0.335715 , 0.316631 , 0.313138 
 772 , 0.341402 , 0.309942 , 0.329698 , 0.326775 , 0.342898 , 0.37165 , 0.307704 , 0.381065 , 0.324956 , 0.323313 , 0.412455 , 0.36933 , 0.381744 , 0.350994 , 0.366388 , 0.327739 , 0.348344 , 0.336368 , 0.317125 , 0.313708 
 773 , 0.34197 , 0.31057 , 0.330224 , 0.327442 , 0.343527 , 0.372113 , 0.308257 , 0.381655 , 0.325701 , 0.32398 , 0.412922 , 0.369921 , 0.382442 , 0.35169 , 0.367037 , 0.328331 , 0.348831 , 0.337015 , 0.317615 , 0.314273 
 774 , 0.342447 , 0.311165 , 0.330796 , 0.32804 , 0.344155 , 0.372572 , 0.308716 , 0.382196 , 0.326359 , 0.324549 , 0.413388 , 0.370494 , 0.383142 , 0.35234 , 0.36768 , 0.328872 , 0.349347 , 0.337619 , 0.318097 , 0.314829 
 775 , 0.342891 , 0.311765 , 0.331407 , 0.3286 , 0.344735 , 0.373022 , 0.309029 , 0.382689 , 0.326898 , 0.325054 , 0.413937 , 0.371031 , 0.383774 , 0.352911 , 0.368359 , 0.329358 , 0.349963 , 0.338196 , 0.318638 , 0.315381 
 776 , 0.343348 , 0.312369 , 0.332022 , 0.329158 , 0.345291 , 0.373458 , 0.309325 , 0.383188 , 0.327427 , 0.325567 , 0.414514 , 0.371559 , 0.384365 , 0.35347 , 0.369037 , 0.329847 , 0.3506 , 0.338779 , 0.319197 , 0.315934 
 777 , 0.343823 , 0.31295 , 0.332635 , 0.329712 , 0.345836 , 0.373903 , 0.309634 , 0.383703 , 0.327951 , 0.326106 , 0.415099 , 0.372109 , 0.384974 , 0.35403 , 0.369728 , 0.330332 , 0.351211 , 0.339345 , 0.319763 , 0.316486 
 778 , 0.34435 , 0.313335 , 0.333253 , 0.330252 , 0.34636 , 0.374419 , 0.310036 , 0.384349 , 0.328535 , 0.326785 , 0.415734 , 0.372753 , 0.38571 , 0.354669 , 0.370491 , 0.330842 , 0.3517 , 0.339858 , 0.320374 , 0.317081 
 779 , 0.344872 , 0.313718 , 0.33391 , 0.330846 , 0.346943 , 0.37502 , 0.310473 , 0.384996 , 0.329191 , 0.327478 , 0.416404 , 0.373404 , 0.386548 , 0.355367 , 0.371288 , 0.331417 , 0.352232 , 0.340387 , 0.321007 , 0.317729 
 780 , 0.345399 , 0.314098 , 0.334564 , 0.331438 , 0.34753 , 0.375627 , 0.31092 , 0.385642 , 0.329859 , 0.328175 , 0.417073 , 0.374061 , 0.387391 , 0.35607 , 0.372085 , 0.331997 , 0.352762 , 0.340921 , 0.321644 , 0.318375 
 781 , 0.345935 , 0.314738 , 0.33529 , 0.332153 , 0.348224 , 0.376297 , 0.311516 , 0.386231 , 0.330542 , 0.328755 , 0.417748 , 0.374673 , 0.388188 , 0.356769 , 0.372951 , 0.332583 , 0.353397 , 0.341428 , 0.322193 , 0.319016 
 782 , 0.346446 , 0.315459 , 0.336 , 0.332855 , 0.348926 , 0.376892 , 0.31221 , 0.386895 , 0.331204 , 0.329292 , 0.418372 , 0.375372 , 0.388931 , 0.357448 , 0.373832 , 0.333181 , 0.354048 , 0.341944 , 0.322754 , 0.319648 
