DHT_00010.spu,DHT_00009.spu,DHT_00008.spu,DHT_00007.spu,DHT_00006.spu,DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00120.spu,DHT_00119.spu,DHT_00118.spu,DHT_00117.spu,DHT_00116.spu,DHT_00115.spu,DHT_00114.spu,DHT_00113.spu,DHT_00112.spu,DHT_00111.spu,DHT_00110.spu,DHT_00109.spu,DHT_00108.spu,DHT_00107.spu,DHT_00106.spu,DHT_00105.spu,DHT_00104.spu,DHT_00103.spu,DHT_00102.spu,DHT_00101.spu,DHT_00100.spu,DHT_00099.spu,DHT_00098.spu,DHT_00097.spu,DHT_00096.spu,DHT_00095.spu,DHT_00094.spu,DHT_00093.spu,DHT_00092.spu,DHT_00091.spu,DHT_00090.spu,DHT_00089.spu,DHT_00088.spu,DHT_00087.spu,DHT_00086.spu,DHT_00085.spu,DHT_00084.spu,DHT_00083.spu,DHT_00082.spu,DHT_00081.spu,DHT_00080.spu,DHT_00079.spu,DHT_00078.spu,DHT_00077.spu,DHT_00076.spu,DHT_00075.spu,DHT_00074.spu,DHT_00073.spu,DHT_00072.spu,DHT_00071.spu,DHT_00070.spu,DHT_00069.spu,DHT_00068.spu,DHT_00067.spu,DHT_00066.spu,DHT_00065.spu,DHT_00064.spu,DHT_00063.spu,DHT_00062.spu,DHT_00061.spu,DHT_00060.spu,DHT_00059.spu,DHT_00058.spu,DHT_00057.spu,DHT_00056.spu,DHT_00055.spu,DHT_00054.spu,DHT_00053.spu,DHT_00052.spu,DHT_00051.spu,DHT_00050.spu,DHT_00049.spu,DHT_00048.spu,DHT_00047.spu,DHT_00046.spu,DHT_00045.spu,DHT_00044.spu,DHT_00043.spu,DHT_00042.spu,DHT_00041.spu,DHT_00040.spu,DHT_00039.spu,DHT_00038.spu,DHT_00037.spu,DHT_00036.spu,DHT_00035.spu,DHT_00034.spu,DHT_00033.spu,DHT_00032.spu,DHT_00031.spu,DHT_00030.spu,DHT_00029.spu,DHT_00028.spu,DHT_00027.spu,DHT_00026.spu,DHT_00025.spu,DHT_00024.spu,DHT_00023.spu,DHT_00022.spu,DHT_00021.spu,DHT_00020.spu,DHT_00019.spu,DHT_00018.spu,DHT_00017.spu,DHT_00016.spu,DHT_00015.spu,DHT_00014.spu,DHT_00013.spu,DHT_00012.spu,DHT_00011.spu
 316 , 0.029329 , 0.028672 , 0.02382 , 0.010959 , 0.023207 , 0.024335 , 0.027676 , 0.026242 , 0.026641 , 0.02584 , 0.020384 , 0.032957 , 0.036797 , 0.018972 , 0.030732 , 0.024839 , 0.029139 , 0.030961 , 0.019487 , 0.01859 , 0.032177 , 0.028881 , 0.012839 , 0.015762 , 0.021412 , 0.023194 , 0.022892 , 0.017441 , 0.020892 , 0.024013 , 0.023607 , 0.023378 , 0.023032 , 0.020704 , 0.028009 , 0.026621 , 0.026164 , 0.029536 , 0.02335 , 0.018939 , 0.021631 , 0.023858 , 0.024462 , 0.023489 , 0.017079 , 0.027005 , 0.022777 , 0.015156 , 0.020246 , 0.018437 , 0.025891 , 0.025063 , 0.025143 , 0.024843 , 0.028011 , 0.023505 , 0.024326 , 0.019223 , 0.0278 , 0.019849 , 0.021893 , 0.032712 , 0.020042 , 0.020384 , 0.019443 , 0.015409 , 0.021662 , 0.017134 , 0.031347 , 0.014266 , 0.016701 , 0.01723 , 0.027494 , 0.028368 , 0.026342 , 0.039505 , 0.033145 , 0.027068 , 0.041902 , 0.029587 , 0.029696 , 0.0181 , 0.011463 , 0.017556 , 0.008091 , 0.030246 , 0.010122 , 0.012948 , 0.01014 , 0.007993 , 0.019856 , 0.0196 , 0.009969 , 0.011594 , 0.01588 , 0.004462 , 0.020273 , 0.024284 , 0.021671 , 0.025283 , 0.031869 , 0.016779 , 0.008324 , 0.02271 , 0.039911 , 0.020477 , 0.031505 , 0.008908 , 0.021802 , 0.00638 
 317 , 0.027216 , 0.024839 , 0.022884 , 0.009928 , 0.019169 , 0.024302 , 0.026367 , 0.024343 , 0.023617 , 0.022252 , 0.016894 , 0.028189 , 0.036632 , 0.017108 , 0.030192 , 0.022513 , 0.028073 , 0.028105 , 0.017175 , 0.015812 , 0.028621 , 0.026224 , 0.009569 , 0.012793 , 0.01628 , 0.021021 , 0.022125 , 0.013688 , 0.01884 , 0.022605 , 0.022551 , 0.022335 , 0.022072 , 0.019954 , 0.027152 , 0.023612 , 0.02296 , 0.028528 , 0.019095 , 0.017271 , 0.018506 , 0.020809 , 0.0228 , 0.023437 , 0.01376 , 0.024749 , 0.019842 , 0.015637 , 0.019093 , 0.016186 , 0.020885 , 0.021854 , 0.023576 , 0.024598 , 0.025451 , 0.024394 , 0.021997 , 0.017398 , 0.025379 , 0.018601 , 0.018752 , 0.033024 , 0.016318 , 0.017687 , 0.017618 , 0.011838 , 0.017006 , 0.013568 , 0.02915 , 0.011016 , 0.01591 , 0.014976 , 0.024441 , 0.025596 , 0.022686 , 0.036911 , 0.03168 , 0.022694 , 0.0396 , 0.026285 , 0.02827 , 0.016459 , 0.010406 , 0.015974 , 0.006727 , 0.030986 , 0.008649 , 0.010012 , 0.008563 , 0.006727 , 0.019966 , 0.016496 , 0.009108 , 0.009857 , 0.013062 , 0.00325 , 0.019175 , 0.019522 , 0.019779 , 0.02379 , 0.028652 , 0.013739 , 0.00616 , 0.022713 , 0.035689 , 0.017959 , 0.024992 , 0.003924 , 0.017055 , 0.006486 
 318 , 0.025582 , 0.022069 , 0.022165 , 0.009228 , 0.016412 , 0.024337 , 0.025533 , 0.023031 , 0.02146 , 0.019664 , 0.014267 , 0.024848 , 0.036383 , 0.015813 , 0.029514 , 0.020733 , 0.027239 , 0.025956 , 0.015571 , 0.013923 , 0.026142 , 0.024278 , 0.007188 , 0.010605 , 0.012771 , 0.019311 , 0.021378 , 0.011148 , 0.017434 , 0.021443 , 0.021691 , 0.021772 , 0.021348 , 0.019362 , 0.026514 , 0.021504 , 0.020688 , 0.027852 , 0.016179 , 0.01614 , 0.01635 , 0.018453 , 0.021464 , 0.023271 , 0.01159 , 0.023194 , 0.017677 , 0.01595 , 0.018287 , 0.01469 , 0.01756 , 0.019491 , 0.02245 , 0.024639 , 0.023514 , 0.025139 , 0.020363 , 0.016099 , 0.023728 , 0.017703 , 0.016641 , 0.033296 , 0.013829 , 0.015971 , 0.016564 , 0.00975 , 0.013822 , 0.011246 , 0.02779 , 0.009003 , 0.015467 , 0.01353 , 0.02243 , 0.023982 , 0.020192 , 0.034857 , 0.030581 , 0.019692 , 0.037709 , 0.023951 , 0.027395 , 0.015287 , 0.009923 , 0.01487 , 0.006066 , 0.031667 , 0.007637 , 0.00818 , 0.007673 , 0.00585 , 0.020023 , 0.014398 , 0.008766 , 0.008683 , 0.011111 , 0.002987 , 0.018483 , 0.016318 , 0.018704 , 0.022796 , 0.026602 , 0.01184 , 0.00493 , 0.022851 , 0.032505 , 0.016018 , 0.020624 , 0.00065 , 0.014083 , 0.006716 
 319 , 0.025132 , 0.022927 , 0.02204 , 0.009864 , 0.018302 , 0.024682 , 0.026791 , 0.0239 , 0.02236 , 0.020392 , 0.014152 , 0.026657 , 0.035301 , 0.016555 , 0.027095 , 0.020359 , 0.026896 , 0.025827 , 0.01669 , 0.015641 , 0.027643 , 0.024664 , 0.007968 , 0.010988 , 0.015944 , 0.018596 , 0.019908 , 0.01367 , 0.018454 , 0.020488 , 0.021121 , 0.023603 , 0.021294 , 0.01909 , 0.026445 , 0.022788 , 0.02156 , 0.028456 , 0.018583 , 0.017203 , 0.017923 , 0.018239 , 0.02062 , 0.022207 , 0.014286 , 0.024155 , 0.017798 , 0.015492 , 0.018693 , 0.016424 , 0.021185 , 0.019511 , 0.022897 , 0.026564 , 0.023296 , 0.025683 , 0.021294 , 0.016629 , 0.025201 , 0.017986 , 0.018854 , 0.033475 , 0.0166 , 0.018459 , 0.019207 , 0.014623 , 0.016533 , 0.014129 , 0.030208 , 0.012647 , 0.016745 , 0.015658 , 0.024946 , 0.027769 , 0.022501 , 0.033708 , 0.030448 , 0.021977 , 0.036142 , 0.025282 , 0.028985 , 0.015747 , 0.012551 , 0.015497 , 0.009112 , 0.032599 , 0.008477 , 0.011391 , 0.010054 , 0.006547 , 0.019693 , 0.016254 , 0.011381 , 0.009747 , 0.012526 , 0.008439 , 0.019589 , 0.01986 , 0.021694 , 0.023895 , 0.029469 , 0.015012 , 0.008352 , 0.024047 , 0.032469 , 0.015687 , 0.024704 , 0.004411 , 0.019039 , 0.008015 
 320 , 0.024788 , 0.023583 , 0.021924 , 0.010353 , 0.019757 , 0.025023 , 0.027755 , 0.024639 , 0.023067 , 0.020978 , 0.014059 , 0.028117 , 0.034454 , 0.017164 , 0.025218 , 0.020086 , 0.02664 , 0.025751 , 0.017581 , 0.016983 , 0.028819 , 0.024958 , 0.008576 , 0.011296 , 0.018415 , 0.01804 , 0.018757 , 0.015597 , 0.019297 , 0.019743 , 0.020662 , 0.025057 , 0.021247 , 0.018875 , 0.026416 , 0.023775 , 0.022246 , 0.028956 , 0.0205 , 0.018021 , 0.019151 , 0.018037 , 0.019978 , 0.021385 , 0.016386 , 0.024908 , 0.017872 , 0.015138 , 0.019057 , 0.017754 , 0.024035 , 0.0196 , 0.023227 , 0.028029 , 0.023144 , 0.026169 , 0.022003 , 0.017058 , 0.026348 , 0.018222 , 0.020644 , 0.033642 , 0.018801 , 0.020389 , 0.021286 , 0.018402 , 0.018662 , 0.01639 , 0.032122 , 0.015531 , 0.01772 , 0.017285 , 0.026838 , 0.030866 , 0.024238 , 0.032871 , 0.030408 , 0.023757 , 0.034949 , 0.026275 , 0.03028 , 0.016108 , 0.014596 , 0.016037 , 0.011463 , 0.033382 , 0.009107 , 0.013867 , 0.011959 , 0.007075 , 0.019463 , 0.017736 , 0.013411 , 0.010585 , 0.013658 , 0.01263 , 0.020448 , 0.022642 , 0.024079 , 0.024748 , 0.031767 , 0.0175 , 0.011056 , 0.024975 , 0.032438 , 0.01542 , 0.027909 , 0.007398 , 0.022964 , 0.009009 
 321 , 0.024518 , 0.024097 , 0.021814 , 0.010739 , 0.020912 , 0.025362 , 0.028516 , 0.025284 , 0.023638 , 0.021468 , 0.013981 , 0.029336 , 0.033774 , 0.017678 , 0.023717 , 0.019882 , 0.026443 , 0.025709 , 0.018311 , 0.018062 , 0.02977 , 0.025185 , 0.009067 , 0.011554 , 0.020399 , 0.017591 , 0.017824 , 0.017113 , 0.020018 , 0.019144 , 0.020284 , 0.026245 , 0.021204 , 0.018699 , 0.026413 , 0.024555 , 0.022801 , 0.02938 , 0.022078 , 0.018668 , 0.020139 , 0.017847 , 0.019478 , 0.020731 , 0.01807 , 0.025514 , 0.017912 , 0.014857 , 0.019387 , 0.0188 , 0.026342 , 0.019738 , 0.023471 , 0.029172 , 0.023038 , 0.026615 , 0.022556 , 0.017415 , 0.02727 , 0.018425 , 0.022142 , 0.033799 , 0.020607 , 0.021929 , 0.022968 , 0.021418 , 0.020386 , 0.01822 , 0.033681 , 0.017884 , 0.018482 , 0.018565 , 0.028297 , 0.033487 , 0.025576 , 0.032249 , 0.030433 , 0.025184 , 0.034014 , 0.027034 , 0.031365 , 0.0164 , 0.016234 , 0.016519 , 0.013327 , 0.034057 , 0.009589 , 0.015832 , 0.013531 , 0.007487 , 0.019302 , 0.018959 , 0.015034 , 0.011265 , 0.014592 , 0.015939 , 0.021131 , 0.024891 , 0.026038 , 0.025428 , 0.033668 , 0.019509 , 0.013258 , 0.025715 , 0.032412 , 0.015198 , 0.030503 , 0.009844 , 0.026169 , 0.009793 
 322 , 0.025185 , 0.024718 , 0.022798 , 0.011003 , 0.021379 , 0.026468 , 0.028894 , 0.025658 , 0.024322 , 0.022263 , 0.014514 , 0.029474 , 0.033626 , 0.017394 , 0.023231 , 0.021375 , 0.027055 , 0.026139 , 0.018505 , 0.018603 , 0.030703 , 0.02618 , 0.009462 , 0.012532 , 0.020255 , 0.01845 , 0.0178 , 0.017644 , 0.02048 , 0.019275 , 0.020523 , 0.02649 , 0.02079 , 0.01901 , 0.027029 , 0.024949 , 0.023117 , 0.028898 , 0.022299 , 0.019952 , 0.021072 , 0.018439 , 0.020119 , 0.021011 , 0.018637 , 0.0255 , 0.01857 , 0.014964 , 0.020006 , 0.019782 , 0.026588 , 0.020977 , 0.024619 , 0.029209 , 0.02442 , 0.026096 , 0.023694 , 0.018444 , 0.028127 , 0.019488 , 0.023724 , 0.03459 , 0.021605 , 0.02309 , 0.023296 , 0.021332 , 0.021851 , 0.019172 , 0.035071 , 0.018596 , 0.019077 , 0.019054 , 0.029704 , 0.033869 , 0.027318 , 0.033117 , 0.029975 , 0.026056 , 0.034257 , 0.027976 , 0.032505 , 0.017581 , 0.018001 , 0.017752 , 0.013658 , 0.034813 , 0.010941 , 0.016079 , 0.01428 , 0.008319 , 0.020303 , 0.020352 , 0.016425 , 0.012577 , 0.013433 , 0.016274 , 0.02197 , 0.025924 , 0.027186 , 0.026755 , 0.035763 , 0.020712 , 0.016152 , 0.026854 , 0.032758 , 0.015297 , 0.031417 , 0.01088 , 0.025573 , 0.01071 
 323 , 0.025998 , 0.025267 , 0.023929 , 0.011194 , 0.021604 , 0.027597 , 0.029126 , 0.025874 , 0.024934 , 0.023004 , 0.015144 , 0.02928 , 0.033659 , 0.016931 , 0.023105 , 0.023107 , 0.027803 , 0.026622 , 0.018517 , 0.018911 , 0.031472 , 0.027225 , 0.009772 , 0.013543 , 0.019551 , 0.019567 , 0.018034 , 0.017824 , 0.020784 , 0.019583 , 0.020881 , 0.026421 , 0.020342 , 0.019419 , 0.027692 , 0.025182 , 0.023342 , 0.028245 , 0.022097 , 0.021194 , 0.021861 , 0.019154 , 0.020977 , 0.021508 , 0.018808 , 0.025323 , 0.019311 , 0.015162 , 0.020595 , 0.020569 , 0.02623 , 0.022282 , 0.025804 , 0.028936 , 0.025984 , 0.025389 , 0.024826 , 0.019492 , 0.028819 , 0.020607 , 0.025024 , 0.035462 , 0.022203 , 0.023968 , 0.023162 , 0.020418 , 0.022975 , 0.019741 , 0.03615 , 0.018735 , 0.01952 , 0.019247 , 0.030901 , 0.033549 , 0.028885 , 0.034193 , 0.029453 , 0.026675 , 0.034746 , 0.028833 , 0.033481 , 0.018808 , 0.019511 , 0.018987 , 0.013513 , 0.035449 , 0.012319 , 0.015832 , 0.014672 , 0.009137 , 0.021451 , 0.021567 , 0.017528 , 0.013846 , 0.011892 , 0.015742 , 0.022722 , 0.026453 , 0.027902 , 0.028073 , 0.037636 , 0.021481 , 0.01867 , 0.027892 , 0.033125 , 0.015442 , 0.031733 , 0.011347 , 0.024034 , 0.011512 
 324 , 0.026638 , 0.0257 , 0.024839 , 0.011351 , 0.021816 , 0.02847 , 0.029337 , 0.026005 , 0.025434 , 0.023576 , 0.01566 , 0.029103 , 0.033701 , 0.016547 , 0.023017 , 0.024498 , 0.028414 , 0.026992 , 0.018521 , 0.019159 , 0.032066 , 0.028056 , 0.010024 , 0.014333 , 0.018987 , 0.020508 , 0.018239 , 0.017967 , 0.021003 , 0.019826 , 0.021152 , 0.026342 , 0.019986 , 0.019764 , 0.028188 , 0.02538 , 0.023557 , 0.027717 , 0.02191 , 0.022163 , 0.02251 , 0.019731 , 0.021669 , 0.021911 , 0.01894 , 0.025189 , 0.019929 , 0.015319 , 0.021048 , 0.021165 , 0.025946 , 0.023266 , 0.026715 , 0.028714 , 0.027216 , 0.024804 , 0.025742 , 0.020324 , 0.029357 , 0.021482 , 0.025995 , 0.036197 , 0.022654 , 0.024673 , 0.022999 , 0.019707 , 0.02382 , 0.0202 , 0.036953 , 0.018831 , 0.019854 , 0.019396 , 0.031889 , 0.033255 , 0.03012 , 0.034964 , 0.029018 , 0.027222 , 0.035077 , 0.029537 , 0.034259 , 0.019772 , 0.020699 , 0.019958 , 0.01339 , 0.035926 , 0.013419 , 0.015652 , 0.01497 , 0.009789 , 0.022343 , 0.022529 , 0.018401 , 0.014848 , 0.010673 , 0.015304 , 0.023325 , 0.026864 , 0.028436 , 0.02915 , 0.0392 , 0.022063 , 0.020556 , 0.028681 , 0.033383 , 0.015525 , 0.031995 , 0.011705 , 0.022811 , 0.012145 
 325 , 0.026522 , 0.025919 , 0.025045 , 0.011375 , 0.02179 , 0.028581 , 0.029156 , 0.026004 , 0.02547 , 0.023675 , 0.015553 , 0.028865 , 0.033148 , 0.015899 , 0.022816 , 0.024835 , 0.028616 , 0.027023 , 0.018375 , 0.019218 , 0.032284 , 0.028413 , 0.009938 , 0.014317 , 0.018494 , 0.020737 , 0.018354 , 0.017681 , 0.020687 , 0.019914 , 0.021075 , 0.026021 , 0.019515 , 0.019458 , 0.028277 , 0.025276 , 0.023481 , 0.027317 , 0.021501 , 0.022241 , 0.022701 , 0.019725 , 0.021831 , 0.021858 , 0.018685 , 0.025098 , 0.01999 , 0.015461 , 0.020915 , 0.020519 , 0.025365 , 0.023411 , 0.027164 , 0.028394 , 0.027688 , 0.024345 , 0.02595 , 0.020451 , 0.029372 , 0.02204 , 0.026354 , 0.03654 , 0.0227 , 0.025029 , 0.022853 , 0.019119 , 0.024242 , 0.020481 , 0.037508 , 0.018853 , 0.019947 , 0.019732 , 0.032081 , 0.033136 , 0.030719 , 0.035021 , 0.02868 , 0.027258 , 0.034663 , 0.029791 , 0.03431 , 0.019902 , 0.021021 , 0.020702 , 0.013322 , 0.03618 , 0.01369 , 0.015227 , 0.014959 , 0.009924 , 0.022807 , 0.022621 , 0.018577 , 0.015052 , 0.010828 , 0.014992 , 0.023423 , 0.027073 , 0.028495 , 0.02945 , 0.039599 , 0.022158 , 0.02103 , 0.028984 , 0.032557 , 0.015634 , 0.032143 , 0.011845 , 0.022028 , 0.012567 
 326 , 0.025329 , 0.025868 , 0.024276 , 0.011215 , 0.021406 , 0.027645 , 0.028388 , 0.025836 , 0.024855 , 0.023123 , 0.014544 , 0.02852 , 0.031684 , 0.01479 , 0.022433 , 0.023736 , 0.028263 , 0.026588 , 0.018005 , 0.019021 , 0.03201 , 0.028145 , 0.00936 , 0.01316 , 0.018031 , 0.019964 , 0.018346 , 0.016746 , 0.019576 , 0.0198 , 0.020496 , 0.025323 , 0.018814 , 0.018174 , 0.027822 , 0.024731 , 0.022961 , 0.027047 , 0.020735 , 0.02108 , 0.022257 , 0.018883 , 0.021268 , 0.02116 , 0.017852 , 0.025051 , 0.01924 , 0.015596 , 0.019951 , 0.018053 , 0.024287 , 0.022423 , 0.027043 , 0.027898 , 0.027158 , 0.024013 , 0.025173 , 0.019597 , 0.028655 , 0.022234 , 0.02594 , 0.036355 , 0.022198 , 0.024932 , 0.022738 , 0.018629 , 0.024155 , 0.020542 , 0.037825 , 0.018776 , 0.019721 , 0.020379 , 0.031148 , 0.033265 , 0.030507 , 0.034127 , 0.028441 , 0.026548 , 0.033179 , 0.029425 , 0.033348 , 0.018874 , 0.020168 , 0.021233 , 0.013327 , 0.036176 , 0.012814 , 0.014403 , 0.014519 , 0.009347 , 0.022738 , 0.021505 , 0.017791 , 0.014175 , 0.012921 , 0.014817 , 0.022823 , 0.027036 , 0.027918 , 0.028679 , 0.038375 , 0.021603 , 0.01965 , 0.028664 , 0.030138 , 0.015812 , 0.03215 , 0.01171 , 0.021752 , 0.01275 
 327 , 0.024358 , 0.025837 , 0.023656 , 0.011078 , 0.021088 , 0.026891 , 0.027747 , 0.025731 , 0.02434 , 0.022696 , 0.013719 , 0.028262 , 0.03048 , 0.01389 , 0.022108 , 0.022822 , 0.027969 , 0.026246 , 0.017716 , 0.018858 , 0.031793 , 0.027961 , 0.008888 , 0.012217 , 0.017656 , 0.01932 , 0.018341 , 0.015989 , 0.01868 , 0.019687 , 0.020038 , 0.024765 , 0.018248 , 0.01713 , 0.027474 , 0.024281 , 0.022541 , 0.026811 , 0.020113 , 0.020139 , 0.02189 , 0.018205 , 0.020804 , 0.020575 , 0.017172 , 0.025023 , 0.018645 , 0.015718 , 0.019162 , 0.01604 , 0.023412 , 0.021625 , 0.026962 , 0.027507 , 0.02673 , 0.023758 , 0.024538 , 0.018904 , 0.028097 , 0.02238 , 0.025618 , 0.036177 , 0.021791 , 0.024868 , 0.02267 , 0.018217 , 0.0241 , 0.020575 , 0.038133 , 0.018734 , 0.019549 , 0.020939 , 0.030391 , 0.03341 , 0.030327 , 0.033419 , 0.028245 , 0.025965 , 0.031967 , 0.029147 , 0.032542 , 0.018042 , 0.019488 , 0.021666 , 0.013342 , 0.036174 , 0.012104 , 0.013722 , 0.014161 , 0.008875 , 0.022698 , 0.020594 , 0.017162 , 0.013454 , 0.014598 , 0.014682 , 0.022326 , 0.027021 , 0.027438 , 0.028031 , 0.03734 , 0.021135 , 0.018535 , 0.028407 , 0.028162 , 0.015961 , 0.032142 , 0.011607 , 0.021549 , 0.012895 
 328 , 0.023549 , 0.025822 , 0.023146 , 0.010958 , 0.020818 , 0.02627 , 0.0272 , 0.02567 , 0.023902 , 0.022359 , 0.013031 , 0.028065 , 0.02947 , 0.013143 , 0.021828 , 0.02205 , 0.02772 , 0.025969 , 0.017486 , 0.01872 , 0.031615 , 0.027834 , 0.008497 , 0.011433 , 0.017345 , 0.018774 , 0.018337 , 0.015362 , 0.017942 , 0.019578 , 0.019668 , 0.024306 , 0.017782 , 0.016262 , 0.0272 , 0.023903 , 0.022192 , 0.026605 , 0.019596 , 0.019358 , 0.021578 , 0.017648 , 0.020413 , 0.020077 , 0.016608 , 0.025006 , 0.018158 , 0.015831 , 0.018505 , 0.014364 , 0.022685 , 0.020967 , 0.026907 , 0.027194 , 0.026378 , 0.023557 , 0.024007 , 0.01833 , 0.027653 , 0.022491 , 0.025362 , 0.036006 , 0.021455 , 0.024825 , 0.022632 , 0.017865 , 0.024067 , 0.020588 , 0.038428 , 0.018716 , 0.019415 , 0.021428 , 0.029763 , 0.033559 , 0.030168 , 0.032843 , 0.028081 , 0.025477 , 0.03096 , 0.028931 , 0.031853 , 0.017355 , 0.018931 , 0.022023 , 0.013364 , 0.036172 , 0.011515 , 0.013149 , 0.013863 , 0.008482 , 0.022677 , 0.019834 , 0.016647 , 0.012851 , 0.015967 , 0.014577 , 0.021907 , 0.027019 , 0.027028 , 0.027475 , 0.03645 , 0.020735 , 0.017612 , 0.028194 , 0.026517 , 0.016087 , 0.032124 , 0.011524 , 0.021396 , 0.013012 
 329 , 0.024386 , 0.026415 , 0.024356 , 0.012166 , 0.021824 , 0.027737 , 0.028505 , 0.026757 , 0.024824 , 0.023521 , 0.014057 , 0.028406 , 0.030297 , 0.014332 , 0.022824 , 0.023481 , 0.028591 , 0.026728 , 0.018214 , 0.019488 , 0.032525 , 0.028486 , 0.009552 , 0.012559 , 0.018508 , 0.01965 , 0.018693 , 0.016607 , 0.019473 , 0.020272 , 0.020759 , 0.02526 , 0.01881 , 0.017432 , 0.027765 , 0.025183 , 0.023285 , 0.02755 , 0.020712 , 0.021102 , 0.021726 , 0.018495 , 0.021215 , 0.021575 , 0.017853 , 0.026029 , 0.019167 , 0.017209 , 0.019631 , 0.017052 , 0.024035 , 0.022108 , 0.027732 , 0.028765 , 0.027629 , 0.024941 , 0.024826 , 0.019109 , 0.029167 , 0.023691 , 0.026525 , 0.037519 , 0.022918 , 0.02536 , 0.023495 , 0.01924 , 0.024745 , 0.021841 , 0.039245 , 0.020016 , 0.021139 , 0.022849 , 0.031348 , 0.034784 , 0.031309 , 0.034014 , 0.029571 , 0.026357 , 0.032385 , 0.03018 , 0.033617 , 0.019754 , 0.020772 , 0.022895 , 0.014712 , 0.037483 , 0.012662 , 0.014971 , 0.015144 , 0.009869 , 0.023725 , 0.021418 , 0.018233 , 0.014389 , 0.018013 , 0.01632 , 0.023851 , 0.028424 , 0.028424 , 0.028972 , 0.038223 , 0.02282 , 0.019849 , 0.028591 , 0.028924 , 0.016626 , 0.033885 , 0.012766 , 0.023466 , 0.013878 
 330 , 0.025124 , 0.026923 , 0.02541 , 0.01323 , 0.022711 , 0.029042 , 0.029646 , 0.027715 , 0.025648 , 0.024541 , 0.014994 , 0.0287 , 0.031055 , 0.015386 , 0.023701 , 0.024799 , 0.029367 , 0.027391 , 0.018855 , 0.020186 , 0.033326 , 0.029036 , 0.010493 , 0.013547 , 0.019531 , 0.020437 , 0.018989 , 0.017723 , 0.020811 , 0.020891 , 0.021729 , 0.026099 , 0.019719 , 0.018451 , 0.028258 , 0.026336 , 0.024244 , 0.028408 , 0.021698 , 0.022649 , 0.021851 , 0.019232 , 0.021934 , 0.022934 , 0.018961 , 0.02692 , 0.020036 , 0.018399 , 0.02062 , 0.019494 , 0.025241 , 0.023139 , 0.028465 , 0.030166 , 0.028762 , 0.026131 , 0.025568 , 0.019795 , 0.030503 , 0.024751 , 0.027544 , 0.038841 , 0.024224 , 0.025814 , 0.024261 , 0.020465 , 0.025348 , 0.022946 , 0.03995 , 0.021148 , 0.022673 , 0.02408 , 0.032754 , 0.035804 , 0.032309 , 0.035025 , 0.030914 , 0.027112 , 0.033697 , 0.031275 , 0.035202 , 0.021881 , 0.022365 , 0.023631 , 0.015913 , 0.038651 , 0.013673 , 0.016618 , 0.016293 , 0.011123 , 0.024635 , 0.022822 , 0.019619 , 0.015805 , 0.019765 , 0.017881 , 0.0256 , 0.029623 , 0.029623 , 0.030291 , 0.039807 , 0.024675 , 0.021829 , 0.028945 , 0.031122 , 0.017119 , 0.035439 , 0.013839 , 0.025288 , 0.014655 
 331 , 0.025721 , 0.027333 , 0.026274 , 0.014132 , 0.023458 , 0.030142 , 0.030594 , 0.028519 , 0.026351 , 0.025389 , 0.015803 , 0.028929 , 0.031703 , 0.016264 , 0.024441 , 0.025965 , 0.030029 , 0.027936 , 0.019387 , 0.020799 , 0.033997 , 0.029464 , 0.011292 , 0.014355 , 0.020388 , 0.021109 , 0.019221 , 0.018668 , 0.021913 , 0.021427 , 0.022548 , 0.026794 , 0.020477 , 0.019278 , 0.028656 , 0.027333 , 0.025042 , 0.029163 , 0.022523 , 0.023948 , 0.02194 , 0.019827 , 0.022546 , 0.02412 , 0.019897 , 0.027662 , 0.020733 , 0.019386 , 0.021437 , 0.021593 , 0.026261 , 0.024019 , 0.029089 , 0.031365 , 0.029747 , 0.027102 , 0.026205 , 0.020356 , 0.031621 , 0.025664 , 0.02839 , 0.039954 , 0.02534 , 0.026176 , 0.024913 , 0.021512 , 0.025861 , 0.023893 , 0.040534 , 0.022093 , 0.023987 , 0.025118 , 0.033938 , 0.036606 , 0.033148 , 0.035835 , 0.032085 , 0.027715 , 0.034843 , 0.032186 , 0.036565 , 0.023681 , 0.023668 , 0.024236 , 0.016947 , 0.039658 , 0.014511 , 0.01805 , 0.017285 , 0.012213 , 0.025391 , 0.023999 , 0.020769 , 0.017056 , 0.021251 , 0.019231 , 0.027112 , 0.030596 , 0.030596 , 0.031399 , 0.04116 , 0.026262 , 0.023487 , 0.029243 , 0.033025 , 0.017566 , 0.036765 , 0.014727 , 0.026826 , 0.015339 
