DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00011.spu,DHT_00012.spu,DHT_00013.spu,DHT_00014.spu,DHT_00015.spu,DHT_00016.spu,DHT_00017.spu,DHT_00018.spu,DHT_00019.spu,DHT_00020.spu,DHT_00021.spu,DHT_00022.spu,DHT_00023.spu,DHT_00024.spu,DHT_00025.spu,DHT_00026.spu,DHT_00027.spu,DHT_00028.spu,DHT_00029.spu,DHT_00030.spu,DHT_00031.spu,DHT_00032.spu,DHT_00033.spu,DHT_00034.spu,DHT_00035.spu,DHT_00036.spu,DHT_00037.spu,DHT_00038.spu,DHT_00039.spu,DHT_00040.spu,DHT_00041.spu,DHT_00042.spu,DHT_00043.spu,DHT_00044.spu,DHT_00045.spu,DHT_00046.spu,DHT_00047.spu,DHT_00048.spu,DHT_00049.spu,DHT_00050.spu,DHT_00051.spu,DHT_00052.spu,DHT_00053.spu,DHT_00054.spu,DHT_00055.spu,DHT_00056.spu,DHT_00057.spu,DHT_00058.spu,DHT_00059.spu,DHT_00060.spu,DHT_00061.spu,DHT_00062.spu,DHT_00063.spu,DHT_00064.spu,DHT_00065.spu,DHT_00066.spu,DHT_00067.spu,DHT_00068.spu,DHT_00069.spu,DHT_00070.spu,DHT_00071.spu,DHT_00072.spu,DHT_00073.spu,DHT_00074.spu,DHT_00075.spu,DHT_00076.spu,DHT_00077.spu,DHT_00078.spu,DHT_00079.spu,DHT_00080.spu,DHT_00081.spu,DHT_00082.spu,DHT_00083.spu,DHT_00084.spu,DHT_00085.spu,DHT_00086.spu,DHT_00087.spu,DHT_00088.spu,DHT_00089.spu,DHT_00090.spu,DHT_00091.spu,DHT_00092.spu,DHT_00093.spu,DHT_00094.spu,DHT_00095.spu,DHT_00096.spu,DHT_00097.spu,DHT_00098.spu,DHT_00099.spu,DHT_00100.spu,DHT_00101.spu,DHT_00102.spu,DHT_00103.spu,DHT_00104.spu,DHT_00105.spu,DHT_00106.spu,DHT_00107.spu,DHT_00108.spu,DHT_00109.spu,DHT_00110.spu,DHT_00111.spu,DHT_00112.spu,DHT_00113.spu,DHT_00114.spu,DHT_00115.spu,DHT_00116.spu,DHT_00117.spu,DHT_00118.spu,DHT_00119.spu,DHT_00120.spu,DHT_00121.spu,DHT_00122.spu,DHT_00123.spu,DHT_00124.spu,DHT_00125.spu,DHT_00126.spu,DHT_00127.spu,DHT_00128.spu,DHT_00129.spu,DHT_00130.spu,DHT_00131.spu,DHT_00132.spu,DHT_00133.spu,DHT_00134.spu,DHT_00135.spu,DHT_00136.spu,DHT_00137.spu,DHT_00138.spu,DHT_00139.spu,DHT_00140.spu,DHT_00141.spu,DHT_00142.spu,DHT_00143.spu,DHT_00144.spu,DHT_00145.spu,DHT_00146.spu,DHT_00147.spu,DHT_00148.spu,DHT_00149.spu,DHT_00150.spu,DHT_00151.spu,DHT_00152.spu,DHT_00153.spu,DHT_00154.spu,DHT_00155.spu,DHT_00156.spu,DHT_00157.spu,DHT_00158.spu,DHT_00159.spu,DHT_00160.spu,DHT_00161.spu,DHT_00162.spu,DHT_00163.spu,DHT_00164.spu,DHT_00165.spu,DHT_00166.spu,DHT_00167.spu,DHT_00168.spu,DHT_00169.spu,DHT_00170.spu,DHT_00171.spu
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001883 , 0 , 0 , 0.003245 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 165.471758 , 165.471758 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000806 , 0 , 0 , 0.002968 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 150.416967 , 150.416967 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 318 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000368 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000438 , 0.000121 , 0.000196 , 0.003114 , 0.000544 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000225 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000424 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000354 , 0 , 0 , 0.000225 , 0 , 0 , 0.000135 , 0 , 0.000211 , 0.000211 , 0 , 0.000068 , 0.000068 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000502 , 0.000252 , 0 , 0 , 0.000306 , 0 , 0 , 0 , 0.000292 , 0 , 0.000344 , 0 , 0 , 0 , 0 , 0.000288 , 0 , 0 , 0.000196 , 0 , 0 , 0 , 0.000552 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 319 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003462 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0042 , 0.001174 , 0.001882 , 0.006182 , 0.005248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002088 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004035 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003306 , 0 , 0 , 0.002094 , 0 , 0 , 0.001299 , 0 , 0.002011 , 0.002011 , 0 , 0.000643 , 0.000649 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00482 , 0.002429 , 0 , 0 , 0.002944 , 0 , 0 , 0 , 0.002776 , 0 , 0.00329 , 0 , 0 , 0 , 0 , 0.002736 , 0 , 0 , 0.001875 , 0 , 0 , 0 , 0.005256 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 320 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005771 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00711 , 0.001999 , 0.003204 , 0.008593 , 0.00894 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003441 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006781 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005469 , 0 , 0 , 0.003459 , 0 , 0 , 0.002204 , 0 , 0.003389 , 0.003389 , 0 , 0.00108 , 0.001101 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008186 , 0.004142 , 0 , 0 , 0.005003 , 0 , 0 , 0 , 0.004666 , 0 , 0.005563 , 0 , 0 , 0 , 0 , 0.00459 , 0 , 0 , 0.003176 , 0 , 0 , 0 , 0.008848 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0 , 0 , 0 , 0 , 0 , 0 , 0.007552 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009437 , 0.002667 , 0.004276 , 0.010553 , 0.011933 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004455 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008937 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.007105 , 0 , 0 , 0.004487 , 0 , 0 , 0.00293 , 0 , 0.00448 , 0.00448 , 0 , 0.001424 , 0.001464 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010898 , 0.005535 , 0 , 0 , 0.006662 , 0 , 0 , 0 , 0.00615 , 0 , 0.007373 , 0 , 0 , 0 , 0 , 0.006041 , 0 , 0 , 0.00422 , 0 , 0 , 0 , 0.011681 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0 , 0 , 0 , 0 , 0 , 0.004056 , 0.007321 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000546 , 0 , 0 , 0.010959 , 0.003858 , 0.005928 , 0.012461 , 0.013561 , 0 , 0 , 0 , 0 , 0.002572 , 0 , 0 , 0 , 0.008744 , 0.000928 , 0 , 0 , 0.001728 , 0 , 0 , 0.001321 , 0.002534 , 0.003699 , 0 , 0 , 0 , 0.002852 , 0 , 0 , 0 , 0.011534 , 0.002264 , 0.001452 , 0.002779 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001158 , 0 , 0.001965 , 0.011297 , 0 , 0.00239 , 0.008811 , 0.00062 , 0.001168 , 0.004294 , 0 , 0.005543 , 0.00624 , 0 , 0.004271 , 0.004071 , 0.001145 , 0.003165 , 0.000563 , 0 , 0.000725 , 0 , 0 , 0.001609 , 0.000729 , 0 , 0 , 0 , 0.001206 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002222 , 0 , 0 , 0 , 0 , 0 , 0.014307 , 0.008841 , 0.002264 , 0 , 0.009724 , 0 , 0 , 0.000258 , 0.009313 , 0.000977 , 0.009041 , 0 , 0 , 0 , 0.001433 , 0.008719 , 0 , 0 , 0.00629 , 0 , 0 , 0.001232 , 0.013476 , 0 , 0 , 0.000531 , 0 , 0 , 0 , 0.000858 
 323 , 0 , 0 , 0 , 0 , 0 , 0.008657 , 0.00658 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001163 , 0 , 0 , 0.012055 , 0.005029 , 0.007505 , 0.014097 , 0.014589 , 0 , 0 , 0 , 0 , 0.005526 , 0 , 0 , 0 , 0.01325 , 0.001959 , 0 , 0 , 0.003656 , 0 , 0 , 0.002829 , 0.005383 , 0.007839 , 0 , 0 , 0 , 0.006169 , 0 , 0 , 0 , 0.013903 , 0.004783 , 0.003086 , 0.005963 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002465 , 0 , 0.004193 , 0.015623 , 0 , 0.005106 , 0.013366 , 0.001311 , 0.002463 , 0.00562 , 0 , 0.006464 , 0.007947 , 0 , 0.007393 , 0.006863 , 0.002448 , 0.006626 , 0.001204 , 0 , 0.001539 , 0 , 0 , 0.003419 , 0.001554 , 0 , 0 , 0 , 0.0026 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00474 , 0 , 0 , 0 , 0 , 0 , 0.017472 , 0.01219 , 0.004783 , 0 , 0.012682 , 0 , 0 , 0.000552 , 0.012523 , 0.002102 , 0.010455 , 0 , 0 , 0 , 0.003073 , 0.011374 , 0 , 0 , 0.008326 , 0 , 0 , 0.002626 , 0.014721 , 0 , 0 , 0.001133 , 0 , 0 , 0 , 0.001837 
 324 , 0 , 0 , 0 , 0 , 0 , 0.012388 , 0.005989 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001663 , 0 , 0 , 0.012965 , 0.005987 , 0.008788 , 0.015447 , 0.015448 , 0 , 0 , 0 , 0 , 0.007958 , 0 , 0 , 0 , 0.016821 , 0.002775 , 0 , 0 , 0.005187 , 0 , 0 , 0.004062 , 0.007667 , 0.011142 , 0 , 0 , 0 , 0.008946 , 0 , 0 , 0 , 0.015849 , 0.006778 , 0.004397 , 0.008578 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003518 , 0 , 0.006 , 0.019154 , 0 , 0.007314 , 0.016995 , 0.001861 , 0.003486 , 0.006679 , 0 , 0.007231 , 0.009347 , 0 , 0.009911 , 0.009067 , 0.003509 , 0.009311 , 0.001726 , 0 , 0.002192 , 0 , 0 , 0.004874 , 0.00222 , 0 , 0 , 0 , 0.003753 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00678 , 0 , 0 , 0 , 0 , 0 , 0.020105 , 0.014895 , 0.006778 , 0 , 0.015031 , 0 , 0 , 0.000791 , 0.015165 , 0.003032 , 0.011634 , 0 , 0 , 0 , 0.004417 , 0.013548 , 0 , 0 , 0.009958 , 0 , 0 , 0.003753 , 0.015725 , 0 , 0 , 0.001621 , 0 , 0 , 0 , 0.00264 
 325 , 0 , 0 , 0 , 0.000769 , 0.000652 , 0.014914 , 0.007177 , 0.000617 , 0.000665 , 0.001309 , 0 , 0.000466 , 0.001176 , 0.003125 , 0.000172 , 0.000172 , 0.013301 , 0.006725 , 0.009743 , 0.01598 , 0.016045 , 0 , 0 , 0 , 0 , 0.010438 , 0 , 0.000308 , 0.001226 , 0.020247 , 0.004906 , 0.000615 , 0 , 0.008012 , 0.000141 , 0.001161 , 0.005425 , 0.009667 , 0.015163 , 0 , 0 , 0.000257 , 0.011471 , 0.000338 , 0.000111 , 0.000349 , 0.017387 , 0.0087 , 0.00565 , 0.011253 , 0.000529 , 0 , 0.000828 , 0.000258 , 0.000384 , 0.000486 , 0 , 0.000992 , 0 , 0 , 0 , 0.000983 , 0.004334 , 0.000953 , 0.007639 , 0.021698 , 0.000868 , 0.009439 , 0.019323 , 0.003736 , 0.005399 , 0.008271 , 0.00085 , 0.008969 , 0.010775 , 0.000771 , 0.012221 , 0.011228 , 0.004927 , 0.011534 , 0.003079 , 0.000494 , 0.003271 , 0.000407 , 0.000953 , 0.006723 , 0.0032 , 0 , 0 , 0.000655 , 0.005632 , 0 , 0 , 0 , 0 , 0.000103 , 0.000215 , 0 , 0.000536 , 0.001665 , 0 , 0 , 0.001065 , 0.000886 , 0.000561 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000413 , 0.001045 , 0.000242 , 0.008171 , 0.001123 , 0.000816 , 0 , 0 , 0 , 0.022469 , 0.016685 , 0.008713 , 0.00108 , 0.016653 , 0.000964 , 0.001279 , 0.002028 , 0.017375 , 0.004222 , 0.012622 , 0 , 0 , 0 , 0.005831 , 0.014923 , 0 , 0.00089 , 0.011839 , 0 , 0.000081 , 0.004864 , 0.016986 , 0 , 0 , 0.003794 , 0.001844 , 0.000412 , 0.0021 , 0.004707 
 326 , 0 , 0 , 0 , 0.002739 , 0.002286 , 0.015992 , 0.011045 , 0.002171 , 0.002349 , 0.004618 , 0 , 0.001595 , 0.004151 , 0.005991 , 0.000619 , 0.000619 , 0.012837 , 0.007227 , 0.010339 , 0.015387 , 0.016318 , 0 , 0 , 0 , 0 , 0.013123 , 0 , 0.001049 , 0.004282 , 0.023855 , 0.009053 , 0.002122 , 0 , 0.012984 , 0.000507 , 0.004071 , 0.007104 , 0.011495 , 0.020751 , 0 , 0 , 0.000906 , 0.013797 , 0.001187 , 0.00039 , 0.00124 , 0.018481 , 0.010751 , 0.006971 , 0.014186 , 0.001875 , 0 , 0.0029 , 0.000918 , 0.001349 , 0.00173 , 0 , 0.003445 , 0 , 0 , 0 , 0.003402 , 0.0049 , 0.003362 , 0.009226 , 0.023078 , 0.003045 , 0.011646 , 0.020097 , 0.007715 , 0.008835 , 0.010789 , 0.00297 , 0.012203 , 0.012371 , 0.002717 , 0.014462 , 0.013581 , 0.006947 , 0.013468 , 0.005703 , 0.001723 , 0.005081 , 0.001435 , 0.003306 , 0.009336 , 0.004734 , 0 , 0 , 0.002332 , 0.008681 , 0 , 0 , 0 , 0 , 0.000369 , 0.000761 , 0 , 0.001867 , 0.00589 , 0 , 0 , 0.003874 , 0.003009 , 0.001985 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001448 , 0.003625 , 0.000844 , 0.008786 , 0.003956 , 0.002882 , 0 , 0 , 0 , 0.024619 , 0.017358 , 0.010808 , 0.00382 , 0.017462 , 0.003412 , 0.004547 , 0.004806 , 0.019142 , 0.005896 , 0.013422 , 0 , 0 , 0 , 0.007467 , 0.015288 , 0 , 0.003141 , 0.014335 , 0 , 0.000288 , 0.006075 , 0.018734 , 0 , 0 , 0.008498 , 0.006571 , 0.001439 , 0.007403 , 0.008699 
 327 , 0 , 0 , 0 , 0.004369 , 0.003584 , 0.01686 , 0.014215 , 0.003422 , 0.003713 , 0.007294 , 0 , 0.002446 , 0.006562 , 0.008151 , 0.000999 , 0.000999 , 0.012462 , 0.007636 , 0.010845 , 0.014902 , 0.016525 , 0 , 0 , 0 , 0 , 0.015155 , 0 , 0.001605 , 0.006697 , 0.026668 , 0.012278 , 0.003279 , 0 , 0.016966 , 0.000812 , 0.006391 , 0.008455 , 0.012952 , 0.02537 , 0 , 0 , 0.001429 , 0.015647 , 0.001868 , 0.000614 , 0.001967 , 0.019327 , 0.012381 , 0.008045 , 0.016423 , 0.002973 , 0 , 0.004546 , 0.001464 , 0.002118 , 0.002759 , 0 , 0.005361 , 0 , 0 , 0 , 0.005276 , 0.005337 , 0.005305 , 0.010529 , 0.024142 , 0.004787 , 0.01339 , 0.020666 , 0.010946 , 0.011656 , 0.012788 , 0.004649 , 0.014728 , 0.013631 , 0.004288 , 0.016212 , 0.015422 , 0.008504 , 0.01506 , 0.007761 , 0.00269 , 0.006548 , 0.002261 , 0.005135 , 0.011437 , 0.005978 , 0 , 0 , 0.003716 , 0.011099 , 0 , 0 , 0 , 0 , 0.000589 , 0.001205 , 0 , 0.002914 , 0.009332 , 0 , 0 , 0.006311 , 0.004584 , 0.003143 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00227 , 0.005633 , 0.001315 , 0.00928 , 0.006236 , 0.004558 , 0 , 0 , 0 , 0.026274 , 0.017841 , 0.012492 , 0.006048 , 0.018118 , 0.005409 , 0.007235 , 0.007034 , 0.020499 , 0.007262 , 0.014077 , 0 , 0 , 0 , 0.008776 , 0.015564 , 0 , 0.004958 , 0.016419 , 0 , 0.000455 , 0.007061 , 0.020087 , 0 , 0 , 0.012175 , 0.010481 , 0.002249 , 0.011682 , 0.011811 
 328 , 0 , 0 , 0 , 0.005742 , 0.004634 , 0.017569 , 0.016859 , 0.004446 , 0.004839 , 0.009497 , 0 , 0.003099 , 0.008551 , 0.009805 , 0.001327 , 0.001327 , 0.012152 , 0.007975 , 0.011283 , 0.014497 , 0.016684 , 0 , 0 , 0 , 0 , 0.016714 , 0 , 0.002028 , 0.008639 , 0.028897 , 0.014827 , 0.004182 , 0 , 0.020212 , 0.001072 , 0.008272 , 0.009559 , 0.014134 , 0.029252 , 0 , 0 , 0.001859 , 0.017145 , 0.002424 , 0.000797 , 0.002574 , 0.019989 , 0.013696 , 0.008935 , 0.018159 , 0.003884 , 0 , 0.005875 , 0.001922 , 0.002742 , 0.003625 , 0 , 0.006883 , 0 , 0 , 0 , 0.006751 , 0.005682 , 0.0069 , 0.011618 , 0.024974 , 0.006205 , 0.014791 , 0.021085 , 0.013615 , 0.014013 , 0.014399 , 0.006001 , 0.016735 , 0.014642 , 0.005576 , 0.017597 , 0.016884 , 0.009722 , 0.016393 , 0.009402 , 0.003464 , 0.007757 , 0.002938 , 0.006581 , 0.013155 , 0.007004 , 0 , 0 , 0.004879 , 0.013045 , 0 , 0 , 0 , 0 , 0.000774 , 0.001571 , 0 , 0.00375 , 0.012185 , 0 , 0 , 0.00847 , 0.005772 , 0.004103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002935 , 0.007224 , 0.00169 , 0.009684 , 0.008104 , 0.005938 , 0 , 0 , 0 , 0.027564 , 0.018187 , 0.013867 , 0.007894 , 0.01866 , 0.007068 , 0.009487 , 0.008853 , 0.021554 , 0.008395 , 0.01462 , 0 , 0 , 0 , 0.009841 , 0.015773 , 0 , 0.006452 , 0.01819 , 0 , 0.000593 , 0.007876 , 0.021148 , 0 , 0 , 0.015098 , 0.013776 , 0.0029 , 0.015194 , 0.014276 
 329 , 0 , 0 , 0 , 0.006202 , 0.004361 , 0.018882 , 0.018263 , 0.004909 , 0.005645 , 0.010691 , 0 , 0.005377 , 0.009046 , 0.010142 , 0.002641 , 0.001926 , 0.012768 , 0.007988 , 0.011041 , 0.015439 , 0.017196 , 0 , 0 , 0 , 0 , 0.017862 , 0.001069 , 0.003539 , 0.010212 , 0.031459 , 0.017458 , 0.005327 , 0.001383 , 0.021698 , 0.001257 , 0.0104 , 0.010746 , 0.01649 , 0.030751 , 0.000648 , 0.000429 , 0.002919 , 0.018529 , 0.004767 , 0.002217 , 0.002387 , 0.019891 , 0.015236 , 0.009812 , 0.019779 , 0.005215 , 0.000526 , 0.008091 , 0.002762 , 0.003998 , 0.004823 , 0 , 0.008181 , 0 , 0 , 0 , 0.008431 , 0.006436 , 0.007963 , 0.012415 , 0.026938 , 0.007701 , 0.015353 , 0.02317 , 0.014356 , 0.014334 , 0.015592 , 0.006439 , 0.017677 , 0.016429 , 0.006681 , 0.019387 , 0.018498 , 0.010568 , 0.017876 , 0.010448 , 0.004346 , 0.008642 , 0.003512 , 0.007128 , 0.014073 , 0.008023 , 0.0004 , 0 , 0.006343 , 0.014452 , 0 , 0.000581 , 0 , 0.002466 , 0.001926 , 0.001866 , 0 , 0.005037 , 0.012643 , 0 , 0.001104 , 0.009961 , 0.007615 , 0.007103 , 0.002056 , 0 , 0 , 0 , 0.002116 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002484 , 0.007656 , 0.002695 , 0.010634 , 0.007947 , 0.007233 , 0 , 0.000762 , 0.000495 , 0.028654 , 0.01995 , 0.015074 , 0.008681 , 0.021088 , 0.007442 , 0.010247 , 0.009308 , 0.02281 , 0.009647 , 0.015285 , 0 , 0 , 0 , 0.011057 , 0.017068 , 0 , 0.00667 , 0.019541 , 0 , 0.001171 , 0.008807 , 0.021934 , 0.002707 , 0 , 0.015533 , 0.014477 , 0.003357 , 0.015753 , 0.015258 
