JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 882 , 0.444457 , 0.424261 , 0.336805 , 0.254706 , 0.328003 , 0.431237 , 0.392168 , 0.347558 , 0.336359 , 0.259118 , 0.210972 , 0.332593 , 0.40307 , 0.520347 , 0.279205 , 0.32283 , 0.25411 , 0.309828 , 0.457042 , 0.502509 , 0.360458 , 0.397822 , 0.171873 , 0.312609 , 0.44658 , 0.312918 , 0.464401 , 0.404048 , 0.426379 , 0.328244 , 0.33447 , 0.34642 , 0.26559 , 0.308855 , 0.379663 , 0.423838 , 0.169945 , 0.144238 , 0.251569 , 0.353024 , 0.471881 , 0.432256 , 0.272847 , 0.290553 , 0.325033 , 0.448349 , 0.454667 , 0.359845 , 0.301787 , 0.387767 , 0.277036 , 0.313176 , 0.403012 , 0.291532 , 0.341578 , 0.335724 , 0.451725 , 0.395361 , 0.435919 , 0.31159 , 0.312804 , 0.305696 , 0.159575 , 0.368441 , 0.286307 , 0.472116 , 0.278564 , 0.220094 , 0.538615 , 0.502578 , 0.342642 , 0.423128 , 0.37053 , 0.300053 , 0.298594 , 0.345544 , 0.257178 , 0.360933 , 0.388305 
 883 , 0.444616 , 0.42456 , 0.336892 , 0.25491 , 0.328388 , 0.431561 , 0.392587 , 0.347634 , 0.336438 , 0.259162 , 0.211316 , 0.332846 , 0.403082 , 0.520618 , 0.27936 , 0.322913 , 0.254341 , 0.3101 , 0.45744 , 0.502813 , 0.36055 , 0.398205 , 0.172021 , 0.312573 , 0.446779 , 0.312963 , 0.464877 , 0.404396 , 0.426626 , 0.328238 , 0.334711 , 0.346572 , 0.265778 , 0.308906 , 0.379532 , 0.423987 , 0.170139 , 0.144311 , 0.251644 , 0.353257 , 0.472285 , 0.432376 , 0.272813 , 0.290653 , 0.32514 , 0.448736 , 0.45491 , 0.360149 , 0.301883 , 0.387968 , 0.277248 , 0.313061 , 0.402973 , 0.291583 , 0.341729 , 0.335738 , 0.45196 , 0.395668 , 0.435974 , 0.311873 , 0.313112 , 0.305963 , 0.159764 , 0.368452 , 0.286338 , 0.4724 , 0.278614 , 0.220274 , 0.538717 , 0.503094 , 0.342928 , 0.423264 , 0.370851 , 0.30015 , 0.298801 , 0.345734 , 0.257291 , 0.361187 , 0.388593 
 884 , 0.444841 , 0.42487 , 0.337051 , 0.255141 , 0.328771 , 0.431855 , 0.392991 , 0.347878 , 0.336493 , 0.259207 , 0.211571 , 0.333003 , 0.403322 , 0.520901 , 0.279552 , 0.323156 , 0.254456 , 0.310424 , 0.457769 , 0.503049 , 0.360823 , 0.398605 , 0.172015 , 0.312641 , 0.447179 , 0.313245 , 0.465313 , 0.404778 , 0.42707 , 0.328327 , 0.334967 , 0.346709 , 0.265881 , 0.309042 , 0.379469 , 0.424116 , 0.170017 , 0.144317 , 0.251755 , 0.353475 , 0.472673 , 0.432477 , 0.272705 , 0.290723 , 0.325264 , 0.449131 , 0.455241 , 0.360397 , 0.301884 , 0.388159 , 0.277398 , 0.313032 , 0.403028 , 0.291697 , 0.341848 , 0.335957 , 0.452322 , 0.395916 , 0.436215 , 0.312238 , 0.313084 , 0.306099 , 0.160095 , 0.368511 , 0.28618 , 0.472644 , 0.27863 , 0.220503 , 0.538891 , 0.503637 , 0.343277 , 0.423575 , 0.371217 , 0.30026 , 0.29905 , 0.345937 , 0.257617 , 0.361347 , 0.388752 
 885 , 0.445143 , 0.425128 , 0.337214 , 0.255378 , 0.329236 , 0.432304 , 0.393476 , 0.348257 , 0.33659 , 0.259344 , 0.211897 , 0.333404 , 0.40374 , 0.521211 , 0.279896 , 0.323509 , 0.254524 , 0.310763 , 0.45793 , 0.503535 , 0.361275 , 0.399018 , 0.171932 , 0.312714 , 0.447948 , 0.313701 , 0.465729 , 0.405241 , 0.427668 , 0.328636 , 0.335286 , 0.347051 , 0.265937 , 0.309198 , 0.379517 , 0.424274 , 0.169906 , 0.144373 , 0.251955 , 0.353603 , 0.473135 , 0.432575 , 0.272755 , 0.290806 , 0.325512 , 0.449599 , 0.455667 , 0.360605 , 0.301792 , 0.388506 , 0.277442 , 0.313234 , 0.403301 , 0.29184 , 0.342254 , 0.336354 , 0.452896 , 0.396108 , 0.436634 , 0.312604 , 0.313112 , 0.306266 , 0.160508 , 0.368572 , 0.286136 , 0.473026 , 0.278637 , 0.220736 , 0.539361 , 0.504389 , 0.343524 , 0.424003 , 0.371678 , 0.300302 , 0.299413 , 0.346191 , 0.25793 , 0.361408 , 0.388794 
 886 , 0.445447 , 0.425399 , 0.337383 , 0.255628 , 0.329726 , 0.432767 , 0.393979 , 0.348645 , 0.336694 , 0.259483 , 0.212234 , 0.333823 , 0.40417 , 0.52153 , 0.280248 , 0.323875 , 0.254598 , 0.311113 , 0.458098 , 0.504034 , 0.361736 , 0.399442 , 0.171854 , 0.312792 , 0.448746 , 0.314169 , 0.466155 , 0.405722 , 0.428287 , 0.32895 , 0.335612 , 0.347407 , 0.265994 , 0.309365 , 0.379568 , 0.424438 , 0.169794 , 0.144433 , 0.252167 , 0.353732 , 0.473621 , 0.432674 , 0.272806 , 0.290892 , 0.325773 , 0.450083 , 0.456108 , 0.360828 , 0.301697 , 0.388863 , 0.277494 , 0.31344 , 0.40358 , 0.29198 , 0.342667 , 0.336758 , 0.453492 , 0.396311 , 0.437067 , 0.312983 , 0.313145 , 0.306437 , 0.160939 , 0.368635 , 0.286088 , 0.473418 , 0.278639 , 0.220973 , 0.539847 , 0.505162 , 0.343784 , 0.424444 , 0.372154 , 0.300343 , 0.299787 , 0.346452 , 0.25825 , 0.36147 , 0.388834 
 887 , 0.445747 , 0.425598 , 0.337438 , 0.255886 , 0.330184 , 0.433097 , 0.394393 , 0.348878 , 0.33681 , 0.259606 , 0.21263 , 0.334196 , 0.404622 , 0.521745 , 0.280472 , 0.324229 , 0.254693 , 0.311368 , 0.458165 , 0.504554 , 0.362105 , 0.399802 , 0.171779 , 0.312934 , 0.449503 , 0.314588 , 0.466461 , 0.406054 , 0.428695 , 0.329299 , 0.335843 , 0.347737 , 0.26597 , 0.309395 , 0.379571 , 0.424661 , 0.16998 , 0.144567 , 0.252271 , 0.353769 , 0.474001 , 0.432753 , 0.272944 , 0.29094 , 0.325981 , 0.450516 , 0.456413 , 0.361017 , 0.301588 , 0.389386 , 0.27741 , 0.313645 , 0.403761 , 0.291987 , 0.34294 , 0.337042 , 0.454044 , 0.396483 , 0.437434 , 0.313237 , 0.31326 , 0.306612 , 0.161328 , 0.368678 , 0.286119 , 0.473739 , 0.278801 , 0.22106 , 0.54027 , 0.505829 , 0.343895 , 0.424812 , 0.37266 , 0.300417 , 0.300068 , 0.346625 , 0.258384 , 0.361622 , 0.38888 
 888 , 0.446085 , 0.425745 , 0.337581 , 0.256108 , 0.330593 , 0.433364 , 0.394779 , 0.348931 , 0.337044 , 0.259733 , 0.213039 , 0.334253 , 0.405095 , 0.522041 , 0.280669 , 0.324392 , 0.254829 , 0.311712 , 0.458235 , 0.505093 , 0.362283 , 0.400086 , 0.171786 , 0.313148 , 0.449968 , 0.314905 , 0.466566 , 0.40649 , 0.428962 , 0.329483 , 0.336022 , 0.347944 , 0.266033 , 0.309476 , 0.37957 , 0.42477 , 0.170238 , 0.144719 , 0.252243 , 0.353835 , 0.474226 , 0.433002 , 0.273027 , 0.290846 , 0.32612 , 0.450902 , 0.456904 , 0.361319 , 0.301676 , 0.389781 , 0.277388 , 0.313743 , 0.403945 , 0.292083 , 0.343034 , 0.337184 , 0.454487 , 0.396717 , 0.437725 , 0.313504 , 0.313434 , 0.306778 , 0.161615 , 0.368711 , 0.286099 , 0.47387 , 0.279023 , 0.221096 , 0.540531 , 0.506605 , 0.344073 , 0.425009 , 0.373031 , 0.30045 , 0.300263 , 0.346642 , 0.258513 , 0.361921 , 0.389045 
 889 , 0.446439 , 0.425895 , 0.337748 , 0.256336 , 0.331007 , 0.433642 , 0.395174 , 0.348959 , 0.337303 , 0.259865 , 0.213468 , 0.33426 , 0.405584 , 0.522368 , 0.280871 , 0.324529 , 0.254979 , 0.312089 , 0.458318 , 0.505651 , 0.362435 , 0.400371 , 0.171811 , 0.313377 , 0.450401 , 0.315208 , 0.466633 , 0.406965 , 0.429218 , 0.329632 , 0.336203 , 0.348128 , 0.266114 , 0.309573 , 0.379563 , 0.424859 , 0.170501 , 0.144871 , 0.252193 , 0.35391 , 0.474427 , 0.433279 , 0.273095 , 0.290725 , 0.326261 , 0.451296 , 0.45744 , 0.361645 , 0.301796 , 0.390166 , 0.277378 , 0.313821 , 0.404139 , 0.292206 , 0.343102 , 0.337303 , 0.454936 , 0.396977 , 0.438019 , 0.313786 , 0.313616 , 0.306952 , 0.161893 , 0.368737 , 0.286062 , 0.473971 , 0.279256 , 0.221128 , 0.540777 , 0.507435 , 0.344278 , 0.425193 , 0.373384 , 0.300474 , 0.300456 , 0.346625 , 0.258653 , 0.362248 , 0.389229 
 890 , 0.446737 , 0.425995 , 0.337915 , 0.256496 , 0.331324 , 0.433885 , 0.395516 , 0.349015 , 0.337597 , 0.260012 , 0.213882 , 0.334222 , 0.405946 , 0.522747 , 0.281119 , 0.324563 , 0.255109 , 0.312392 , 0.458367 , 0.506184 , 0.36255 , 0.400554 , 0.171891 , 0.313586 , 0.450688 , 0.315402 , 0.466663 , 0.407374 , 0.429416 , 0.329695 , 0.336321 , 0.348263 , 0.266156 , 0.309646 , 0.379612 , 0.424836 , 0.170668 , 0.144969 , 0.252228 , 0.353995 , 0.474594 , 0.433491 , 0.273076 , 0.290697 , 0.326303 , 0.451476 , 0.457955 , 0.361985 , 0.301962 , 0.390365 , 0.277386 , 0.313862 , 0.404382 , 0.29232 , 0.343177 , 0.33745 , 0.455262 , 0.397244 , 0.438341 , 0.314038 , 0.313756 , 0.307154 , 0.162067 , 0.368764 , 0.286099 , 0.474088 , 0.279403 , 0.221196 , 0.541002 , 0.508254 , 0.344517 , 0.425365 , 0.373574 , 0.30051 , 0.300639 , 0.346505 , 0.258801 , 0.362444 , 0.389348 
 891 , 0.44671 , 0.426081 , 0.337996 , 0.256608 , 0.331606 , 0.433977 , 0.395719 , 0.349175 , 0.337824 , 0.260122 , 0.214275 , 0.334269 , 0.406131 , 0.523161 , 0.28127 , 0.324578 , 0.255161 , 0.312553 , 0.458533 , 0.506618 , 0.362782 , 0.40065 , 0.171954 , 0.313729 , 0.450885 , 0.315412 , 0.466766 , 0.40756 , 0.429553 , 0.329704 , 0.336336 , 0.348289 , 0.266104 , 0.309648 , 0.379655 , 0.424787 , 0.170725 , 0.144994 , 0.252344 , 0.354 , 0.474745 , 0.433475 , 0.272996 , 0.290796 , 0.326284 , 0.451375 , 0.458232 , 0.362269 , 0.302088 , 0.390345 , 0.277414 , 0.313882 , 0.404596 , 0.292291 , 0.343246 , 0.337216 , 0.455332 , 0.397514 , 0.438637 , 0.31429 , 0.313776 , 0.307427 , 0.162191 , 0.368854 , 0.286261 , 0.474266 , 0.279386 , 0.221297 , 0.541179 , 0.508928 , 0.344764 , 0.425579 , 0.373584 , 0.300624 , 0.300813 , 0.346329 , 0.258923 , 0.36254 , 0.389412 
 892 , 0.446463 , 0.426195 , 0.338026 , 0.256747 , 0.331953 , 0.433985 , 0.395864 , 0.349415 , 0.337985 , 0.260192 , 0.214678 , 0.334427 , 0.406288 , 0.523593 , 0.281324 , 0.324672 , 0.255178 , 0.312679 , 0.458817 , 0.506995 , 0.363172 , 0.400777 , 0.171964 , 0.313834 , 0.451128 , 0.315361 , 0.466962 , 0.407608 , 0.429699 , 0.329763 , 0.336333 , 0.348284 , 0.266005 , 0.309625 , 0.379651 , 0.42481 , 0.17078 , 0.145013 , 0.252456 , 0.35392 , 0.474918 , 0.433322 , 0.272943 , 0.290926 , 0.326294 , 0.451211 , 0.458343 , 0.362515 , 0.302166 , 0.390294 , 0.277429 , 0.313928 , 0.404755 , 0.292145 , 0.343294 , 0.336641 , 0.455295 , 0.397782 , 0.438898 , 0.314585 , 0.313727 , 0.30776 , 0.162369 , 0.368996 , 0.286462 , 0.474497 , 0.279318 , 0.221397 , 0.541327 , 0.509534 , 0.345005 , 0.42584 , 0.373578 , 0.300787 , 0.300989 , 0.346189 , 0.25902 , 0.362663 , 0.389483 
 893 , 0.44622 , 0.426316 , 0.338046 , 0.25689 , 0.332298 , 0.433963 , 0.395983 , 0.349644 , 0.338129 , 0.260236 , 0.215089 , 0.334582 , 0.406425 , 0.524013 , 0.281314 , 0.324752 , 0.255205 , 0.312809 , 0.459111 , 0.507378 , 0.363509 , 0.400907 , 0.171989 , 0.313931 , 0.451369 , 0.315313 , 0.46715 , 0.40767 , 0.429864 , 0.329824 , 0.33632 , 0.348286 , 0.265889 , 0.309588 , 0.379574 , 0.424857 , 0.170839 , 0.14502 , 0.25247 , 0.353803 , 0.47504 , 0.433174 , 0.272901 , 0.291055 , 0.326282 , 0.451102 , 0.458381 , 0.362708 , 0.302208 , 0.390235 , 0.277422 , 0.313978 , 0.404846 , 0.292016 , 0.343356 , 0.336006 , 0.455285 , 0.39803 , 0.439101 , 0.314874 , 0.313646 , 0.308093 , 0.162503 , 0.369079 , 0.286647 , 0.47472 , 0.27922 , 0.221455 , 0.541413 , 0.510131 , 0.345254 , 0.426085 , 0.373576 , 0.300998 , 0.301152 , 0.346103 , 0.259097 , 0.362821 , 0.389535 
 894 , 0.446102 , 0.426434 , 0.338041 , 0.257033 , 0.332532 , 0.433867 , 0.396005 , 0.349758 , 0.338189 , 0.2602 , 0.215433 , 0.334683 , 0.406469 , 0.524222 , 0.281093 , 0.32476 , 0.255263 , 0.31296 , 0.459359 , 0.507649 , 0.363538 , 0.401056 , 0.172086 , 0.314011 , 0.451563 , 0.315348 , 0.467291 , 0.407836 , 0.430047 , 0.329882 , 0.336312 , 0.348279 , 0.265732 , 0.309472 , 0.379189 , 0.424954 , 0.170892 , 0.144961 , 0.252084 , 0.353633 , 0.474986 , 0.433125 , 0.272922 , 0.291129 , 0.326151 , 0.451248 , 0.458164 , 0.3627 , 0.302127 , 0.3902 , 0.277296 , 0.314011 , 0.404627 , 0.291966 , 0.343442 , 0.335587 , 0.455443 , 0.39812 , 0.439025 , 0.315027 , 0.313441 , 0.308277 , 0.162449 , 0.368862 , 0.286696 , 0.474832 , 0.279043 , 0.221298 , 0.541299 , 0.510573 , 0.345486 , 0.426173 , 0.373645 , 0.301331 , 0.301236 , 0.346223 , 0.25903 , 0.363051 , 0.389433 
 895 , 0.446305 , 0.42647 , 0.338051 , 0.257126 , 0.33261 , 0.433899 , 0.396211 , 0.349707 , 0.338366 , 0.26024 , 0.215771 , 0.334687 , 0.406504 , 0.524158 , 0.281021 , 0.324793 , 0.25537 , 0.313185 , 0.459503 , 0.507764 , 0.363345 , 0.401188 , 0.172267 , 0.314114 , 0.451687 , 0.315513 , 0.467522 , 0.408177 , 0.430268 , 0.329979 , 0.336307 , 0.348296 , 0.265544 , 0.309334 , 0.378757 , 0.424898 , 0.170945 , 0.144836 , 0.251798 , 0.353624 , 0.474999 , 0.433411 , 0.272878 , 0.291201 , 0.325948 , 0.451431 , 0.458152 , 0.362738 , 0.302101 , 0.390324 , 0.277134 , 0.313906 , 0.404402 , 0.291969 , 0.343563 , 0.336396 , 0.455848 , 0.398158 , 0.439072 , 0.314995 , 0.313269 , 0.308238 , 0.162325 , 0.368447 , 0.286605 , 0.474701 , 0.27889 , 0.221135 , 0.541356 , 0.510966 , 0.345712 , 0.426125 , 0.37384 , 0.301672 , 0.301309 , 0.346319 , 0.258912 , 0.363172 , 0.38927 
 896 , 0.446527 , 0.426516 , 0.338055 , 0.257223 , 0.332693 , 0.433936 , 0.396437 , 0.349656 , 0.338556 , 0.260283 , 0.216127 , 0.334691 , 0.406535 , 0.524085 , 0.28095 , 0.324832 , 0.255475 , 0.313422 , 0.459655 , 0.507885 , 0.363148 , 0.401334 , 0.172454 , 0.314221 , 0.451812 , 0.315682 , 0.467773 , 0.408539 , 0.430507 , 0.330087 , 0.336296 , 0.348314 , 0.265341 , 0.309193 , 0.37831 , 0.424834 , 0.171005 , 0.144701 , 0.251497 , 0.353623 , 0.475008 , 0.433715 , 0.272827 , 0.291281 , 0.325732 , 0.451633 , 0.45814 , 0.362779 , 0.302077 , 0.390454 , 0.276972 , 0.313791 , 0.404167 , 0.291973 , 0.343698 , 0.337256 , 0.45628 , 0.398202 , 0.439119 , 0.31496 , 0.313082 , 0.308203 , 0.162189 , 0.368015 , 0.286515 , 0.474561 , 0.278737 , 0.22097 , 0.541418 , 0.51138 , 0.345946 , 0.426075 , 0.374046 , 0.302035 , 0.301385 , 0.346424 , 0.258792 , 0.363303 , 0.3891 
 897 , 0.446674 , 0.42654 , 0.338231 , 0.257223 , 0.332763 , 0.434166 , 0.396606 , 0.349549 , 0.338658 , 0.260369 , 0.216475 , 0.334819 , 0.406703 , 0.523772 , 0.281101 , 0.325007 , 0.25538 , 0.313601 , 0.459869 , 0.50794 , 0.363301 , 0.401719 , 0.172523 , 0.314323 , 0.45206 , 0.315888 , 0.468105 , 0.408741 , 0.430824 , 0.330262 , 0.336306 , 0.348168 , 0.265234 , 0.30918 , 0.377936 , 0.424887 , 0.171035 , 0.144663 , 0.251428 , 0.353714 , 0.475031 , 0.434035 , 0.272759 , 0.291328 , 0.325812 , 0.451722 , 0.458376 , 0.362862 , 0.301993 , 0.390734 , 0.276871 , 0.31347 , 0.404238 , 0.291873 , 0.343831 , 0.338149 , 0.456663 , 0.398324 , 0.439392 , 0.314792 , 0.313073 , 0.308037 , 0.16213 , 0.367816 , 0.286505 , 0.47438 , 0.278541 , 0.220801 , 0.541725 , 0.511862 , 0.346112 , 0.426267 , 0.374482 , 0.302147 , 0.301513 , 0.346456 , 0.258817 , 0.363443 , 0.389081 
 898 , 0.446743 , 0.426602 , 0.338416 , 0.257245 , 0.333064 , 0.434352 , 0.396586 , 0.349722 , 0.338719 , 0.26048 , 0.216725 , 0.334945 , 0.40709 , 0.523725 , 0.281262 , 0.325266 , 0.255317 , 0.313783 , 0.459959 , 0.508105 , 0.363543 , 0.40214 , 0.172555 , 0.314424 , 0.452435 , 0.315996 , 0.468072 , 0.408692 , 0.431272 , 0.330346 , 0.336286 , 0.348131 , 0.265186 , 0.309231 , 0.377696 , 0.425219 , 0.171113 , 0.144847 , 0.251275 , 0.353745 , 0.474849 , 0.434073 , 0.27274 , 0.29138 , 0.326109 , 0.451954 , 0.458589 , 0.363038 , 0.301843 , 0.390906 , 0.276799 , 0.313302 , 0.404579 , 0.291938 , 0.344161 , 0.338167 , 0.457176 , 0.398722 , 0.439533 , 0.314815 , 0.313344 , 0.308169 , 0.162152 , 0.367756 , 0.286579 , 0.47454 , 0.278277 , 0.220636 , 0.541843 , 0.512663 , 0.346303 , 0.426721 , 0.37486 , 0.302133 , 0.301866 , 0.34647 , 0.258925 , 0.363733 , 0.38915 
 899 , 0.446821 , 0.426665 , 0.338606 , 0.257282 , 0.333395 , 0.434548 , 0.396539 , 0.349927 , 0.338785 , 0.260595 , 0.21697 , 0.335072 , 0.407503 , 0.523701 , 0.281429 , 0.325548 , 0.255265 , 0.313971 , 0.46004 , 0.508299 , 0.363801 , 0.402577 , 0.17259 , 0.31453 , 0.452835 , 0.316101 , 0.468006 , 0.408621 , 0.431752 , 0.330426 , 0.336268 , 0.348107 , 0.265141 , 0.309295 , 0.37746 , 0.425588 , 0.171198 , 0.145057 , 0.251112 , 0.353771 , 0.474633 , 0.434084 , 0.272732 , 0.291436 , 0.326434 , 0.452217 , 0.458808 , 0.363224 , 0.301686 , 0.391072 , 0.276735 , 0.313144 , 0.404951 , 0.292025 , 0.34452 , 0.338107 , 0.457726 , 0.399156 , 0.439676 , 0.314857 , 0.31365 , 0.308343 , 0.162191 , 0.367703 , 0.286658 , 0.474734 , 0.277997 , 0.220457 , 0.541947 , 0.513528 , 0.346513 , 0.427218 , 0.375241 , 0.302114 , 0.302251 , 0.346483 , 0.259043 , 0.364045 , 0.389233 
 900 , 0.44699 , 0.426603 , 0.338774 , 0.257438 , 0.333895 , 0.434835 , 0.396719 , 0.350152 , 0.338857 , 0.260732 , 0.21702 , 0.335124 , 0.407889 , 0.523963 , 0.281666 , 0.325788 , 0.255313 , 0.314196 , 0.460024 , 0.508425 , 0.36404 , 0.402927 , 0.172595 , 0.314428 , 0.453275 , 0.316232 , 0.468 , 0.408578 , 0.4322 , 0.330417 , 0.336323 , 0.348092 , 0.265148 , 0.309318 , 0.377382 , 0.425926 , 0.171277 , 0.145252 , 0.251384 , 0.353855 , 0.474695 , 0.434099 , 0.272775 , 0.291411 , 0.326749 , 0.452421 , 0.459015 , 0.363417 , 0.301655 , 0.391187 , 0.276686 , 0.313187 , 0.405206 , 0.292189 , 0.344852 , 0.338079 , 0.458136 , 0.399556 , 0.439773 , 0.315051 , 0.314048 , 0.30854 , 0.162369 , 0.367708 , 0.286586 , 0.474951 , 0.277843 , 0.220432 , 0.542018 , 0.514265 , 0.34665 , 0.427434 , 0.375489 , 0.301934 , 0.302569 , 0.346454 , 0.259159 , 0.364188 , 0.389318 
 901 , 0.447179 , 0.426622 , 0.33898 , 0.257727 , 0.334358 , 0.435203 , 0.397264 , 0.35024 , 0.338992 , 0.260815 , 0.217187 , 0.335188 , 0.407954 , 0.524492 , 0.281995 , 0.325937 , 0.255452 , 0.314393 , 0.460069 , 0.508669 , 0.364356 , 0.403208 , 0.172604 , 0.314215 , 0.453894 , 0.316538 , 0.468259 , 0.408766 , 0.432417 , 0.330476 , 0.336835 , 0.348071 , 0.26523 , 0.309379 , 0.377482 , 0.42626 , 0.171336 , 0.145368 , 0.251985 , 0.353985 , 0.475032 , 0.434041 , 0.27291 , 0.291346 , 0.326927 , 0.452643 , 0.459269 , 0.363574 , 0.301823 , 0.391367 , 0.276614 , 0.313397 , 0.405371 , 0.2923 , 0.345037 , 0.338222 , 0.458238 , 0.399948 , 0.44008 , 0.315347 , 0.314393 , 0.308656 , 0.16269 , 0.367935 , 0.286433 , 0.475115 , 0.277935 , 0.220529 , 0.542288 , 0.514648 , 0.346672 , 0.427505 , 0.375793 , 0.301776 , 0.302748 , 0.346518 , 0.259381 , 0.364202 , 0.389495 
 902 , 0.447344 , 0.426762 , 0.339231 , 0.258048 , 0.334734 , 0.435596 , 0.397951 , 0.350231 , 0.339166 , 0.260849 , 0.217525 , 0.335297 , 0.407835 , 0.525079 , 0.282362 , 0.326053 , 0.25561 , 0.314561 , 0.460207 , 0.509024 , 0.364737 , 0.403504 , 0.172629 , 0.314027 , 0.45463 , 0.316958 , 0.468661 , 0.409099 , 0.432499 , 0.330634 , 0.337617 , 0.348047 , 0.265334 , 0.309482 , 0.377642 , 0.426619 , 0.171389 , 0.145438 , 0.252625 , 0.354123 , 0.475443 , 0.433941 , 0.273077 , 0.291285 , 0.327026 , 0.452909 , 0.459566 , 0.363711 , 0.30206 , 0.391614 , 0.276518 , 0.313635 , 0.405545 , 0.292342 , 0.34514 , 0.33846 , 0.458195 , 0.400365 , 0.44055 , 0.315653 , 0.314656 , 0.308711 , 0.163042 , 0.368279 , 0.28629 , 0.475241 , 0.278132 , 0.220634 , 0.542712 , 0.51488 , 0.346647 , 0.427598 , 0.376212 , 0.301716 , 0.302873 , 0.346671 , 0.259674 , 0.364221 , 0.389745 
 903 , 0.447454 , 0.426981 , 0.339421 , 0.258366 , 0.335085 , 0.435973 , 0.398632 , 0.350207 , 0.339392 , 0.260896 , 0.21793 , 0.335436 , 0.407713 , 0.525635 , 0.282616 , 0.326158 , 0.255752 , 0.314767 , 0.460378 , 0.509432 , 0.365121 , 0.403775 , 0.172648 , 0.313935 , 0.4553 , 0.317368 , 0.469008 , 0.409536 , 0.432653 , 0.330785 , 0.338429 , 0.348093 , 0.265404 , 0.309605 , 0.377766 , 0.426921 , 0.171484 , 0.145522 , 0.25308 , 0.3543 , 0.475791 , 0.433847 , 0.273292 , 0.291246 , 0.327121 , 0.453251 , 0.459891 , 0.363868 , 0.302288 , 0.391878 , 0.276422 , 0.313899 , 0.405676 , 0.292351 , 0.345194 , 0.338673 , 0.458252 , 0.40077 , 0.441027 , 0.316026 , 0.314885 , 0.308762 , 0.163388 , 0.368596 , 0.286198 , 0.475351 , 0.278352 , 0.220716 , 0.543156 , 0.515193 , 0.346644 , 0.427729 , 0.376656 , 0.301694 , 0.303036 , 0.346881 , 0.259928 , 0.364302 , 0.390002 
 904 , 0.447516 , 0.42729 , 0.339389 , 0.258633 , 0.335425 , 0.436336 , 0.399165 , 0.350231 , 0.339645 , 0.261016 , 0.2184 , 0.335686 , 0.407765 , 0.52605 , 0.28255 , 0.326283 , 0.255839 , 0.315109 , 0.460622 , 0.509871 , 0.365411 , 0.403932 , 0.172598 , 0.314081 , 0.455701 , 0.31763 , 0.469134 , 0.410119 , 0.433026 , 0.330896 , 0.338967 , 0.348293 , 0.265391 , 0.309796 , 0.377732 , 0.427017 , 0.171689 , 0.145608 , 0.253075 , 0.35451 , 0.475951 , 0.43381 , 0.273563 , 0.291293 , 0.327187 , 0.453674 , 0.460289 , 0.364085 , 0.302426 , 0.392133 , 0.276351 , 0.3142 , 0.405691 , 0.29228 , 0.345137 , 0.338777 , 0.458572 , 0.401031 , 0.441305 , 0.31653 , 0.315068 , 0.30888 , 0.163659 , 0.368733 , 0.286229 , 0.475434 , 0.278609 , 0.220724 , 0.543578 , 0.515785 , 0.346694 , 0.427867 , 0.377036 , 0.301772 , 0.303329 , 0.347253 , 0.260035 , 0.364608 , 0.390249 
