JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 989 , 0.234928 , 0.265553 , 0.258036 , 0.274033 , 0.187087 , 0.308004 , 0.273076 , 0.288948 , 0.119146 , 0.319054 , 0.307885 , 0.151397 , 0.360973 , 0.43159 , 0.212584 , 0.161578 , 0.09642 , 0.165993 , 0.199395 , 0.238787 , 0.312006 , 0.488037 , 0.322281 , 0.117583 , 0.360141 , 0.302738 , 0.248011 , 0.234459 , 0.228124 , 0.274709 , 0.263802 , 0.272595 , 0.202859 , 0.291162 , 0.288704 , 0.279905 , 0.261813 , 0.130828 , 0.078403 , 0.265728 , 0.277879 , 0.391973 , 0.374462 , 0.175161 , 0.275972 , 0.343712 , 0.308635 , 0.41069 , 0.340717 , 0.302037 , 0.318366 , 0.279011 , 0.312631 , 0.27292 , 0.2402 , 0.190771 , 0.090717 , 0.19503 , 0.134481 , 0.288698 , 0.205061 , 0.32552 , 0.183197 , 0.289405 , 0.260894 , 0.258368 , 0.375369 , 0.25449 , 0.279305 , 0.291775 , 0.267829 , 0.305421 , 0.297885 , 0.346508 , 0.267848 
 990 , 0.235841 , 0.264729 , 0.258193 , 0.274258 , 0.187618 , 0.306954 , 0.2731 , 0.289347 , 0.118859 , 0.319275 , 0.307517 , 0.151367 , 0.361306 , 0.43136 , 0.212775 , 0.161391 , 0.096257 , 0.165874 , 0.199727 , 0.238884 , 0.312538 , 0.488236 , 0.322331 , 0.117557 , 0.361068 , 0.302395 , 0.247793 , 0.234426 , 0.228227 , 0.275229 , 0.263427 , 0.273181 , 0.20292 , 0.291245 , 0.288108 , 0.280263 , 0.261836 , 0.130605 , 0.078207 , 0.26595 , 0.277176 , 0.392298 , 0.374648 , 0.17457 , 0.275943 , 0.343424 , 0.308919 , 0.411863 , 0.340732 , 0.302683 , 0.318468 , 0.279411 , 0.313152 , 0.2732 , 0.239935 , 0.190335 , 0.09096 , 0.194743 , 0.134324 , 0.288915 , 0.204273 , 0.325223 , 0.182966 , 0.290318 , 0.261273 , 0.259119 , 0.37493 , 0.255538 , 0.279342 , 0.291082 , 0.268323 , 0.305933 , 0.298532 , 0.347055 , 0.267966 
 991 , 0.236717 , 0.26347 , 0.257827 , 0.274731 , 0.187785 , 0.305978 , 0.272531 , 0.289155 , 0.118505 , 0.319157 , 0.307378 , 0.15142 , 0.361615 , 0.430426 , 0.212895 , 0.160894 , 0.095733 , 0.165644 , 0.199884 , 0.238604 , 0.312564 , 0.487526 , 0.322063 , 0.117293 , 0.361309 , 0.301972 , 0.247472 , 0.234461 , 0.228168 , 0.275356 , 0.262495 , 0.273281 , 0.202764 , 0.290942 , 0.28683 , 0.279587 , 0.261908 , 0.130185 , 0.077866 , 0.265926 , 0.276344 , 0.392868 , 0.374489 , 0.173818 , 0.275812 , 0.343011 , 0.308784 , 0.412222 , 0.340136 , 0.302966 , 0.317439 , 0.278968 , 0.313589 , 0.273494 , 0.239504 , 0.190047 , 0.091027 , 0.194553 , 0.13391 , 0.288598 , 0.203277 , 0.324444 , 0.182348 , 0.290267 , 0.260777 , 0.259489 , 0.37412 , 0.255665 , 0.278993 , 0.289567 , 0.267901 , 0.305809 , 0.298504 , 0.346986 , 0.268063 
 992 , 0.237124 , 0.262596 , 0.257343 , 0.275111 , 0.187664 , 0.305175 , 0.272191 , 0.288954 , 0.118147 , 0.318981 , 0.307252 , 0.151405 , 0.361771 , 0.429498 , 0.21303 , 0.16037 , 0.095282 , 0.165373 , 0.199861 , 0.238109 , 0.312343 , 0.486656 , 0.321688 , 0.117043 , 0.361385 , 0.3017 , 0.246987 , 0.234572 , 0.227941 , 0.27546 , 0.26171 , 0.273146 , 0.202393 , 0.290626 , 0.285779 , 0.278835 , 0.261922 , 0.129713 , 0.077415 , 0.26584 , 0.275529 , 0.393239 , 0.374423 , 0.173041 , 0.275672 , 0.342382 , 0.308487 , 0.412273 , 0.339306 , 0.303041 , 0.316348 , 0.278461 , 0.313796 , 0.273738 , 0.239183 , 0.189754 , 0.091046 , 0.19442 , 0.133656 , 0.288355 , 0.202244 , 0.32366 , 0.181669 , 0.289921 , 0.260338 , 0.259589 , 0.373319 , 0.255284 , 0.278748 , 0.288299 , 0.267344 , 0.305724 , 0.298325 , 0.346811 , 0.268142 
 993 , 0.236079 , 0.263059 , 0.256572 , 0.275269 , 0.186681 , 0.305048 , 0.27272 , 0.288793 , 0.117806 , 0.318634 , 0.307204 , 0.151206 , 0.361482 , 0.428812 , 0.213275 , 0.159881 , 0.095132 , 0.164998 , 0.199345 , 0.237126 , 0.311473 , 0.485521 , 0.321109 , 0.116915 , 0.360978 , 0.301987 , 0.246101 , 0.234945 , 0.227242 , 0.275537 , 0.261533 , 0.272402 , 0.201414 , 0.29037 , 0.285633 , 0.277992 , 0.261794 , 0.129124 , 0.076672 , 0.265627 , 0.274882 , 0.393012 , 0.374726 , 0.172334 , 0.275605 , 0.341196 , 0.307734 , 0.411404 , 0.337924 , 0.302548 , 0.315219 , 0.277905 , 0.313349 , 0.27391 , 0.239283 , 0.189479 , 0.090932 , 0.194496 , 0.13396 , 0.288426 , 0.201234 , 0.323003 , 0.180903 , 0.288743 , 0.260211 , 0.258871 , 0.372676 , 0.253455 , 0.27889 , 0.287958 , 0.266487 , 0.305858 , 0.297805 , 0.346431 , 0.268214 
 994 , 0.235602 , 0.264351 , 0.256602 , 0.276324 , 0.186097 , 0.3063 , 0.274872 , 0.289624 , 0.117779 , 0.318453 , 0.30749 , 0.151343 , 0.361243 , 0.429991 , 0.21413 , 0.160146 , 0.095584 , 0.16473 , 0.19921 , 0.237957 , 0.311894 , 0.486579 , 0.32183 , 0.117287 , 0.360938 , 0.30288 , 0.245825 , 0.235752 , 0.227087 , 0.276255 , 0.262376 , 0.272767 , 0.200817 , 0.29105 , 0.287101 , 0.278261 , 0.26176 , 0.128762 , 0.076186 , 0.266164 , 0.274991 , 0.393823 , 0.3761 , 0.172723 , 0.276461 , 0.341122 , 0.307614 , 0.411384 , 0.337939 , 0.302836 , 0.315631 , 0.278423 , 0.313893 , 0.275066 , 0.240162 , 0.189492 , 0.091124 , 0.194644 , 0.13463 , 0.289661 , 0.201004 , 0.323593 , 0.180784 , 0.288502 , 0.261504 , 0.258402 , 0.37263 , 0.252908 , 0.279657 , 0.288434 , 0.266625 , 0.306973 , 0.298638 , 0.347345 , 0.268917 
 995 , 0.235102 , 0.265698 , 0.256626 , 0.277428 , 0.185485 , 0.307606 , 0.277116 , 0.290497 , 0.11775 , 0.318259 , 0.307781 , 0.151484 , 0.36099 , 0.431221 , 0.215022 , 0.160418 , 0.096058 , 0.164447 , 0.199065 , 0.238831 , 0.312332 , 0.487675 , 0.322586 , 0.117682 , 0.36089 , 0.303802 , 0.245531 , 0.23659 , 0.226921 , 0.276998 , 0.263257 , 0.273144 , 0.200192 , 0.29176 , 0.288635 , 0.278542 , 0.261719 , 0.128378 , 0.075673 , 0.266712 , 0.275099 , 0.394667 , 0.377533 , 0.173132 , 0.277353 , 0.341047 , 0.307488 , 0.41136 , 0.337953 , 0.303142 , 0.316061 , 0.278959 , 0.314461 , 0.276276 , 0.241073 , 0.189507 , 0.091326 , 0.194793 , 0.135321 , 0.290945 , 0.200764 , 0.324199 , 0.180654 , 0.288249 , 0.262846 , 0.257909 , 0.372589 , 0.252336 , 0.280454 , 0.288928 , 0.266762 , 0.308129 , 0.2995 , 0.348301 , 0.269651 
 996 , 0.234687 , 0.266396 , 0.25629 , 0.277867 , 0.184094 , 0.309209 , 0.277824 , 0.291297 , 0.117502 , 0.318161 , 0.308392 , 0.151531 , 0.361847 , 0.432241 , 0.215223 , 0.160658 , 0.095756 , 0.164118 , 0.1991 , 0.240261 , 0.313298 , 0.488552 , 0.323299 , 0.118026 , 0.360843 , 0.304576 , 0.246009 , 0.237249 , 0.226937 , 0.277344 , 0.264145 , 0.273298 , 0.20074 , 0.292238 , 0.289726 , 0.278877 , 0.261645 , 0.128033 , 0.075438 , 0.267425 , 0.276328 , 0.396205 , 0.3784 , 0.17385 , 0.277705 , 0.341728 , 0.307743 , 0.412259 , 0.338074 , 0.303036 , 0.316808 , 0.27889 , 0.315555 , 0.277668 , 0.241539 , 0.189381 , 0.090893 , 0.195035 , 0.135795 , 0.290948 , 0.201151 , 0.324352 , 0.181026 , 0.288404 , 0.263497 , 0.257474 , 0.373293 , 0.252817 , 0.281228 , 0.2899 , 0.266969 , 0.308741 , 0.300206 , 0.349147 , 0.26985 
 997 , 0.233758 , 0.266265 , 0.255776 , 0.277065 , 0.182291 , 0.30918 , 0.277078 , 0.291372 , 0.116835 , 0.317669 , 0.309049 , 0.151223 , 0.362428 , 0.432163 , 0.214699 , 0.160249 , 0.095067 , 0.163687 , 0.198722 , 0.24084 , 0.313428 , 0.489198 , 0.322858 , 0.117988 , 0.360622 , 0.304583 , 0.245979 , 0.237159 , 0.226128 , 0.277339 , 0.264577 , 0.2724 , 0.201064 , 0.292045 , 0.290127 , 0.279002 , 0.260927 , 0.12738 , 0.075048 , 0.267604 , 0.276779 , 0.396697 , 0.378641 , 0.173733 , 0.27775 , 0.342285 , 0.307716 , 0.412231 , 0.337227 , 0.302067 , 0.316978 , 0.278803 , 0.315851 , 0.277912 , 0.241176 , 0.188831 , 0.09019 , 0.195054 , 0.136318 , 0.290114 , 0.201033 , 0.323742 , 0.180996 , 0.288482 , 0.263095 , 0.257271 , 0.373976 , 0.252456 , 0.281388 , 0.2907 , 0.266763 , 0.308856 , 0.300535 , 0.349124 , 0.269329 
 998 , 0.23264 , 0.26588 , 0.255191 , 0.275871 , 0.180318 , 0.308638 , 0.275865 , 0.291217 , 0.116022 , 0.317045 , 0.309739 , 0.150803 , 0.362912 , 0.431742 , 0.213943 , 0.15962 , 0.094241 , 0.163207 , 0.198188 , 0.241158 , 0.313289 , 0.489802 , 0.322038 , 0.117825 , 0.360338 , 0.304342 , 0.245778 , 0.236831 , 0.225023 , 0.277233 , 0.264885 , 0.271146 , 0.201303 , 0.291639 , 0.290327 , 0.279067 , 0.259979 , 0.12661 , 0.074587 , 0.267608 , 0.276972 , 0.396855 , 0.378699 , 0.17333 , 0.277706 , 0.342811 , 0.307588 , 0.411895 , 0.33604 , 0.300804 , 0.316964 , 0.278725 , 0.315888 , 0.277805 , 0.240549 , 0.18814 , 0.089398 , 0.195004 , 0.136882 , 0.289022 , 0.200737 , 0.322877 , 0.180828 , 0.288524 , 0.262367 , 0.257125 , 0.374658 , 0.251809 , 0.281355 , 0.291465 , 0.266414 , 0.308825 , 0.300767 , 0.348817 , 0.268566 
 999 , 0.233087 , 0.265685 , 0.254068 , 0.275079 , 0.179652 , 0.308906 , 0.275129 , 0.291167 , 0.115209 , 0.316816 , 0.310141 , 0.150401 , 0.362732 , 0.431832 , 0.213181 , 0.159454 , 0.093496 , 0.162795 , 0.197938 , 0.241171 , 0.313296 , 0.490545 , 0.321069 , 0.117438 , 0.359901 , 0.303876 , 0.245747 , 0.236626 , 0.22409 , 0.276724 , 0.264964 , 0.269807 , 0.20121 , 0.2908 , 0.290769 , 0.279723 , 0.259327 , 0.125776 , 0.074335 , 0.267417 , 0.276774 , 0.396782 , 0.378807 , 0.172785 , 0.277625 , 0.343279 , 0.307645 , 0.411125 , 0.335387 , 0.299878 , 0.316922 , 0.279276 , 0.315599 , 0.27683 , 0.23983 , 0.187618 , 0.088696 , 0.194864 , 0.136717 , 0.287969 , 0.200564 , 0.322019 , 0.18031 , 0.288627 , 0.261866 , 0.257476 , 0.374871 , 0.251305 , 0.28122 , 0.291657 , 0.266281 , 0.308763 , 0.300921 , 0.3486 , 0.268237 
 1000 , 0.234311 , 0.265842 , 0.252768 , 0.27496 , 0.18011 , 0.31012 , 0.275071 , 0.291377 , 0.114554 , 0.317643 , 0.310268 , 0.150154 , 0.362509 , 0.431942 , 0.212721 , 0.159786 , 0.092852 , 0.162428 , 0.198121 , 0.240804 , 0.313599 , 0.490856 , 0.320099 , 0.117059 , 0.359489 , 0.303527 , 0.246014 , 0.236748 , 0.223662 , 0.27607 , 0.26498 , 0.268931 , 0.20108 , 0.290105 , 0.291073 , 0.28056 , 0.259324 , 0.125004 , 0.074264 , 0.267244 , 0.27664 , 0.396633 , 0.378876 , 0.172302 , 0.277558 , 0.343406 , 0.307843 , 0.410563 , 0.335437 , 0.29903 , 0.316967 , 0.279959 , 0.315193 , 0.275673 , 0.239446 , 0.187317 , 0.088015 , 0.194673 , 0.136013 , 0.287209 , 0.200608 , 0.3216 , 0.179794 , 0.288685 , 0.262003 , 0.257742 , 0.374467 , 0.251013 , 0.281478 , 0.291594 , 0.266258 , 0.308712 , 0.300537 , 0.348132 , 0.268038 
 1001 , 0.235479 , 0.26629 , 0.251587 , 0.275366 , 0.181074 , 0.311964 , 0.275521 , 0.291834 , 0.114056 , 0.319473 , 0.31026 , 0.150078 , 0.362676 , 0.431757 , 0.212617 , 0.160424 , 0.092272 , 0.162066 , 0.198639 , 0.240181 , 0.31417 , 0.490579 , 0.319194 , 0.116838 , 0.359175 , 0.303445 , 0.246525 , 0.237189 , 0.223713 , 0.275478 , 0.265057 , 0.268632 , 0.201136 , 0.289846 , 0.291054 , 0.281246 , 0.259908 , 0.124328 , 0.074261 , 0.267225 , 0.276822 , 0.396522 , 0.378852 , 0.171979 , 0.277522 , 0.343165 , 0.308086 , 0.410506 , 0.33596 , 0.298042 , 0.317125 , 0.280403 , 0.314839 , 0.274827 , 0.2395 , 0.187152 , 0.087297 , 0.19447 , 0.135115 , 0.286748 , 0.200839 , 0.321666 , 0.179495 , 0.28865 , 0.26274 , 0.257591 , 0.373636 , 0.250881 , 0.282287 , 0.291599 , 0.266234 , 0.308699 , 0.299554 , 0.347304 , 0.267715 
 1002 , 0.235876 , 0.266386 , 0.251206 , 0.275387 , 0.18176 , 0.312955 , 0.275585 , 0.291966 , 0.113688 , 0.321208 , 0.310097 , 0.150013 , 0.362816 , 0.431321 , 0.212413 , 0.160728 , 0.091548 , 0.161662 , 0.199459 , 0.239427 , 0.314329 , 0.490268 , 0.318715 , 0.11646 , 0.359011 , 0.303212 , 0.24669 , 0.237206 , 0.223609 , 0.275263 , 0.265112 , 0.26878 , 0.200968 , 0.289683 , 0.290593 , 0.281239 , 0.260231 , 0.123988 , 0.074196 , 0.26716 , 0.276822 , 0.3964 , 0.378906 , 0.171553 , 0.27741 , 0.342828 , 0.308328 , 0.410554 , 0.33658 , 0.297267 , 0.317069 , 0.280546 , 0.314267 , 0.274175 , 0.23978 , 0.187043 , 0.086482 , 0.194133 , 0.13443 , 0.286448 , 0.20108 , 0.322092 , 0.179385 , 0.288465 , 0.2633 , 0.2572 , 0.373128 , 0.25047 , 0.283138 , 0.291712 , 0.266003 , 0.308477 , 0.298468 , 0.346391 , 0.267277 
 1003 , 0.234835 , 0.265778 , 0.252208 , 0.274517 , 0.181687 , 0.312126 , 0.274721 , 0.291458 , 0.113517 , 0.322148 , 0.309447 , 0.149848 , 0.362657 , 0.430364 , 0.211933 , 0.160358 , 0.090547 , 0.161185 , 0.200547 , 0.238519 , 0.31365 , 0.48977 , 0.319087 , 0.11577 , 0.358961 , 0.302535 , 0.246092 , 0.236316 , 0.223122 , 0.275535 , 0.264982 , 0.269549 , 0.200269 , 0.289526 , 0.289421 , 0.28001 , 0.259934 , 0.124249 , 0.073958 , 0.266933 , 0.276288 , 0.396088 , 0.378987 , 0.170893 , 0.276986 , 0.342298 , 0.308429 , 0.410665 , 0.337176 , 0.296907 , 0.316508 , 0.280047 , 0.313237 , 0.273789 , 0.240204 , 0.186976 , 0.085493 , 0.193548 , 0.134099 , 0.286268 , 0.201312 , 0.322815 , 0.179527 , 0.28794 , 0.263236 , 0.256398 , 0.37313 , 0.249517 , 0.283805 , 0.291785 , 0.265433 , 0.30788 , 0.29729 , 0.345371 , 0.266698 
 1004 , 0.233578 , 0.264953 , 0.252682 , 0.272636 , 0.180469 , 0.310199 , 0.272729 , 0.290676 , 0.113089 , 0.320506 , 0.307767 , 0.149032 , 0.361227 , 0.428995 , 0.210871 , 0.159634 , 0.089329 , 0.160712 , 0.200466 , 0.237869 , 0.312502 , 0.488569 , 0.319767 , 0.114794 , 0.358118 , 0.301087 , 0.244882 , 0.23476 , 0.222015 , 0.274816 , 0.264171 , 0.269386 , 0.198822 , 0.28846 , 0.288564 , 0.278923 , 0.259005 , 0.124399 , 0.073414 , 0.266252 , 0.274767 , 0.394948 , 0.378595 , 0.169811 , 0.275635 , 0.341648 , 0.307761 , 0.410094 , 0.336883 , 0.296574 , 0.315316 , 0.279107 , 0.311819 , 0.272747 , 0.23942 , 0.186521 , 0.084441 , 0.192844 , 0.133425 , 0.285215 , 0.201427 , 0.321946 , 0.179164 , 0.28705 , 0.261745 , 0.255637 , 0.372691 , 0.248366 , 0.283319 , 0.290744 , 0.26507 , 0.307182 , 0.296248 , 0.344474 , 0.266375 
 1005 , 0.232296 , 0.264118 , 0.253132 , 0.270745 , 0.179311 , 0.308205 , 0.270616 , 0.289831 , 0.112657 , 0.318823 , 0.306049 , 0.148207 , 0.35982 , 0.42758 , 0.209807 , 0.158825 , 0.08808 , 0.160213 , 0.200301 , 0.237233 , 0.311275 , 0.48735 , 0.320419 , 0.113744 , 0.357216 , 0.299595 , 0.243638 , 0.23318 , 0.220892 , 0.274036 , 0.263265 , 0.269197 , 0.197323 , 0.287393 , 0.287675 , 0.27788 , 0.258131 , 0.124497 , 0.072814 , 0.265488 , 0.273201 , 0.393767 , 0.378157 , 0.168669 , 0.27427 , 0.340992 , 0.307032 , 0.409476 , 0.336552 , 0.296168 , 0.314076 , 0.278083 , 0.310373 , 0.271709 , 0.238603 , 0.18598 , 0.083333 , 0.19206 , 0.132695 , 0.284114 , 0.201468 , 0.321009 , 0.178722 , 0.286103 , 0.260158 , 0.254858 , 0.372206 , 0.247188 , 0.282732 , 0.289573 , 0.264628 , 0.306424 , 0.29521 , 0.343546 , 0.266065 
 1006 , 0.231341 , 0.263572 , 0.253139 , 0.269735 , 0.179509 , 0.306403 , 0.268052 , 0.288699 , 0.112446 , 0.317589 , 0.304806 , 0.14759 , 0.35944 , 0.426381 , 0.209366 , 0.157479 , 0.08705 , 0.159706 , 0.199318 , 0.23713 , 0.309738 , 0.486756 , 0.320459 , 0.112329 , 0.35605 , 0.29838 , 0.242711 , 0.232167 , 0.220087 , 0.272996 , 0.261773 , 0.268854 , 0.195854 , 0.286998 , 0.286882 , 0.278021 , 0.258444 , 0.123901 , 0.071824 , 0.264123 , 0.271877 , 0.392749 , 0.377511 , 0.167392 , 0.273468 , 0.340617 , 0.30595 , 0.408672 , 0.335905 , 0.29521 , 0.312963 , 0.276686 , 0.309297 , 0.271228 , 0.237846 , 0.184747 , 0.082166 , 0.190738 , 0.131679 , 0.283038 , 0.200603 , 0.319829 , 0.177649 , 0.285046 , 0.258181 , 0.254295 , 0.371477 , 0.246309 , 0.281221 , 0.287579 , 0.263456 , 0.305473 , 0.29469 , 0.342808 , 0.266124 
 1007 , 0.231056 , 0.263756 , 0.25358 , 0.270001 , 0.180607 , 0.305542 , 0.266676 , 0.287707 , 0.112243 , 0.317928 , 0.304795 , 0.147668 , 0.359989 , 0.426828 , 0.209137 , 0.156098 , 0.086302 , 0.158903 , 0.199341 , 0.237166 , 0.308707 , 0.487355 , 0.319764 , 0.111013 , 0.35626 , 0.298097 , 0.242346 , 0.232035 , 0.219337 , 0.273436 , 0.260982 , 0.269401 , 0.195282 , 0.287113 , 0.28633 , 0.277397 , 0.25846 , 0.123337 , 0.071112 , 0.263272 , 0.271207 , 0.393173 , 0.376991 , 0.166354 , 0.273166 , 0.340348 , 0.305689 , 0.408736 , 0.336032 , 0.295923 , 0.312472 , 0.276142 , 0.308701 , 0.271568 , 0.23795 , 0.183992 , 0.081037 , 0.189858 , 0.1308 , 0.282552 , 0.199158 , 0.319875 , 0.176939 , 0.284285 , 0.257089 , 0.253917 , 0.371897 , 0.245872 , 0.279999 , 0.286464 , 0.261564 , 0.30414 , 0.294913 , 0.342926 , 0.266174 
 1008 , 0.230861 , 0.264059 , 0.25411 , 0.270488 , 0.181899 , 0.304795 , 0.265425 , 0.286701 , 0.112023 , 0.318525 , 0.304979 , 0.147862 , 0.360708 , 0.427569 , 0.208924 , 0.154653 , 0.085562 , 0.158018 , 0.199527 , 0.23723 , 0.307707 , 0.488165 , 0.318918 , 0.109644 , 0.3567 , 0.297955 , 0.242048 , 0.232038 , 0.218559 , 0.274135 , 0.260258 , 0.270108 , 0.19482 , 0.287314 , 0.285782 , 0.276624 , 0.258426 , 0.122755 , 0.070403 , 0.262471 , 0.270611 , 0.393851 , 0.376461 , 0.1653 , 0.272928 , 0.340077 , 0.305549 , 0.408935 , 0.336295 , 0.296943 , 0.312059 , 0.275705 , 0.308154 , 0.272051 , 0.238198 , 0.183278 , 0.079861 , 0.189009 , 0.129902 , 0.282128 , 0.197566 , 0.320119 , 0.176254 , 0.283538 , 0.256096 , 0.253553 , 0.37252 , 0.245474 , 0.278769 , 0.285438 , 0.259486 , 0.302687 , 0.295258 , 0.343178 , 0.266228 
 1009 , 0.230416 , 0.264064 , 0.254225 , 0.271821 , 0.181273 , 0.304672 , 0.266182 , 0.286612 , 0.111896 , 0.318545 , 0.304972 , 0.14757 , 0.360917 , 0.427558 , 0.20826 , 0.153747 , 0.085668 , 0.157268 , 0.198464 , 0.237077 , 0.307801 , 0.488155 , 0.317707 , 0.108896 , 0.357421 , 0.297913 , 0.242048 , 0.232124 , 0.218355 , 0.274973 , 0.259558 , 0.270014 , 0.19416 , 0.287444 , 0.28554 , 0.276167 , 0.25886 , 0.122144 , 0.069873 , 0.262337 , 0.27021 , 0.394681 , 0.376351 , 0.164357 , 0.272414 , 0.339691 , 0.305505 , 0.409436 , 0.336808 , 0.298213 , 0.31227 , 0.276388 , 0.308046 , 0.272567 , 0.237083 , 0.183207 , 0.079393 , 0.188387 , 0.129467 , 0.28191 , 0.196003 , 0.320474 , 0.175212 , 0.283483 , 0.256105 , 0.253521 , 0.372439 , 0.245581 , 0.278004 , 0.285247 , 0.258352 , 0.301366 , 0.295067 , 0.343677 , 0.265625 
 1010 , 0.229842 , 0.263227 , 0.254102 , 0.273081 , 0.179583 , 0.304942 , 0.26753 , 0.287175 , 0.112011 , 0.317953 , 0.30493 , 0.146889 , 0.360996 , 0.427216 , 0.207889 , 0.153132 , 0.085859 , 0.156902 , 0.197062 , 0.236635 , 0.307867 , 0.488112 , 0.316784 , 0.108247 , 0.3576 , 0.297861 , 0.242039 , 0.231831 , 0.218568 , 0.27518 , 0.258784 , 0.269537 , 0.193317 , 0.28731 , 0.285315 , 0.27633 , 0.259708 , 0.121479 , 0.069329 , 0.262236 , 0.270045 , 0.395489 , 0.376621 , 0.163475 , 0.272034 , 0.339276 , 0.305591 , 0.409272 , 0.337367 , 0.298167 , 0.312568 , 0.276642 , 0.307806 , 0.272622 , 0.235784 , 0.183249 , 0.079201 , 0.187393 , 0.129637 , 0.281588 , 0.195141 , 0.321411 , 0.174375 , 0.283619 , 0.256746 , 0.253808 , 0.371652 , 0.24584 , 0.277769 , 0.285407 , 0.258184 , 0.300725 , 0.294409 , 0.34397 , 0.264892 
 1011 , 0.229216 , 0.261783 , 0.253881 , 0.274143 , 0.177454 , 0.305393 , 0.268924 , 0.288059 , 0.112302 , 0.317012 , 0.30489 , 0.146002 , 0.361087 , 0.426778 , 0.207828 , 0.152604 , 0.08594 , 0.1568 , 0.195639 , 0.236003 , 0.307677 , 0.488224 , 0.316136 , 0.107524 , 0.357308 , 0.297785 , 0.241956 , 0.231225 , 0.218981 , 0.274872 , 0.25793 , 0.268924 , 0.19235 , 0.286993 , 0.285027 , 0.276911 , 0.260797 , 0.120761 , 0.068723 , 0.262022 , 0.270009 , 0.396257 , 0.377098 , 0.162594 , 0.271809 , 0.338847 , 0.305766 , 0.408519 , 0.337923 , 0.297038 , 0.31281 , 0.27633 , 0.307371 , 0.272324 , 0.234594 , 0.183236 , 0.079062 , 0.186041 , 0.130181 , 0.281125 , 0.194787 , 0.322794 , 0.173748 , 0.283753 , 0.257685 , 0.254286 , 0.370446 , 0.246109 , 0.27783 , 0.28567 , 0.258561 , 0.300554 , 0.293492 , 0.34406 , 0.264171 
 1012 , 0.227953 , 0.260001 , 0.253634 , 0.273904 , 0.175532 , 0.305566 , 0.269627 , 0.28847 , 0.111706 , 0.316363 , 0.304867 , 0.145329 , 0.360763 , 0.426525 , 0.207604 , 0.152051 , 0.085309 , 0.156634 , 0.194901 , 0.235209 , 0.307514 , 0.488426 , 0.31594 , 0.106841 , 0.356652 , 0.297655 , 0.241618 , 0.23038 , 0.218872 , 0.273806 , 0.25717 , 0.268402 , 0.191745 , 0.286405 , 0.284781 , 0.276858 , 0.261098 , 0.119887 , 0.067949 , 0.261324 , 0.270228 , 0.396304 , 0.376867 , 0.161548 , 0.270853 , 0.338355 , 0.305419 , 0.407646 , 0.33822 , 0.296007 , 0.312833 , 0.275259 , 0.306877 , 0.271392 , 0.234167 , 0.182897 , 0.078795 , 0.185152 , 0.13004 , 0.280761 , 0.194276 , 0.323875 , 0.17335 , 0.2835 , 0.258255 , 0.254376 , 0.369207 , 0.246048 , 0.277808 , 0.285743 , 0.258935 , 0.300314 , 0.292545 , 0.343802 , 0.263218 
