  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 520 , 0.058238 , 0.079225 , 0.080028 , 0.109648 , 0.099117 , 0.092128 , 0.081317 , 0.060697 , 0.090093 , 0.112256 , 0.066846 , 0.062016 , 0.066765 , 0.066192 , 0.062097 , 0.094369 , 0.083122 , 0.090945 , 0.059284 , 0.079425 , 0.117827 , 0.120503 , 0.108889 , 0.120105 , 0.134121 , 0.046481 , 0.052275 , 0.0524 , 0.047825 , 0.056912 , 0.058848 , 0.077557 , 0.107856 , 0.120528 , 0.115586 , 0.069223 , 0.097381 , 0.054603 , 0.119464 , 0.088562 , 0.072865 , 0.040537 , 0.066765 , 0.095732 , 0.073319 , 0.119153 , 0.057049 , 0.09018 , 0.087292 , 0.133692 , 0.065894 , 0.084715 , 0.098402 , 0.08342 , 0.077041 , 0.116638 , 0.115076 , 0.123397 , 0.09951 , 0.112014 
 521 , 0.060198 , 0.0816 , 0.082128 , 0.111951 , 0.100942 , 0.093275 , 0.082549 , 0.061907 , 0.091246 , 0.113553 , 0.068392 , 0.063239 , 0.067883 , 0.067682 , 0.063528 , 0.095663 , 0.084208 , 0.09195 , 0.060694 , 0.080381 , 0.119554 , 0.122834 , 0.110512 , 0.122375 , 0.136256 , 0.047605 , 0.053619 , 0.053657 , 0.049145 , 0.058256 , 0.060757 , 0.079564 , 0.109104 , 0.121734 , 0.117342 , 0.070497 , 0.098761 , 0.056183 , 0.120949 , 0.089945 , 0.074694 , 0.041586 , 0.068562 , 0.097391 , 0.075291 , 0.120635 , 0.058024 , 0.091698 , 0.088745 , 0.135401 , 0.067016 , 0.086169 , 0.09966 , 0.084397 , 0.079231 , 0.118033 , 0.116469 , 0.124977 , 0.100854 , 0.113358 
 522 , 0.062158 , 0.083963 , 0.08423 , 0.114249 , 0.102772 , 0.094424 , 0.083785 , 0.063117 , 0.092399 , 0.114852 , 0.069941 , 0.064469 , 0.069001 , 0.069166 , 0.064964 , 0.09697 , 0.085302 , 0.092964 , 0.062101 , 0.081341 , 0.121288 , 0.125167 , 0.112141 , 0.124646 , 0.138396 , 0.048726 , 0.05496 , 0.054922 , 0.050465 , 0.0596 , 0.062666 , 0.081576 , 0.110351 , 0.122945 , 0.119105 , 0.071775 , 0.100144 , 0.057765 , 0.122444 , 0.091333 , 0.07653 , 0.042639 , 0.070366 , 0.099058 , 0.07726 , 0.12212 , 0.059003 , 0.093218 , 0.090203 , 0.137126 , 0.068144 , 0.087626 , 0.100918 , 0.085372 , 0.08143 , 0.119441 , 0.117861 , 0.126563 , 0.102207 , 0.114706 
 523 , 0.06412 , 0.086331 , 0.086338 , 0.116551 , 0.104599 , 0.095571 , 0.085017 , 0.064325 , 0.093545 , 0.116154 , 0.071494 , 0.065697 , 0.070122 , 0.07066 , 0.066396 , 0.098277 , 0.086389 , 0.093974 , 0.063511 , 0.082298 , 0.123027 , 0.127503 , 0.113775 , 0.126926 , 0.140532 , 0.049847 , 0.05631 , 0.056182 , 0.051783 , 0.060946 , 0.064575 , 0.083593 , 0.111595 , 0.124156 , 0.120866 , 0.073052 , 0.101528 , 0.059343 , 0.123931 , 0.092724 , 0.078361 , 0.043691 , 0.072167 , 0.100726 , 0.079233 , 0.123604 , 0.059978 , 0.094737 , 0.09166 , 0.138846 , 0.069269 , 0.089088 , 0.102182 , 0.086351 , 0.083625 , 0.120841 , 0.119257 , 0.128144 , 0.103554 , 0.116051 
 524 , 0.06611 , 0.088734 , 0.088468 , 0.118826 , 0.106448 , 0.096688 , 0.086344 , 0.06556 , 0.094647 , 0.117518 , 0.072989 , 0.066972 , 0.071266 , 0.07214 , 0.067826 , 0.099518 , 0.087458 , 0.094971 , 0.06497 , 0.083242 , 0.124733 , 0.129914 , 0.115374 , 0.129241 , 0.142667 , 0.051025 , 0.057645 , 0.05747 , 0.05313 , 0.062321 , 0.066518 , 0.085651 , 0.112874 , 0.125393 , 0.122595 , 0.074355 , 0.102899 , 0.061013 , 0.125432 , 0.094136 , 0.080262 , 0.044756 , 0.074077 , 0.102433 , 0.081292 , 0.12507 , 0.060941 , 0.09628 , 0.093061 , 0.140511 , 0.070346 , 0.090606 , 0.10343 , 0.08727 , 0.085884 , 0.1222 , 0.120594 , 0.129759 , 0.104939 , 0.117414 
 525 , 0.068108 , 0.091153 , 0.090609 , 0.121101 , 0.108302 , 0.097794 , 0.087691 , 0.066806 , 0.09572 , 0.118902 , 0.074461 , 0.068258 , 0.07242 , 0.073617 , 0.069253 , 0.100732 , 0.088503 , 0.095962 , 0.066433 , 0.084178 , 0.126427 , 0.132361 , 0.116946 , 0.131576 , 0.14478 , 0.052221 , 0.058967 , 0.058757 , 0.054485 , 0.063698 , 0.068481 , 0.087731 , 0.114165 , 0.126649 , 0.124307 , 0.075652 , 0.104258 , 0.06271 , 0.126931 , 0.09555 , 0.082182 , 0.045815 , 0.076012 , 0.104147 , 0.083379 , 0.126518 , 0.061905 , 0.097833 , 0.094437 , 0.142156 , 0.071405 , 0.092134 , 0.104677 , 0.088169 , 0.088162 , 0.123535 , 0.121918 , 0.131367 , 0.10632 , 0.118771 
 526 , 0.070106 , 0.093576 , 0.09275 , 0.123371 , 0.110159 , 0.098903 , 0.089042 , 0.06805 , 0.096794 , 0.120284 , 0.075935 , 0.069551 , 0.073576 , 0.075096 , 0.070674 , 0.10195 , 0.089557 , 0.09696 , 0.067898 , 0.085116 , 0.128116 , 0.134805 , 0.118526 , 0.133906 , 0.1469 , 0.053424 , 0.060297 , 0.060046 , 0.055836 , 0.065083 , 0.070436 , 0.089802 , 0.115453 , 0.127898 , 0.126015 , 0.076953 , 0.105618 , 0.064408 , 0.128427 , 0.096966 , 0.084098 , 0.04688 , 0.077951 , 0.105863 , 0.085466 , 0.127964 , 0.062868 , 0.099385 , 0.095816 , 0.143807 , 0.072465 , 0.093662 , 0.105915 , 0.089061 , 0.090443 , 0.124871 , 0.123245 , 0.132974 , 0.107707 , 0.120126 
 527 , 0.072142 , 0.095987 , 0.094926 , 0.12566 , 0.111982 , 0.100039 , 0.090373 , 0.069298 , 0.09787 , 0.121601 , 0.077423 , 0.070807 , 0.074699 , 0.076608 , 0.072129 , 0.103203 , 0.090627 , 0.09797 , 0.069372 , 0.086074 , 0.129819 , 0.137275 , 0.120119 , 0.136227 , 0.149004 , 0.054592 , 0.061622 , 0.061321 , 0.057189 , 0.066455 , 0.072389 , 0.091855 , 0.116735 , 0.129144 , 0.127722 , 0.078244 , 0.107028 , 0.066088 , 0.129925 , 0.098377 , 0.085987 , 0.047977 , 0.079879 , 0.107582 , 0.087529 , 0.129418 , 0.063811 , 0.100927 , 0.097222 , 0.145459 , 0.073531 , 0.095173 , 0.107169 , 0.089979 , 0.092716 , 0.126214 , 0.124572 , 0.134572 , 0.109091 , 0.121481 
 528 , 0.074217 , 0.098386 , 0.097139 , 0.12796 , 0.113746 , 0.101223 , 0.091673 , 0.070537 , 0.098945 , 0.122824 , 0.078942 , 0.071993 , 0.075781 , 0.078174 , 0.073631 , 0.104499 , 0.091734 , 0.099013 , 0.070841 , 0.08705 , 0.131532 , 0.139754 , 0.121752 , 0.138507 , 0.151077 , 0.05571 , 0.062955 , 0.062571 , 0.058554 , 0.067821 , 0.074325 , 0.093864 , 0.117985 , 0.130386 , 0.129422 , 0.079521 , 0.108516 , 0.067727 , 0.13141 , 0.099754 , 0.087832 , 0.049112 , 0.081793 , 0.109297 , 0.08955 , 0.130858 , 0.064728 , 0.102443 , 0.098662 , 0.14712 , 0.074588 , 0.096654 , 0.108428 , 0.090925 , 0.094962 , 0.127555 , 0.12589 , 0.136148 , 0.110463 , 0.122831 
 529 , 0.076298 , 0.100785 , 0.099363 , 0.130253 , 0.115509 , 0.102412 , 0.092968 , 0.071774 , 0.100017 , 0.124041 , 0.080462 , 0.073189 , 0.076863 , 0.079741 , 0.075135 , 0.1058 , 0.092845 , 0.100051 , 0.072311 , 0.088035 , 0.133247 , 0.142234 , 0.123381 , 0.140792 , 0.153148 , 0.056833 , 0.064283 , 0.063827 , 0.059921 , 0.069182 , 0.076258 , 0.095873 , 0.119237 , 0.131627 , 0.131124 , 0.080802 , 0.109998 , 0.069372 , 0.132893 , 0.101139 , 0.089668 , 0.050246 , 0.083701 , 0.111005 , 0.091566 , 0.132301 , 0.065637 , 0.103963 , 0.100098 , 0.148787 , 0.075645 , 0.098139 , 0.109692 , 0.091872 , 0.09722 , 0.128899 , 0.127218 , 0.13773 , 0.111835 , 0.124177 
 530 , 0.078371 , 0.103171 , 0.101571 , 0.132538 , 0.117264 , 0.10359 , 0.094263 , 0.073007 , 0.101083 , 0.125258 , 0.081976 , 0.07438 , 0.077938 , 0.081296 , 0.076626 , 0.107093 , 0.093947 , 0.101083 , 0.073776 , 0.089009 , 0.134949 , 0.144715 , 0.125004 , 0.143067 , 0.155217 , 0.057952 , 0.065603 , 0.065074 , 0.061276 , 0.070541 , 0.078192 , 0.097876 , 0.120492 , 0.132861 , 0.13282 , 0.082079 , 0.111461 , 0.071008 , 0.134372 , 0.102512 , 0.091495 , 0.051373 , 0.085603 , 0.112717 , 0.093576 , 0.13374 , 0.066537 , 0.105479 , 0.101536 , 0.150443 , 0.076702 , 0.09962 , 0.110946 , 0.092821 , 0.099462 , 0.130238 , 0.128534 , 0.139297 , 0.113205 , 0.125519 
 531 , 0.08029 , 0.105384 , 0.10357 , 0.13462 , 0.118918 , 0.104581 , 0.095445 , 0.074119 , 0.102108 , 0.126454 , 0.083359 , 0.075608 , 0.078884 , 0.082701 , 0.07797 , 0.108266 , 0.094905 , 0.101997 , 0.075082 , 0.089883 , 0.136477 , 0.147046 , 0.126475 , 0.145183 , 0.15718 , 0.058999 , 0.066749 , 0.066174 , 0.062462 , 0.071764 , 0.079965 , 0.099719 , 0.121647 , 0.133969 , 0.134454 , 0.083241 , 0.112539 , 0.072581 , 0.135722 , 0.10375 , 0.093152 , 0.052335 , 0.08732 , 0.114305 , 0.09548 , 0.135064 , 0.067317 , 0.106867 , 0.102822 , 0.15195 , 0.077693 , 0.101035 , 0.112117 , 0.093644 , 0.101526 , 0.131497 , 0.129723 , 0.140688 , 0.11443 , 0.126738 
 532 , 0.082211 , 0.107601 , 0.105583 , 0.136706 , 0.120576 , 0.105576 , 0.096638 , 0.075235 , 0.103132 , 0.127649 , 0.084739 , 0.076834 , 0.079837 , 0.08411 , 0.079306 , 0.109431 , 0.095856 , 0.102916 , 0.076394 , 0.090751 , 0.138012 , 0.149381 , 0.12795 , 0.147293 , 0.159143 , 0.060054 , 0.067889 , 0.067274 , 0.063643 , 0.072986 , 0.081736 , 0.101561 , 0.12281 , 0.135079 , 0.136085 , 0.084404 , 0.113614 , 0.07416 , 0.13707 , 0.10499 , 0.094815 , 0.053301 , 0.089033 , 0.115897 , 0.097385 , 0.136392 , 0.068098 , 0.108258 , 0.10411 , 0.153452 , 0.078692 , 0.102448 , 0.113278 , 0.094466 , 0.103593 , 0.132761 , 0.130904 , 0.142076 , 0.11566 , 0.127957 
 533 , 0.084131 , 0.109819 , 0.107588 , 0.138802 , 0.122237 , 0.106574 , 0.097824 , 0.076353 , 0.104159 , 0.128847 , 0.086117 , 0.078063 , 0.08078 , 0.085518 , 0.080647 , 0.110608 , 0.09681 , 0.103828 , 0.077704 , 0.091622 , 0.139541 , 0.151712 , 0.129418 , 0.149403 , 0.161103 , 0.061105 , 0.069024 , 0.068377 , 0.064829 , 0.074212 , 0.083512 , 0.103399 , 0.123969 , 0.13619 , 0.137717 , 0.085567 , 0.114691 , 0.075733 , 0.138421 , 0.106229 , 0.096472 , 0.054262 , 0.090749 , 0.117485 , 0.099288 , 0.13771 , 0.068876 , 0.109643 , 0.105398 , 0.154958 , 0.079682 , 0.103864 , 0.114451 , 0.095289 , 0.105659 , 0.134022 , 0.132086 , 0.143462 , 0.116894 , 0.129171 
 534 , 0.085759 , 0.111658 , 0.10929 , 0.140592 , 0.123619 , 0.107326 , 0.09879 , 0.077329 , 0.104937 , 0.129737 , 0.087248 , 0.079016 , 0.081576 , 0.086659 , 0.08176 , 0.11153 , 0.097585 , 0.10454 , 0.078882 , 0.09231 , 0.140804 , 0.153729 , 0.130595 , 0.151149 , 0.162755 , 0.061951 , 0.070005 , 0.069317 , 0.065822 , 0.075216 , 0.085022 , 0.104994 , 0.124859 , 0.137075 , 0.139018 , 0.086553 , 0.115593 , 0.077095 , 0.139528 , 0.107255 , 0.097868 , 0.055067 , 0.09226 , 0.118826 , 0.100917 , 0.138741 , 0.069551 , 0.1108 , 0.106419 , 0.156119 , 0.080456 , 0.105043 , 0.11538 , 0.095919 , 0.10739 , 0.134984 , 0.133006 , 0.144605 , 0.117876 , 0.130113 
 535 , 0.087255 , 0.113312 , 0.11086 , 0.142257 , 0.124855 , 0.107973 , 0.099667 , 0.078258 , 0.105599 , 0.13048 , 0.088282 , 0.079848 , 0.082307 , 0.08769 , 0.082778 , 0.112343 , 0.09827 , 0.105157 , 0.080005 , 0.092923 , 0.141958 , 0.155603 , 0.131635 , 0.152737 , 0.164272 , 0.062716 , 0.070908 , 0.07018 , 0.06673 , 0.076119 , 0.086421 , 0.106483 , 0.125625 , 0.137859 , 0.140161 , 0.087469 , 0.116414 , 0.078372 , 0.140525 , 0.108194 , 0.099139 , 0.055801 , 0.093693 , 0.120057 , 0.102426 , 0.139641 , 0.07018 , 0.111872 , 0.107317 , 0.157129 , 0.081131 , 0.106119 , 0.1162 , 0.096466 , 0.108971 , 0.135827 , 0.133852 , 0.145658 , 0.118752 , 0.13095 
 536 , 0.088755 , 0.114971 , 0.112426 , 0.143925 , 0.126097 , 0.10862 , 0.100541 , 0.079178 , 0.106268 , 0.13123 , 0.089307 , 0.080676 , 0.083042 , 0.088719 , 0.083787 , 0.113157 , 0.098963 , 0.105774 , 0.081121 , 0.09353 , 0.143108 , 0.157481 , 0.132685 , 0.15432 , 0.165797 , 0.063471 , 0.071816 , 0.071041 , 0.067644 , 0.077027 , 0.087816 , 0.107967 , 0.126398 , 0.138642 , 0.141309 , 0.088382 , 0.117236 , 0.079644 , 0.141517 , 0.109129 , 0.100419 , 0.056532 , 0.095128 , 0.121294 , 0.103938 , 0.140542 , 0.070812 , 0.112942 , 0.108218 , 0.158134 , 0.081809 , 0.1072 , 0.117028 , 0.097006 , 0.110548 , 0.136663 , 0.134699 , 0.146707 , 0.119631 , 0.131782 
 537 , 0.090189 , 0.116576 , 0.113945 , 0.1455 , 0.127301 , 0.10926 , 0.101382 , 0.080084 , 0.106932 , 0.131972 , 0.090312 , 0.081489 , 0.083738 , 0.089713 , 0.084769 , 0.113938 , 0.099638 , 0.10637 , 0.082189 , 0.094124 , 0.14421 , 0.159317 , 0.133701 , 0.155872 , 0.167253 , 0.064213 , 0.072674 , 0.071867 , 0.068537 , 0.0779 , 0.089151 , 0.10939 , 0.12715 , 0.139359 , 0.142408 , 0.089252 , 0.118039 , 0.080891 , 0.142473 , 0.110039 , 0.101642 , 0.057221 , 0.096488 , 0.122501 , 0.105411 , 0.141421 , 0.071428 , 0.113981 , 0.109109 , 0.159123 , 0.082462 , 0.108244 , 0.117809 , 0.097548 , 0.112071 , 0.137471 , 0.135532 , 0.14772 , 0.120475 , 0.132591 
 538 , 0.091513 , 0.11808 , 0.115372 , 0.146856 , 0.128428 , 0.109912 , 0.102157 , 0.080948 , 0.107595 , 0.132743 , 0.091274 , 0.082259 , 0.084351 , 0.090651 , 0.085698 , 0.11467 , 0.100289 , 0.106922 , 0.083142 , 0.094684 , 0.145227 , 0.161085 , 0.134648 , 0.157334 , 0.168608 , 0.064902 , 0.073453 , 0.072635 , 0.069377 , 0.078718 , 0.090361 , 0.11068 , 0.127863 , 0.139985 , 0.143395 , 0.090043 , 0.118804 , 0.082078 , 0.143359 , 0.110919 , 0.102758 , 0.057856 , 0.097718 , 0.123627 , 0.106806 , 0.142244 , 0.07202 , 0.114959 , 0.10997 , 0.160107 , 0.083077 , 0.109224 , 0.118522 , 0.098073 , 0.113439 , 0.138247 , 0.136284 , 0.148667 , 0.121295 , 0.133352 
 539 , 0.092838 , 0.119586 , 0.116793 , 0.148218 , 0.129559 , 0.110566 , 0.102935 , 0.081817 , 0.108267 , 0.133509 , 0.092226 , 0.083039 , 0.084966 , 0.091586 , 0.086625 , 0.115403 , 0.100941 , 0.107474 , 0.084101 , 0.095245 , 0.146233 , 0.162848 , 0.135597 , 0.158803 , 0.169969 , 0.065594 , 0.074237 , 0.073407 , 0.070228 , 0.079532 , 0.091572 , 0.111962 , 0.128577 , 0.140609 , 0.144392 , 0.09083 , 0.119579 , 0.083264 , 0.144239 , 0.111795 , 0.103873 , 0.058494 , 0.098941 , 0.124758 , 0.108194 , 0.143061 , 0.072614 , 0.115934 , 0.110835 , 0.16108 , 0.083693 , 0.110202 , 0.119229 , 0.098599 , 0.114807 , 0.139023 , 0.137038 , 0.149615 , 0.122103 , 0.134113 
 540 , 0.094164 , 0.121094 , 0.118222 , 0.149573 , 0.130689 , 0.111213 , 0.103715 , 0.082675 , 0.108926 , 0.134277 , 0.093184 , 0.083815 , 0.085584 , 0.092527 , 0.08755 , 0.116131 , 0.101596 , 0.10802 , 0.085058 , 0.095801 , 0.147249 , 0.16462 , 0.13655 , 0.160264 , 0.171321 , 0.066284 , 0.075017 , 0.074176 , 0.07107 , 0.080344 , 0.092782 , 0.113252 , 0.129286 , 0.141234 , 0.145378 , 0.09162 , 0.120348 , 0.084459 , 0.145122 , 0.112675 , 0.104987 , 0.059122 , 0.100163 , 0.125895 , 0.109591 , 0.14388 , 0.073204 , 0.116906 , 0.111695 , 0.162062 , 0.084305 , 0.111177 , 0.119939 , 0.099118 , 0.116183 , 0.139795 , 0.137792 , 0.150559 , 0.122921 , 0.134869 
 541 , 0.095387 , 0.122562 , 0.119552 , 0.150883 , 0.131807 , 0.111827 , 0.104595 , 0.083463 , 0.109559 , 0.135067 , 0.094088 , 0.08466 , 0.086312 , 0.093456 , 0.088434 , 0.11685 , 0.102245 , 0.108619 , 0.085989 , 0.096379 , 0.148276 , 0.166353 , 0.137548 , 0.161691 , 0.172697 , 0.067008 , 0.075805 , 0.074916 , 0.071876 , 0.081121 , 0.093934 , 0.114478 , 0.129986 , 0.141866 , 0.146426 , 0.092406 , 0.121116 , 0.0856 , 0.146014 , 0.11359 , 0.106071 , 0.059717 , 0.10132 , 0.126953 , 0.11091 , 0.144707 , 0.073727 , 0.11787 , 0.11254 , 0.16302 , 0.084939 , 0.11218 , 0.120616 , 0.099668 , 0.11743 , 0.140581 , 0.138562 , 0.151499 , 0.123796 , 0.135669 
 542 , 0.096599 , 0.124021 , 0.120871 , 0.15218 , 0.132911 , 0.112431 , 0.105467 , 0.084242 , 0.110174 , 0.135854 , 0.094991 , 0.085504 , 0.087046 , 0.094379 , 0.089303 , 0.117551 , 0.102885 , 0.1092 , 0.08692 , 0.096953 , 0.149296 , 0.168086 , 0.138547 , 0.163114 , 0.174047 , 0.067724 , 0.076584 , 0.075648 , 0.072674 , 0.081896 , 0.09508 , 0.115685 , 0.130675 , 0.142487 , 0.147466 , 0.093184 , 0.121874 , 0.086728 , 0.146898 , 0.114497 , 0.107149 , 0.060303 , 0.102472 , 0.128005 , 0.112217 , 0.145526 , 0.074253 , 0.11882 , 0.113368 , 0.163969 , 0.08557 , 0.113176 , 0.121284 , 0.100207 , 0.118672 , 0.141365 , 0.139336 , 0.152439 , 0.124655 , 0.136459 
 543 , 0.097811 , 0.125488 , 0.12219 , 0.153484 , 0.134012 , 0.113036 , 0.106342 , 0.085025 , 0.110797 , 0.136636 , 0.095884 , 0.086352 , 0.087775 , 0.095298 , 0.090176 , 0.118261 , 0.103533 , 0.109789 , 0.087849 , 0.097522 , 0.150319 , 0.169813 , 0.139549 , 0.164528 , 0.175394 , 0.068437 , 0.077361 , 0.076382 , 0.073469 , 0.082675 , 0.096225 , 0.116897 , 0.131366 , 0.143107 , 0.148503 , 0.093964 , 0.122634 , 0.087864 , 0.147784 , 0.1154 , 0.108225 , 0.060884 , 0.103622 , 0.129053 , 0.113525 , 0.146338 , 0.074774 , 0.119773 , 0.114207 , 0.164913 , 0.086203 , 0.114177 , 0.121945 , 0.100754 , 0.119921 , 0.142143 , 0.140105 , 0.15338 , 0.125525 , 0.137251 
 544 , 0.099007 , 0.12686 , 0.123546 , 0.154862 , 0.135067 , 0.113685 , 0.107154 , 0.085832 , 0.111444 , 0.137368 , 0.096772 , 0.087158 , 0.088416 , 0.096266 , 0.091112 , 0.119033 , 0.104205 , 0.110394 , 0.088759 , 0.09809 , 0.15134 , 0.171567 , 0.140563 , 0.165952 , 0.176721 , 0.069127 , 0.078154 , 0.077118 , 0.074259 , 0.083464 , 0.097338 , 0.118117 , 0.132088 , 0.143796 , 0.149575 , 0.094769 , 0.123442 , 0.088952 , 0.148689 , 0.1163 , 0.109269 , 0.061427 , 0.104763 , 0.130167 , 0.114817 , 0.147206 , 0.075331 , 0.120731 , 0.115041 , 0.165892 , 0.086822 , 0.115182 , 0.122637 , 0.101293 , 0.121185 , 0.142984 , 0.140898 , 0.154393 , 0.126391 , 0.138091 
 545 , 0.100195 , 0.128187 , 0.124931 , 0.156291 , 0.136098 , 0.11437 , 0.107941 , 0.086655 , 0.11211 , 0.138081 , 0.09765 , 0.087935 , 0.089013 , 0.097276 , 0.092074 , 0.119856 , 0.104895 , 0.11101 , 0.089671 , 0.098653 , 0.152369 , 0.173355 , 0.141591 , 0.16739 , 0.178063 , 0.069808 , 0.078954 , 0.077861 , 0.075047 , 0.084268 , 0.098443 , 0.11934 , 0.132849 , 0.144525 , 0.15067 , 0.095599 , 0.124287 , 0.090016 , 0.14963 , 0.117207 , 0.110299 , 0.061956 , 0.105913 , 0.131345 , 0.116107 , 0.14811 , 0.075922 , 0.12169 , 0.115875 , 0.166911 , 0.087426 , 0.116181 , 0.123359 , 0.101841 , 0.122461 , 0.143866 , 0.141733 , 0.155445 , 0.127273 , 0.138972 
 546 , 0.101375 , 0.129505 , 0.126324 , 0.157719 , 0.137132 , 0.115057 , 0.108723 , 0.087475 , 0.112785 , 0.138794 , 0.098532 , 0.088716 , 0.089619 , 0.098284 , 0.093049 , 0.120675 , 0.105587 , 0.111627 , 0.090582 , 0.099224 , 0.153409 , 0.175146 , 0.14263 , 0.168828 , 0.179411 , 0.070492 , 0.079751 , 0.0786 , 0.075839 , 0.085076 , 0.099547 , 0.120562 , 0.133612 , 0.145248 , 0.151769 , 0.096433 , 0.125128 , 0.091086 , 0.150573 , 0.11811 , 0.111326 , 0.062481 , 0.107054 , 0.132529 , 0.117396 , 0.149009 , 0.076509 , 0.122653 , 0.116704 , 0.167933 , 0.088039 , 0.117185 , 0.124082 , 0.10239 , 0.123736 , 0.144744 , 0.142563 , 0.156508 , 0.128152 , 0.139855 
 547 , 0.102466 , 0.130751 , 0.127607 , 0.159036 , 0.138121 , 0.115672 , 0.109481 , 0.088256 , 0.113427 , 0.139482 , 0.099398 , 0.089473 , 0.090206 , 0.099216 , 0.093948 , 0.121416 , 0.106238 , 0.112195 , 0.091423 , 0.099753 , 0.154372 , 0.176845 , 0.143601 , 0.170163 , 0.180692 , 0.071151 , 0.080501 , 0.079291 , 0.076578 , 0.08583 , 0.100584 , 0.121703 , 0.134319 , 0.145914 , 0.152793 , 0.097213 , 0.125914 , 0.092096 , 0.151455 , 0.11896 , 0.112293 , 0.062964 , 0.10812 , 0.133624 , 0.118589 , 0.149852 , 0.077054 , 0.123548 , 0.117508 , 0.168908 , 0.088596 , 0.118128 , 0.124757 , 0.102905 , 0.124923 , 0.145566 , 0.143344 , 0.157502 , 0.128975 , 0.140661 
 548 , 0.103321 , 0.131789 , 0.128609 , 0.160097 , 0.139006 , 0.116117 , 0.110129 , 0.088924 , 0.114014 , 0.140122 , 0.100217 , 0.090184 , 0.090776 , 0.099936 , 0.094677 , 0.121938 , 0.106759 , 0.112641 , 0.092104 , 0.100209 , 0.155179 , 0.178266 , 0.144387 , 0.171223 , 0.181802 , 0.071749 , 0.081145 , 0.07987 , 0.077191 , 0.086465 , 0.101447 , 0.122644 , 0.134908 , 0.146421 , 0.153585 , 0.097864 , 0.126537 , 0.092992 , 0.152166 , 0.119661 , 0.113073 , 0.063333 , 0.108968 , 0.134468 , 0.11957 , 0.150534 , 0.077487 , 0.124306 , 0.118227 , 0.169735 , 0.08903 , 0.118872 , 0.125292 , 0.103313 , 0.125854 , 0.146254 , 0.143985 , 0.158336 , 0.129656 , 0.141283 
 549 , 0.104176 , 0.132826 , 0.12961 , 0.161148 , 0.139889 , 0.116558 , 0.110782 , 0.089599 , 0.114607 , 0.140765 , 0.101037 , 0.090895 , 0.091344 , 0.100663 , 0.095406 , 0.122448 , 0.107285 , 0.113083 , 0.092777 , 0.100656 , 0.155974 , 0.179687 , 0.145177 , 0.172288 , 0.18291 , 0.072341 , 0.081789 , 0.080441 , 0.077812 , 0.087093 , 0.102301 , 0.123575 , 0.1355 , 0.146914 , 0.154374 , 0.098507 , 0.127157 , 0.093882 , 0.152881 , 0.120368 , 0.113853 , 0.0637 , 0.109822 , 0.13531 , 0.120558 , 0.151212 , 0.077919 , 0.125061 , 0.11895 , 0.170566 , 0.089462 , 0.119621 , 0.125831 , 0.103719 , 0.126776 , 0.14693 , 0.144629 , 0.159167 , 0.130334 , 0.141901 
 550 , 0.105027 , 0.13386 , 0.130608 , 0.162211 , 0.140768 , 0.116999 , 0.11143 , 0.090278 , 0.115201 , 0.141403 , 0.101852 , 0.091609 , 0.091907 , 0.101385 , 0.096138 , 0.122966 , 0.107811 , 0.113534 , 0.09346 , 0.10111 , 0.156779 , 0.181106 , 0.14597 , 0.173349 , 0.184013 , 0.072927 , 0.082429 , 0.081021 , 0.07842 , 0.087723 , 0.10316 , 0.124511 , 0.136086 , 0.147415 , 0.155165 , 0.099159 , 0.127778 , 0.094776 , 0.153597 , 0.121077 , 0.114635 , 0.064069 , 0.110673 , 0.136147 , 0.121536 , 0.151898 , 0.078351 , 0.12582 , 0.119669 , 0.171391 , 0.089895 , 0.120365 , 0.12637 , 0.104124 , 0.127709 , 0.147614 , 0.145266 , 0.16 , 0.131014 , 0.142527 
