NANT_00009_NANT_REF.spu,NANT_00008_NANT_REF.spu,NANT_00007_NANT_REF.spu,NANT_00006_NANT_REF.spu,NANT_00005_NANT_REF.spu,
Wavelength,NANT_00010_B3_CT.spu,NANT_00011_B3_CT.spu,NANT_00012_B3_CT.spu,NANT_00013_B3_CT.spu,NANT_00014_B3_CT.spu,NANT_00015_B3_CT-old.spu,NANT_00016_B3_CT-old.spu,NANT_00017_B3_CT-old.spu,NANT_00018_B3_CT-old.spu,NANT_00019_B3_CT-old.spu,NANT_00020_B3_N.spu,NANT_00021_B3_N.spu,NANT_00022_B3_N.spu,NANT_00023_B3_N.spu,NANT_00024_B3_N.spu,NANT_00025_B3_N-old.spu,NANT_00026_B3_N-old.spu,NANT_00027_B3_N-old.spu,NANT_00028_B3_N-old.spu,NANT_00029_B3_N-old.spu,NANT_00030_B3_NP.spu,NANT_00031_B3_NP.spu,NANT_00032_B3_NP.spu,NANT_00033_B3_NP.spu,NANT_00034_B3_NP.spu,NANT_00035_B3_NP-old.spu,NANT_00036_B3_NP-old.spu,NANT_00037_B3_NP-old.spu,NANT_00038_B3_NP-old.spu,NANT_00039_B3_NP-old.spu,NANT_00040_B3_P.spu,NANT_00041_B3_P.spu,NANT_00042_B3_P.spu,NANT_00043_B3_P.spu,NANT_00044_B3_P.spu,NANT_00045_B3_P-old.spu,NANT_00046_B3_P-old.spu,NANT_00047_B3_P-old.spu,NANT_00048_B3_P-old.spu,NANT_00049_B3_P-old.spu,NANT_00050_B2_P.spu,NANT_00051_B2_P.spu,NANT_00052_B2_P.spu,NANT_00053_B2_P.spu,NANT_00054_B2_P.spu,NANT_00055_B2_NP.spu,NANT_00056_B2_NP.spu,NANT_00057_B2_NP.spu,NANT_00058_B2_NP.spu,NANT_00059_B2_NP.spu,NANT_00060_B2_CT.spu,NANT_00061_B2_CT.spu,NANT_00062_B2_CT.spu,NANT_00063_B2_CT.spu,NANT_00064_B2_CT.spu,NANT_00065_B2_N.spu,NANT_00066_B2_N.spu,NANT_00067_B2_N.spu,NANT_00068_B2_N.spu,NANT_00069_B2_N.spu,NANT_00070_B1_P.spu,NANT_00071_B1_P.spu,NANT_00072_B1_P.spu,NANT_00073_B1_P.spu,NANT_00074_B1_P.spu,NANT_00075_B1_CT.spu,NANT_00076_B1_CT.spu,NANT_00077_B1_CT.spu,NANT_00078_B1_CT.spu,NANT_00079_B1_CT.spu,NANT_00080_B1_NP.spu,NANT_00081_B1_NP.spu,NANT_00082_B1_NP.spu,NANT_00083_B1_NP.spu,NANT_00084_B1_NP.spu,NANT_00085_B1_N.spu,NANT_00086_B1_N.spu,NANT_00087_B1_N.spu,NANT_00088_B1_N.spu,NANT_00089_B1_N.spu
 1004 , 0.47155 , 0.446191 , 0.421663 , 0.456653 , 0.447075 , 0.472447 , 0.5108 , 0.468402 , 0.484075 , 0.488857 , 0.551456 , 0.544758 , 0.593037 , 0.537913 , 0.484316 , 0.476587 , 0.486567 , 0.581182 , 0.410906 , 0.480659 , 0.501945 , 0.516292 , 0.525254 , 0.535221 , 0.53715 , 0.59293 , 0.600097 , 0.71995 , 0.686728 , 0.583098 , 0.573386 , 0.492729 , 0.541919 , 0.470491 , 0.552675 , 0.559695 , 0.547625 , 0.556734 , 0.491376 , 0.527866 , 0.390424 , 0.525629 , 0.546821 , 0.515395 , 0.52942 , 0.653413 , 0.580003 , 0.615663 , 0.684572 , 0.619561 , 0.447142 , 0.465093 , 0.477565 , 0.512608 , 0.475756 , 0.424302 , 0.395823 , 0.414738 , 0.554042 , 0.546808 , 0.525924 , 0.538516 , 0.529487 , 0.469701 , 0.480994 , 0.501315 , 0.531858 , 0.516078 , 0.528965 , 0.467451 , 0.654083 , 0.646393 , 0.606755 , 0.711163 , 0.644277 , 0.586393 , 0.382668 , 0.422132 , 0.483767 , 0.47514 
 1005 , 0.472249 , 0.447429 , 0.422475 , 0.457574 , 0.447161 , 0.473455 , 0.511342 , 0.468818 , 0.4849 , 0.48939 , 0.551922 , 0.545168 , 0.594164 , 0.538802 , 0.484217 , 0.477275 , 0.486817 , 0.581205 , 0.41099 , 0.481094 , 0.50255 , 0.517359 , 0.525226 , 0.535787 , 0.537757 , 0.593494 , 0.600651 , 0.720542 , 0.687065 , 0.58276 , 0.57429 , 0.493464 , 0.542702 , 0.47111 , 0.552673 , 0.560405 , 0.548022 , 0.556921 , 0.492084 , 0.528697 , 0.390445 , 0.526017 , 0.547004 , 0.515885 , 0.529903 , 0.653963 , 0.580066 , 0.616371 , 0.68488 , 0.620539 , 0.447751 , 0.465736 , 0.478494 , 0.512883 , 0.476203 , 0.425156 , 0.396409 , 0.415426 , 0.555005 , 0.546428 , 0.526647 , 0.539686 , 0.530051 , 0.470038 , 0.481657 , 0.501451 , 0.532088 , 0.516019 , 0.529555 , 0.46851 , 0.654351 , 0.647423 , 0.607526 , 0.711389 , 0.644622 , 0.587356 , 0.383007 , 0.423105 , 0.484471 , 0.476095 
 1006 , 0.472031 , 0.447217 , 0.422417 , 0.457964 , 0.447271 , 0.473249 , 0.511526 , 0.468792 , 0.484785 , 0.488934 , 0.551958 , 0.545026 , 0.594264 , 0.538882 , 0.483849 , 0.477545 , 0.48686 , 0.58068 , 0.410733 , 0.480757 , 0.503215 , 0.51692 , 0.524508 , 0.53571 , 0.53737 , 0.593809 , 0.600046 , 0.720928 , 0.686398 , 0.582112 , 0.574778 , 0.493525 , 0.542804 , 0.471014 , 0.552895 , 0.56039 , 0.548371 , 0.556321 , 0.492294 , 0.529179 , 0.39031 , 0.525927 , 0.546739 , 0.515274 , 0.529607 , 0.654183 , 0.580011 , 0.616321 , 0.684899 , 0.620898 , 0.448435 , 0.466329 , 0.478549 , 0.512289 , 0.475939 , 0.42579 , 0.396292 , 0.415926 , 0.554595 , 0.545788 , 0.526797 , 0.539445 , 0.529433 , 0.469943 , 0.481332 , 0.500525 , 0.531829 , 0.515608 , 0.528711 , 0.469073 , 0.654143 , 0.647679 , 0.607514 , 0.711399 , 0.644828 , 0.587064 , 0.382748 , 0.42314 , 0.484718 , 0.476206 
 1007 , 0.472095 , 0.447089 , 0.422458 , 0.458072 , 0.447558 , 0.472858 , 0.511806 , 0.469188 , 0.484671 , 0.489359 , 0.552201 , 0.545571 , 0.59423 , 0.539116 , 0.484055 , 0.477948 , 0.487296 , 0.580609 , 0.410324 , 0.480787 , 0.503717 , 0.516574 , 0.52449 , 0.535312 , 0.537281 , 0.593601 , 0.599614 , 0.720973 , 0.686632 , 0.582216 , 0.574769 , 0.493645 , 0.542544 , 0.470889 , 0.553433 , 0.560197 , 0.548585 , 0.555764 , 0.4926 , 0.529446 , 0.390649 , 0.526687 , 0.547152 , 0.514793 , 0.529553 , 0.65501 , 0.580395 , 0.61637 , 0.685038 , 0.621044 , 0.449245 , 0.466965 , 0.478698 , 0.512222 , 0.475858 , 0.426758 , 0.396461 , 0.416311 , 0.553969 , 0.545612 , 0.526767 , 0.539491 , 0.529472 , 0.470688 , 0.481336 , 0.500636 , 0.532031 , 0.515731 , 0.528401 , 0.469483 , 0.654769 , 0.648889 , 0.608052 , 0.711664 , 0.645875 , 0.587185 , 0.382599 , 0.423637 , 0.484979 , 0.476247 
 1008 , 0.472195 , 0.446975 , 0.422505 , 0.45813 , 0.4479 , 0.472423 , 0.512125 , 0.469661 , 0.484544 , 0.489948 , 0.55247 , 0.546249 , 0.59417 , 0.539397 , 0.48437 , 0.47839 , 0.487829 , 0.580614 , 0.409874 , 0.480897 , 0.504214 , 0.516228 , 0.524581 , 0.534838 , 0.537225 , 0.593298 , 0.599184 , 0.720984 , 0.687021 , 0.582464 , 0.574701 , 0.493783 , 0.542226 , 0.470747 , 0.554052 , 0.559992 , 0.548783 , 0.555192 , 0.492925 , 0.52969 , 0.391089 , 0.527625 , 0.547697 , 0.514311 , 0.529556 , 0.655968 , 0.580855 , 0.616441 , 0.685211 , 0.621174 , 0.450112 , 0.467623 , 0.478873 , 0.512246 , 0.475789 , 0.427841 , 0.396694 , 0.416699 , 0.553288 , 0.545525 , 0.526713 , 0.539598 , 0.529623 , 0.471619 , 0.481393 , 0.500943 , 0.532318 , 0.515946 , 0.528161 , 0.469876 , 0.655552 , 0.650296 , 0.608691 , 0.711974 , 0.647092 , 0.587385 , 0.382468 , 0.424234 , 0.485255 , 0.476272 
 1009 , 0.472974 , 0.447551 , 0.423 , 0.458634 , 0.448543 , 0.47292 , 0.512963 , 0.470561 , 0.485196 , 0.490998 , 0.553114 , 0.547163 , 0.594215 , 0.539927 , 0.485906 , 0.479138 , 0.489256 , 0.581699 , 0.410563 , 0.481363 , 0.50507 , 0.517493 , 0.525654 , 0.535236 , 0.53797 , 0.59372 , 0.600139 , 0.721743 , 0.687985 , 0.583508 , 0.575346 , 0.49467 , 0.543022 , 0.470548 , 0.555646 , 0.560283 , 0.549321 , 0.555861 , 0.493625 , 0.530559 , 0.391748 , 0.529098 , 0.548678 , 0.514947 , 0.530224 , 0.657175 , 0.582208 , 0.617306 , 0.685706 , 0.621849 , 0.45121 , 0.468444 , 0.479848 , 0.513084 , 0.476887 , 0.428883 , 0.397564 , 0.417465 , 0.552725 , 0.545971 , 0.527249 , 0.540061 , 0.530345 , 0.472799 , 0.482328 , 0.502121 , 0.533548 , 0.517319 , 0.529005 , 0.470601 , 0.657041 , 0.651466 , 0.609493 , 0.712978 , 0.648732 , 0.588466 , 0.382823 , 0.424836 , 0.486147 , 0.477168 
 1010 , 0.473746 , 0.448069 , 0.423611 , 0.459173 , 0.44914 , 0.473839 , 0.513848 , 0.471562 , 0.486002 , 0.491721 , 0.553991 , 0.547736 , 0.594201 , 0.540343 , 0.487194 , 0.479693 , 0.490422 , 0.582575 , 0.411649 , 0.481488 , 0.505906 , 0.518791 , 0.526653 , 0.536257 , 0.538869 , 0.594858 , 0.601515 , 0.72272 , 0.688525 , 0.584437 , 0.576534 , 0.495712 , 0.544495 , 0.470357 , 0.557394 , 0.560889 , 0.55012 , 0.556965 , 0.494735 , 0.531703 , 0.39212 , 0.530364 , 0.549531 , 0.515791 , 0.531033 , 0.657905 , 0.583178 , 0.618271 , 0.686422 , 0.622544 , 0.452127 , 0.469165 , 0.481153 , 0.514076 , 0.478367 , 0.429799 , 0.398724 , 0.41828 , 0.552344 , 0.546477 , 0.527993 , 0.540329 , 0.531007 , 0.473786 , 0.483497 , 0.50316 , 0.534878 , 0.518858 , 0.529989 , 0.471281 , 0.65836 , 0.651918 , 0.60998 , 0.714135 , 0.649801 , 0.589299 , 0.383441 , 0.425191 , 0.487046 , 0.478286 
 1011 , 0.474398 , 0.448418 , 0.424206 , 0.459654 , 0.44965 , 0.474893 , 0.514693 , 0.472577 , 0.486745 , 0.492088 , 0.554948 , 0.548012 , 0.594146 , 0.540619 , 0.488044 , 0.480009 , 0.491245 , 0.583057 , 0.412823 , 0.481254 , 0.506672 , 0.519822 , 0.527415 , 0.53762 , 0.539749 , 0.596422 , 0.602931 , 0.72375 , 0.68861 , 0.585147 , 0.578036 , 0.496735 , 0.546244 , 0.47022 , 0.559086 , 0.561631 , 0.551078 , 0.558176 , 0.496092 , 0.532946 , 0.39224 , 0.531366 , 0.550208 , 0.516581 , 0.531848 , 0.658238 , 0.5837 , 0.619161 , 0.687231 , 0.623165 , 0.452864 , 0.469805 , 0.48258 , 0.515028 , 0.479915 , 0.430648 , 0.399981 , 0.419064 , 0.552069 , 0.5469 , 0.528781 , 0.540338 , 0.531486 , 0.474599 , 0.484683 , 0.5039 , 0.53612 , 0.520331 , 0.53087 , 0.471854 , 0.659416 , 0.651904 , 0.610189 , 0.715286 , 0.65035 , 0.589793 , 0.384165 , 0.425358 , 0.48787 , 0.47942 
 1012 , 0.474943 , 0.448537 , 0.424688 , 0.460087 , 0.450331 , 0.475398 , 0.515522 , 0.473391 , 0.487537 , 0.492864 , 0.555927 , 0.548111 , 0.594097 , 0.541098 , 0.488247 , 0.480136 , 0.49178 , 0.583417 , 0.413566 , 0.481019 , 0.507144 , 0.520568 , 0.528464 , 0.539037 , 0.540376 , 0.597845 , 0.604081 , 0.7244 , 0.688291 , 0.585826 , 0.579014 , 0.497588 , 0.547763 , 0.470098 , 0.559983 , 0.562485 , 0.551658 , 0.559407 , 0.496986 , 0.533844 , 0.39234 , 0.532024 , 0.550788 , 0.517409 , 0.532586 , 0.658098 , 0.583953 , 0.6197 , 0.687782 , 0.623662 , 0.453449 , 0.469991 , 0.48387 , 0.515884 , 0.481019 , 0.43134 , 0.400771 , 0.419575 , 0.552528 , 0.547255 , 0.529254 , 0.540831 , 0.532118 , 0.475251 , 0.486105 , 0.504615 , 0.537404 , 0.521237 , 0.531997 , 0.472427 , 0.659837 , 0.651754 , 0.61001 , 0.716129 , 0.650308 , 0.59035 , 0.384832 , 0.425665 , 0.488554 , 0.480377 
 1013 , 0.475501 , 0.448587 , 0.424963 , 0.460479 , 0.451208 , 0.475287 , 0.516328 , 0.47399 , 0.48845 , 0.494122 , 0.556794 , 0.548005 , 0.594142 , 0.541945 , 0.488116 , 0.48033 , 0.492343 , 0.584016 , 0.413953 , 0.481106 , 0.507566 , 0.521344 , 0.529946 , 0.54038 , 0.540848 , 0.598905 , 0.604857 , 0.724796 , 0.687876 , 0.586571 , 0.579468 , 0.498389 , 0.548915 , 0.470043 , 0.560165 , 0.563496 , 0.551938 , 0.56074 , 0.497292 , 0.534387 , 0.39263 , 0.532434 , 0.551202 , 0.518401 , 0.533317 , 0.657657 , 0.584243 , 0.619826 , 0.687942 , 0.624134 , 0.453964 , 0.469843 , 0.484852 , 0.516609 , 0.481494 , 0.431772 , 0.400844 , 0.419772 , 0.553797 , 0.54759 , 0.529357 , 0.541999 , 0.532809 , 0.475689 , 0.487581 , 0.505359 , 0.538735 , 0.521532 , 0.53325 , 0.47304 , 0.659489 , 0.651423 , 0.609513 , 0.716529 , 0.649738 , 0.591133 , 0.38534 , 0.426167 , 0.489226 , 0.481079 
 1014 , 0.47634 , 0.449027 , 0.42502 , 0.46097 , 0.452133 , 0.475082 , 0.517163 , 0.474586 , 0.489569 , 0.495607 , 0.557384 , 0.547864 , 0.594364 , 0.543312 , 0.488926 , 0.481294 , 0.4938 , 0.585568 , 0.414697 , 0.48195 , 0.508621 , 0.523108 , 0.531824 , 0.541384 , 0.541692 , 0.599425 , 0.605424 , 0.725496 , 0.688409 , 0.587576 , 0.579931 , 0.499543 , 0.549806 , 0.470074 , 0.560691 , 0.564654 , 0.552457 , 0.562244 , 0.497415 , 0.534957 , 0.39357 , 0.533217 , 0.55152 , 0.51968 , 0.534261 , 0.657775 , 0.585474 , 0.619951 , 0.687846 , 0.624945 , 0.45473 , 0.470101 , 0.485445 , 0.517364 , 0.481642 , 0.431916 , 0.400331 , 0.419973 , 0.555108 , 0.548132 , 0.529374 , 0.5437 , 0.533324 , 0.476046 , 0.488564 , 0.506198 , 0.540206 , 0.521809 , 0.534261 , 0.473743 , 0.658966 , 0.650933 , 0.609306 , 0.716673 , 0.64946 , 0.592369 , 0.385657 , 0.426828 , 0.490265 , 0.481629 
 1015 , 0.476899 , 0.449316 , 0.424869 , 0.461352 , 0.452814 , 0.474848 , 0.51763 , 0.475076 , 0.490369 , 0.496883 , 0.557691 , 0.547693 , 0.594602 , 0.544261 , 0.489618 , 0.482072 , 0.495247 , 0.586896 , 0.41534 , 0.482756 , 0.509535 , 0.5246 , 0.533244 , 0.542224 , 0.542412 , 0.599843 , 0.605901 , 0.72603 , 0.688905 , 0.588303 , 0.580208 , 0.500501 , 0.550346 , 0.470198 , 0.560881 , 0.565545 , 0.552879 , 0.563387 , 0.497432 , 0.535429 , 0.394351 , 0.533821 , 0.551767 , 0.520646 , 0.535094 , 0.65777 , 0.586601 , 0.619759 , 0.687685 , 0.62559 , 0.455334 , 0.470452 , 0.485785 , 0.517938 , 0.481617 , 0.431906 , 0.399833 , 0.420098 , 0.55627 , 0.548671 , 0.529438 , 0.545226 , 0.53378 , 0.476336 , 0.489229 , 0.506801 , 0.541433 , 0.521879 , 0.534933 , 0.474312 , 0.658306 , 0.650278 , 0.609238 , 0.716769 , 0.649045 , 0.593316 , 0.385787 , 0.427402 , 0.491092 , 0.482032 
 1016 , 0.476279 , 0.448964 , 0.423851 , 0.461192 , 0.452494 , 0.474601 , 0.516586 , 0.475017 , 0.489768 , 0.497124 , 0.556893 , 0.547377 , 0.594879 , 0.543458 , 0.489768 , 0.481956 , 0.496426 , 0.58708 , 0.415408 , 0.483231 , 0.509754 , 0.524881 , 0.532653 , 0.542276 , 0.542545 , 0.599805 , 0.605979 , 0.72584 , 0.689197 , 0.587792 , 0.579671 , 0.500573 , 0.549457 , 0.470614 , 0.559725 , 0.565215 , 0.552893 , 0.56292 , 0.497056 , 0.535458 , 0.394456 , 0.533565 , 0.551685 , 0.520116 , 0.535418 , 0.657292 , 0.587147 , 0.618368 , 0.687251 , 0.625468 , 0.455138 , 0.471098 , 0.48507 , 0.517687 , 0.480869 , 0.43126 , 0.399369 , 0.419865 , 0.556598 , 0.549108 , 0.52978 , 0.54582 , 0.533901 , 0.476252 , 0.488399 , 0.506398 , 0.541538 , 0.521042 , 0.534156 , 0.474279 , 0.657131 , 0.649024 , 0.609751 , 0.71674 , 0.648071 , 0.593026 , 0.385168 , 0.427529 , 0.490949 , 0.481768 
 1017 , 0.475482 , 0.448801 , 0.423746 , 0.461361 , 0.452714 , 0.474823 , 0.51615 , 0.475065 , 0.489105 , 0.497632 , 0.556616 , 0.547888 , 0.594971 , 0.542576 , 0.489643 , 0.481399 , 0.497215 , 0.58658 , 0.415005 , 0.483013 , 0.509668 , 0.524233 , 0.531831 , 0.542751 , 0.541702 , 0.600216 , 0.606013 , 0.725771 , 0.688613 , 0.58701 , 0.578712 , 0.500321 , 0.548615 , 0.471152 , 0.558445 , 0.564296 , 0.551694 , 0.562211 , 0.496179 , 0.535422 , 0.393891 , 0.53327 , 0.552017 , 0.519553 , 0.535166 , 0.656928 , 0.586929 , 0.617686 , 0.687833 , 0.624988 , 0.45539 , 0.47177 , 0.485044 , 0.517535 , 0.480929 , 0.431466 , 0.399795 , 0.420034 , 0.556926 , 0.550269 , 0.53093 , 0.546866 , 0.534709 , 0.476276 , 0.488796 , 0.506225 , 0.541326 , 0.520292 , 0.534023 , 0.474353 , 0.65639 , 0.649222 , 0.610585 , 0.717419 , 0.647864 , 0.593008 , 0.3848 , 0.427767 , 0.490894 , 0.482085 
 1018 , 0.474642 , 0.448633 , 0.423648 , 0.461557 , 0.452959 , 0.47506 , 0.51569 , 0.475114 , 0.488415 , 0.498158 , 0.556334 , 0.548451 , 0.595078 , 0.541645 , 0.489493 , 0.480814 , 0.498037 , 0.586049 , 0.414552 , 0.482782 , 0.509559 , 0.523547 , 0.530972 , 0.543262 , 0.540796 , 0.600671 , 0.606034 , 0.725715 , 0.687982 , 0.586197 , 0.57768 , 0.500044 , 0.54775 , 0.471718 , 0.557102 , 0.563328 , 0.550432 , 0.561455 , 0.495234 , 0.535392 , 0.393287 , 0.532953 , 0.552386 , 0.518951 , 0.534894 , 0.656556 , 0.586696 , 0.61699 , 0.688481 , 0.624483 , 0.455668 , 0.472472 , 0.485046 , 0.517388 , 0.481016 , 0.431694 , 0.400267 , 0.420225 , 0.557278 , 0.55151 , 0.532172 , 0.547966 , 0.535581 , 0.4763 , 0.48925 , 0.506041 , 0.541106 , 0.51949 , 0.53391 , 0.47444 , 0.655613 , 0.649454 , 0.611478 , 0.718169 , 0.647675 , 0.593003 , 0.384406 , 0.428015 , 0.490854 , 0.482445 
 1019 , 0.475142 , 0.449495 , 0.42463 , 0.462406 , 0.45396 , 0.476275 , 0.516426 , 0.475871 , 0.488579 , 0.498766 , 0.55775 , 0.549898 , 0.595756 , 0.542222 , 0.490455 , 0.481685 , 0.498995 , 0.586217 , 0.415564 , 0.482117 , 0.510247 , 0.523941 , 0.530309 , 0.544272 , 0.541007 , 0.601341 , 0.606657 , 0.726704 , 0.688847 , 0.586487 , 0.57846 , 0.500438 , 0.54836 , 0.473118 , 0.557831 , 0.563093 , 0.549898 , 0.561487 , 0.495028 , 0.535867 , 0.393923 , 0.533506 , 0.553622 , 0.520015 , 0.534936 , 0.657614 , 0.587445 , 0.618394 , 0.689912 , 0.625032 , 0.456429 , 0.473348 , 0.486138 , 0.518018 , 0.482549 , 0.4329 , 0.401317 , 0.421338 , 0.558168 , 0.552826 , 0.533668 , 0.549507 , 0.536582 , 0.476586 , 0.491102 , 0.506779 , 0.541587 , 0.520986 , 0.534437 , 0.474764 , 0.656804 , 0.651044 , 0.613267 , 0.718663 , 0.649452 , 0.594771 , 0.385694 , 0.428394 , 0.492168 , 0.483048 
 1020 , 0.475784 , 0.450236 , 0.425363 , 0.463172 , 0.454724 , 0.477271 , 0.516784 , 0.476352 , 0.488532 , 0.499211 , 0.558837 , 0.551146 , 0.596755 , 0.542846 , 0.491451 , 0.4823 , 0.499765 , 0.586184 , 0.416739 , 0.48134 , 0.510687 , 0.524529 , 0.529707 , 0.545225 , 0.542008 , 0.602148 , 0.607704 , 0.727606 , 0.690122 , 0.587238 , 0.579912 , 0.501103 , 0.54947 , 0.47473 , 0.559486 , 0.563244 , 0.550578 , 0.561663 , 0.495493 , 0.536587 , 0.394881 , 0.533721 , 0.55466 , 0.521069 , 0.535222 , 0.658206 , 0.588671 , 0.619194 , 0.690257 , 0.626075 , 0.456738 , 0.47373 , 0.486991 , 0.518554 , 0.483625 , 0.433933 , 0.402234 , 0.422768 , 0.559054 , 0.553903 , 0.534303 , 0.550281 , 0.537195 , 0.476704 , 0.492303 , 0.507321 , 0.542156 , 0.522542 , 0.535033 , 0.47523 , 0.658098 , 0.651785 , 0.614733 , 0.718577 , 0.650731 , 0.596444 , 0.386973 , 0.42854 , 0.493574 , 0.483422 
 1021 , 0.476469 , 0.450899 , 0.425939 , 0.463921 , 0.455357 , 0.47815 , 0.516918 , 0.476672 , 0.48834 , 0.499573 , 0.559725 , 0.552312 , 0.597897 , 0.543437 , 0.492445 , 0.482757 , 0.500467 , 0.586013 , 0.417971 , 0.480507 , 0.510969 , 0.525184 , 0.5291 , 0.546147 , 0.543369 , 0.603033 , 0.608954 , 0.728444 , 0.691573 , 0.588181 , 0.581636 , 0.501877 , 0.550768 , 0.476456 , 0.561554 , 0.563546 , 0.551838 , 0.561866 , 0.496253 , 0.537434 , 0.395938 , 0.533734 , 0.555592 , 0.522081 , 0.535604 , 0.658509 , 0.590119 , 0.619659 , 0.690042 , 0.627343 , 0.456807 , 0.473868 , 0.48773 , 0.519005 , 0.484451 , 0.434855 , 0.403106 , 0.42434 , 0.559941 , 0.554887 , 0.53452 , 0.5507 , 0.537664 , 0.476727 , 0.493164 , 0.507744 , 0.542746 , 0.524073 , 0.535659 , 0.475765 , 0.65939 , 0.652073 , 0.616055 , 0.718227 , 0.65172 , 0.598046 , 0.388214 , 0.428581 , 0.49502 , 0.483678 
 1022 , 0.477122 , 0.451642 , 0.426582 , 0.464599 , 0.455468 , 0.478438 , 0.516781 , 0.476647 , 0.48837 , 0.499278 , 0.560224 , 0.553318 , 0.59877 , 0.544554 , 0.492861 , 0.482888 , 0.500472 , 0.586207 , 0.418577 , 0.480338 , 0.511055 , 0.525912 , 0.529738 , 0.547104 , 0.544201 , 0.603397 , 0.609434 , 0.729034 , 0.692523 , 0.589232 , 0.583086 , 0.502697 , 0.551772 , 0.47757 , 0.563291 , 0.564159 , 0.552979 , 0.562544 , 0.497216 , 0.53834 , 0.396883 , 0.533781 , 0.556263 , 0.523076 , 0.536033 , 0.65855 , 0.591104 , 0.620763 , 0.68966 , 0.628036 , 0.456716 , 0.473635 , 0.488478 , 0.519426 , 0.485005 , 0.435578 , 0.403816 , 0.425253 , 0.560672 , 0.555313 , 0.534554 , 0.550944 , 0.538625 , 0.477176 , 0.493417 , 0.508382 , 0.542803 , 0.524908 , 0.536535 , 0.476227 , 0.660625 , 0.652458 , 0.616408 , 0.718383 , 0.652593 , 0.599001 , 0.389393 , 0.428414 , 0.496144 , 0.484259 
 1023 , 0.477898 , 0.452563 , 0.427283 , 0.465156 , 0.455294 , 0.478727 , 0.516899 , 0.476811 , 0.489119 , 0.498872 , 0.561048 , 0.554378 , 0.599859 , 0.546078 , 0.493004 , 0.483346 , 0.500326 , 0.587049 , 0.419119 , 0.480873 , 0.511574 , 0.527169 , 0.531516 , 0.548523 , 0.544679 , 0.603717 , 0.609436 , 0.72982 , 0.693007 , 0.590458 , 0.584495 , 0.503736 , 0.552558 , 0.478401 , 0.564118 , 0.565409 , 0.554052 , 0.563792 , 0.498424 , 0.53934 , 0.397846 , 0.534287 , 0.557326 , 0.524194 , 0.5368 , 0.659032 , 0.591898 , 0.622925 , 0.689828 , 0.628223 , 0.456802 , 0.47366 , 0.489431 , 0.520023 , 0.485804 , 0.436181 , 0.40457 , 0.425558 , 0.561388 , 0.555275 , 0.535306 , 0.551539 , 0.54021 , 0.478428 , 0.49371 , 0.509387 , 0.54294 , 0.525498 , 0.53752 , 0.476703 , 0.662333 , 0.6533 , 0.616472 , 0.719388 , 0.653979 , 0.599791 , 0.390727 , 0.428451 , 0.497229 , 0.485193 
 1024 , 0.478914 , 0.453722 , 0.428027 , 0.465569 , 0.45522 , 0.479581 , 0.517709 , 0.47762 , 0.490856 , 0.498904 , 0.562809 , 0.555687 , 0.601577 , 0.547789 , 0.493348 , 0.484688 , 0.50066 , 0.588613 , 0.420183 , 0.48191 , 0.513052 , 0.529216 , 0.5339 , 0.550662 , 0.54512 , 0.604505 , 0.609488 , 0.731171 , 0.693261 , 0.591936 , 0.586135 , 0.5051 , 0.553304 , 0.479418 , 0.563803 , 0.567398 , 0.555088 , 0.565505 , 0.499857 , 0.540436 , 0.399009 , 0.535547 , 0.559337 , 0.52558 , 0.538135 , 0.66058 , 0.592835 , 0.626169 , 0.691069 , 0.628185 , 0.457331 , 0.474516 , 0.490734 , 0.52095 , 0.487302 , 0.436823 , 0.405518 , 0.425548 , 0.562264 , 0.555034 , 0.53744 , 0.552909 , 0.542302 , 0.480589 , 0.494696 , 0.510846 , 0.543704 , 0.526424 , 0.538434 , 0.477293 , 0.664896 , 0.654833 , 0.617019 , 0.721285 , 0.656331 , 0.600964 , 0.392459 , 0.429075 , 0.498563 , 0.486362 
 1025 , 0.479746 , 0.45446 , 0.428477 , 0.465377 , 0.455047 , 0.480169 , 0.518351 , 0.478259 , 0.492287 , 0.499151 , 0.56408 , 0.556547 , 0.603081 , 0.54881 , 0.493447 , 0.485587 , 0.50068 , 0.589571 , 0.420726 , 0.482667 , 0.513957 , 0.530619 , 0.535737 , 0.552249 , 0.545221 , 0.604855 , 0.609167 , 0.732106 , 0.6932 , 0.592669 , 0.587142 , 0.506124 , 0.553681 , 0.479678 , 0.563043 , 0.569279 , 0.556165 , 0.566686 , 0.501239 , 0.541072 , 0.399848 , 0.536651 , 0.560778 , 0.526212 , 0.539353 , 0.662183 , 0.593515 , 0.628626 , 0.692477 , 0.627917 , 0.457885 , 0.475311 , 0.491782 , 0.521354 , 0.488384 , 0.437266 , 0.406548 , 0.425325 , 0.56292 , 0.554869 , 0.539353 , 0.553913 , 0.543747 , 0.482557 , 0.495358 , 0.512306 , 0.544238 , 0.527208 , 0.539244 , 0.47774 , 0.6673 , 0.655892 , 0.617259 , 0.723222 , 0.658116 , 0.601825 , 0.393789 , 0.429883 , 0.499588 , 0.487156 
