DHT_00004_DHT_REF.spu,DHT_00003_DHT_REF.spu,DHT_00002_DHT_REF.spu,
Wavelength,DHT_00005_B1_NP.spu,DHT_00006_B1_NP.spu,DHT_00007_B1_NP.spu,DHT_00008_B1_NP.spu,DHT_00009_B1_NP.spu,DHT_00010_B1_P.spu,DHT_00011_B1_P.spu,DHT_00012_B1_P.spu,DHT_00013_B1_P.spu,DHT_00014_B1_P.spu,DHT_00015_B1_CT2.spu,DHT_00016_B1_CT2.spu,DHT_00017_B1_CT2.spu,DHT_00018_B1_CT2.spu,DHT_00019_B1_CT2.spu,DHT_00020_B1_CT1.spu,DHT_00021_B1_CT1.spu,DHT_00022_B1_CT1.spu,DHT_00023_B1_CT1.spu,DHT_00024_B1_CT1.spu,DHT_00025_B1_N.spu,DHT_00026_B1_N.spu,DHT_00027_B1_N.spu,DHT_00028_B1_N.spu,DHT_00029_B1_N.spu,DHT_00030_B2_EX3.spu,DHT_00031_B2_EX3.spu,DHT_00032_B2_EX3.spu,DHT_00033_B2_EX3.spu,DHT_00034_B2_EX3.spu,DHT_00035_B2_NP.spu,DHT_00036_B2_NP.spu,DHT_00037_B2_NP.spu,DHT_00038_B2_NP.spu,DHT_00039_B2_NP.spu,DHT_00040_B2_CT2.spu,DHT_00041_B2_CT2.spu,DHT_00042_B2_CT2.spu,DHT_00043_B2_CT2.spu,DHT_00044_B2_CT2.spu,DHT_00045_B2_CT1.spu,DHT_00046_B2_CT1.spu,DHT_00047_B2_CT1.spu,DHT_00048_B2_CT1.spu,DHT_00049_B2_CT1.spu,DHT_00050_B2_N.spu,DHT_00051_B2_N.spu,DHT_00052_B2_N.spu,DHT_00053_B2_N.spu,DHT_00054_B2_N.spu,DHT_00055_B2_P.spu,DHT_00056_B2_P.spu,DHT_00057_B2_P.spu,DHT_00058_B2_P.spu,DHT_00059_B2_P.spu,DHT_00060_B3_NP.spu,DHT_00061_B3_NP.spu,DHT_00062_B3_NP.spu,DHT_00063_B3_NP.spu,DHT_00064_B3_NP.spu,DHT_00065_B3_CT2.spu,DHT_00066_B3_CT2.spu,DHT_00067_B3_CT2.spu,DHT_00068_B3_CT2.spu,DHT_00069_B3_CT2.spu,DHT_00070_B3_CT1.spu,DHT_00071_B3_CT1.spu,DHT_00072_B3_CT1.spu,DHT_00073_B3_CT1.spu,DHT_00074_B3_CT1.spu,DHT_00075_B3_N.spu,DHT_00076_B3_N.spu,DHT_00077_B3_N.spu,DHT_00078_B3_N.spu,DHT_00079_B3_N.spu,DHT_00080_B3_P.spu,DHT_00081_B3_P.spu,DHT_00082_B3_P.spu,DHT_00083_B3_P.spu,DHT_00084_B3_P.spu
 1046 , 0.335778 , 0.526485 , 0.420385 , 0.406041 , 0.528068 , 0.338004 , 0.326953 , 0.310612 , 0.32257 , 0.305139 , 0.406603 , 0.373313 , 0.46453 , 0.489833 , 0.391937 , 0.528057 , 0.466928 , 0.444173 , 0.484199 , 0.5224 , 0.326414 , 0.365487 , 0.34925 , 0.339725 , 0.355526 , 0.425101 , 0.376469 , 0.481685 , 0.498956 , 0.390698 , 0.375138 , 0.339863 , 0.39141 , 0.416736 , 0.375803 , 0.420235 , 0.388506 , 0.377846 , 0.380336 , 0.370995 , 0.523869 , 0.490969 , 0.47044 , 0.491669 , 0.498726 , 0.290519 , 0.306757 , 0.317027 , 0.26968 , 0.258067 , 0.378672 , 0.354264 , 0.400372 , 0.314388 , 0.32273 , 0.302878 , 0.335456 , 0.380875 , 0.377077 , 0.261028 , 0.367266 , 0.420454 , 0.426822 , 0.375723 , 0.339874 , 0.346897 , 0.359979 , 0.452068 , 0.407165 , 0.352727 , 0.101625 , 0.390847 , 0.340092 , 0.269095 , 0.40378 , 0.379625 , 0.327883 , 0.358177 , 0.35104 , 0.34443 
 1047 , 0.33739 , 0.527305 , 0.420894 , 0.40734 , 0.528154 , 0.340442 , 0.329654 , 0.312348 , 0.322768 , 0.30638 , 0.408338 , 0.376445 , 0.465893 , 0.490327 , 0.393361 , 0.528395 , 0.468464 , 0.445637 , 0.484531 , 0.522565 , 0.327921 , 0.368962 , 0.351494 , 0.341659 , 0.356797 , 0.426586 , 0.377443 , 0.483694 , 0.500048 , 0.39273 , 0.376192 , 0.343621 , 0.393579 , 0.418128 , 0.376364 , 0.421444 , 0.388931 , 0.379899 , 0.381609 , 0.370844 , 0.525641 , 0.492267 , 0.471655 , 0.491957 , 0.499795 , 0.29216 , 0.307964 , 0.316732 , 0.27125 , 0.26029 , 0.379796 , 0.356131 , 0.401923 , 0.315791 , 0.324742 , 0.30514 , 0.337183 , 0.381885 , 0.378384 , 0.262069 , 0.368893 , 0.423177 , 0.427068 , 0.377661 , 0.342772 , 0.349027 , 0.361938 , 0.453258 , 0.40874 , 0.35449 , 0.103932 , 0.392053 , 0.341303 , 0.272501 , 0.405699 , 0.381701 , 0.329769 , 0.36032 , 0.352734 , 0.34509 
 1048 , 0.338829 , 0.527985 , 0.420813 , 0.40842 , 0.527859 , 0.342463 , 0.332042 , 0.314111 , 0.322824 , 0.30745 , 0.410082 , 0.378932 , 0.467257 , 0.490702 , 0.394731 , 0.528822 , 0.469618 , 0.44693 , 0.484993 , 0.522138 , 0.329141 , 0.37195 , 0.35324 , 0.343036 , 0.357597 , 0.427967 , 0.377946 , 0.48544 , 0.500585 , 0.394146 , 0.376972 , 0.346613 , 0.395396 , 0.418589 , 0.376823 , 0.422258 , 0.389446 , 0.381088 , 0.382693 , 0.371091 , 0.526965 , 0.493477 , 0.472611 , 0.491917 , 0.500573 , 0.29352 , 0.308906 , 0.317046 , 0.272735 , 0.262267 , 0.380813 , 0.357619 , 0.402997 , 0.317287 , 0.326722 , 0.306613 , 0.338588 , 0.383128 , 0.379529 , 0.263299 , 0.370357 , 0.425227 , 0.426889 , 0.378887 , 0.345123 , 0.350752 , 0.363432 , 0.454107 , 0.410185 , 0.355602 , 0.105602 , 0.392942 , 0.342108 , 0.274947 , 0.407124 , 0.383576 , 0.331904 , 0.362435 , 0.354146 , 0.346006 
 1049 , 0.339851 , 0.528409 , 0.419537 , 0.408943 , 0.526832 , 0.343439 , 0.333669 , 0.315807 , 0.322618 , 0.30815 , 0.411732 , 0.379951 , 0.468631 , 0.490858 , 0.395927 , 0.529438 , 0.469899 , 0.447855 , 0.485715 , 0.520501 , 0.32976 , 0.3737 , 0.353816 , 0.343176 , 0.357404 , 0.429079 , 0.377483 , 0.486504 , 0.499931 , 0.394156 , 0.377174 , 0.347748 , 0.396361 , 0.417103 , 0.377094 , 0.422188 , 0.390122 , 0.380408 , 0.383311 , 0.372203 , 0.52729 , 0.494378 , 0.472962 , 0.491166 , 0.500663 , 0.294243 , 0.309236 , 0.318675 , 0.273924 , 0.263605 , 0.381574 , 0.358181 , 0.40307 , 0.318881 , 0.328492 , 0.306379 , 0.339211 , 0.384739 , 0.380305 , 0.26485 , 0.371403 , 0.425731 , 0.425891 , 0.378568 , 0.346148 , 0.351542 , 0.363826 , 0.454175 , 0.411309 , 0.355336 , 0.105856 , 0.393093 , 0.342011 , 0.275181 , 0.407481 , 0.384956 , 0.334366 , 0.364375 , 0.354901 , 0.347416 
 1050 , 0.341666 , 0.530734 , 0.41967 , 0.409057 , 0.527612 , 0.344788 , 0.335445 , 0.317205 , 0.323106 , 0.309566 , 0.413288 , 0.38136 , 0.470799 , 0.491761 , 0.397015 , 0.530162 , 0.470318 , 0.449837 , 0.486592 , 0.518886 , 0.331363 , 0.375665 , 0.35452 , 0.344331 , 0.358225 , 0.430122 , 0.377837 , 0.487461 , 0.499388 , 0.393756 , 0.377529 , 0.348653 , 0.398033 , 0.417016 , 0.378009 , 0.422254 , 0.390966 , 0.379301 , 0.385099 , 0.373515 , 0.527452 , 0.494311 , 0.473486 , 0.490503 , 0.500921 , 0.295489 , 0.309886 , 0.320922 , 0.275636 , 0.265298 , 0.383521 , 0.357745 , 0.403797 , 0.321093 , 0.329864 , 0.306844 , 0.338944 , 0.386128 , 0.381268 , 0.266373 , 0.37204 , 0.426291 , 0.425765 , 0.379061 , 0.347338 , 0.352953 , 0.364835 , 0.453828 , 0.412351 , 0.355847 , 0.106364 , 0.392601 , 0.341815 , 0.274984 , 0.409057 , 0.387272 , 0.334896 , 0.36607 , 0.356739 , 0.349248 
 1051 , 0.343508 , 0.53307 , 0.419887 , 0.409141 , 0.528481 , 0.346164 , 0.33718 , 0.318606 , 0.323687 , 0.310973 , 0.414943 , 0.382705 , 0.472976 , 0.492683 , 0.398097 , 0.530953 , 0.470619 , 0.451862 , 0.487476 , 0.517277 , 0.333014 , 0.377578 , 0.35525 , 0.345557 , 0.359084 , 0.431159 , 0.378287 , 0.48846 , 0.498875 , 0.393348 , 0.377978 , 0.349574 , 0.399768 , 0.41698 , 0.37894 , 0.422302 , 0.391769 , 0.378173 , 0.386836 , 0.374911 , 0.527714 , 0.494125 , 0.474018 , 0.489868 , 0.501141 , 0.296828 , 0.310595 , 0.323207 , 0.277327 , 0.267004 , 0.385554 , 0.357287 , 0.40454 , 0.323401 , 0.33124 , 0.307391 , 0.338622 , 0.387546 , 0.382281 , 0.26792 , 0.372668 , 0.426925 , 0.425678 , 0.379546 , 0.348578 , 0.354415 , 0.36587 , 0.453521 , 0.413421 , 0.356315 , 0.106923 , 0.3921 , 0.341666 , 0.274866 , 0.410594 , 0.389514 , 0.335383 , 0.367747 , 0.358535 , 0.351153 
 1052 , 0.343832 , 0.533224 , 0.421144 , 0.408833 , 0.529949 , 0.346661 , 0.336434 , 0.318936 , 0.325349 , 0.310851 , 0.416769 , 0.381429 , 0.473113 , 0.493268 , 0.398206 , 0.532193 , 0.468681 , 0.452831 , 0.487691 , 0.517397 , 0.333651 , 0.376917 , 0.35596 , 0.346936 , 0.359762 , 0.430935 , 0.379929 , 0.488962 , 0.499498 , 0.392972 , 0.379757 , 0.350016 , 0.40076 , 0.417949 , 0.37939 , 0.421957 , 0.39114 , 0.377844 , 0.385918 , 0.37631 , 0.529307 , 0.492192 , 0.474029 , 0.490039 , 0.500517 , 0.298631 , 0.311412 , 0.32394 , 0.276816 , 0.267436 , 0.387201 , 0.356716 , 0.404779 , 0.324925 , 0.331315 , 0.308812 , 0.337763 , 0.388208 , 0.383273 , 0.268124 , 0.372599 , 0.428176 , 0.426309 , 0.379184 , 0.349661 , 0.355422 , 0.366278 , 0.454022 , 0.41401 , 0.355479 , 0.107992 , 0.391804 , 0.342664 , 0.276037 , 0.410127 , 0.388403 , 0.334499 , 0.367354 , 0.357792 , 0.352307 
 1053 , 0.34298 , 0.531255 , 0.421037 , 0.408266 , 0.530007 , 0.346198 , 0.334481 , 0.318549 , 0.326361 , 0.31036 , 0.417772 , 0.379425 , 0.471341 , 0.493023 , 0.397637 , 0.532595 , 0.467126 , 0.452294 , 0.48764 , 0.517831 , 0.333382 , 0.374729 , 0.354892 , 0.347435 , 0.359061 , 0.429982 , 0.380399 , 0.487846 , 0.499597 , 0.392139 , 0.380605 , 0.348936 , 0.400248 , 0.418047 , 0.378383 , 0.420659 , 0.390043 , 0.376848 , 0.383434 , 0.377169 , 0.529514 , 0.489873 , 0.473242 , 0.489392 , 0.499563 , 0.300544 , 0.311929 , 0.32399 , 0.275655 , 0.266847 , 0.387042 , 0.3563 , 0.40389 , 0.325479 , 0.330667 , 0.308791 , 0.337379 , 0.388279 , 0.383262 , 0.268187 , 0.372313 , 0.428252 , 0.426237 , 0.377936 , 0.349417 , 0.355109 , 0.365475 , 0.45455 , 0.414634 , 0.353781 , 0.108821 , 0.392128 , 0.342774 , 0.277431 , 0.407796 , 0.385897 , 0.335226 , 0.365509 , 0.35559 , 0.352338 
 1054 , 0.341661 , 0.528417 , 0.420413 , 0.407586 , 0.529551 , 0.34536 , 0.332017 , 0.317884 , 0.327184 , 0.30973 , 0.418501 , 0.377074 , 0.468815 , 0.492466 , 0.396797 , 0.532689 , 0.465642 , 0.4512 , 0.487495 , 0.518384 , 0.332773 , 0.371898 , 0.353149 , 0.347628 , 0.357833 , 0.428717 , 0.380465 , 0.486098 , 0.499509 , 0.391093 , 0.38114 , 0.347262 , 0.399156 , 0.417825 , 0.3768 , 0.418959 , 0.388722 , 0.375574 , 0.380293 , 0.377876 , 0.529219 , 0.4873 , 0.472125 , 0.488411 , 0.498456 , 0.302594 , 0.312364 , 0.323806 , 0.274213 , 0.265864 , 0.386214 , 0.35592 , 0.402558 , 0.325684 , 0.329727 , 0.308252 , 0.337149 , 0.388115 , 0.382893 , 0.268212 , 0.371932 , 0.427892 , 0.4259 , 0.376307 , 0.348682 , 0.354305 , 0.364212 , 0.455105 , 0.415294 , 0.351706 , 0.109607 , 0.392685 , 0.342566 , 0.278966 , 0.4047 , 0.382778 , 0.336576 , 0.363079 , 0.352782 , 0.351969 
 1055 , 0.339756 , 0.525896 , 0.419708 , 0.407117 , 0.528835 , 0.344536 , 0.329474 , 0.316254 , 0.326844 , 0.308294 , 0.416929 , 0.375986 , 0.465854 , 0.491575 , 0.395886 , 0.531283 , 0.464779 , 0.449363 , 0.486612 , 0.518211 , 0.332631 , 0.368896 , 0.35078 , 0.346617 , 0.35627 , 0.426867 , 0.379955 , 0.483364 , 0.498529 , 0.389539 , 0.380435 , 0.346069 , 0.396984 , 0.415145 , 0.375254 , 0.418176 , 0.387846 , 0.374351 , 0.378868 , 0.376821 , 0.528126 , 0.484633 , 0.471779 , 0.487344 , 0.497922 , 0.302084 , 0.311942 , 0.321331 , 0.273641 , 0.264572 , 0.384758 , 0.355526 , 0.400689 , 0.32403 , 0.328365 , 0.308042 , 0.337217 , 0.386554 , 0.381647 , 0.268826 , 0.371698 , 0.426433 , 0.425198 , 0.374305 , 0.347521 , 0.352507 , 0.363978 , 0.455013 , 0.414527 , 0.350655 , 0.110831 , 0.393118 , 0.3421 , 0.277267 , 0.402336 , 0.380755 , 0.336816 , 0.359952 , 0.34982 , 0.349934 
 1056 , 0.338376 , 0.524026 , 0.41945 , 0.407499 , 0.529276 , 0.343957 , 0.327579 , 0.315251 , 0.326756 , 0.306902 , 0.415527 , 0.375602 , 0.463744 , 0.490757 , 0.395399 , 0.53058 , 0.463938 , 0.448099 , 0.486228 , 0.518011 , 0.332909 , 0.367013 , 0.350132 , 0.345992 , 0.355107 , 0.425122 , 0.379719 , 0.481162 , 0.497825 , 0.388228 , 0.379776 , 0.345798 , 0.395158 , 0.412382 , 0.374264 , 0.418661 , 0.387702 , 0.373989 , 0.378976 , 0.375762 , 0.528167 , 0.482797 , 0.472607 , 0.486812 , 0.498168 , 0.300646 , 0.311385 , 0.318625 , 0.273381 , 0.263843 , 0.383665 , 0.355977 , 0.398898 , 0.322456 , 0.327351 , 0.308652 , 0.337198 , 0.384957 , 0.380966 , 0.27011 , 0.372114 , 0.425751 , 0.424528 , 0.372686 , 0.346873 , 0.351139 , 0.365229 , 0.454446 , 0.41316 , 0.349938 , 0.112525 , 0.394026 , 0.342607 , 0.274994 , 0.400911 , 0.379742 , 0.336237 , 0.358264 , 0.347125 , 0.348223 
 1057 , 0.337895 , 0.522807 , 0.419809 , 0.408895 , 0.531279 , 0.343685 , 0.326511 , 0.31539 , 0.327462 , 0.305874 , 0.415235 , 0.375567 , 0.462836 , 0.490121 , 0.395459 , 0.531359 , 0.46287 , 0.44784 , 0.486774 , 0.518083 , 0.33355 , 0.366556 , 0.351905 , 0.346321 , 0.354564 , 0.423707 , 0.38005 , 0.479975 , 0.497814 , 0.38741 , 0.37966 , 0.346505 , 0.394163 , 0.410431 , 0.373951 , 0.420382 , 0.388316 , 0.374673 , 0.38036 , 0.375373 , 0.529972 , 0.481993 , 0.474644 , 0.48698 , 0.499201 , 0.299007 , 0.310965 , 0.316514 , 0.273143 , 0.263937 , 0.383249 , 0.357476 , 0.397419 , 0.321707 , 0.3269 , 0.310197 , 0.336943 , 0.383833 , 0.381334 , 0.272008 , 0.373286 , 0.426447 , 0.424017 , 0.371692 , 0.347021 , 0.350689 , 0.367944 , 0.453504 , 0.411578 , 0.34921 , 0.114669 , 0.395596 , 0.344441 , 0.273223 , 0.400377 , 0.379592 , 0.335063 , 0.358611 , 0.344762 , 0.34756 
 1058 , 0.336809 , 0.52152 , 0.418718 , 0.408661 , 0.531702 , 0.34252 , 0.325032 , 0.315159 , 0.326156 , 0.303979 , 0.413971 , 0.374387 , 0.46141 , 0.487096 , 0.39403 , 0.530992 , 0.461261 , 0.446434 , 0.486133 , 0.516967 , 0.332383 , 0.366348 , 0.352416 , 0.345581 , 0.352794 , 0.421619 , 0.377953 , 0.478197 , 0.496476 , 0.385854 , 0.378469 , 0.346097 , 0.392 , 0.407882 , 0.373056 , 0.420977 , 0.388479 , 0.373572 , 0.38137 , 0.373721 , 0.529512 , 0.481454 , 0.475044 , 0.485445 , 0.498758 , 0.296296 , 0.309231 , 0.314013 , 0.271699 , 0.26326 , 0.381737 , 0.357885 , 0.394156 , 0.320079 , 0.325296 , 0.309036 , 0.335628 , 0.382241 , 0.380567 , 0.271631 , 0.373171 , 0.425621 , 0.423546 , 0.369777 , 0.345708 , 0.350099 , 0.368664 , 0.451468 , 0.408455 , 0.34737 , 0.11506 , 0.396185 , 0.343781 , 0.271206 , 0.399476 , 0.378572 , 0.33275 , 0.359445 , 0.342749 , 0.346464 
 1059 , 0.334926 , 0.520208 , 0.415905 , 0.406466 , 0.529842 , 0.340264 , 0.322978 , 0.314294 , 0.322451 , 0.300891 , 0.411311 , 0.371801 , 0.45915 , 0.481385 , 0.391035 , 0.52896 , 0.458817 , 0.443478 , 0.484042 , 0.514125 , 0.32898 , 0.365993 , 0.351067 , 0.343357 , 0.349657 , 0.418631 , 0.373153 , 0.475508 , 0.493253 , 0.383268 , 0.375936 , 0.344354 , 0.388503 , 0.404484 , 0.37156 , 0.419811 , 0.38777 , 0.3703 , 0.381699 , 0.370564 , 0.525832 , 0.481018 , 0.473022 , 0.481866 , 0.496059 , 0.292288 , 0.305955 , 0.311006 , 0.26885 , 0.261576 , 0.378995 , 0.356416 , 0.388984 , 0.317101 , 0.321924 , 0.30482 , 0.33315 , 0.380186 , 0.378388 , 0.268449 , 0.371412 , 0.422824 , 0.422939 , 0.366761 , 0.342693 , 0.349245 , 0.366703 , 0.448393 , 0.403647 , 0.344388 , 0.11333 , 0.395193 , 0.339932 , 0.268736 , 0.398149 , 0.376463 , 0.329106 , 0.360449 , 0.341238 , 0.34464 
 1060 , 0.332189 , 0.519021 , 0.412419 , 0.403652 , 0.525541 , 0.337454 , 0.320115 , 0.312385 , 0.318053 , 0.296498 , 0.406993 , 0.368641 , 0.455426 , 0.475426 , 0.388606 , 0.525196 , 0.454977 , 0.439124 , 0.48121 , 0.509217 , 0.324482 , 0.363468 , 0.347558 , 0.339551 , 0.346498 , 0.414758 , 0.368237 , 0.471406 , 0.488145 , 0.379516 , 0.372615 , 0.342189 , 0.384677 , 0.399827 , 0.370173 , 0.416233 , 0.385138 , 0.366152 , 0.380829 , 0.366866 , 0.51894 , 0.479447 , 0.468145 , 0.477558 , 0.490369 , 0.287523 , 0.302166 , 0.30727 , 0.265576 , 0.259136 , 0.376037 , 0.351774 , 0.383998 , 0.312166 , 0.316129 , 0.300518 , 0.330749 , 0.378249 , 0.375415 , 0.264101 , 0.368698 , 0.418882 , 0.421359 , 0.363122 , 0.339378 , 0.347742 , 0.362811 , 0.446106 , 0.398779 , 0.341959 , 0.110922 , 0.391912 , 0.334205 , 0.26523 , 0.396671 , 0.37379 , 0.324919 , 0.359505 , 0.340081 , 0.341532 
 1061 , 0.329025 , 0.517295 , 0.408273 , 0.400161 , 0.52083 , 0.334333 , 0.316728 , 0.309809 , 0.313112 , 0.292101 , 0.402316 , 0.364952 , 0.451606 , 0.469512 , 0.385593 , 0.521039 , 0.450807 , 0.434153 , 0.477729 , 0.50391 , 0.31915 , 0.360142 , 0.343396 , 0.335121 , 0.342468 , 0.410313 , 0.363225 , 0.466812 , 0.482909 , 0.375255 , 0.368614 , 0.339154 , 0.380435 , 0.395594 , 0.367618 , 0.41153 , 0.381536 , 0.361626 , 0.378743 , 0.362819 , 0.51135 , 0.4773 , 0.462466 , 0.473047 , 0.483929 , 0.282331 , 0.297617 , 0.303145 , 0.261389 , 0.255988 , 0.37274 , 0.346293 , 0.378952 , 0.306773 , 0.309809 , 0.29589 , 0.327727 , 0.375811 , 0.371952 , 0.259036 , 0.365207 , 0.414335 , 0.418947 , 0.359574 , 0.335747 , 0.345551 , 0.358161 , 0.443644 , 0.393578 , 0.338702 , 0.107423 , 0.38776 , 0.32804 , 0.261029 , 0.394667 , 0.370515 , 0.320472 , 0.35794 , 0.338609 , 0.337902 
 1062 , 0.324734 , 0.513772 , 0.402224 , 0.394587 , 0.515253 , 0.33047 , 0.311826 , 0.304971 , 0.306918 , 0.288495 , 0.396977 , 0.359736 , 0.448105 , 0.464895 , 0.380863 , 0.516011 , 0.446018 , 0.427595 , 0.472322 , 0.497892 , 0.311337 , 0.354081 , 0.337314 , 0.328978 , 0.335612 , 0.404346 , 0.358768 , 0.461024 , 0.47807 , 0.36967 , 0.362593 , 0.333094 , 0.375348 , 0.393992 , 0.36075 , 0.403005 , 0.37452 , 0.356436 , 0.372072 , 0.358139 , 0.502217 , 0.47322 , 0.454459 , 0.468591 , 0.475505 , 0.276311 , 0.290816 , 0.29822 , 0.254123 , 0.250531 , 0.368691 , 0.338236 , 0.37466 , 0.300365 , 0.302324 , 0.290944 , 0.32274 , 0.371792 , 0.367198 , 0.252024 , 0.3592 , 0.408159 , 0.413557 , 0.357078 , 0.331531 , 0.340906 , 0.351248 , 0.441016 , 0.388034 , 0.332721 , 0.100075 , 0.380677 , 0.321131 , 0.254787 , 0.390902 , 0.365356 , 0.315756 , 0.354139 , 0.336137 , 0.332802 
 1063 , 0.319997 , 0.509311 , 0.397403 , 0.388778 , 0.511409 , 0.32711 , 0.307598 , 0.299371 , 0.29957 , 0.285858 , 0.392539 , 0.354979 , 0.445816 , 0.461027 , 0.374515 , 0.510413 , 0.4423 , 0.421932 , 0.465434 , 0.494006 , 0.304527 , 0.349354 , 0.330931 , 0.322856 , 0.328399 , 0.399548 , 0.354159 , 0.455836 , 0.473977 , 0.365491 , 0.357874 , 0.327286 , 0.368386 , 0.393149 , 0.352869 , 0.396184 , 0.369816 , 0.350701 , 0.365409 , 0.35294 , 0.495353 , 0.468211 , 0.447327 , 0.46486 , 0.47011 , 0.271455 , 0.283901 , 0.293323 , 0.247126 , 0.245216 , 0.363839 , 0.331868 , 0.370202 , 0.294976 , 0.297859 , 0.283971 , 0.317243 , 0.36664 , 0.361612 , 0.24463 , 0.352272 , 0.402114 , 0.408407 , 0.355225 , 0.327755 , 0.336064 , 0.344314 , 0.438362 , 0.383293 , 0.326442 , 0.09236 , 0.374632 , 0.314453 , 0.248649 , 0.38634 , 0.359667 , 0.311406 , 0.350526 , 0.333029 , 0.32779 
 1064 , 0.314901 , 0.504426 , 0.39241 , 0.382525 , 0.507536 , 0.323595 , 0.303143 , 0.293306 , 0.291598 , 0.283162 , 0.387921 , 0.34995 , 0.44354 , 0.457006 , 0.367528 , 0.504379 , 0.438486 , 0.416019 , 0.457902 , 0.490123 , 0.297382 , 0.344495 , 0.32409 , 0.316315 , 0.320638 , 0.394577 , 0.349184 , 0.450397 , 0.469718 , 0.361225 , 0.353013 , 0.32111 , 0.360742 , 0.392351 , 0.34433 , 0.389111 , 0.365077 , 0.344507 , 0.358291 , 0.347323 , 0.488321 , 0.462744 , 0.439865 , 0.460965 , 0.464735 , 0.266398 , 0.276506 , 0.288075 , 0.239666 , 0.23956 , 0.358562 , 0.325304 , 0.365407 , 0.289359 , 0.293471 , 0.276282 , 0.311296 , 0.360977 , 0.355546 , 0.236697 , 0.344778 , 0.395673 , 0.402954 , 0.353331 , 0.32376 , 0.3309 , 0.336932 , 0.435506 , 0.378319 , 0.319684 , 0.084083 , 0.368329 , 0.307349 , 0.242093 , 0.381382 , 0.353532 , 0.306819 , 0.346699 , 0.329616 , 0.322453 
 1065 , 0.310262 , 0.499542 , 0.387255 , 0.379488 , 0.504142 , 0.320259 , 0.300735 , 0.287687 , 0.288755 , 0.281363 , 0.384686 , 0.3466 , 0.43941 , 0.453583 , 0.364446 , 0.499097 , 0.434599 , 0.412752 , 0.453795 , 0.486706 , 0.293401 , 0.339677 , 0.319778 , 0.309969 , 0.318851 , 0.390916 , 0.346306 , 0.446238 , 0.464554 , 0.358274 , 0.35012 , 0.318252 , 0.356068 , 0.387865 , 0.340674 , 0.384885 , 0.360809 , 0.341519 , 0.352701 , 0.344347 , 0.485803 , 0.459204 , 0.435057 , 0.458159 , 0.462594 , 0.263681 , 0.272152 , 0.283111 , 0.237023 , 0.236225 , 0.355353 , 0.322206 , 0.361829 , 0.286279 , 0.293425 , 0.272493 , 0.308725 , 0.355282 , 0.349991 , 0.232095 , 0.339337 , 0.392054 , 0.396607 , 0.350929 , 0.320094 , 0.325585 , 0.333412 , 0.432792 , 0.3751 , 0.317842 , 0.080361 , 0.361665 , 0.304102 , 0.238396 , 0.376062 , 0.350178 , 0.304466 , 0.340815 , 0.326712 , 0.318264 
 1066 , 0.305898 , 0.495522 , 0.381349 , 0.376149 , 0.499349 , 0.317249 , 0.296978 , 0.28261 , 0.287681 , 0.279793 , 0.38122 , 0.343764 , 0.434638 , 0.450367 , 0.361394 , 0.494348 , 0.430612 , 0.409648 , 0.4514 , 0.482552 , 0.289782 , 0.334445 , 0.315969 , 0.303199 , 0.317425 , 0.387311 , 0.344034 , 0.442127 , 0.459769 , 0.354892 , 0.346687 , 0.315054 , 0.352497 , 0.382405 , 0.338306 , 0.380327 , 0.355749 , 0.339468 , 0.347321 , 0.341616 , 0.482775 , 0.457057 , 0.430964 , 0.454522 , 0.459264 , 0.26079 , 0.268126 , 0.277986 , 0.234932 , 0.23303 , 0.353025 , 0.319408 , 0.358753 , 0.283373 , 0.293163 , 0.270239 , 0.306685 , 0.350126 , 0.345455 , 0.227631 , 0.334515 , 0.387711 , 0.391232 , 0.347708 , 0.316122 , 0.320735 , 0.330853 , 0.430389 , 0.371994 , 0.316897 , 0.077117 , 0.35522 , 0.301379 , 0.234697 , 0.371559 , 0.347239 , 0.302905 , 0.334538 , 0.324033 , 0.314678 
 1067 , 0.301563 , 0.492022 , 0.374741 , 0.372312 , 0.493366 , 0.314378 , 0.292037 , 0.277772 , 0.287522 , 0.278267 , 0.377393 , 0.341105 , 0.429373 , 0.447163 , 0.358011 , 0.489818 , 0.426426 , 0.406395 , 0.449993 , 0.477686 , 0.286084 , 0.328773 , 0.312256 , 0.295963 , 0.315817 , 0.383559 , 0.342001 , 0.437838 , 0.455204 , 0.351032 , 0.342614 , 0.31129 , 0.349464 , 0.376309 , 0.336484 , 0.375224 , 0.349888 , 0.33784 , 0.341836 , 0.338806 , 0.478971 , 0.455734 , 0.427098 , 0.450099 , 0.454744 , 0.257518 , 0.264037 , 0.272597 , 0.23289 , 0.229683 , 0.351126 , 0.316512 , 0.355901 , 0.280354 , 0.292403 , 0.268777 , 0.304746 , 0.345232 , 0.341506 , 0.222927 , 0.329905 , 0.382533 , 0.386459 , 0.343829 , 0.311773 , 0.3161 , 0.328667 , 0.428135 , 0.36874 , 0.316241 , 0.073826 , 0.348745 , 0.298698 , 0.230697 , 0.367537 , 0.344336 , 0.301728 , 0.327948 , 0.321405 , 0.311384 
