MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 989 , 0.312505 , 0.53779 , 0.308091 , 0.343643 , 0.284155 , 0.330976 , 0.3499 , 0.425801 , 0.278918 , 0.408719 , 0.458401 , 0.36656 , 0.299869 , 0.349725 , 0.507022 , 0.325203 , 0.458205 , 0.468897 , 0.356218 , 0.452515 , 0.166085 , 0.265355 , 0.547669 , 0.394663 , 0.367568 , 0.363905 , 0.399201 , 0.472323 , 0.298274 , 0.362794 , 0.413669 , 0.344487 , 0.292964 , 0.29389 , 0.36976 , 0.504079 , 0.363349 , 0.273762 , 0.309089 , 0.366663 , 0.341616 , 0.197604 , 0.285781 , 0.309048 , 0.536288 , 0.203181 , 0.447153 , 0.166157 , 0.480329 , 0.246658 , 0.169532 , 0.298459 , 0.290371 , 0.414327 , 0.284341 , 0.408555 , 0.457022 , 0.454501 , 0.318813 , 0.452823 , 0.478281 , 0.383385 , 0.390814 , 0.372672 , 0.383127 , 0.241657 , 0.407937 , 0.349159 , 0.266539 , 0.318648 , 0.475781 , 0.364553 , 0.320552 , 0.213009 , 0.459512 , 0.502155 , 0.391113 , 0.47009 , 0.411878 , 0.349951 , 0.285555 , 0.235627 , 0.309737 , 0.31869 , 0.324884 , 0.540146 , 0.489302 , 0.422796 , 0.335082 , 0.345022 , 0.297142 , 0.367044 , 0.344384 , 0.462548 , 0.321602 
 990 , 0.312656 , 0.537889 , 0.307871 , 0.343777 , 0.284222 , 0.331736 , 0.349807 , 0.426487 , 0.278603 , 0.409311 , 0.459007 , 0.367035 , 0.300163 , 0.350147 , 0.507396 , 0.325109 , 0.458349 , 0.469134 , 0.356703 , 0.452894 , 0.166295 , 0.26543 , 0.548139 , 0.39515 , 0.368198 , 0.364616 , 0.399236 , 0.472674 , 0.29866 , 0.363114 , 0.413808 , 0.345063 , 0.293412 , 0.29441 , 0.370266 , 0.504628 , 0.363526 , 0.2739 , 0.309178 , 0.36687 , 0.341647 , 0.19791 , 0.286126 , 0.309373 , 0.536654 , 0.203446 , 0.447656 , 0.166552 , 0.480598 , 0.246885 , 0.16964 , 0.298475 , 0.290664 , 0.413932 , 0.284386 , 0.409126 , 0.457247 , 0.454736 , 0.319088 , 0.453018 , 0.478612 , 0.383357 , 0.391034 , 0.372674 , 0.383511 , 0.241709 , 0.407953 , 0.34918 , 0.266758 , 0.318862 , 0.475998 , 0.364771 , 0.320766 , 0.213182 , 0.459717 , 0.50258 , 0.391291 , 0.470245 , 0.41175 , 0.349859 , 0.285652 , 0.235606 , 0.309806 , 0.318862 , 0.324934 , 0.539906 , 0.489644 , 0.423184 , 0.335235 , 0.344847 , 0.29723 , 0.366963 , 0.344312 , 0.462774 , 0.321496 
 991 , 0.312918 , 0.5381 , 0.307891 , 0.343874 , 0.284307 , 0.332616 , 0.349899 , 0.427272 , 0.278436 , 0.40999 , 0.460037 , 0.367777 , 0.300592 , 0.350896 , 0.507699 , 0.325204 , 0.45867 , 0.469691 , 0.357342 , 0.453684 , 0.166581 , 0.265626 , 0.548895 , 0.39571 , 0.368928 , 0.36534 , 0.399175 , 0.4733 , 0.299173 , 0.363531 , 0.41401 , 0.345704 , 0.293919 , 0.295163 , 0.370841 , 0.505499 , 0.363654 , 0.274129 , 0.309577 , 0.367191 , 0.341653 , 0.198256 , 0.286548 , 0.309659 , 0.53737 , 0.203828 , 0.448142 , 0.166951 , 0.481134 , 0.247183 , 0.169799 , 0.298546 , 0.291123 , 0.413732 , 0.284492 , 0.409898 , 0.457827 , 0.455031 , 0.319467 , 0.453272 , 0.479293 , 0.383702 , 0.391485 , 0.373072 , 0.384134 , 0.241816 , 0.408294 , 0.3496 , 0.267117 , 0.319344 , 0.476271 , 0.365094 , 0.321174 , 0.213502 , 0.460233 , 0.503186 , 0.391557 , 0.470534 , 0.411851 , 0.34995 , 0.28589 , 0.235647 , 0.309834 , 0.319128 , 0.325009 , 0.540156 , 0.490304 , 0.423674 , 0.335516 , 0.344953 , 0.297672 , 0.367016 , 0.344501 , 0.463255 , 0.321616 
 992 , 0.313216 , 0.538517 , 0.308191 , 0.344169 , 0.284493 , 0.333337 , 0.350181 , 0.427953 , 0.278348 , 0.410627 , 0.461012 , 0.368473 , 0.301172 , 0.351671 , 0.50813 , 0.325497 , 0.45909 , 0.470333 , 0.358032 , 0.454487 , 0.16691 , 0.265986 , 0.549647 , 0.396281 , 0.369665 , 0.365955 , 0.399251 , 0.47394 , 0.299703 , 0.364013 , 0.414336 , 0.346306 , 0.294431 , 0.295983 , 0.371473 , 0.506362 , 0.363745 , 0.274433 , 0.31003 , 0.367507 , 0.341785 , 0.198623 , 0.287073 , 0.309907 , 0.538158 , 0.204286 , 0.448639 , 0.16728 , 0.481668 , 0.247519 , 0.170045 , 0.298685 , 0.291584 , 0.413792 , 0.284843 , 0.410688 , 0.458453 , 0.455391 , 0.319875 , 0.453551 , 0.479941 , 0.384113 , 0.391975 , 0.37357 , 0.384679 , 0.241949 , 0.408746 , 0.350109 , 0.267558 , 0.319916 , 0.476591 , 0.365513 , 0.321643 , 0.213874 , 0.460786 , 0.503752 , 0.391954 , 0.470888 , 0.412076 , 0.350139 , 0.286179 , 0.235742 , 0.309907 , 0.319392 , 0.325137 , 0.540542 , 0.49103 , 0.424212 , 0.335814 , 0.345135 , 0.298089 , 0.367157 , 0.344816 , 0.463715 , 0.321828 
 993 , 0.313619 , 0.539592 , 0.309318 , 0.345039 , 0.284945 , 0.333475 , 0.350996 , 0.428241 , 0.278577 , 0.41106 , 0.461719 , 0.36897 , 0.302137 , 0.352468 , 0.508953 , 0.326387 , 0.459775 , 0.471164 , 0.358846 , 0.455217 , 0.167412 , 0.266828 , 0.550374 , 0.39679 , 0.370328 , 0.366223 , 0.399784 , 0.474559 , 0.300285 , 0.364669 , 0.415 , 0.346706 , 0.294966 , 0.296911 , 0.372252 , 0.507194 , 0.363733 , 0.274966 , 0.310584 , 0.367849 , 0.342303 , 0.198997 , 0.287877 , 0.310039 , 0.539026 , 0.204923 , 0.449147 , 0.16736 , 0.482152 , 0.247938 , 0.170508 , 0.298999 , 0.292003 , 0.414691 , 0.285964 , 0.41144 , 0.459168 , 0.455896 , 0.320327 , 0.453931 , 0.480454 , 0.384649 , 0.392571 , 0.37433 , 0.384968 , 0.242146 , 0.409516 , 0.350791 , 0.268237 , 0.320728 , 0.477069 , 0.366182 , 0.32224 , 0.214388 , 0.46139 , 0.504241 , 0.392757 , 0.471411 , 0.412613 , 0.350647 , 0.286591 , 0.236024 , 0.310111 , 0.319617 , 0.32542 , 0.54131 , 0.491874 , 0.424866 , 0.33614 , 0.345513 , 0.298433 , 0.367571 , 0.345533 , 0.464065 , 0.322271 
 994 , 0.313716 , 0.540575 , 0.310124 , 0.345799 , 0.28539 , 0.333339 , 0.351444 , 0.428439 , 0.278657 , 0.411402 , 0.462133 , 0.369343 , 0.302776 , 0.352973 , 0.509877 , 0.32714 , 0.460624 , 0.471452 , 0.359377 , 0.455339 , 0.167835 , 0.267378 , 0.551197 , 0.397115 , 0.370626 , 0.366603 , 0.400574 , 0.474777 , 0.300713 , 0.365217 , 0.415558 , 0.346846 , 0.295283 , 0.297562 , 0.372648 , 0.507691 , 0.363965 , 0.27526 , 0.310996 , 0.368358 , 0.342669 , 0.19923 , 0.28854 , 0.310216 , 0.538912 , 0.205306 , 0.449263 , 0.167373 , 0.48229 , 0.248237 , 0.17078 , 0.299399 , 0.292317 , 0.415384 , 0.286878 , 0.411792 , 0.459721 , 0.456242 , 0.320377 , 0.454086 , 0.480288 , 0.384922 , 0.392948 , 0.374721 , 0.385159 , 0.242294 , 0.410016 , 0.351187 , 0.268425 , 0.320942 , 0.477651 , 0.366726 , 0.322614 , 0.214748 , 0.46165 , 0.504735 , 0.393636 , 0.471503 , 0.412992 , 0.351167 , 0.286775 , 0.236331 , 0.31034 , 0.319689 , 0.325529 , 0.541847 , 0.492368 , 0.425534 , 0.336254 , 0.345481 , 0.298383 , 0.367886 , 0.345963 , 0.464401 , 0.322676 
 995 , 0.313824 , 0.541583 , 0.310957 , 0.346593 , 0.285845 , 0.333203 , 0.351896 , 0.428645 , 0.278741 , 0.411743 , 0.462551 , 0.36974 , 0.303423 , 0.353504 , 0.51084 , 0.32791 , 0.461507 , 0.471744 , 0.359922 , 0.455477 , 0.16826 , 0.26794 , 0.552045 , 0.397442 , 0.370938 , 0.367006 , 0.401404 , 0.474989 , 0.30115 , 0.365778 , 0.416145 , 0.346982 , 0.295612 , 0.298222 , 0.373046 , 0.508199 , 0.364212 , 0.275557 , 0.311428 , 0.36888 , 0.343041 , 0.199463 , 0.289213 , 0.310394 , 0.538798 , 0.205708 , 0.449365 , 0.167369 , 0.482432 , 0.24853 , 0.171055 , 0.299809 , 0.292643 , 0.416104 , 0.287831 , 0.412153 , 0.460289 , 0.456593 , 0.320427 , 0.454249 , 0.480108 , 0.385219 , 0.393337 , 0.375125 , 0.385362 , 0.242439 , 0.410525 , 0.351589 , 0.268616 , 0.321164 , 0.478255 , 0.367283 , 0.323007 , 0.215126 , 0.461927 , 0.50524 , 0.394545 , 0.471611 , 0.413381 , 0.351702 , 0.286951 , 0.236645 , 0.310568 , 0.319761 , 0.325638 , 0.542412 , 0.492874 , 0.426229 , 0.336377 , 0.345447 , 0.298335 , 0.368214 , 0.346399 , 0.464752 , 0.323078 
 996 , 0.313639 , 0.542179 , 0.311191 , 0.346427 , 0.285594 , 0.333203 , 0.351558 , 0.429446 , 0.279356 , 0.412104 , 0.462776 , 0.369985 , 0.303437 , 0.353648 , 0.511389 , 0.328481 , 0.462172 , 0.472005 , 0.359927 , 0.455483 , 0.168097 , 0.268099 , 0.552822 , 0.39759 , 0.370528 , 0.36723 , 0.401923 , 0.475201 , 0.301112 , 0.366001 , 0.416365 , 0.346959 , 0.295632 , 0.298315 , 0.37314 , 0.50846 , 0.364372 , 0.275566 , 0.31159 , 0.369012 , 0.342944 , 0.19942 , 0.289363 , 0.310423 , 0.538799 , 0.205525 , 0.44945 , 0.167257 , 0.482801 , 0.248647 , 0.170975 , 0.299811 , 0.292774 , 0.416683 , 0.288073 , 0.411889 , 0.460707 , 0.456968 , 0.320399 , 0.454715 , 0.480251 , 0.38577 , 0.393513 , 0.37523 , 0.385514 , 0.242481 , 0.410926 , 0.35165 , 0.268222 , 0.321239 , 0.478161 , 0.367414 , 0.322878 , 0.214487 , 0.462213 , 0.505715 , 0.394876 , 0.471575 , 0.413764 , 0.35207 , 0.287079 , 0.236397 , 0.310423 , 0.320082 , 0.325367 , 0.543009 , 0.492962 , 0.426455 , 0.33603 , 0.345218 , 0.298561 , 0.368603 , 0.346437 , 0.464927 , 0.323288 
 997 , 0.313684 , 0.542672 , 0.311357 , 0.346414 , 0.28536 , 0.333564 , 0.35163 , 0.430289 , 0.280328 , 0.412612 , 0.463111 , 0.370229 , 0.303539 , 0.353833 , 0.512074 , 0.329342 , 0.462701 , 0.472867 , 0.360207 , 0.455938 , 0.167945 , 0.268492 , 0.553453 , 0.398122 , 0.370628 , 0.367339 , 0.402395 , 0.475869 , 0.301212 , 0.366366 , 0.416978 , 0.347059 , 0.295966 , 0.298579 , 0.373682 , 0.508692 , 0.364562 , 0.275758 , 0.311583 , 0.368907 , 0.343135 , 0.199486 , 0.289715 , 0.310681 , 0.539619 , 0.205563 , 0.450025 , 0.167351 , 0.483391 , 0.248828 , 0.17104 , 0.299737 , 0.293086 , 0.417254 , 0.288475 , 0.411844 , 0.461134 , 0.457332 , 0.320662 , 0.455631 , 0.481003 , 0.386235 , 0.393716 , 0.375455 , 0.385549 , 0.242485 , 0.411495 , 0.351783 , 0.268236 , 0.321502 , 0.47795 , 0.367513 , 0.322794 , 0.213802 , 0.462558 , 0.506232 , 0.395222 , 0.471863 , 0.4142 , 0.352316 , 0.287419 , 0.236131 , 0.310271 , 0.320488 , 0.325325 , 0.543677 , 0.493116 , 0.426651 , 0.335961 , 0.345246 , 0.298886 , 0.368938 , 0.346486 , 0.464956 , 0.323398 
 998 , 0.313798 , 0.543157 , 0.311522 , 0.346479 , 0.285136 , 0.334054 , 0.35185 , 0.431174 , 0.281435 , 0.413203 , 0.463516 , 0.370487 , 0.30368 , 0.354034 , 0.512834 , 0.330323 , 0.463219 , 0.473952 , 0.360595 , 0.456535 , 0.167791 , 0.26899 , 0.554065 , 0.398801 , 0.370917 , 0.367422 , 0.40286 , 0.476709 , 0.301363 , 0.366786 , 0.417734 , 0.347207 , 0.296402 , 0.298913 , 0.374382 , 0.508939 , 0.364777 , 0.276023 , 0.311512 , 0.368734 , 0.343434 , 0.1996 , 0.290149 , 0.31104 , 0.540728 , 0.2057 , 0.450774 , 0.167514 , 0.484059 , 0.249021 , 0.171153 , 0.299641 , 0.29346 , 0.417858 , 0.288949 , 0.411881 , 0.461558 , 0.457714 , 0.321035 , 0.45673 , 0.481948 , 0.386684 , 0.393942 , 0.375725 , 0.385546 , 0.242471 , 0.412127 , 0.351932 , 0.268396 , 0.321835 , 0.477693 , 0.367606 , 0.322717 , 0.213101 , 0.462922 , 0.506786 , 0.395602 , 0.47226 , 0.414659 , 0.352558 , 0.287822 , 0.235859 , 0.310118 , 0.320923 , 0.325361 , 0.544387 , 0.493306 , 0.426838 , 0.335992 , 0.345361 , 0.299252 , 0.369277 , 0.34655 , 0.464951 , 0.323475 
 999 , 0.31432 , 0.543295 , 0.311643 , 0.346919 , 0.285311 , 0.334713 , 0.352766 , 0.431885 , 0.281711 , 0.413749 , 0.464084 , 0.370913 , 0.303837 , 0.3545 , 0.513896 , 0.331307 , 0.463777 , 0.474999 , 0.361086 , 0.457242 , 0.168054 , 0.269483 , 0.554558 , 0.399511 , 0.371723 , 0.367804 , 0.40305 , 0.47784 , 0.3016 , 0.36723 , 0.418396 , 0.34774 , 0.296974 , 0.299282 , 0.374923 , 0.509065 , 0.364942 , 0.276325 , 0.311694 , 0.368902 , 0.344006 , 0.199679 , 0.290542 , 0.311786 , 0.541695 , 0.2057 , 0.451272 , 0.167849 , 0.484815 , 0.249286 , 0.171675 , 0.299795 , 0.293866 , 0.418427 , 0.289199 , 0.412169 , 0.462299 , 0.458083 , 0.321552 , 0.457878 , 0.482959 , 0.386863 , 0.394218 , 0.376175 , 0.386043 , 0.242638 , 0.412549 , 0.352448 , 0.268632 , 0.322383 , 0.47782 , 0.367897 , 0.322783 , 0.212911 , 0.463397 , 0.507259 , 0.396085 , 0.472824 , 0.41498 , 0.352684 , 0.288019 , 0.23594 , 0.310227 , 0.32109 , 0.325604 , 0.545142 , 0.49374 , 0.427064 , 0.336354 , 0.345894 , 0.299734 , 0.369517 , 0.346776 , 0.465182 , 0.323501 
 1000 , 0.314978 , 0.543338 , 0.31189 , 0.347561 , 0.28577 , 0.335374 , 0.353902 , 0.432641 , 0.28139 , 0.414298 , 0.464629 , 0.371435 , 0.304073 , 0.35504 , 0.515094 , 0.332111 , 0.464404 , 0.47575 , 0.361493 , 0.457735 , 0.168559 , 0.269786 , 0.555187 , 0.40013 , 0.37244 , 0.368347 , 0.403228 , 0.478992 , 0.301877 , 0.367598 , 0.418771 , 0.348372 , 0.297445 , 0.299672 , 0.375159 , 0.509318 , 0.365136 , 0.276619 , 0.312229 , 0.369321 , 0.344597 , 0.199675 , 0.290838 , 0.31267 , 0.542384 , 0.205543 , 0.451426 , 0.168179 , 0.485568 , 0.249566 , 0.172365 , 0.300154 , 0.294162 , 0.419007 , 0.289279 , 0.412533 , 0.463224 , 0.458679 , 0.322139 , 0.458935 , 0.483886 , 0.387008 , 0.39459 , 0.376677 , 0.386936 , 0.242989 , 0.41281 , 0.353122 , 0.268904 , 0.323073 , 0.478325 , 0.368367 , 0.322929 , 0.213002 , 0.464055 , 0.507646 , 0.396559 , 0.473473 , 0.415293 , 0.352865 , 0.288038 , 0.236198 , 0.310474 , 0.321082 , 0.325863 , 0.545821 , 0.494248 , 0.427337 , 0.336728 , 0.346453 , 0.300369 , 0.369752 , 0.34709 , 0.465676 , 0.323575 
 1001 , 0.315542 , 0.543507 , 0.312323 , 0.348206 , 0.286343 , 0.335944 , 0.354891 , 0.433579 , 0.280878 , 0.414878 , 0.465034 , 0.371972 , 0.304397 , 0.355527 , 0.516286 , 0.332735 , 0.465095 , 0.476219 , 0.36174 , 0.457949 , 0.169095 , 0.269898 , 0.556076 , 0.400627 , 0.372741 , 0.368906 , 0.40357 , 0.480033 , 0.302152 , 0.367891 , 0.418877 , 0.348914 , 0.297733 , 0.30005 , 0.37515 , 0.509807 , 0.365359 , 0.27689 , 0.31303 , 0.369829 , 0.345059 , 0.199606 , 0.291028 , 0.313471 , 0.54285 , 0.205286 , 0.451326 , 0.168408 , 0.486277 , 0.249803 , 0.173011 , 0.300645 , 0.294329 , 0.419625 , 0.289275 , 0.412838 , 0.464203 , 0.459528 , 0.322739 , 0.459877 , 0.484729 , 0.387279 , 0.39506 , 0.377129 , 0.387986 , 0.243436 , 0.413002 , 0.353763 , 0.26917 , 0.323846 , 0.479059 , 0.368937 , 0.323077 , 0.213099 , 0.46489 , 0.507982 , 0.396978 , 0.474138 , 0.415688 , 0.353189 , 0.287993 , 0.236433 , 0.310713 , 0.321017 , 0.32603 , 0.546408 , 0.494715 , 0.427643 , 0.336929 , 0.346802 , 0.301137 , 0.370034 , 0.347417 , 0.466326 , 0.323754 
 1002 , 0.315978 , 0.544013 , 0.312845 , 0.348871 , 0.286964 , 0.336279 , 0.355669 , 0.434264 , 0.280791 , 0.415509 , 0.465377 , 0.372664 , 0.3049 , 0.355884 , 0.51719 , 0.333085 , 0.465664 , 0.476557 , 0.361904 , 0.458129 , 0.169639 , 0.270092 , 0.557025 , 0.401125 , 0.373145 , 0.369419 , 0.404002 , 0.480897 , 0.302372 , 0.368272 , 0.418887 , 0.349496 , 0.297969 , 0.300304 , 0.375254 , 0.51028 , 0.36561 , 0.277177 , 0.313705 , 0.370207 , 0.345606 , 0.199708 , 0.291284 , 0.314135 , 0.543317 , 0.205164 , 0.451167 , 0.168503 , 0.486794 , 0.250047 , 0.173356 , 0.301133 , 0.29455 , 0.420188 , 0.289349 , 0.413134 , 0.464998 , 0.460309 , 0.323226 , 0.460514 , 0.485556 , 0.387519 , 0.395423 , 0.377547 , 0.38884 , 0.24375 , 0.413195 , 0.354195 , 0.269549 , 0.32427 , 0.479956 , 0.369552 , 0.323216 , 0.213293 , 0.465756 , 0.508406 , 0.397306 , 0.474765 , 0.416113 , 0.353622 , 0.287957 , 0.236656 , 0.310992 , 0.320943 , 0.326297 , 0.546757 , 0.495169 , 0.427948 , 0.337149 , 0.347018 , 0.30185 , 0.370217 , 0.347735 , 0.467025 , 0.324055 
 1003 , 0.316185 , 0.545033 , 0.313468 , 0.349492 , 0.287536 , 0.336194 , 0.355988 , 0.434388 , 0.281448 , 0.416167 , 0.465673 , 0.373637 , 0.305706 , 0.356039 , 0.517538 , 0.332977 , 0.46603 , 0.476642 , 0.361953 , 0.45835 , 0.17017 , 0.270469 , 0.558076 , 0.401613 , 0.373811 , 0.369817 , 0.404503 , 0.481463 , 0.302509 , 0.368796 , 0.418772 , 0.350207 , 0.298158 , 0.300323 , 0.375598 , 0.510572 , 0.365875 , 0.277445 , 0.314051 , 0.370338 , 0.346397 , 0.200178 , 0.291693 , 0.31451 , 0.543787 , 0.205316 , 0.450996 , 0.168362 , 0.486938 , 0.250276 , 0.173194 , 0.301569 , 0.294798 , 0.4206 , 0.289538 , 0.413409 , 0.465407 , 0.460842 , 0.323437 , 0.460546 , 0.486304 , 0.387742 , 0.395515 , 0.377907 , 0.389254 , 0.243791 , 0.413389 , 0.354252 , 0.270081 , 0.324111 , 0.481075 , 0.370144 , 0.323345 , 0.213619 , 0.466633 , 0.508938 , 0.397456 , 0.475304 , 0.416514 , 0.35418 , 0.287883 , 0.236876 , 0.311375 , 0.320873 , 0.326716 , 0.546739 , 0.49565 , 0.428189 , 0.337471 , 0.347122 , 0.302376 , 0.370226 , 0.348021 , 0.467736 , 0.32456 
 1004 , 0.316491 , 0.545796 , 0.313784 , 0.349998 , 0.287742 , 0.336068 , 0.356187 , 0.43411 , 0.282166 , 0.416626 , 0.466331 , 0.374662 , 0.306564 , 0.356443 , 0.517793 , 0.332984 , 0.466494 , 0.476727 , 0.362192 , 0.45908 , 0.170756 , 0.271065 , 0.559164 , 0.402277 , 0.374846 , 0.370168 , 0.404493 , 0.482344 , 0.302836 , 0.369484 , 0.418893 , 0.351285 , 0.298588 , 0.300406 , 0.376102 , 0.510256 , 0.366104 , 0.277682 , 0.314009 , 0.370485 , 0.347619 , 0.200853 , 0.292287 , 0.314928 , 0.544407 , 0.205499 , 0.451339 , 0.168356 , 0.487042 , 0.250496 , 0.173186 , 0.301744 , 0.294789 , 0.420864 , 0.289621 , 0.413838 , 0.46582 , 0.461071 , 0.323435 , 0.460295 , 0.486971 , 0.388224 , 0.395332 , 0.378277 , 0.389562 , 0.243746 , 0.413572 , 0.354308 , 0.270431 , 0.324099 , 0.481987 , 0.370444 , 0.323588 , 0.213772 , 0.467485 , 0.509398 , 0.397671 , 0.475931 , 0.416708 , 0.3544 , 0.287711 , 0.23723 , 0.311864 , 0.321005 , 0.32701 , 0.547225 , 0.496387 , 0.428299 , 0.33808 , 0.347772 , 0.302673 , 0.370311 , 0.348323 , 0.468179 , 0.325059 
 1005 , 0.316791 , 0.54656 , 0.314085 , 0.350474 , 0.287916 , 0.335996 , 0.356345 , 0.433912 , 0.282934 , 0.417075 , 0.467003 , 0.375703 , 0.307428 , 0.356866 , 0.518074 , 0.333005 , 0.466993 , 0.476845 , 0.362502 , 0.459866 , 0.171357 , 0.271682 , 0.560324 , 0.402985 , 0.375877 , 0.370547 , 0.404527 , 0.483257 , 0.30314 , 0.37019 , 0.419066 , 0.352363 , 0.299025 , 0.300526 , 0.376653 , 0.509998 , 0.366382 , 0.277951 , 0.313993 , 0.37066 , 0.348851 , 0.201559 , 0.29293 , 0.315341 , 0.54507 , 0.205684 , 0.451728 , 0.168366 , 0.487147 , 0.250741 , 0.173154 , 0.301915 , 0.294788 , 0.421108 , 0.289713 , 0.414329 , 0.466257 , 0.461336 , 0.323417 , 0.46008 , 0.487638 , 0.388783 , 0.395195 , 0.378644 , 0.389834 , 0.243717 , 0.413798 , 0.354385 , 0.270774 , 0.324122 , 0.48289 , 0.370772 , 0.323846 , 0.213923 , 0.46832 , 0.509845 , 0.39788 , 0.4766 , 0.416891 , 0.35466 , 0.287539 , 0.237591 , 0.31236 , 0.32114 , 0.327307 , 0.547745 , 0.497143 , 0.428408 , 0.338712 , 0.348442 , 0.302956 , 0.370404 , 0.348616 , 0.468616 , 0.325541 
 1006 , 0.316898 , 0.546947 , 0.314004 , 0.350158 , 0.287663 , 0.336473 , 0.355885 , 0.434796 , 0.283852 , 0.417137 , 0.467455 , 0.376398 , 0.307839 , 0.357393 , 0.518527 , 0.333151 , 0.467547 , 0.477187 , 0.363334 , 0.460862 , 0.171701 , 0.272154 , 0.561764 , 0.40389 , 0.376265 , 0.371058 , 0.405021 , 0.484208 , 0.303183 , 0.370803 , 0.419593 , 0.352798 , 0.299331 , 0.300849 , 0.377518 , 0.510569 , 0.367135 , 0.278472 , 0.314239 , 0.37114 , 0.349537 , 0.202179 , 0.293726 , 0.315441 , 0.545816 , 0.205899 , 0.452537 , 0.168603 , 0.487305 , 0.251254 , 0.172863 , 0.301878 , 0.294847 , 0.420856 , 0.289864 , 0.415283 , 0.466701 , 0.461902 , 0.323318 , 0.460445 , 0.487856 , 0.389859 , 0.395514 , 0.378853 , 0.389604 , 0.243969 , 0.414314 , 0.354774 , 0.27085 , 0.324571 , 0.48328 , 0.371129 , 0.324255 , 0.213908 , 0.468576 , 0.509988 , 0.39799 , 0.47737 , 0.416913 , 0.355233 , 0.287561 , 0.237926 , 0.312659 , 0.32126 , 0.327526 , 0.54819 , 0.49777 , 0.42857 , 0.339337 , 0.348834 , 0.302999 , 0.370701 , 0.34862 , 0.468617 , 0.325672 
