MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00027.spu,MAY26LOF00028.spu,MAY26LOF00029.spu,MAY26LOF00030.spu,MAY26LOF00031.spu,MAY26LOF00032.spu,MAY26LOF00033.spu,MAY26LOF00034.spu,MAY26LOF00035.spu,MAY26LOF00036.spu,MAY26LOF00037.spu,MAY26LOF00038.spu,MAY26LOF00039.spu,MAY26LOF00040.spu,MAY26LOF00041.spu,MAY26LOF00042.spu,MAY26LOF00043.spu,MAY26LOF00044.spu,MAY26LOF00045.spu,MAY26LOF00046.spu,MAY26LOF00047.spu,MAY26LOF00048.spu,MAY26LOF00049.spu,MAY26LOF00050.spu,MAY26LOF00051.spu,MAY26LOF00052.spu,MAY26LOF00053.spu,MAY26LOF00054.spu,MAY26LOF00055.spu,MAY26LOF00056.spu,MAY26LOF00057.spu,MAY26LOF00058.spu,MAY26LOF00059.spu,MAY26LOF00060.spu,MAY26LOF00061.spu,MAY26LOF00062.spu,MAY26LOF00063.spu,MAY26LOF00064.spu,MAY26LOF00065.spu,MAY26LOF00066.spu,MAY26LOF00067.spu,MAY26LOF00068.spu,MAY26LOF00069.spu,MAY26LOF00070.spu,MAY26LOF00071.spu,MAY26LOF00072.spu,MAY26LOF00073.spu,MAY26LOF00074.spu,MAY26LOF00075.spu,MAY26LOF00076.spu,MAY26LOF00077.spu,MAY26LOF00078.spu,MAY26LOF00079.spu,MAY26LOF00080.spu,MAY26LOF00081.spu,MAY26LOF00082.spu,MAY26LOF00083.spu,MAY26LOF00084.spu,MAY26LOF00085.spu,MAY26LOF00086.spu,MAY26LOF00087.spu,MAY26LOF00088.spu,MAY26LOF00089.spu,MAY26LOF00090.spu,MAY26LOF00091.spu,MAY26LOF00092.spu,MAY26LOF00093.spu,MAY26LOF00094.spu,MAY26LOF00095.spu,MAY26LOF00096.spu,MAY26LOF00097.spu,MAY26LOF00098.spu,MAY26LOF00099.spu,MAY26LOF00100.spu,MAY26LOF00101.spu,MAY26LOF00102.spu,MAY26LOF00103.spu,MAY26LOF00104.spu,MAY26LOF00105.spu,MAY26LOF00106.spu,MAY26LOF00107.spu,MAY26LOF00108.spu,MAY26LOF00109.spu,MAY26LOF00110.spu,MAY26LOF00111.spu,MAY26LOF00112.spu,MAY26LOF00113.spu,MAY26LOF00114.spu,MAY26LOF00115.spu,MAY26LOF00116.spu,MAY26LOF00117.spu,MAY26LOF00118.spu,MAY26LOF00119.spu,MAY26LOF00120.spu,MAY26LOF00121.spu,MAY26LOF00122.spu,MAY26LOF00123.spu,MAY26LOF00124.spu,MAY26LOF00125.spu,MAY26LOF00126.spu
 1049 , 0.315039 , 0.34633 , 0.366178 , 0.269213 , 0.306625 , 0.345485 , 0.336242 , 0.38273 , 0.354569 , 0.363776 , 0.378814 , 0.336838 , 0.329647 , 0.348295 , 0.344626 , 0.359788 , 0.396006 , 0.282205 , 0.389375 , 0.327929 , 0.330521 , 0.377948 , 0.307622 , 0.267539 , 0.287737 , 0.240623 , 0.26026 , 0.320731 , 0.259249 , 0.304849 , 0.363944 , 0.287359 , 0.343971 , 0.281456 , 0.352538 , 0.292548 , 0.382672 , 0.416306 , 0.310606 , 0.28642 , 0.332231 , 0.326597 , 0.291959 , 0.319006 , 0.253207 , 0.295292 , 0.259387 , 0.261592 , 0.230542 , 0.253273 , 0.288902 , 0.218263 , 0.216028 , 0.277671 , 0.267772 , 0.365298 , 0.275058 , 0.369141 , 0.252043 , 0.393866 , 0.348761 , 0.331612 , 0.300606 , 0.35069 , 0.297621 , 0.374192 , 0.36203 , 0.405657 , 0.312972 , 0.224952 , 0.174126 , 0.15269 , 0.138875 , 0.16545 , 0.150397 , 0.247639 , 0.290539 , 0.226728 , 0.239043 , 0.19559 , 0.261112 , 0.287584 , 0.332435 , 0.277154 , 0.207745 , 0.286856 , 0.239757 , 0.258637 , 0.247683 , 0.234312 , 0.262801 , 0.304543 , 0.289258 , 0.275589 , 0.301865 , 0.152981 , 0.16569 , 0.160609 , 0.187635 , 0.114245 
 1050 , 0.308945 , 0.344121 , 0.358568 , 0.264896 , 0.30282 , 0.343237 , 0.331429 , 0.379327 , 0.353733 , 0.362388 , 0.373659 , 0.333227 , 0.327914 , 0.345028 , 0.341729 , 0.35619 , 0.392788 , 0.282459 , 0.386358 , 0.324971 , 0.326326 , 0.374355 , 0.305067 , 0.266135 , 0.284988 , 0.232814 , 0.26101 , 0.324195 , 0.256437 , 0.303552 , 0.361685 , 0.284024 , 0.338033 , 0.278581 , 0.349282 , 0.292157 , 0.378226 , 0.411155 , 0.311532 , 0.284191 , 0.332277 , 0.324616 , 0.288504 , 0.322006 , 0.246745 , 0.293621 , 0.250573 , 0.259959 , 0.23164 , 0.250718 , 0.286337 , 0.215476 , 0.208676 , 0.271644 , 0.270259 , 0.36275 , 0.271999 , 0.367324 , 0.247594 , 0.389019 , 0.346376 , 0.327624 , 0.298181 , 0.347231 , 0.295354 , 0.373195 , 0.356234 , 0.399558 , 0.307219 , 0.224485 , 0.171441 , 0.158162 , 0.136351 , 0.159655 , 0.142904 , 0.245506 , 0.289678 , 0.217969 , 0.240004 , 0.195665 , 0.259974 , 0.286851 , 0.329827 , 0.274195 , 0.205625 , 0.288388 , 0.228704 , 0.247985 , 0.243694 , 0.228914 , 0.254327 , 0.29597 , 0.292338 , 0.272659 , 0.294839 , 0.145789 , 0.169897 , 0.146586 , 0.184119 , 0.10635 
 1051 , 0.302812 , 0.341867 , 0.350991 , 0.26062 , 0.298975 , 0.340951 , 0.326613 , 0.375859 , 0.353025 , 0.360901 , 0.368214 , 0.329541 , 0.326361 , 0.341665 , 0.338766 , 0.352563 , 0.389577 , 0.282718 , 0.383216 , 0.321983 , 0.322084 , 0.370551 , 0.302387 , 0.264716 , 0.282019 , 0.225077 , 0.261817 , 0.328156 , 0.253609 , 0.302141 , 0.359307 , 0.28067 , 0.332044 , 0.275852 , 0.345661 , 0.292167 , 0.373674 , 0.405884 , 0.312852 , 0.282387 , 0.332304 , 0.322682 , 0.285084 , 0.325315 , 0.240641 , 0.292318 , 0.242091 , 0.258384 , 0.233595 , 0.248416 , 0.28367 , 0.213018 , 0.201666 , 0.266173 , 0.273328 , 0.359985 , 0.268611 , 0.365423 , 0.243043 , 0.383951 , 0.34367 , 0.323533 , 0.295657 , 0.344024 , 0.293227 , 0.372087 , 0.350248 , 0.39345 , 0.301737 , 0.224327 , 0.168986 , 0.164125 , 0.134165 , 0.154396 , 0.135586 , 0.243973 , 0.28926 , 0.209743 , 0.24085 , 0.196314 , 0.259343 , 0.286469 , 0.327428 , 0.27159 , 0.203757 , 0.290703 , 0.217605 , 0.237598 , 0.23966 , 0.223685 , 0.245798 , 0.287385 , 0.296184 , 0.270104 , 0.288445 , 0.13917 , 0.174662 , 0.133162 , 0.180959 , 0.098608 
 1052 , 0.300971 , 0.341198 , 0.34962 , 0.260808 , 0.297727 , 0.34018 , 0.326352 , 0.374766 , 0.355304 , 0.359437 , 0.362289 , 0.328088 , 0.329795 , 0.339711 , 0.337833 , 0.352238 , 0.389918 , 0.282995 , 0.381182 , 0.321223 , 0.320853 , 0.366664 , 0.300466 , 0.264536 , 0.277952 , 0.224572 , 0.262409 , 0.33503 , 0.253297 , 0.300373 , 0.357409 , 0.280143 , 0.330435 , 0.277888 , 0.339106 , 0.298915 , 0.371963 , 0.403647 , 0.319281 , 0.29018 , 0.331971 , 0.323819 , 0.285656 , 0.329802 , 0.244469 , 0.298915 , 0.251717 , 0.259471 , 0.247819 , 0.253254 , 0.282199 , 0.218924 , 0.208816 , 0.276629 , 0.282483 , 0.3563 , 0.262672 , 0.364132 , 0.24062 , 0.379696 , 0.338374 , 0.321337 , 0.294092 , 0.348873 , 0.295778 , 0.370484 , 0.346703 , 0.393674 , 0.30679 , 0.229779 , 0.172004 , 0.171428 , 0.139901 , 0.163432 , 0.141053 , 0.25447 , 0.297108 , 0.219657 , 0.239198 , 0.205928 , 0.26837 , 0.292627 , 0.331182 , 0.278628 , 0.208126 , 0.303212 , 0.219266 , 0.240784 , 0.239297 , 0.226187 , 0.248082 , 0.281302 , 0.30679 , 0.277233 , 0.29681 , 0.15326 , 0.183428 , 0.134089 , 0.188756 , 0.102242 
 1053 , 0.302868 , 0.341868 , 0.353603 , 0.263669 , 0.299989 , 0.34347 , 0.327587 , 0.376769 , 0.358538 , 0.359616 , 0.360637 , 0.331097 , 0.332692 , 0.33974 , 0.338109 , 0.353078 , 0.391128 , 0.284403 , 0.381662 , 0.324261 , 0.323935 , 0.366154 , 0.299584 , 0.264577 , 0.276404 , 0.227406 , 0.261676 , 0.338372 , 0.25455 , 0.301272 , 0.35846 , 0.282063 , 0.331806 , 0.286062 , 0.334635 , 0.297216 , 0.371217 , 0.405204 , 0.325183 , 0.298195 , 0.332047 , 0.325892 , 0.288175 , 0.333351 , 0.254415 , 0.304867 , 0.257911 , 0.262931 , 0.259053 , 0.259294 , 0.280602 , 0.222705 , 0.217202 , 0.286225 , 0.292855 , 0.353929 , 0.257826 , 0.363835 , 0.239631 , 0.380265 , 0.332614 , 0.321744 , 0.293784 , 0.35322 , 0.301705 , 0.370877 , 0.344484 , 0.394028 , 0.312845 , 0.234837 , 0.180209 , 0.179173 , 0.148066 , 0.175188 , 0.146442 , 0.267065 , 0.303272 , 0.233944 , 0.240928 , 0.212529 , 0.277986 , 0.295387 , 0.334961 , 0.286622 , 0.214536 , 0.309448 , 0.222102 , 0.248133 , 0.242928 , 0.230647 , 0.247048 , 0.284686 , 0.309498 , 0.281971 , 0.313589 , 0.163616 , 0.193483 , 0.141187 , 0.193022 , 0.106882 
 1054 , 0.30623 , 0.343046 , 0.359762 , 0.267654 , 0.30364 , 0.348432 , 0.32941 , 0.379998 , 0.36226 , 0.360401 , 0.360465 , 0.335923 , 0.335497 , 0.340492 , 0.338846 , 0.35437 , 0.392705 , 0.286286 , 0.383098 , 0.328863 , 0.328771 , 0.366843 , 0.299057 , 0.264696 , 0.275693 , 0.23164 , 0.26041 , 0.340478 , 0.25643 , 0.303186 , 0.360628 , 0.284966 , 0.334334 , 0.297099 , 0.330744 , 0.292388 , 0.370781 , 0.408229 , 0.331105 , 0.306628 , 0.332276 , 0.328381 , 0.291515 , 0.336675 , 0.267363 , 0.310828 , 0.26295 , 0.26747 , 0.269378 , 0.266093 , 0.278879 , 0.225772 , 0.226467 , 0.295793 , 0.304215 , 0.351937 , 0.253195 , 0.363885 , 0.239125 , 0.382637 , 0.326543 , 0.323124 , 0.293913 , 0.357535 , 0.30926 , 0.372009 , 0.34267 , 0.39445 , 0.319526 , 0.239913 , 0.191028 , 0.187416 , 0.157709 , 0.188722 , 0.152019 , 0.281121 , 0.309011 , 0.251045 , 0.244006 , 0.218131 , 0.288329 , 0.296957 , 0.338882 , 0.295403 , 0.22204 , 0.313425 , 0.225531 , 0.257508 , 0.248349 , 0.236032 , 0.244773 , 0.291763 , 0.309295 , 0.285938 , 0.334837 , 0.172531 , 0.204565 , 0.151416 , 0.196037 , 0.112173 
 1055 , 0.305983 , 0.341747 , 0.362072 , 0.268428 , 0.305362 , 0.351046 , 0.329488 , 0.381091 , 0.362364 , 0.359504 , 0.362428 , 0.340863 , 0.336298 , 0.339743 , 0.340107 , 0.354748 , 0.392887 , 0.286271 , 0.384564 , 0.330401 , 0.330558 , 0.367556 , 0.29868 , 0.262901 , 0.274198 , 0.233541 , 0.257025 , 0.339215 , 0.255813 , 0.30318 , 0.361016 , 0.284724 , 0.332818 , 0.295678 , 0.321023 , 0.288888 , 0.369859 , 0.411186 , 0.33182 , 0.308571 , 0.330415 , 0.328226 , 0.291677 , 0.333253 , 0.269641 , 0.308529 , 0.259271 , 0.262923 , 0.262638 , 0.265932 , 0.277842 , 0.222359 , 0.225825 , 0.289537 , 0.300777 , 0.348358 , 0.251156 , 0.361344 , 0.238334 , 0.386254 , 0.320153 , 0.321971 , 0.29351 , 0.358185 , 0.312907 , 0.370401 , 0.34042 , 0.392865 , 0.31857 , 0.233441 , 0.188442 , 0.179756 , 0.148869 , 0.188962 , 0.147743 , 0.278469 , 0.305269 , 0.256918 , 0.246064 , 0.212197 , 0.290992 , 0.289659 , 0.330757 , 0.295407 , 0.221632 , 0.307045 , 0.224862 , 0.250379 , 0.241992 , 0.228842 , 0.241364 , 0.289951 , 0.29495 , 0.274811 , 0.340114 , 0.172653 , 0.202084 , 0.150795 , 0.187294 , 0.107329 
 1056 , 0.302648 , 0.337929 , 0.360898 , 0.266534 , 0.304941 , 0.350161 , 0.327788 , 0.380123 , 0.357506 , 0.355372 , 0.363644 , 0.342399 , 0.33573 , 0.338109 , 0.339848 , 0.352971 , 0.389581 , 0.284437 , 0.382416 , 0.328234 , 0.328924 , 0.366396 , 0.298142 , 0.260325 , 0.271479 , 0.233366 , 0.25298 , 0.334853 , 0.252829 , 0.300054 , 0.359281 , 0.282036 , 0.327961 , 0.285572 , 0.308283 , 0.285508 , 0.3682 , 0.410467 , 0.328298 , 0.307859 , 0.328809 , 0.326049 , 0.290689 , 0.325273 , 0.263767 , 0.298882 , 0.251212 , 0.252175 , 0.251334 , 0.258909 , 0.275741 , 0.218698 , 0.220322 , 0.277552 , 0.285572 , 0.343779 , 0.249724 , 0.357995 , 0.237053 , 0.386074 , 0.314938 , 0.318654 , 0.290646 , 0.355817 , 0.310295 , 0.366461 , 0.337505 , 0.389229 , 0.313501 , 0.223089 , 0.177826 , 0.164796 , 0.129458 , 0.17986 , 0.138736 , 0.265629 , 0.295929 , 0.252807 , 0.243047 , 0.20206 , 0.285278 , 0.280642 , 0.314126 , 0.286399 , 0.21785 , 0.298846 , 0.218935 , 0.233596 , 0.223118 , 0.213487 , 0.236888 , 0.280218 , 0.27605 , 0.259261 , 0.334666 , 0.17176 , 0.192595 , 0.139326 , 0.173988 , 0.097002 
 1057 , 0.296902 , 0.331977 , 0.356881 , 0.262588 , 0.302596 , 0.345833 , 0.324555 , 0.377389 , 0.348074 , 0.347951 , 0.363076 , 0.339594 , 0.334211 , 0.335923 , 0.337505 , 0.348894 , 0.382547 , 0.281072 , 0.375808 , 0.322669 , 0.324207 , 0.362881 , 0.29733 , 0.257496 , 0.267521 , 0.231496 , 0.24887 , 0.328009 , 0.247869 , 0.29384 , 0.355575 , 0.27754 , 0.320551 , 0.269843 , 0.293985 , 0.281769 , 0.36579 , 0.40521 , 0.321617 , 0.306361 , 0.328306 , 0.322386 , 0.28948 , 0.314334 , 0.252214 , 0.283749 , 0.241188 , 0.237444 , 0.240658 , 0.246498 , 0.272026 , 0.217067 , 0.212671 , 0.264474 , 0.262683 , 0.338527 , 0.248029 , 0.354589 , 0.23529 , 0.380712 , 0.3112 , 0.313616 , 0.284975 , 0.351157 , 0.301552 , 0.360668 , 0.333899 , 0.383817 , 0.306318 , 0.212228 , 0.162883 , 0.147257 , 0.10561 , 0.165198 , 0.127823 , 0.247245 , 0.283459 , 0.241064 , 0.234354 , 0.191103 , 0.272599 , 0.272665 , 0.292317 , 0.270242 , 0.212932 , 0.292106 , 0.208347 , 0.211793 , 0.195325 , 0.193642 , 0.231532 , 0.264525 , 0.256698 , 0.243698 , 0.322365 , 0.172851 , 0.179924 , 0.120438 , 0.159575 , 0.084267 
 1058 , 0.292134 , 0.326291 , 0.353573 , 0.259038 , 0.29854 , 0.342064 , 0.31998 , 0.374933 , 0.339731 , 0.342144 , 0.360645 , 0.336279 , 0.331482 , 0.33372 , 0.334035 , 0.344162 , 0.374538 , 0.277787 , 0.369032 , 0.318664 , 0.32096 , 0.359014 , 0.295074 , 0.255506 , 0.264317 , 0.229546 , 0.245692 , 0.317457 , 0.24325 , 0.289172 , 0.35165 , 0.272661 , 0.312667 , 0.263549 , 0.284127 , 0.275184 , 0.361573 , 0.398443 , 0.31296 , 0.301077 , 0.328111 , 0.316675 , 0.287629 , 0.303973 , 0.244976 , 0.268537 , 0.228369 , 0.222534 , 0.229108 , 0.234168 , 0.270862 , 0.216684 , 0.204691 , 0.254168 , 0.241195 , 0.332967 , 0.244786 , 0.351212 , 0.232479 , 0.374041 , 0.308565 , 0.309669 , 0.278372 , 0.343036 , 0.292631 , 0.355935 , 0.32945 , 0.378794 , 0.298298 , 0.204194 , 0.148261 , 0.130586 , 0.088496 , 0.147332 , 0.11564 , 0.229144 , 0.26948 , 0.225883 , 0.223404 , 0.178856 , 0.258219 , 0.265487 , 0.275812 , 0.254277 , 0.206688 , 0.279388 , 0.194892 , 0.194271 , 0.173116 , 0.170798 , 0.212655 , 0.248157 , 0.237919 , 0.232354 , 0.300638 , 0.169167 , 0.162842 , 0.099881 , 0.139771 , 0.067801 
 1059 , 0.289153 , 0.321813 , 0.351169 , 0.256309 , 0.292583 , 0.339359 , 0.31455 , 0.372805 , 0.334673 , 0.339212 , 0.356552 , 0.33308 , 0.327916 , 0.331427 , 0.329525 , 0.339256 , 0.366775 , 0.274913 , 0.363529 , 0.317238 , 0.319948 , 0.355215 , 0.291033 , 0.254657 , 0.262177 , 0.227622 , 0.243104 , 0.304517 , 0.23941 , 0.286943 , 0.347952 , 0.267539 , 0.305516 , 0.269324 , 0.280009 , 0.267172 , 0.355641 , 0.391202 , 0.303049 , 0.291628 , 0.327263 , 0.30877 , 0.284893 , 0.295403 , 0.243978 , 0.255178 , 0.214138 , 0.208204 , 0.216635 , 0.224655 , 0.273914 , 0.218655 , 0.196931 , 0.248458 , 0.223759 , 0.327593 , 0.240137 , 0.347776 , 0.229157 , 0.367458 , 0.307558 , 0.307418 , 0.271622 , 0.331816 , 0.284703 , 0.35288 , 0.324178 , 0.375229 , 0.289704 , 0.200103 , 0.134724 , 0.115291 , 0.079348 , 0.127395 , 0.102372 , 0.213257 , 0.255068 , 0.208123 , 0.212559 , 0.166261 , 0.244434 , 0.259534 , 0.266474 , 0.240578 , 0.19895 , 0.261304 , 0.179223 , 0.18233 , 0.158828 , 0.146233 , 0.179569 , 0.233013 , 0.221732 , 0.226815 , 0.271174 , 0.160965 , 0.14223 , 0.078834 , 0.115225 , 0.047929 
 1060 , 0.289158 , 0.321569 , 0.348977 , 0.255169 , 0.286353 , 0.33849 , 0.312038 , 0.370448 , 0.340097 , 0.341368 , 0.354513 , 0.333188 , 0.326761 , 0.32847 , 0.325827 , 0.336781 , 0.365183 , 0.273296 , 0.365044 , 0.31997 , 0.321686 , 0.353476 , 0.286039 , 0.254563 , 0.260756 , 0.226074 , 0.237591 , 0.299236 , 0.237102 , 0.288077 , 0.346261 , 0.262852 , 0.304005 , 0.283359 , 0.278758 , 0.267271 , 0.350898 , 0.389473 , 0.297009 , 0.28222 , 0.321196 , 0.30085 , 0.281146 , 0.291875 , 0.25062 , 0.25059 , 0.206991 , 0.196234 , 0.203069 , 0.228535 , 0.283965 , 0.225387 , 0.191282 , 0.249232 , 0.218501 , 0.324286 , 0.236861 , 0.343398 , 0.228937 , 0.368221 , 0.308044 , 0.307065 , 0.268738 , 0.323643 , 0.282213 , 0.351679 , 0.31913 , 0.376444 , 0.282154 , 0.198658 , 0.123144 , 0.100585 , 0.074024 , 0.112533 , 0.08947 , 0.205647 , 0.245573 , 0.194809 , 0.213849 , 0.157695 , 0.242017 , 0.25414 , 0.264379 , 0.236503 , 0.190544 , 0.248436 , 0.166956 , 0.173032 , 0.155387 , 0.126905 , 0.147741 , 0.226286 , 0.213622 , 0.225044 , 0.25235 , 0.156936 , 0.126102 , 0.062456 , 0.093706 , 0.028679 
 1061 , 0.290822 , 0.321575 , 0.347747 , 0.2548 , 0.281255 , 0.337484 , 0.311029 , 0.368643 , 0.346167 , 0.343746 , 0.353045 , 0.333483 , 0.325858 , 0.325829 , 0.321814 , 0.334838 , 0.364838 , 0.271992 , 0.366968 , 0.322821 , 0.323901 , 0.351697 , 0.281552 , 0.255032 , 0.259859 , 0.225518 , 0.233208 , 0.296686 , 0.235861 , 0.289728 , 0.345232 , 0.258504 , 0.3036 , 0.297302 , 0.278037 , 0.267513 , 0.347051 , 0.388799 , 0.292547 , 0.273492 , 0.314849 , 0.293743 , 0.278732 , 0.289423 , 0.256757 , 0.247617 , 0.201774 , 0.185836 , 0.192142 , 0.235281 , 0.294257 , 0.233491 , 0.186822 , 0.253452 , 0.215371 , 0.322358 , 0.234361 , 0.339709 , 0.229026 , 0.369165 , 0.309775 , 0.307159 , 0.266744 , 0.317161 , 0.280342 , 0.35132 , 0.314138 , 0.378609 , 0.275652 , 0.198288 , 0.113654 , 0.088308 , 0.071537 , 0.099818 , 0.079328 , 0.201955 , 0.238463 , 0.184495 , 0.218618 , 0.149242 , 0.24058 , 0.249995 , 0.263063 , 0.233991 , 0.183828 , 0.238956 , 0.155801 , 0.165846 , 0.155004 , 0.110378 , 0.11601 , 0.221554 , 0.209515 , 0.224591 , 0.235999 , 0.150155 , 0.111705 , 0.050757 , 0.073653 , 0.011531 
 1062 , 0.299105 , 0.322673 , 0.350817 , 0.25778 , 0.281806 , 0.336177 , 0.316669 , 0.36956 , 0.352997 , 0.346485 , 0.354398 , 0.334533 , 0.326269 , 0.325111 , 0.317362 , 0.335576 , 0.369903 , 0.27237 , 0.370053 , 0.325476 , 0.327584 , 0.350195 , 0.280162 , 0.257766 , 0.261404 , 0.22925 , 0.234233 , 0.306904 , 0.239444 , 0.293215 , 0.347285 , 0.256572 , 0.308133 , 0.305453 , 0.279819 , 0.268224 , 0.348036 , 0.392857 , 0.295924 , 0.269861 , 0.308555 , 0.291506 , 0.282556 , 0.292321 , 0.258395 , 0.252883 , 0.207198 , 0.185345 , 0.194974 , 0.251911 , 0.301414 , 0.244219 , 0.18894 , 0.271555 , 0.223439 , 0.326877 , 0.235827 , 0.339765 , 0.230409 , 0.370632 , 0.316326 , 0.309127 , 0.269089 , 0.319464 , 0.281627 , 0.354641 , 0.310564 , 0.384229 , 0.275065 , 0.202737 , 0.116562 , 0.088912 , 0.083251 , 0.100864 , 0.083151 , 0.217727 , 0.243762 , 0.189469 , 0.237407 , 0.144777 , 0.244155 , 0.252304 , 0.2654 , 0.239273 , 0.185967 , 0.248573 , 0.152255 , 0.16984 , 0.169361 , 0.113167 , 0.094145 , 0.227985 , 0.226155 , 0.230115 , 0.241424 , 0.133626 , 0.113424 , 0.06613 , 0.069311 , 0.014518 
 1063 , 0.307837 , 0.324226 , 0.356081 , 0.260521 , 0.286977 , 0.33596 , 0.322551 , 0.371868 , 0.355001 , 0.347499 , 0.355016 , 0.336272 , 0.32532 , 0.326284 , 0.316586 , 0.342679 , 0.374173 , 0.272966 , 0.369432 , 0.327748 , 0.33309 , 0.350957 , 0.281708 , 0.259731 , 0.264899 , 0.232543 , 0.23961 , 0.309084 , 0.244836 , 0.295479 , 0.349681 , 0.255687 , 0.307258 , 0.308142 , 0.275126 , 0.261536 , 0.347188 , 0.39246 , 0.299321 , 0.262362 , 0.306141 , 0.292529 , 0.286216 , 0.292906 , 0.251548 , 0.252867 , 0.202579 , 0.181371 , 0.196244 , 0.24854 , 0.293646 , 0.24588 , 0.189627 , 0.274365 , 0.218924 , 0.328632 , 0.236537 , 0.340404 , 0.229144 , 0.370099 , 0.31834 , 0.309541 , 0.271843 , 0.32187 , 0.283194 , 0.355596 , 0.310208 , 0.383429 , 0.275989 , 0.200934 , 0.115732 , 0.09174 , 0.091276 , 0.100192 , 0.087841 , 0.226513 , 0.248352 , 0.194374 , 0.240002 , 0.130127 , 0.236131 , 0.255085 , 0.273256 , 0.235725 , 0.187242 , 0.250461 , 0.146573 , 0.172884 , 0.172608 , 0.114804 , 0.069698 , 0.223577 , 0.228252 , 0.228579 , 0.22083 , 0.108513 , 0.107751 , 0.081252 , 0.061037 , 0.01633 
 1064 , 0.317141 , 0.325815 , 0.361938 , 0.263344 , 0.293118 , 0.335811 , 0.328754 , 0.37443 , 0.356269 , 0.348236 , 0.355479 , 0.338152 , 0.324051 , 0.327735 , 0.316152 , 0.351182 , 0.378475 , 0.273584 , 0.368147 , 0.330009 , 0.339134 , 0.351965 , 0.28369 , 0.261661 , 0.268844 , 0.235918 , 0.245965 , 0.310216 , 0.250801 , 0.297643 , 0.352164 , 0.254839 , 0.305454 , 0.310024 , 0.269501 , 0.253355 , 0.34597 , 0.391402 , 0.302848 , 0.254035 , 0.304052 , 0.293982 , 0.290003 , 0.293096 , 0.243271 , 0.25196 , 0.196628 , 0.176717 , 0.197351 , 0.242355 , 0.283816 , 0.246172 , 0.19005 , 0.275119 , 0.212589 , 0.330016 , 0.237121 , 0.34109 , 0.227302 , 0.369099 , 0.319754 , 0.309714 , 0.274735 , 0.324339 , 0.28479 , 0.356202 , 0.31015 , 0.381657 , 0.27709 , 0.198171 , 0.114364 , 0.095147 , 0.098845 , 0.099192 , 0.092991 , 0.234559 , 0.253045 , 0.199529 , 0.240266 , 0.114541 , 0.226291 , 0.258014 , 0.282561 , 0.230875 , 0.18844 , 0.251229 , 0.140358 , 0.175927 , 0.174273 , 0.116305 , 0.043114 , 0.217483 , 0.228343 , 0.225922 , 0.197949 , 0.08112 , 0.100831 , 0.097332 , 0.052003 , 0.017918 
 1065 , 0.315101 , 0.322614 , 0.357362 , 0.259039 , 0.292488 , 0.332195 , 0.328304 , 0.370864 , 0.350895 , 0.345958 , 0.352067 , 0.33569 , 0.316647 , 0.322927 , 0.318036 , 0.355779 , 0.377062 , 0.270069 , 0.36583 , 0.323428 , 0.337773 , 0.350454 , 0.28275 , 0.25948 , 0.265678 , 0.225269 , 0.245298 , 0.302853 , 0.250922 , 0.294557 , 0.346212 , 0.247606 , 0.298403 , 0.281787 , 0.254312 , 0.24202 , 0.342575 , 0.381655 , 0.297447 , 0.242595 , 0.299934 , 0.290957 , 0.283863 , 0.282466 , 0.22524 , 0.238211 , 0.185802 , 0.174025 , 0.185936 , 0.221819 , 0.260622 , 0.23031 , 0.183554 , 0.253341 , 0.19666 , 0.326385 , 0.23615 , 0.337101 , 0.218503 , 0.366607 , 0.309784 , 0.30189 , 0.27228 , 0.32065 , 0.28036 , 0.348139 , 0.308858 , 0.372425 , 0.269397 , 0.172748 , 0.100832 , 0.090668 , 0.080788 , 0.09199 , 0.082864 , 0.219743 , 0.237009 , 0.186197 , 0.22388 , 0.091982 , 0.199393 , 0.246829 , 0.272048 , 0.214411 , 0.179865 , 0.237599 , 0.118583 , 0.158133 , 0.154586 , 0.116238 , 0.057563 , 0.201409 , 0.206532 , 0.20079 , 0.172367 , 0.057734 , 0.079757 , 0.083133 , 0.03893 , 0.012725 
