MAY31MAT00004.spu,MAY31MAT00003.spu,MAY31MAT00002.spu,
Wavelength,MAY31MAT00005.spu,MAY31MAT00006.spu,MAY31MAT00007.spu,MAY31MAT00008.spu,MAY31MAT00009.spu,MAY31MAT00010.spu,MAY31MAT00011.spu,MAY31MAT00012.spu,MAY31MAT00013.spu,MAY31MAT00014.spu,MAY31MAT00015.spu,MAY31MAT00016.spu,MAY31MAT00017.spu,MAY31MAT00018.spu,MAY31MAT00019.spu,MAY31MAT00020.spu,MAY31MAT00021.spu,MAY31MAT00022.spu,MAY31MAT00023.spu,MAY31MAT00024.spu,MAY31MAT00025.spu,MAY31MAT00026.spu,MAY31MAT00027.spu,MAY31MAT00028.spu,MAY31MAT00029.spu,MAY31MAT00030.spu,MAY31MAT00031.spu,MAY31MAT00032.spu,MAY31MAT00033.spu,MAY31MAT00034.spu,MAY31MAT00035.spu,MAY31MAT00036.spu,MAY31MAT00037.spu,MAY31MAT00038.spu,MAY31MAT00039.spu,MAY31MAT00040.spu,MAY31MAT00041.spu,MAY31MAT00042.spu,MAY31MAT00043.spu,MAY31MAT00044.spu,MAY31MAT00045.spu,MAY31MAT00046.spu,MAY31MAT00047.spu,MAY31MAT00048.spu,MAY31MAT00049.spu,MAY31MAT00050.spu,MAY31MAT00051.spu,MAY31MAT00052.spu,MAY31MAT00053.spu,MAY31MAT00054.spu,MAY31MAT00055.spu,MAY31MAT00056.spu,MAY31MAT00057.spu,MAY31MAT00058.spu,MAY31MAT00059.spu,MAY31MAT00060.spu,MAY31MAT00061.spu,MAY31MAT00062.spu,MAY31MAT00063.spu,MAY31MAT00064.spu,MAY31MAT00065.spu,MAY31MAT00066.spu,MAY31MAT00067.spu,MAY31MAT00068.spu,MAY31MAT00069.spu,MAY31MAT00070.spu,MAY31MAT00071.spu,MAY31MAT00072.spu,MAY31MAT00073.spu,MAY31MAT00074.spu,MAY31MAT00075.spu,MAY31MAT00076.spu,MAY31MAT00077.spu,MAY31MAT00078.spu,MAY31MAT00079.spu,MAY31MAT00080.spu,MAY31MAT00081.spu,MAY31MAT00082.spu,MAY31MAT00083.spu,MAY31MAT00084.spu,MAY31MAT00085.spu,MAY31MAT00086.spu,MAY31MAT00087.spu,MAY31MAT00088.spu,MAY31MAT00089.spu,MAY31MAT00090.spu,MAY31MAT00091.spu,MAY31MAT00092.spu,MAY31MAT00093.spu,MAY31MAT00094.spu,MAY31MAT00095.spu,MAY31MAT00096.spu,MAY31MAT00097.spu,MAY31MAT00098.spu,MAY31MAT00099.spu,MAY31MAT00100.spu,MAY31MAT00101.spu,MAY31MAT00102.spu,MAY31MAT00103.spu,MAY31MAT00104.spu,MAY31MAT00105.spu,MAY31MAT00106.spu,MAY31MAT00107.spu,MAY31MAT00108.spu,MAY31MAT00109.spu,MAY31MAT00110.spu,MAY31MAT00111.spu,MAY31MAT00112.spu,MAY31MAT00113.spu,MAY31MAT00114.spu,MAY31MAT00115.spu,MAY31MAT00116.spu,MAY31MAT00117.spu,MAY31MAT00118.spu,MAY31MAT00119.spu,MAY31MAT00120.spu,MAY31MAT00121.spu,MAY31MAT00122.spu,MAY31MAT00123.spu,MAY31MAT00124.spu,MAY31MAT00125.spu,MAY31MAT00126.spu,MAY31MAT00127.spu,MAY31MAT00128.spu,MAY31MAT00129.spu,MAY31MAT00130.spu,MAY31MAT00131.spu,MAY31MAT00132.spu,MAY31MAT00133.spu,MAY31MAT00134.spu,MAY31MAT00135.spu,MAY31MAT00136.spu,MAY31MAT00137.spu,MAY31MAT00138.spu,MAY31MAT00139.spu,MAY31MAT00140.spu,MAY31MAT00141.spu,MAY31MAT00142.spu,MAY31MAT00143.spu,MAY31MAT00144.spu,MAY31MAT00145.spu
 316 , 0.026299 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 0 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 0 , 0 , 0 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 160.148767 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 160.148767 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 160.148767 , 160.148767 , 160.148767 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0.024214 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 0 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 0 , 0 , 0 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 145.319378 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 145.319378 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 145.319378 , 145.319378 , 145.319378 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 318 , 0.022364 , 132.674961 , 132.674961 , 132.674961 , 132.674961 , 0 , 132.674961 , 132.674961 , 0 , 132.674961 , 132.674961 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 132.674961 , 132.674961 , 132.674961 , 132.674961 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 319 , 0.019801 , 118.727394 , 118.727394 , 118.727394 , 118.727394 , 0 , 118.727394 , 118.727394 , 0 , 118.727394 , 118.727394 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 118.727394 , 118.727394 , 118.727394 , 118.727394 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 320 , 0.017787 , 107.773578 , 107.773578 , 107.773578 , 107.773578 , 0 , 107.773578 , 107.773578 , 0 , 107.773578 , 107.773578 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 107.773578 , 107.773578 , 107.773578 , 107.773578 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0.016161 , 98.940541 , 98.940541 , 98.940541 , 98.940541 , 0 , 98.940541 , 98.940541 , 0 , 98.940541 , 98.940541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 98.940541 , 98.940541 , 98.940541 , 98.940541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0.015993 , 88.076209 , 88.076209 , 88.076209 , 88.076209 , 0 , 0 , 88.076209 , 0 , 88.076209 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 88.076209 , 0 , 88.076209 , 88.076209 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 323 , 0.01626 , 78.462234 , 78.462234 , 78.462234 , 78.462234 , 0 , 0 , 78.462234 , 0 , 78.462234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 78.462234 , 0 , 78.462234 , 78.462234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 324 , 0.016473 , 70.846475 , 70.846475 , 70.846475 , 70.846475 , 0 , 0 , 70.846475 , 0 , 70.846475 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 70.846475 , 0 , 70.846475 , 70.846475 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 325 , 0.017138 , 64.679633 , 64.679633 , 0 , 64.679633 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 64.679633 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.014555 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005911 , 0 , 0 , 0 , 0.002324 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001716 , 0.002165 , 0.000791 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002776 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0.018513 , 59.563996 , 59.563996 , 0 , 59.563996 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 59.563996 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.046764 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.021211 , 0 , 0 , 0 , 0.006375 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005377 , 0.005702 , 0.002679 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00731 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 0.019607 , 55.421179 , 55.421179 , 0 , 55.421179 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 55.421179 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.06816 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.034083 , 0 , 0 , 0 , 0.008325 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.007685 , 0.007269 , 0.00408 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 0.020496 , 51.98634 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.08265 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.045083 , 0 , 0 , 0 , 0.009329 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009189 , 0.008018 , 0.00514 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010272 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 329 , 0.020278 , 47.78803 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.011347 , 0.007065 , 0 , 0.020398 , 0 , 0 , 0 , 0 , 0 , 0.002365 , 0.004213 , 0 , 0.008957 , 0.011271 , 0.087696 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001941 , 0 , 0 , 0 , 0 , 0 , 0.006234 , 0.005098 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001271 , 0.003064 , 0 , 0.052656 , 0 , 0.002295 , 0.009521 , 0.019996 , 0.005791 , 0 , 0.002321 , 0 , 0.010668 , 0.00554 , 0 , 0 , 0 , 0 , 0.009933 , 0.01858 , 0.019469 , 0.019672 , 0.011606 , 0 , 0 , 0 , 0 , 0.004804 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003019 , 0 , 0 , 0 , 0 , 0.001493 , 0 , 0 , 0.013788 , 0.001264 , 0 , 0 , 0 , 0 , 0 , 0.032504 , 0.005153 , 0.000515 , 0 , 0 , 0.007838 , 0.001828 , 0 , 0 , 0 , 0.00469 , 0 , 0 , 0 , 0 , 0 , 0.003933 , 0 , 0 , 0.001014 , 0 , 0 , 0 , 0.004456 , 0.009159 , 0 , 0.008271 , 0 , 0 , 0 , 0.002766 , 0 
 330 , 0.020057 , 44.238304 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.02295 , 0.012391 , 0 , 0.034167 , 0 , 0 , 0 , 0 , 0 , 0.003962 , 0.008045 , 0 , 0.016929 , 0.017841 , 0.089098 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003668 , 0 , 0 , 0 , 0 , 0 , 0.010122 , 0.008845 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002256 , 0.005681 , 0 , 0.057276 , 0 , 0.0039 , 0.016517 , 0.028776 , 0.009613 , 0 , 0.004016 , 0 , 0.0191 , 0.009237 , 0 , 0 , 0 , 0 , 0.017232 , 0.025972 , 0.028638 , 0.03155 , 0.020527 , 0 , 0 , 0 , 0 , 0.009079 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005706 , 0 , 0 , 0 , 0 , 0.002792 , 0 , 0 , 0.023469 , 0.002236 , 0 , 0 , 0 , 0 , 0 , 0.048117 , 0.009147 , 0.000995 , 0 , 0 , 0.014151 , 0.00341 , 0 , 0 , 0 , 0.008113 , 0 , 0 , 0 , 0 , 0 , 0.006661 , 0 , 0 , 0.002004 , 0 , 0 , 0 , 0.007757 , 0.016698 , 0 , 0.015305 , 0 , 0 , 0 , 0.005095 , 0 
 331 , 0.019873 , 41.205822 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.034717 , 0.016258 , 0 , 0.043152 , 0 , 0 , 0 , 0 , 0 , 0.005003 , 0.011436 , 0 , 0.023814 , 0.021588 , 0.088512 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00516 , 0 , 0 , 0 , 0 , 0 , 0.01248 , 0.011497 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002992 , 0.007844 , 0 , 0.059893 , 0 , 0.004984 , 0.021472 , 0.035795 , 0.012057 , 0 , 0.005207 , 0 , 0.025521 , 0.011623 , 0 , 0 , 0 , 0 , 0.022401 , 0.031607 , 0.035744 , 0.040939 , 0.027132 , 0 , 0 , 0 , 0 , 0.012772 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008027 , 0 , 0 , 0 , 0 , 0.003886 , 0 , 0 , 0.030028 , 0.002956 , 0 , 0 , 0 , 0 , 0 , 0.058686 , 0.012127 , 0.001432 , 0 , 0 , 0.019054 , 0.004735 , 0 , 0 , 0 , 0.01052 , 0 , 0 , 0 , 0 , 0 , 0.008489 , 0 , 0 , 0.002955 , 0 , 0 , 0 , 0.010114 , 0.022686 , 0 , 0.021089 , 0 , 0 , 0 , 0.006988 , 0 
 332 , 0.019166 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00421 , 0.003708 , 0.002083 , 0 , 0.002749 , 0 , 0.004069 , 0.046028 , 0.019351 , 0 , 0.035269 , 0 , 0 , 0 , 0.002105 , 0.001629 , 0.009011 , 0.016696 , 0.005124 , 0.02746 , 0.025783 , 0.088419 , 0 , 0.002548 , 0 , 0.003024 , 0 , 0.000409 , 0.001044 , 0.009343 , 0 , 0 , 0 , 0 , 0.003646 , 0.015493 , 0.015166 , 0 , 0 , 0.000457 , 0 , 0.000936 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00616 , 0.012347 , 0.00064 , 0.063362 , 0.000211 , 0.011344 , 0.025713 , 0.038849 , 0.01576 , 0.000894 , 0.009712 , 0 , 0.02947 , 0.015459 , 0 , 0.001202 , 0.002657 , 0 , 0.026241 , 0.035614 , 0.040914 , 0.047369 , 0.032382 , 0.002643 , 0.003885 , 0.002502 , 0.00134 , 0.015647 , 0 , 0.000331 , 0.000206 , 0.00053 , 0.003036 , 0.000917 , 0.001829 , 0.000743 , 0.005784 , 0 , 0.001909 , 0.000524 , 0 , 0.007246 , 0.000636 , 0.004298 , 0.03705 , 0.010437 , 0 , 0.002837 , 0 , 0 , 0.006019 , 0.059539 , 0.014461 , 0.005742 , 0.004197 , 0.002862 , 0.022992 , 0.009122 , 0.00523 , 0 , 0 , 0.012051 , 0 , 0.001056 , 0.000505 , 0.000813 , 0 , 0.011547 , 0 , 0.004417 , 0.002706 , 0 , 0.002214 , 0.004542 , 0.014969 , 0.02665 , 0.003022 , 0.024713 , 0 , 0.000921 , 0.002056 , 0.008875 , 0.00226 
 333 , 0.018213 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009283 , 0.0073 , 0.004594 , 0 , 0.006811 , 0 , 0.009684 , 0.053781 , 0.021153 , 0 , 0.028605 , 0 , 0 , 0 , 0.004754 , 0.003916 , 0.014289 , 0.021847 , 0.011799 , 0.028775 , 0.030463 , 0.08842 , 0 , 0.00607 , 0 , 0.006923 , 0 , 0.000936 , 0.002208 , 0.014435 , 0 , 0 , 0 , 0 , 0.008395 , 0.018958 , 0.019279 , 0 , 0 , 0.001006 , 0 , 0.002227 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010129 , 0.017351 , 0.001482 , 0.067248 , 0.000481 , 0.019983 , 0.029583 , 0.039386 , 0.019818 , 0.002167 , 0.015005 , 0 , 0.031573 , 0.019639 , 0 , 0.002838 , 0.006207 , 0 , 0.029303 , 0.0387 , 0.044094 , 0.051891 , 0.036783 , 0.00682 , 0.009606 , 0.005955 , 0.003259 , 0.017383 , 0 , 0.000849 , 0.0005 , 0.001139 , 0.00727 , 0.002119 , 0.004218 , 0.001771 , 0.002696 , 0 , 0.0041 , 0.001292 , 0 , 0.010992 , 0.001612 , 0.010111 , 0.043798 , 0.021039 , 0 , 0.006951 , 0 , 0 , 0.015529 , 0.055951 , 0.015964 , 0.010964 , 0.009838 , 0.006471 , 0.025543 , 0.014476 , 0.012632 , 0 , 0 , 0.012986 , 0 , 0.002389 , 0.001136 , 0.001795 , 0 , 0.015145 , 0 , 0.010368 , 0.001892 , 0 , 0.0049 , 0.011389 , 0.020516 , 0.029253 , 0.00715 , 0.026543 , 0 , 0.002236 , 0.005011 , 0.010547 , 0.005227 
