MAT_00005.spu,MAT_00004.spu,MAT_00003.spu,MAT_00002.spu,MAT_00001.spu,
Wavelength,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu,MAT_00100.spu,MAT_00101.spu,MAT_00102.spu,MAT_00103.spu,MAT_00104.spu,MAT_00105.spu,MAT_00106.spu,MAT_00107.spu,MAT_00108.spu,MAT_00109.spu,MAT_00110.spu
 316 , 0.445492 , 0.449464 , 0.448257 , 0.448874 , 0.451489 , 0.437952 , 0.430925 , 0.436378 , 0.441235 , 0.427601 , 0.439464 , 0.444715 , 0.438625 , 0.440521 , 0.437465 , 0.440702 , 0.432401 , 0.427134 , 0.427828 , 0.433582 , 0.42033 , 0.423934 , 0.433892 , 0.427823 , 0.42628 , 0.413106 , 0.425032 , 0.414364 , 0.415416 , 0.413437 , 0.417984 , 0.416741 , 0.417492 , 0.425741 , 0.43571 , 0.424343 , 0.422919 , 0.42571 , 0.430438 , 0.430635 , 0.436497 , 0.434716 , 0.430625 , 0.435228 , 0.445611 , 0.436684 , 0.444576 , 0.445135 , 0.441872 , 0.437528 , 0.427212 , 0.427709 , 0.427544 , 0.426052 , 0.414862 , 0.420832 , 0.425881 , 0.426881 , 0.418984 , 0.427088 , 0.424147 , 0.429915 , 0.415607 , 0.424354 , 0.420718 , 0.411744 , 0.418808 , 0.4135 , 0.418108 , 0.415322 , 0.412702 , 0.419802 , 0.411071 , 0.415851 , 0.410046 , 0.408067 , 0.413049 , 0.415752 , 0.414126 , 0.410631 , 0.424405 , 0.419755 , 0.420102 , 0.416027 , 0.413614 , 0.412117 , 0.413142 , 0.411371 , 0.418497 , 0.419061 , 0.409725 , 0.412314 , 0.410475 , 0.403754 , 0.407493 , 0.418802 , 0.416441 , 0.419978 , 0.416317 , 0.424214 , 0.430816 , 0.420045 , 0.413541 , 0.415804 , 0.418103 
 317 , 0.417275 , 0.418375 , 0.420047 , 0.419446 , 0.422957 , 0.410185 , 0.40291 , 0.408748 , 0.412029 , 0.398182 , 0.410792 , 0.4142 , 0.410273 , 0.411598 , 0.411941 , 0.414019 , 0.403809 , 0.40112 , 0.399536 , 0.405296 , 0.393111 , 0.396764 , 0.406015 , 0.400763 , 0.399952 , 0.385376 , 0.397258 , 0.386604 , 0.389214 , 0.386965 , 0.393106 , 0.388662 , 0.389865 , 0.399179 , 0.407706 , 0.398235 , 0.396891 , 0.395918 , 0.400108 , 0.402127 , 0.407824 , 0.407521 , 0.40313 , 0.405746 , 0.417969 , 0.40885 , 0.416815 , 0.417725 , 0.41374 , 0.409823 , 0.398773 , 0.400402 , 0.400372 , 0.397654 , 0.387899 , 0.39361 , 0.397795 , 0.399649 , 0.391723 , 0.4007 , 0.397028 , 0.402245 , 0.386946 , 0.397835 , 0.393918 , 0.382379 , 0.391669 , 0.386061 , 0.391591 , 0.387899 , 0.386648 , 0.39407 , 0.384286 , 0.388109 , 0.383738 , 0.382985 , 0.384878 , 0.389136 , 0.387244 , 0.382105 , 0.397512 , 0.391566 , 0.394226 , 0.389082 , 0.385484 , 0.384843 , 0.383469 , 0.384521 , 0.392652 , 0.393395 , 0.383885 , 0.386936 , 0.385078 , 0.374781 , 0.381342 , 0.392442 , 0.390065 , 0.392334 , 0.389733 , 0.396035 , 0.403399 , 0.393077 , 0.387948 , 0.388178 , 0.389166 
 318 , 0.391279 , 0.390234 , 0.39422 , 0.392394 , 0.396584 , 0.384606 , 0.377225 , 0.383279 , 0.385369 , 0.371587 , 0.384652 , 0.38646 , 0.384139 , 0.385068 , 0.388023 , 0.389332 , 0.377673 , 0.376998 , 0.373932 , 0.379546 , 0.368517 , 0.371851 , 0.380508 , 0.375907 , 0.375597 , 0.360188 , 0.371985 , 0.361483 , 0.365081 , 0.362662 , 0.369955 , 0.363217 , 0.364738 , 0.374598 , 0.382145 , 0.374076 , 0.372841 , 0.369021 , 0.37297 , 0.376046 , 0.381577 , 0.382525 , 0.377808 , 0.379019 , 0.392565 , 0.383107 , 0.391122 , 0.392435 , 0.387658 , 0.384527 , 0.372993 , 0.375056 , 0.375232 , 0.371624 , 0.36299 , 0.368683 , 0.372082 , 0.374413 , 0.36687 , 0.37624 , 0.372068 , 0.376846 , 0.361302 , 0.373516 , 0.369303 , 0.3561 , 0.366806 , 0.361122 , 0.367111 , 0.362967 , 0.36257 , 0.370274 , 0.359554 , 0.362653 , 0.35961 , 0.359633 , 0.35948 , 0.364664 , 0.362648 , 0.356118 , 0.372776 , 0.366043 , 0.370505 , 0.364429 , 0.359864 , 0.359864 , 0.356816 , 0.360021 , 0.368743 , 0.369585 , 0.36016 , 0.363814 , 0.361649 , 0.348793 , 0.357492 , 0.36811 , 0.36558 , 0.367148 , 0.365233 , 0.370145 , 0.378104 , 0.368184 , 0.364392 , 0.363208 , 0.362963 
 319 , 0.366389 , 0.365204 , 0.369421 , 0.366897 , 0.369826 , 0.35935 , 0.353401 , 0.358204 , 0.360918 , 0.348577 , 0.360569 , 0.3619 , 0.35854 , 0.360182 , 0.362124 , 0.365015 , 0.35431 , 0.352966 , 0.350584 , 0.355973 , 0.34731 , 0.349008 , 0.356817 , 0.351928 , 0.351691 , 0.337739 , 0.349042 , 0.339673 , 0.341534 , 0.339315 , 0.345656 , 0.341349 , 0.342275 , 0.34949 , 0.358295 , 0.349279 , 0.34865 , 0.34582 , 0.350545 , 0.35235 , 0.356916 , 0.358282 , 0.353238 , 0.355435 , 0.367401 , 0.357127 , 0.365825 , 0.36828 , 0.361319 , 0.360987 , 0.349981 , 0.349611 , 0.349645 , 0.346733 , 0.338226 , 0.345118 , 0.348331 , 0.349525 , 0.344338 , 0.351911 , 0.3484 , 0.352303 , 0.340552 , 0.350442 , 0.345674 , 0.335094 , 0.343571 , 0.339488 , 0.342223 , 0.340621 , 0.338402 , 0.345863 , 0.334866 , 0.3382 , 0.336429 , 0.335861 , 0.338183 , 0.341099 , 0.339647 , 0.333194 , 0.348654 , 0.344368 , 0.348155 , 0.340948 , 0.336404 , 0.336404 , 0.335408 , 0.337627 , 0.34507 , 0.34436 , 0.337459 , 0.342115 , 0.338493 , 0.327741 , 0.335154 , 0.344498 , 0.340793 , 0.344162 , 0.340849 , 0.346337 , 0.353518 , 0.344123 , 0.341275 , 0.342154 , 0.339931 
 320 , 0.345404 , 0.344107 , 0.348515 , 0.3454 , 0.347271 , 0.338055 , 0.333319 , 0.337061 , 0.340301 , 0.329178 , 0.340273 , 0.34119 , 0.336956 , 0.339198 , 0.340293 , 0.344511 , 0.334604 , 0.332701 , 0.330911 , 0.336099 , 0.329453 , 0.329744 , 0.336843 , 0.331711 , 0.331525 , 0.318818 , 0.329695 , 0.321299 , 0.321683 , 0.319631 , 0.325166 , 0.322915 , 0.323348 , 0.328321 , 0.338192 , 0.328374 , 0.328257 , 0.326265 , 0.331655 , 0.332374 , 0.336131 , 0.337845 , 0.332523 , 0.335558 , 0.346188 , 0.335226 , 0.344495 , 0.347909 , 0.339113 , 0.341142 , 0.330588 , 0.328156 , 0.328079 , 0.325748 , 0.317352 , 0.325251 , 0.328305 , 0.328531 , 0.325348 , 0.331396 , 0.328439 , 0.331606 , 0.323085 , 0.330988 , 0.325752 , 0.317396 , 0.323982 , 0.321251 , 0.321243 , 0.321788 , 0.318026 , 0.325279 , 0.314055 , 0.317582 , 0.316891 , 0.315812 , 0.320237 , 0.321235 , 0.320261 , 0.313861 , 0.328313 , 0.326095 , 0.329303 , 0.32115 , 0.316629 , 0.316629 , 0.317368 , 0.31875 , 0.325101 , 0.323093 , 0.318317 , 0.323845 , 0.318968 , 0.309998 , 0.316325 , 0.324588 , 0.319897 , 0.324782 , 0.320293 , 0.326253 , 0.332786 , 0.323828 , 0.321792 , 0.324418 , 0.320511 
 321 , 0.327461 , 0.326081 , 0.330652 , 0.32703 , 0.327999 , 0.31986 , 0.316158 , 0.318991 , 0.322681 , 0.312609 , 0.322929 , 0.323493 , 0.318514 , 0.32127 , 0.321632 , 0.326988 , 0.317763 , 0.315377 , 0.314111 , 0.31912 , 0.314207 , 0.313273 , 0.319772 , 0.314428 , 0.314287 , 0.302656 , 0.313166 , 0.305603 , 0.304718 , 0.302809 , 0.307658 , 0.307166 , 0.307173 , 0.310231 , 0.321019 , 0.310513 , 0.310829 , 0.309556 , 0.315526 , 0.315304 , 0.318369 , 0.320386 , 0.314817 , 0.318575 , 0.328071 , 0.316513 , 0.326264 , 0.330499 , 0.320138 , 0.32419 , 0.314012 , 0.309819 , 0.309647 , 0.30781 , 0.299511 , 0.308275 , 0.311187 , 0.310593 , 0.309118 , 0.31386 , 0.311378 , 0.313925 , 0.30818 , 0.314363 , 0.308733 , 0.302283 , 0.307238 , 0.305664 , 0.303316 , 0.305702 , 0.300613 , 0.307692 , 0.296267 , 0.299965 , 0.300197 , 0.29868 , 0.304913 , 0.304257 , 0.303693 , 0.297331 , 0.310928 , 0.310482 , 0.313196 , 0.304234 , 0.299721 , 0.299721 , 0.301955 , 0.302618 , 0.308031 , 0.304924 , 0.301962 , 0.308248 , 0.302279 , 0.294838 , 0.300251 , 0.307566 , 0.302042 , 0.308226 , 0.302725 , 0.309087 , 0.315064 , 0.306483 , 0.305142 , 0.309266 , 0.303918 
 322 , 0.300189 , 0.299277 , 0.302167 , 0.299657 , 0.298884 , 0.292954 , 0.288796 , 0.291484 , 0.295043 , 0.285179 , 0.295778 , 0.295792 , 0.291387 , 0.294103 , 0.293396 , 0.29982 , 0.290896 , 0.288803 , 0.288344 , 0.292327 , 0.288173 , 0.286822 , 0.293894 , 0.288386 , 0.288452 , 0.276676 , 0.287599 , 0.279096 , 0.27911 , 0.276888 , 0.28194 , 0.2803 , 0.281101 , 0.28395 , 0.293588 , 0.284071 , 0.284447 , 0.282982 , 0.28865 , 0.287365 , 0.290033 , 0.2931 , 0.288093 , 0.291519 , 0.300663 , 0.289719 , 0.297996 , 0.303901 , 0.293041 , 0.29638 , 0.28693 , 0.283326 , 0.282637 , 0.281512 , 0.273671 , 0.281537 , 0.284656 , 0.284984 , 0.281296 , 0.286864 , 0.284851 , 0.287285 , 0.281512 , 0.287992 , 0.281961 , 0.276592 , 0.280551 , 0.27943 , 0.278406 , 0.278929 , 0.273431 , 0.281537 , 0.270788 , 0.273782 , 0.274465 , 0.271878 , 0.27857 , 0.278504 , 0.278629 , 0.272275 , 0.285969 , 0.284214 , 0.286613 , 0.279346 , 0.274378 , 0.274193 , 0.275983 , 0.275499 , 0.281087 , 0.278977 , 0.276714 , 0.281599 , 0.276624 , 0.269566 , 0.273786 , 0.28247 , 0.275972 , 0.282003 , 0.276216 , 0.282487 , 0.288873 , 0.280227 , 0.279096 , 0.282863 , 0.278584 
 323 , 0.27307 , 0.272789 , 0.273624 , 0.272599 , 0.270052 , 0.266391 , 0.26137 , 0.264152 , 0.267423 , 0.257558 , 0.26866 , 0.268138 , 0.264569 , 0.267116 , 0.265439 , 0.272748 , 0.263965 , 0.262377 , 0.262766 , 0.265559 , 0.261829 , 0.260288 , 0.268227 , 0.262589 , 0.262829 , 0.250639 , 0.262142 , 0.252316 , 0.253736 , 0.251101 , 0.256571 , 0.253075 , 0.254954 , 0.258036 , 0.266148 , 0.257982 , 0.258248 , 0.256394 , 0.261541 , 0.259282 , 0.261703 , 0.265825 , 0.261538 , 0.264376 , 0.273523 , 0.263427 , 0.26978 , 0.27743 , 0.266429 , 0.268407 , 0.259665 , 0.257216 , 0.25597 , 0.255549 , 0.248155 , 0.25485 , 0.258216 , 0.259757 , 0.253088 , 0.259975 , 0.258374 , 0.26088 , 0.254366 , 0.261614 , 0.255277 , 0.250591 , 0.253771 , 0.252891 , 0.2541 , 0.25199 , 0.246377 , 0.25572 , 0.245804 , 0.247861 , 0.248877 , 0.245131 , 0.251876 , 0.252999 , 0.253765 , 0.247329 , 0.261465 , 0.25771 , 0.259852 , 0.254799 , 0.249234 , 0.248861 , 0.249747 , 0.248101 , 0.254138 , 0.253584 , 0.251597 , 0.254685 , 0.25106 , 0.244045 , 0.247203 , 0.257669 , 0.250313 , 0.255783 , 0.249962 , 0.255948 , 0.263 , 0.254147 , 0.25311 , 0.256011 , 0.253379 
 324 , 0.250093 , 0.250351 , 0.249436 , 0.249671 , 0.245624 , 0.243882 , 0.238131 , 0.240988 , 0.244015 , 0.234154 , 0.245679 , 0.244704 , 0.241842 , 0.24425 , 0.241758 , 0.249804 , 0.241141 , 0.239984 , 0.241095 , 0.242875 , 0.239506 , 0.237807 , 0.246475 , 0.24073 , 0.241121 , 0.228577 , 0.240574 , 0.229628 , 0.232233 , 0.229249 , 0.235075 , 0.230007 , 0.2328 , 0.236079 , 0.242898 , 0.235877 , 0.236044 , 0.233865 , 0.238565 , 0.235489 , 0.2377 , 0.242707 , 0.239034 , 0.241373 , 0.250524 , 0.241147 , 0.245865 , 0.255005 , 0.243879 , 0.244701 , 0.23656 , 0.235089 , 0.23337 , 0.23355 , 0.226528 , 0.232241 , 0.235816 , 0.238389 , 0.229191 , 0.237188 , 0.235937 , 0.238505 , 0.231373 , 0.23926 , 0.232667 , 0.22856 , 0.231075 , 0.230406 , 0.233509 , 0.229168 , 0.223463 , 0.233842 , 0.224635 , 0.225894 , 0.227194 , 0.222467 , 0.229257 , 0.231388 , 0.232693 , 0.226192 , 0.240704 , 0.235254 , 0.237176 , 0.233998 , 0.227926 , 0.227393 , 0.227518 , 0.22489 , 0.231304 , 0.232065 , 0.230317 , 0.231882 , 0.229396 , 0.222415 , 0.224682 , 0.236655 , 0.228566 , 0.233564 , 0.227718 , 0.23346 , 0.241078 , 0.23205 , 0.231092 , 0.233254 , 0.232021 
 325 , 0.230686 , 0.230598 , 0.229455 , 0.230409 , 0.225846 , 0.225028 , 0.218789 , 0.221947 , 0.224996 , 0.21513 , 0.22667 , 0.225494 , 0.222733 , 0.224991 , 0.222883 , 0.230716 , 0.222563 , 0.221339 , 0.222813 , 0.224311 , 0.221172 , 0.219445 , 0.228485 , 0.223192 , 0.223224 , 0.210559 , 0.222864 , 0.211324 , 0.214341 , 0.211409 , 0.216827 , 0.211393 , 0.214442 , 0.217856 , 0.22429 , 0.217515 , 0.217688 , 0.2155 , 0.219626 , 0.216401 , 0.218693 , 0.223448 , 0.220231 , 0.222941 , 0.231107 , 0.222347 , 0.226624 , 0.235835 , 0.224738 , 0.225444 , 0.217771 , 0.216891 , 0.214722 , 0.215487 , 0.20912 , 0.213722 , 0.217128 , 0.220407 , 0.210572 , 0.218738 , 0.217288 , 0.219644 , 0.212686 , 0.22107 , 0.214567 , 0.210311 , 0.212699 , 0.212187 , 0.21598 , 0.210919 , 0.205159 , 0.215767 , 0.207409 , 0.208331 , 0.209525 , 0.204653 , 0.210839 , 0.213549 , 0.215084 , 0.208653 , 0.223357 , 0.217184 , 0.219154 , 0.216691 , 0.210263 , 0.209754 , 0.209629 , 0.206303 , 0.213355 , 0.214426 , 0.21288 , 0.213976 , 0.211414 , 0.204592 , 0.206401 , 0.21897 , 0.210586 , 0.215322 , 0.209551 , 0.214892 , 0.223013 , 0.21408 , 0.213123 , 0.214802 , 0.214032 
 326 , 0.215104 , 0.213352 , 0.214129 , 0.214985 , 0.21134 , 0.21004 , 0.203724 , 0.207505 , 0.210953 , 0.201002 , 0.212046 , 0.21099 , 0.207554 , 0.209558 , 0.209381 , 0.21578 , 0.208687 , 0.206683 , 0.208147 , 0.21038 , 0.207177 , 0.205639 , 0.214546 , 0.210486 , 0.209623 , 0.197066 , 0.209351 , 0.197999 , 0.200358 , 0.198001 , 0.201965 , 0.197902 , 0.20024 , 0.203766 , 0.210987 , 0.203167 , 0.203579 , 0.201757 , 0.20517 , 0.202666 , 0.205474 , 0.2085 , 0.205477 , 0.209951 , 0.215444 , 0.207184 , 0.212789 , 0.22004 , 0.209247 , 0.21116 , 0.203853 , 0.203048 , 0.200536 , 0.201878 , 0.196678 , 0.199721 , 0.202446 , 0.206113 , 0.198211 , 0.205166 , 0.202759 , 0.204445 , 0.198739 , 0.207564 , 0.201622 , 0.196195 , 0.199312 , 0.19883 , 0.201661 , 0.19789 , 0.192073 , 0.201785 , 0.194573 , 0.195933 , 0.196335 , 0.192527 , 0.197123 , 0.199751 , 0.2012 , 0.195074 , 0.209667 , 0.20409 , 0.206419 , 0.203176 , 0.196693 , 0.196382 , 0.196681 , 0.19308 , 0.201098 , 0.201096 , 0.199724 , 0.201743 , 0.19754 , 0.191002 , 0.192883 , 0.204832 , 0.196693 , 0.201516 , 0.195899 , 0.200686 , 0.209178 , 0.200708 , 0.199684 , 0.201244 , 0.199711 
 327 , 0.201992 , 0.198856 , 0.201241 , 0.202019 , 0.199139 , 0.197438 , 0.191052 , 0.195357 , 0.199141 , 0.189125 , 0.199747 , 0.198792 , 0.194788 , 0.196586 , 0.198048 , 0.203219 , 0.197028 , 0.19436 , 0.195806 , 0.198653 , 0.195412 , 0.194028 , 0.202827 , 0.199825 , 0.198168 , 0.185715 , 0.197995 , 0.186791 , 0.188595 , 0.186733 , 0.189463 , 0.186553 , 0.188294 , 0.191913 , 0.199805 , 0.191102 , 0.191715 , 0.190207 , 0.193013 , 0.191112 , 0.194355 , 0.195923 , 0.193071 , 0.199006 , 0.20227 , 0.194434 , 0.201151 , 0.20675 , 0.196215 , 0.199151 , 0.19215 , 0.191411 , 0.1886 , 0.190426 , 0.18621 , 0.187949 , 0.190096 , 0.194091 , 0.187817 , 0.193757 , 0.190543 , 0.191669 , 0.187012 , 0.196202 , 0.190727 , 0.18432 , 0.188043 , 0.187592 , 0.189613 , 0.186924 , 0.181072 , 0.19003 , 0.183784 , 0.185501 , 0.185246 , 0.182327 , 0.185584 , 0.188149 , 0.189521 , 0.183653 , 0.198147 , 0.193068 , 0.195725 , 0.191807 , 0.185273 , 0.185133 , 0.185791 , 0.181951 , 0.190803 , 0.189882 , 0.188651 , 0.191457 , 0.185865 , 0.179569 , 0.181509 , 0.192933 , 0.185011 , 0.189898 , 0.184419 , 0.188731 , 0.197542 , 0.18947 , 0.188381 , 0.189834 , 0.187661 
 328 , 0.190818 , 0.186523 , 0.190255 , 0.19097 , 0.188738 , 0.186696 , 0.180254 , 0.185 , 0.189077 , 0.179003 , 0.189261 , 0.188392 , 0.183911 , 0.18553 , 0.188397 , 0.19251 , 0.187092 , 0.183857 , 0.185281 , 0.188656 , 0.185385 , 0.18413 , 0.192836 , 0.190745 , 0.188394 , 0.176041 , 0.188314 , 0.177236 , 0.178564 , 0.177125 , 0.178815 , 0.176873 , 0.178104 , 0.181807 , 0.19027 , 0.180822 , 0.1816 , 0.18036 , 0.18265 , 0.181265 , 0.184881 , 0.185208 , 0.182496 , 0.18966 , 0.191041 , 0.18357 , 0.191229 , 0.195424 , 0.185115 , 0.188915 , 0.182172 , 0.181485 , 0.178424 , 0.180662 , 0.177285 , 0.177914 , 0.179571 , 0.183834 , 0.178955 , 0.184032 , 0.180128 , 0.180779 , 0.177011 , 0.186513 , 0.181433 , 0.174198 , 0.178432 , 0.178003 , 0.179338 , 0.177575 , 0.171692 , 0.180007 , 0.174587 , 0.1766 , 0.175786 , 0.173628 , 0.175745 , 0.178255 , 0.17956 , 0.173917 , 0.188319 , 0.183667 , 0.186612 , 0.182112 , 0.175529 , 0.17554 , 0.176503 , 0.172461 , 0.18203 , 0.180319 , 0.179206 , 0.182689 , 0.175909 , 0.169825 , 0.171813 , 0.18279 , 0.175051 , 0.179992 , 0.17463 , 0.178543 , 0.187619 , 0.179893 , 0.178746 , 0.180105 , 0.177387 
 329 , 0.177076 , 0.17422 , 0.175448 , 0.177214 , 0.174773 , 0.172701 , 0.166673 , 0.171311 , 0.17619 , 0.166365 , 0.175496 , 0.174831 , 0.170575 , 0.172665 , 0.174477 , 0.179053 , 0.173262 , 0.170931 , 0.171769 , 0.176521 , 0.172574 , 0.171411 , 0.180088 , 0.177833 , 0.175446 , 0.163461 , 0.174845 , 0.164938 , 0.165873 , 0.164549 , 0.167378 , 0.163739 , 0.164926 , 0.168513 , 0.177186 , 0.167406 , 0.168308 , 0.16608 , 0.169442 , 0.167971 , 0.171154 , 0.171801 , 0.168732 , 0.175735 , 0.177853 , 0.169689 , 0.17749 , 0.182507 , 0.172631 , 0.175506 , 0.169249 , 0.16775 , 0.164964 , 0.167593 , 0.163777 , 0.165182 , 0.167127 , 0.170113 , 0.1652 , 0.17114 , 0.167653 , 0.169472 , 0.163604 , 0.173828 , 0.167774 , 0.161609 , 0.165083 , 0.164838 , 0.16662 , 0.165069 , 0.159073 , 0.167569 , 0.162013 , 0.163411 , 0.162455 , 0.160302 , 0.163096 , 0.16576 , 0.166331 , 0.160837 , 0.175233 , 0.171493 , 0.173601 , 0.169687 , 0.161534 , 0.162515 , 0.163084 , 0.159268 , 0.169821 , 0.167858 , 0.166445 , 0.16944 , 0.16317 , 0.157135 , 0.15897 , 0.169978 , 0.162336 , 0.167705 , 0.161675 , 0.16577 , 0.174317 , 0.166367 , 0.165129 , 0.166791 , 0.164034 
 330 , 0.164817 , 0.163309 , 0.162241 , 0.16498 , 0.16232 , 0.160247 , 0.154575 , 0.159106 , 0.164702 , 0.155109 , 0.163247 , 0.16275 , 0.158687 , 0.161233 , 0.16208 , 0.167075 , 0.160944 , 0.159432 , 0.15972 , 0.165716 , 0.161186 , 0.160093 , 0.168752 , 0.166347 , 0.163889 , 0.152249 , 0.162868 , 0.153978 , 0.154575 , 0.153364 , 0.157228 , 0.152016 , 0.153195 , 0.156661 , 0.165526 , 0.155469 , 0.156464 , 0.153353 , 0.157669 , 0.156109 , 0.158875 , 0.15984 , 0.156468 , 0.163279 , 0.166129 , 0.157331 , 0.165228 , 0.171026 , 0.161518 , 0.163561 , 0.157758 , 0.155533 , 0.152944 , 0.155916 , 0.151697 , 0.153832 , 0.156064 , 0.1579 , 0.152912 , 0.159656 , 0.156569 , 0.159477 , 0.151686 , 0.162526 , 0.155589 , 0.150409 , 0.153179 , 0.153092 , 0.155308 , 0.153901 , 0.147826 , 0.15652 , 0.150819 , 0.151635 , 0.150578 , 0.14841 , 0.15184 , 0.154658 , 0.15456 , 0.149185 , 0.163591 , 0.16063 , 0.162021 , 0.158614 , 0.149058 , 0.150903 , 0.151113 , 0.147482 , 0.158942 , 0.156763 , 0.15505 , 0.157615 , 0.151802 , 0.145827 , 0.147509 , 0.158567 , 0.151004 , 0.156763 , 0.150146 , 0.154376 , 0.162457 , 0.154311 , 0.15298 , 0.154925 , 0.152129 
 331 , 0.15398 , 0.15367 , 0.150566 , 0.154167 , 0.151311 , 0.14924 , 0.143882 , 0.148318 , 0.154549 , 0.145159 , 0.152422 , 0.152072 , 0.148179 , 0.15113 , 0.151124 , 0.156487 , 0.150056 , 0.149267 , 0.149071 , 0.156167 , 0.151119 , 0.150092 , 0.158732 , 0.156195 , 0.153676 , 0.142338 , 0.152285 , 0.144293 , 0.14459 , 0.143481 , 0.148261 , 0.141655 , 0.14283 , 0.146187 , 0.155221 , 0.144921 , 0.145995 , 0.142108 , 0.147263 , 0.145624 , 0.148018 , 0.149263 , 0.145627 , 0.152269 , 0.155769 , 0.146409 , 0.154392 , 0.16088 , 0.151698 , 0.153003 , 0.147603 , 0.144743 , 0.142319 , 0.145592 , 0.141021 , 0.143798 , 0.146288 , 0.14711 , 0.142057 , 0.149504 , 0.146774 , 0.150644 , 0.14116 , 0.152538 , 0.144826 , 0.140511 , 0.14266 , 0.142713 , 0.14531 , 0.14403 , 0.137885 , 0.146756 , 0.140926 , 0.141231 , 0.14009 , 0.137905 , 0.141895 , 0.144846 , 0.144162 , 0.138886 , 0.153302 , 0.151031 , 0.151788 , 0.148827 , 0.138044 , 0.140643 , 0.140537 , 0.137063 , 0.149327 , 0.146957 , 0.144979 , 0.147164 , 0.141752 , 0.135829 , 0.137377 , 0.14848 , 0.140988 , 0.147094 , 0.13996 , 0.144303 , 0.151975 , 0.143655 , 0.142243 , 0.144441 , 0.141609 
 332 , 0.146166 , 0.145589 , 0.142682 , 0.145927 , 0.143209 , 0.14121 , 0.135907 , 0.140556 , 0.146524 , 0.13757 , 0.144608 , 0.144139 , 0.140113 , 0.142821 , 0.143144 , 0.148876 , 0.142051 , 0.141805 , 0.141763 , 0.148831 , 0.143887 , 0.142397 , 0.151296 , 0.148813 , 0.146338 , 0.134711 , 0.144885 , 0.136848 , 0.137273 , 0.135919 , 0.140736 , 0.134116 , 0.135109 , 0.138547 , 0.147129 , 0.136872 , 0.138119 , 0.134199 , 0.139094 , 0.137828 , 0.140012 , 0.140958 , 0.137542 , 0.143839 , 0.148179 , 0.13835 , 0.146514 , 0.152924 , 0.143909 , 0.145183 , 0.139678 , 0.137055 , 0.134942 , 0.137773 , 0.133264 , 0.136063 , 0.138626 , 0.139408 , 0.134102 , 0.141532 , 0.13921 , 0.143034 , 0.133765 , 0.144999 , 0.137622 , 0.133056 , 0.13501 , 0.135398 , 0.138036 , 0.136607 , 0.130092 , 0.13952 , 0.133187 , 0.133289 , 0.132505 , 0.130222 , 0.134664 , 0.137662 , 0.136782 , 0.131594 , 0.146226 , 0.143698 , 0.144044 , 0.141589 , 0.130561 , 0.133016 , 0.132682 , 0.129616 , 0.142069 , 0.139872 , 0.13754 , 0.139611 , 0.13444 , 0.128763 , 0.129929 , 0.141163 , 0.133217 , 0.13957 , 0.132407 , 0.136541 , 0.14412 , 0.135987 , 0.134323 , 0.136699 , 0.134237 
