JUN23MAT00005.spu,JUN23MAT00004.spu,JUN23MAT00003.spu,
Wavelength,JUN23MAT00006.spu,JUN23MAT00007.spu,JUN23MAT00008.spu,JUN23MAT00009.spu,JUN23MAT00010.spu,JUN23MAT00011.spu,JUN23MAT00012.spu,JUN23MAT00013.spu,JUN23MAT00014.spu,JUN23MAT00015.spu,JUN23MAT00016.spu,JUN23MAT00017.spu,JUN23MAT00018.spu,JUN23MAT00019.spu,JUN23MAT00020.spu,JUN23MAT00021.spu,JUN23MAT00022.spu,JUN23MAT00023.spu,JUN23MAT00024.spu,JUN23MAT00025.spu,JUN23MAT00026.spu,JUN23MAT00027.spu,JUN23MAT00028.spu,JUN23MAT00029.spu,JUN23MAT00030.spu,JUN23MAT00031.spu,JUN23MAT00032.spu,JUN23MAT00033.spu,JUN23MAT00034.spu,JUN23MAT00035.spu,JUN23MAT00036.spu,JUN23MAT00037.spu,JUN23MAT00038.spu,JUN23MAT00039.spu,JUN23MAT00040.spu,JUN23MAT00041.spu,JUN23MAT00042.spu,JUN23MAT00043.spu,JUN23MAT00044.spu,JUN23MAT00045.spu,JUN23MAT00046.spu,JUN23MAT00047.spu,JUN23MAT00048.spu,JUN23MAT00049.spu,JUN23MAT00050.spu,JUN23MAT00051.spu,JUN23MAT00052.spu,JUN23MAT00053.spu,JUN23MAT00054.spu,JUN23MAT00055.spu,JUN23MAT00056.spu,JUN23MAT00057.spu,JUN23MAT00058.spu,JUN23MAT00059.spu,JUN23MAT00060.spu,JUN23MAT00061.spu,JUN23MAT00062.spu,JUN23MAT00063.spu,JUN23MAT00064.spu,JUN23MAT00065.spu,JUN23MAT00066.spu,JUN23MAT00067.spu,JUN23MAT00068.spu,JUN23MAT00069.spu,JUN23MAT00070.spu,JUN23MAT00071.spu,JUN23MAT00072.spu,JUN23MAT00073.spu,JUN23MAT00074.spu,JUN23MAT00075.spu,JUN23MAT00076.spu,JUN23MAT00077.spu,JUN23MAT00078.spu,JUN23MAT00079.spu,JUN23MAT00080.spu,JUN23MAT00081.spu,JUN23MAT00082.spu,JUN23MAT00083.spu,JUN23MAT00084.spu,JUN23MAT00085.spu,JUN23MAT00086.spu,JUN23MAT00087.spu,JUN23MAT00088.spu,JUN23MAT00089.spu,JUN23MAT00090.spu,JUN23MAT00091.spu,JUN23MAT00092.spu,JUN23MAT00093.spu,JUN23MAT00094.spu,JUN23MAT00095.spu,JUN23MAT00096.spu,JUN23MAT00097.spu,JUN23MAT00098.spu,JUN23MAT00099.spu,JUN23MAT00100.spu
 1023 , 0.232491 , 0.362799 , 0.212036 , 0.235462 , 0.168383 , 0.160204 , 0.239355 , 0.259763 , 0.297616 , 0.291157 , 0.225763 , 0.162799 , 0.312681 , 0.169117 , 0.219663 , 0.345531 , 0.192983 , 0.276456 , 0.238656 , 0.184723 , 0.188198 , 0.131464 , 0.251532 , 0.260961 , 0.238744 , 0.210797 , 0.245138 , 0.265899 , 0.106951 , 0.229309 , 0.252495 , 0.097745 , 0.231781 , 0.11196 , 0.122874 , 0.493323 , 0.35162 , 0.273314 , 0.235192 , 0.207803 , 0.340159 , 0.215265 , 0.158724 , 0.25957 , 0.321852 , 0.320713 , 0.294422 , 0.266627 , 0.298244 , 0.320414 , 0.248696 , 0.320044 , 0.215881 , 0.153329 , 0.179427 , 0.283572 , 0.339783 , 0.236208 , 0.24896 , 0.209112 , 0.22881 , 0.36904 , 0.352964 , 0.411624 , 0.179861 , 0.293183 , 0.050499 , 0.178135 , 0.23622 , 0.207885 , 0.171154 , 0.128088 , 0.199988 , 0.231816 , 0.255372 , 0.261043 , 0.169175 , 0.175798 , 0.352536 , 0.318606 , 0.272704 , 0.234611 , 0.260902 , 0.247164 , 0.253657 , 0.260961 , 0.317255 , 0.299859 , 0.317003 , 0.26119 , 0.274823 , 0.107427 , 0.255736 , 0.359593 , 0.314331 
 1024 , 0.232733 , 0.363533 , 0.212264 , 0.236268 , 0.169354 , 0.160347 , 0.239485 , 0.260639 , 0.298189 , 0.289837 , 0.226524 , 0.161451 , 0.313063 , 0.169348 , 0.218101 , 0.34647 , 0.192544 , 0.277549 , 0.238092 , 0.185096 , 0.188578 , 0.129691 , 0.250947 , 0.259364 , 0.238181 , 0.210257 , 0.245476 , 0.266335 , 0.105804 , 0.228347 , 0.251827 , 0.097435 , 0.229841 , 0.111317 , 0.122136 , 0.49444 , 0.352349 , 0.273004 , 0.234769 , 0.207743 , 0.340385 , 0.21577 , 0.15752 , 0.260521 , 0.31988 , 0.321214 , 0.29414 , 0.266175 , 0.297717 , 0.321946 , 0.248539 , 0.317466 , 0.216448 , 0.151901 , 0.179063 , 0.282767 , 0.338697 , 0.23399 , 0.249306 , 0.209153 , 0.226813 , 0.369241 , 0.352189 , 0.410822 , 0.178851 , 0.291638 , 0.048304 , 0.176903 , 0.235495 , 0.208144 , 0.161705 , 0.126651 , 0.198984 , 0.230396 , 0.254341 , 0.261011 , 0.167147 , 0.174891 , 0.353364 , 0.31684 , 0.272237 , 0.234203 , 0.260786 , 0.244774 , 0.252399 , 0.260297 , 0.317726 , 0.298024 , 0.317466 , 0.260297 , 0.274899 , 0.104642 , 0.255468 , 0.361621 , 0.3152 
 1025 , 0.233037 , 0.363422 , 0.211967 , 0.236573 , 0.16963 , 0.159979 , 0.239924 , 0.26227 , 0.299089 , 0.288732 , 0.226773 , 0.159451 , 0.313813 , 0.169725 , 0.216896 , 0.347275 , 0.191929 , 0.278642 , 0.23764 , 0.185214 , 0.188535 , 0.128552 , 0.250441 , 0.257939 , 0.237605 , 0.209452 , 0.245239 , 0.266452 , 0.104664 , 0.228048 , 0.251438 , 0.096952 , 0.228333 , 0.110566 , 0.121036 , 0.495248 , 0.352275 , 0.273102 , 0.234312 , 0.207138 , 0.3404 , 0.216155 , 0.156426 , 0.261137 , 0.318333 , 0.32137 , 0.294154 , 0.266102 , 0.297476 , 0.322556 , 0.248164 , 0.31523 , 0.216997 , 0.150518 , 0.178534 , 0.28261 , 0.337979 , 0.232307 , 0.24935 , 0.208835 , 0.224964 , 0.370059 , 0.351605 , 0.410053 , 0.178113 , 0.289942 , 0.046251 , 0.175728 , 0.235202 , 0.208075 , 0.153258 , 0.125075 , 0.19811 , 0.229158 , 0.253164 , 0.261285 , 0.164986 , 0.1737 , 0.353687 , 0.315491 , 0.271791 , 0.234063 , 0.261208 , 0.24327 , 0.251076 , 0.259986 , 0.318048 , 0.296029 , 0.318101 , 0.259345 , 0.275083 , 0.102095 , 0.255057 , 0.363386 , 0.315847 
 1026 , 0.233289 , 0.361627 , 0.210604 , 0.235695 , 0.168331 , 0.158617 , 0.240882 , 0.264961 , 0.300475 , 0.288004 , 0.225856 , 0.156241 , 0.315221 , 0.170308 , 0.216673 , 0.347477 , 0.190891 , 0.279475 , 0.237315 , 0.184721 , 0.187639 , 0.12872 , 0.250084 , 0.257112 , 0.236952 , 0.208156 , 0.243896 , 0.265735 , 0.103533 , 0.228912 , 0.251525 , 0.096089 , 0.227691 , 0.109542 , 0.119244 , 0.495373 , 0.350455 , 0.273835 , 0.233676 , 0.205476 , 0.339806 , 0.216018 , 0.155502 , 0.260798 , 0.317669 , 0.320623 , 0.294698 , 0.266688 , 0.297741 , 0.321075 , 0.247303 , 0.313726 , 0.217304 , 0.149237 , 0.177639 , 0.283721 , 0.338001 , 0.231877 , 0.248803 , 0.207817 , 0.223551 , 0.371954 , 0.35136 , 0.409314 , 0.177943 , 0.288069 , 0.044608 , 0.174733 , 0.23557 , 0.207156 , 0.147015 , 0.123211 , 0.197537 , 0.228346 , 0.251906 , 0.262055 , 0.162697 , 0.172029 , 0.352783 , 0.315084 , 0.271262 , 0.23445 , 0.262495 , 0.243741 , 0.249721 , 0.260274 , 0.317984 , 0.293971 , 0.318872 , 0.258303 , 0.275401 , 0.100174 , 0.254253 , 0.364313 , 0.315876 
 1027 , 0.231905 , 0.359902 , 0.208937 , 0.233253 , 0.165637 , 0.157365 , 0.240929 , 0.263801 , 0.300624 , 0.285845 , 0.223805 , 0.152844 , 0.316047 , 0.170313 , 0.218318 , 0.345003 , 0.18873 , 0.278521 , 0.235847 , 0.1831 , 0.186571 , 0.128331 , 0.24898 , 0.257724 , 0.235388 , 0.20673 , 0.242867 , 0.263193 , 0.101677 , 0.227521 , 0.250322 , 0.094604 , 0.226102 , 0.107552 , 0.117124 , 0.495205 , 0.347365 , 0.272682 , 0.231612 , 0.20373 , 0.337423 , 0.213416 , 0.153112 , 0.258087 , 0.316542 , 0.318057 , 0.294421 , 0.265936 , 0.296938 , 0.317699 , 0.245569 , 0.311228 , 0.216004 , 0.14716 , 0.176182 , 0.283865 , 0.337172 , 0.232155 , 0.248545 , 0.206849 , 0.221998 , 0.372194 , 0.350085 , 0.407818 , 0.177243 , 0.28634 , 0.042829 , 0.173354 , 0.233372 , 0.204279 , 0.145329 , 0.120315 , 0.196889 , 0.227253 , 0.252034 , 0.261815 , 0.160609 , 0.170474 , 0.349989 , 0.314693 , 0.269079 , 0.234267 , 0.261684 , 0.244936 , 0.248217 , 0.258922 , 0.316995 , 0.293175 , 0.317783 , 0.256847 , 0.274721 , 0.097639 , 0.252064 , 0.363242 , 0.314389 
 1028 , 0.230314 , 0.3581 , 0.207135 , 0.230798 , 0.162718 , 0.156023 , 0.240891 , 0.262517 , 0.300579 , 0.283528 , 0.221738 , 0.149454 , 0.316806 , 0.170172 , 0.21997 , 0.3425 , 0.186393 , 0.27743 , 0.234304 , 0.18137 , 0.185366 , 0.127815 , 0.247813 , 0.258283 , 0.233772 , 0.20523 , 0.241871 , 0.260588 , 0.099751 , 0.226103 , 0.249067 , 0.09305 , 0.224491 , 0.105419 , 0.114891 , 0.495029 , 0.344196 , 0.271446 , 0.229496 , 0.201891 , 0.334968 , 0.210617 , 0.150624 , 0.255213 , 0.315242 , 0.315379 , 0.294183 , 0.265175 , 0.296058 , 0.314184 , 0.243835 , 0.308714 , 0.214577 , 0.14495 , 0.174597 , 0.28388 , 0.336372 , 0.232392 , 0.248207 , 0.205809 , 0.220471 , 0.372403 , 0.348723 , 0.406249 , 0.176461 , 0.284615 , 0.040911 , 0.171916 , 0.231156 , 0.201348 , 0.143589 , 0.117304 , 0.196128 , 0.226187 , 0.252179 , 0.261526 , 0.158418 , 0.168858 , 0.347134 , 0.314262 , 0.266805 , 0.234065 , 0.260821 , 0.246147 , 0.246774 , 0.257476 , 0.315833 , 0.292433 , 0.316687 , 0.255291 , 0.274038 , 0.095045 , 0.249856 , 0.362143 , 0.312835 
 1029 , 0.226456 , 0.356852 , 0.205024 , 0.230646 , 0.158644 , 0.154603 , 0.239473 , 0.260302 , 0.297372 , 0.28063 , 0.22124 , 0.149298 , 0.315658 , 0.167638 , 0.219897 , 0.341627 , 0.183072 , 0.275002 , 0.23286 , 0.179432 , 0.183036 , 0.125711 , 0.24676 , 0.257467 , 0.232782 , 0.204075 , 0.242421 , 0.259503 , 0.098418 , 0.22534 , 0.247948 , 0.091614 , 0.223979 , 0.102828 , 0.113034 , 0.49481 , 0.342767 , 0.269881 , 0.22836 , 0.20038 , 0.333516 , 0.206808 , 0.148408 , 0.252102 , 0.31206 , 0.313367 , 0.294775 , 0.265053 , 0.294757 , 0.31169 , 0.243889 , 0.308437 , 0.212305 , 0.142625 , 0.172496 , 0.281615 , 0.336864 , 0.231821 , 0.24685 , 0.204558 , 0.220929 , 0.372005 , 0.347207 , 0.404831 , 0.175015 , 0.284808 , 0.038675 , 0.17101 , 0.23021 , 0.200058 , 0.142482 , 0.114986 , 0.194155 , 0.22676 , 0.252502 , 0.26066 , 0.156788 , 0.167853 , 0.346025 , 0.313623 , 0.264993 , 0.233702 , 0.259777 , 0.246325 , 0.248187 , 0.255731 , 0.312812 , 0.293474 , 0.316452 , 0.2536 , 0.273832 , 0.093804 , 0.249368 , 0.361823 , 0.311821 
 1030 , 0.222521 , 0.354834 , 0.201843 , 0.229602 , 0.154719 , 0.152609 , 0.237839 , 0.259578 , 0.294709 , 0.277942 , 0.220679 , 0.149122 , 0.312436 , 0.164864 , 0.218092 , 0.341893 , 0.179855 , 0.272202 , 0.231634 , 0.176708 , 0.179992 , 0.123325 , 0.245064 , 0.254952 , 0.231539 , 0.20207 , 0.242805 , 0.258129 , 0.097026 , 0.225072 , 0.246911 , 0.090321 , 0.224649 , 0.100215 , 0.11039 , 0.492857 , 0.341339 , 0.269073 , 0.226967 , 0.197927 , 0.332428 , 0.203065 , 0.146702 , 0.249057 , 0.308425 , 0.310857 , 0.294829 , 0.264209 , 0.293231 , 0.307966 , 0.242638 , 0.307984 , 0.210421 , 0.140288 , 0.17024 , 0.279176 , 0.335724 , 0.23024 , 0.244283 , 0.203202 , 0.220822 , 0.370844 , 0.344909 , 0.40417 , 0.172803 , 0.284672 , 0.036169 , 0.169054 , 0.230293 , 0.199036 , 0.141981 , 0.11281 , 0.191609 , 0.226842 , 0.250744 , 0.25981 , 0.154624 , 0.166145 , 0.34417 , 0.312448 , 0.263941 , 0.233727 , 0.25894 , 0.24436 , 0.247597 , 0.253844 , 0.309563 , 0.29378 , 0.315339 , 0.25168 , 0.273072 , 0.092687 , 0.248729 , 0.358297 , 0.309086 
 1031 , 0.21837 , 0.352494 , 0.198231 , 0.228261 , 0.150639 , 0.150359 , 0.236064 , 0.259208 , 0.292065 , 0.275175 , 0.220072 , 0.148919 , 0.308515 , 0.161887 , 0.215722 , 0.342478 , 0.176503 , 0.269188 , 0.230404 , 0.173658 , 0.176604 , 0.120746 , 0.24311 , 0.251846 , 0.230154 , 0.199749 , 0.243158 , 0.256601 , 0.095548 , 0.224917 , 0.245842 , 0.08899 , 0.225679 , 0.097458 , 0.107421 , 0.490326 , 0.33983 , 0.268427 , 0.225429 , 0.195113 , 0.331379 , 0.199172 , 0.145051 , 0.245883 , 0.304491 , 0.30808 , 0.294719 , 0.263118 , 0.291553 , 0.303748 , 0.240973 , 0.307455 , 0.208539 , 0.137826 , 0.167826 , 0.276562 , 0.334081 , 0.228303 , 0.241271 , 0.201743 , 0.220543 , 0.369408 , 0.342288 , 0.40367 , 0.170284 , 0.284424 , 0.033482 , 0.166731 , 0.230654 , 0.198035 , 0.141617 , 0.110563 , 0.188787 , 0.226786 , 0.248341 , 0.258911 , 0.152198 , 0.164172 , 0.342008 , 0.311056 , 0.263023 , 0.233856 , 0.258101 , 0.241735 , 0.246425 , 0.251834 , 0.306086 , 0.293898 , 0.313918 , 0.249591 , 0.272111 , 0.091537 , 0.248008 , 0.353762 , 0.305771 
 1032 , 0.217128 , 0.351998 , 0.195195 , 0.225844 , 0.149291 , 0.148052 , 0.235276 , 0.256522 , 0.290144 , 0.276618 , 0.217128 , 0.148603 , 0.302823 , 0.160257 , 0.212726 , 0.341624 , 0.175561 , 0.26638 , 0.227473 , 0.170631 , 0.174168 , 0.117896 , 0.241888 , 0.25007 , 0.228273 , 0.197429 , 0.242871 , 0.254709 , 0.095245 , 0.224042 , 0.243233 , 0.088811 , 0.22531 , 0.096863 , 0.105768 , 0.488622 , 0.338656 , 0.267921 , 0.222739 , 0.192778 , 0.329804 , 0.197044 , 0.143964 , 0.2444 , 0.301389 , 0.305193 , 0.292111 , 0.261042 , 0.290352 , 0.3021 , 0.238048 , 0.30594 , 0.207412 , 0.135759 , 0.166525 , 0.27439 , 0.330124 , 0.225903 , 0.239565 , 0.200036 , 0.219836 , 0.367426 , 0.339918 , 0.403122 , 0.168013 , 0.283728 , 0.03191 , 0.164979 , 0.229327 , 0.19699 , 0.14006 , 0.109767 , 0.186551 , 0.225133 , 0.245828 , 0.257499 , 0.150422 , 0.16226 , 0.340066 , 0.309038 , 0.262654 , 0.232858 , 0.256285 , 0.238949 , 0.244797 , 0.249246 , 0.304055 , 0.293101 , 0.310596 , 0.247202 , 0.271179 , 0.089587 , 0.247155 , 0.349794 , 0.302983 
 1033 , 0.217967 , 0.352548 , 0.192989 , 0.223624 , 0.148935 , 0.145624 , 0.234159 , 0.252202 , 0.288523 , 0.280886 , 0.213657 , 0.148633 , 0.297444 , 0.159062 , 0.209477 , 0.34011 , 0.175242 , 0.26503 , 0.223997 , 0.168497 , 0.171896 , 0.115208 , 0.241484 , 0.249175 , 0.226444 , 0.196235 , 0.242116 , 0.252964 , 0.095593 , 0.222903 , 0.241076 , 0.089031 , 0.223878 , 0.096906 , 0.104969 , 0.487626 , 0.337248 , 0.267785 , 0.220095 , 0.191015 , 0.328511 , 0.196176 , 0.143047 , 0.244233 , 0.300069 , 0.303498 , 0.289121 , 0.259384 , 0.28889 , 0.303338 , 0.236269 , 0.304278 , 0.206421 , 0.133553 , 0.165529 , 0.272704 , 0.326542 , 0.223376 , 0.238534 , 0.198434 , 0.219533 , 0.365956 , 0.338779 , 0.402863 , 0.166339 , 0.282553 , 0.0307 , 0.163726 , 0.227691 , 0.195987 , 0.137555 , 0.109681 , 0.184861 , 0.223417 , 0.244528 , 0.255932 , 0.148503 , 0.160835 , 0.338649 , 0.306738 , 0.261873 , 0.230878 , 0.254472 , 0.23812 , 0.243854 , 0.246816 , 0.301671 , 0.291739 , 0.307896 , 0.244404 , 0.271273 , 0.087068 , 0.246857 , 0.348948 , 0.301671 
 1034 , 0.220056 , 0.3536 , 0.191376 , 0.221897 , 0.148718 , 0.143037 , 0.23236 , 0.246877 , 0.286943 , 0.286878 , 0.210309 , 0.149055 , 0.29282 , 0.157844 , 0.206095 , 0.338349 , 0.174788 , 0.265076 , 0.220435 , 0.167212 , 0.169444 , 0.1127 , 0.241681 , 0.248741 , 0.224796 , 0.196176 , 0.24106 , 0.251428 , 0.096236 , 0.221713 , 0.239829 , 0.089288 , 0.22176 , 0.096904 , 0.10461 , 0.487061 , 0.335455 , 0.267981 , 0.217789 , 0.189636 , 0.327643 , 0.19601 , 0.142113 , 0.244889 , 0.300277 , 0.303023 , 0.286476 , 0.258418 , 0.286967 , 0.306799 , 0.236023 , 0.302739 , 0.205314 , 0.13104 , 0.164478 , 0.271325 , 0.324003 , 0.220813 , 0.237757 , 0.196975 , 0.219778 , 0.365146 , 0.338787 , 0.402898 , 0.165159 , 0.281013 , 0.029449 , 0.16278 , 0.226235 , 0.19501 , 0.134432 , 0.109842 , 0.183487 , 0.22211 , 0.244468 , 0.254334 , 0.146197 , 0.159862 , 0.337674 , 0.304301 , 0.260483 , 0.228211 , 0.252931 , 0.239337 , 0.243735 , 0.244682 , 0.29843 , 0.290044 , 0.306373 , 0.241231 , 0.272438 , 0.084192 , 0.247179 , 0.35115 , 0.30168 
 1035 , 0.221665 , 0.35223 , 0.19106 , 0.22009 , 0.147789 , 0.140518 , 0.228303 , 0.243431 , 0.284949 , 0.289272 , 0.206928 , 0.148902 , 0.291131 , 0.156291 , 0.204252 , 0.335462 , 0.173883 , 0.263811 , 0.217568 , 0.165996 , 0.16763 , 0.110232 , 0.241311 , 0.247019 , 0.222281 , 0.196063 , 0.238594 , 0.249595 , 0.095897 , 0.220073 , 0.239014 , 0.088182 , 0.219368 , 0.095855 , 0.103014 , 0.485506 , 0.332643 , 0.267103 , 0.215318 , 0.188229 , 0.326977 , 0.195299 , 0.139991 , 0.245545 , 0.300628 , 0.302979 , 0.283487 , 0.25718 , 0.28418 , 0.309362 , 0.235527 , 0.300835 , 0.20302 , 0.129179 , 0.162272 , 0.270366 , 0.321364 , 0.218705 , 0.235005 , 0.195465 , 0.218575 , 0.363918 , 0.338683 , 0.402464 , 0.163391 , 0.278525 , 0.026556 , 0.160738 , 0.223939 , 0.193766 , 0.130535 , 0.108479 , 0.180982 , 0.220493 , 0.244953 , 0.251732 , 0.143372 , 0.158269 , 0.336362 , 0.301564 , 0.258447 , 0.224709 , 0.249666 , 0.240092 , 0.241584 , 0.241862 , 0.295199 , 0.288259 , 0.303997 , 0.238084 , 0.27258 , 0.081035 , 0.246196 , 0.352313 , 0.300853 
 1036 , 0.222301 , 0.347962 , 0.191912 , 0.218273 , 0.146139 , 0.138053 , 0.222171 , 0.242341 , 0.282386 , 0.28684 , 0.203463 , 0.147904 , 0.293131 , 0.154338 , 0.204287 , 0.331423 , 0.172672 , 0.261007 , 0.215578 , 0.164621 , 0.166801 , 0.10773 , 0.240066 , 0.24394 , 0.218605 , 0.195383 , 0.234806 , 0.247738 , 0.094229 , 0.21771 , 0.238082 , 0.085421 , 0.216768 , 0.093601 , 0.099958 , 0.483337 , 0.328401 , 0.264449 , 0.212793 , 0.18696 , 0.326565 , 0.193808 , 0.136483 , 0.245996 , 0.300578 , 0.303231 , 0.28033 , 0.255468 , 0.280638 , 0.310026 , 0.234143 , 0.298445 , 0.19937 , 0.128232 , 0.158929 , 0.269922 , 0.31871 , 0.217384 , 0.230079 , 0.193695 , 0.215483 , 0.362262 , 0.338028 , 0.401145 , 0.160812 , 0.27523 , 0.021776 , 0.157459 , 0.220559 , 0.192191 , 0.126052 , 0.105319 , 0.177186 , 0.218652 , 0.245623 , 0.248022 , 0.140334 , 0.155795 , 0.335018 , 0.298925 , 0.256232 , 0.220358 , 0.244764 , 0.239557 , 0.237318 , 0.238538 , 0.292983 , 0.286603 , 0.300495 , 0.235209 , 0.271036 , 0.077714 , 0.243555 , 0.351753 , 0.299203 
 1037 , 0.221411 , 0.342912 , 0.191588 , 0.216604 , 0.144688 , 0.135281 , 0.217328 , 0.24194 , 0.279226 , 0.281983 , 0.199491 , 0.146155 , 0.296458 , 0.152115 , 0.204773 , 0.327523 , 0.172151 , 0.257871 , 0.213633 , 0.162175 , 0.166899 , 0.104698 , 0.237822 , 0.241073 , 0.213977 , 0.192663 , 0.231803 , 0.246967 , 0.091667 , 0.214328 , 0.234632 , 0.082207 , 0.214369 , 0.091109 , 0.096486 , 0.482965 , 0.322787 , 0.259618 , 0.210549 , 0.186175 , 0.326079 , 0.191647 , 0.132596 , 0.245642 , 0.298282 , 0.302632 , 0.277687 , 0.253034 , 0.277735 , 0.307522 , 0.23033 , 0.29559 , 0.195456 , 0.12786 , 0.155995 , 0.269541 , 0.316126 , 0.216948 , 0.225017 , 0.19097 , 0.211357 , 0.360602 , 0.335729 , 0.398387 , 0.15751 , 0.272684 , 0.016649 , 0.153933 , 0.216401 , 0.190393 , 0.12234 , 0.101763 , 0.173096 , 0.21715 , 0.244602 , 0.244157 , 0.138496 , 0.152507 , 0.334932 , 0.2977 , 0.255969 , 0.215997 , 0.24071 , 0.236099 , 0.233473 , 0.236052 , 0.294515 , 0.285733 , 0.296113 , 0.232974 , 0.267414 , 0.074697 , 0.240098 , 0.349092 , 0.297955 
 1038 , 0.219764 , 0.33812 , 0.190506 , 0.214785 , 0.142658 , 0.13283 , 0.213129 , 0.241672 , 0.276518 , 0.276875 , 0.196201 , 0.143581 , 0.299277 , 0.149883 , 0.20476 , 0.324485 , 0.170891 , 0.254943 , 0.211628 , 0.159622 , 0.166764 , 0.101469 , 0.235311 , 0.238331 , 0.209376 , 0.189762 , 0.228711 , 0.246205 , 0.088573 , 0.210669 , 0.231302 , 0.078888 , 0.211854 , 0.088215 , 0.092939 , 0.482404 , 0.317016 , 0.254771 , 0.208274 , 0.185318 , 0.325278 , 0.189267 , 0.128452 , 0.24471 , 0.295692 , 0.301511 , 0.275452 , 0.250553 , 0.274618 , 0.304573 , 0.226293 , 0.292636 , 0.19137 , 0.127076 , 0.152808 , 0.268768 , 0.313454 , 0.216071 , 0.22008 , 0.187981 , 0.206964 , 0.359069 , 0.333438 , 0.395475 , 0.154094 , 0.269924 , 0.011967 , 0.149966 , 0.212438 , 0.188207 , 0.119177 , 0.098413 , 0.169045 , 0.215398 , 0.242834 , 0.240314 , 0.136743 , 0.149299 , 0.334808 , 0.296686 , 0.255468 , 0.21161 , 0.237318 , 0.231826 , 0.229879 , 0.233619 , 0.296258 , 0.284708 , 0.291897 , 0.230867 , 0.263342 , 0.07174 , 0.236496 , 0.346375 , 0.296609 
 1039 , 0.215196 , 0.335535 , 0.186321 , 0.212797 , 0.138565 , 0.132315 , 0.212934 , 0.242142 , 0.27641 , 0.271886 , 0.196696 , 0.137958 , 0.299166 , 0.148095 , 0.202577 , 0.326083 , 0.166732 , 0.253815 , 0.209892 , 0.157214 , 0.165678 , 0.098077 , 0.23219 , 0.236875 , 0.205827 , 0.186625 , 0.226083 , 0.245761 , 0.083744 , 0.20647 , 0.229184 , 0.075827 , 0.20947 , 0.084214 , 0.089899 , 0.481243 , 0.311648 , 0.250851 , 0.2065 , 0.184398 , 0.32338 , 0.186512 , 0.124119 , 0.241464 , 0.29244 , 0.298422 , 0.275648 , 0.248505 , 0.271315 , 0.300362 , 0.222077 , 0.28988 , 0.187506 , 0.124672 , 0.149345 , 0.266547 , 0.311142 , 0.213523 , 0.216833 , 0.184476 , 0.202381 , 0.358541 , 0.331779 , 0.392577 , 0.150958 , 0.266934 , 0.010315 , 0.14497 , 0.210279 , 0.184863 , 0.119363 , 0.096875 , 0.166202 , 0.213053 , 0.238178 , 0.237458 , 0.135899 , 0.147119 , 0.33463 , 0.296958 , 0.254101 , 0.208083 , 0.238 , 0.224922 , 0.228386 , 0.232214 , 0.298547 , 0.283327 , 0.289511 , 0.229845 , 0.258214 , 0.069857 , 0.233119 , 0.344112 , 0.295309 
 1040 , 0.210188 , 0.334333 , 0.183705 , 0.210784 , 0.132975 , 0.132856 , 0.212465 , 0.241631 , 0.278249 , 0.26555 , 0.198592 , 0.131663 , 0.297297 , 0.147379 , 0.201412 , 0.327042 , 0.161968 , 0.250997 , 0.207803 , 0.154736 , 0.164406 , 0.094807 , 0.229272 , 0.234477 , 0.203367 , 0.185678 , 0.222171 , 0.242913 , 0.079478 , 0.205406 , 0.22774 , 0.072873 , 0.206664 , 0.080522 , 0.086496 , 0.47882 , 0.310903 , 0.2486 , 0.203612 , 0.181976 , 0.320179 , 0.183121 , 0.119781 , 0.237833 , 0.289821 , 0.294221 , 0.274875 , 0.246311 , 0.267011 , 0.29747 , 0.21891 , 0.288647 , 0.183705 , 0.12179 , 0.145006 , 0.261931 , 0.307558 , 0.21039 , 0.214117 , 0.181606 , 0.198091 , 0.356666 , 0.330392 , 0.388569 , 0.148136 , 0.262945 , 0.008579 , 0.140296 , 0.208459 , 0.182041 , 0.118833 , 0.095272 , 0.162659 , 0.20862 , 0.23462 , 0.235514 , 0.133666 , 0.145399 , 0.331066 , 0.295819 , 0.251051 , 0.205299 , 0.235657 , 0.218505 , 0.224854 , 0.227913 , 0.296248 , 0.281832 , 0.286053 , 0.22929 , 0.253811 , 0.067578 , 0.229481 , 0.340414 , 0.29161 
