JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 372 , 0.005368 , 0.007237 , 0.009742 , 0.012193 , 0.014031 , 0.007599 , 0.008748 , 0.005522 , 0.005642 , 0.008955 , 0.00682 , 0.008721 , 0.004327 , 0.007049 , 0.007763 , 0.010914 , 0.004461 , 0.008759 , 0.004763 , 0.00785 , 0.007475 , 0.006606 , 0.010036 , 0.009636 , 0.008994 , 0.013379 , 0.014234 , 0.012436 , 0.014213 , 0.020397 , 0.005747 , 0.005961 , 0.004215 , 0.005193 , 0.00703 
 373 , 0.005444 , 0.007589 , 0.009647 , 0.012604 , 0.014185 , 0.007477 , 0.008594 , 0.005809 , 0.005796 , 0.008929 , 0.007177 , 0.008971 , 0.004527 , 0.007205 , 0.007982 , 0.011205 , 0.004435 , 0.008946 , 0.004853 , 0.007926 , 0.007625 , 0.006823 , 0.010303 , 0.009937 , 0.009112 , 0.013783 , 0.014146 , 0.012564 , 0.014233 , 0.020844 , 0.005915 , 0.006204 , 0.004562 , 0.005294 , 0.007365 
 374 , 0.005464 , 0.007897 , 0.009517 , 0.012931 , 0.014317 , 0.007323 , 0.008421 , 0.006057 , 0.005936 , 0.008885 , 0.007462 , 0.009174 , 0.004695 , 0.007331 , 0.008145 , 0.011427 , 0.004393 , 0.00908 , 0.004908 , 0.007957 , 0.007737 , 0.006988 , 0.010505 , 0.010188 , 0.009208 , 0.014093 , 0.014096 , 0.012654 , 0.014257 , 0.021206 , 0.006031 , 0.006404 , 0.004882 , 0.005367 , 0.00764 
 375 , 0.005443 , 0.008174 , 0.009365 , 0.013198 , 0.014437 , 0.007148 , 0.008236 , 0.006276 , 0.006068 , 0.00883 , 0.007692 , 0.009345 , 0.004841 , 0.007437 , 0.00827 , 0.0116 , 0.004341 , 0.009175 , 0.004937 , 0.007958 , 0.007823 , 0.007116 , 0.01066 , 0.010405 , 0.00929 , 0.014333 , 0.014072 , 0.012719 , 0.014284 , 0.02151 , 0.006106 , 0.006573 , 0.005182 , 0.005421 , 0.007868 
 376 , 0.00563 , 0.008292 , 0.009676 , 0.013425 , 0.014862 , 0.007201 , 0.00837 , 0.006284 , 0.006334 , 0.008769 , 0.007925 , 0.009546 , 0.004904 , 0.007524 , 0.008637 , 0.011926 , 0.004477 , 0.009414 , 0.004986 , 0.008152 , 0.008069 , 0.007254 , 0.010872 , 0.010714 , 0.00927 , 0.01467 , 0.014194 , 0.012923 , 0.014501 , 0.021346 , 0.006323 , 0.006867 , 0.005398 , 0.005495 , 0.00805 
 377 , 0.005888 , 0.008311 , 0.010125 , 0.013561 , 0.015315 , 0.00734 , 0.008611 , 0.006177 , 0.006637 , 0.008724 , 0.008141 , 0.009717 , 0.004917 , 0.007567 , 0.009073 , 0.01226 , 0.004669 , 0.009643 , 0.005028 , 0.008401 , 0.008326 , 0.007357 , 0.011066 , 0.011014 , 0.009221 , 0.014995 , 0.014328 , 0.01313 , 0.014748 , 0.021113 , 0.006563 , 0.007156 , 0.005542 , 0.005537 , 0.008152 
 378 , 0.006134 , 0.008302 , 0.010528 , 0.013633 , 0.015687 , 0.007473 , 0.008835 , 0.006049 , 0.006924 , 0.008695 , 0.008341 , 0.009853 , 0.004918 , 0.00758 , 0.009484 , 0.01255 , 0.004842 , 0.009814 , 0.005059 , 0.008629 , 0.008533 , 0.007427 , 0.011228 , 0.011276 , 0.009183 , 0.015277 , 0.01443 , 0.013294 , 0.014961 , 0.020978 , 0.006772 , 0.007395 , 0.005659 , 0.005543 , 0.008202 
 379 , 0.006298 , 0.008406 , 0.010794 , 0.013875 , 0.015888 , 0.007603 , 0.009013 , 0.005989 , 0.007085 , 0.008761 , 0.008525 , 0.010033 , 0.004953 , 0.007627 , 0.009744 , 0.012846 , 0.004946 , 0.009992 , 0.005096 , 0.008826 , 0.008721 , 0.00749 , 0.011364 , 0.01153 , 0.009146 , 0.015562 , 0.014578 , 0.013341 , 0.015087 , 0.020798 , 0.006934 , 0.007587 , 0.005741 , 0.005585 , 0.008293 
 380 , 0.006252 , 0.008718 , 0.01078 , 0.014429 , 0.015756 , 0.007681 , 0.009051 , 0.006075 , 0.006942 , 0.008978 , 0.008635 , 0.010271 , 0.005022 , 0.007732 , 0.009649 , 0.013084 , 0.004903 , 0.010189 , 0.005129 , 0.008904 , 0.008871 , 0.007537 , 0.011436 , 0.011731 , 0.009093 , 0.015812 , 0.014804 , 0.013216 , 0.015035 , 0.020517 , 0.006975 , 0.007673 , 0.00574 , 0.005686 , 0.008459 
 381 , 0.006141 , 0.008973 , 0.010715 , 0.014863 , 0.015557 , 0.007697 , 0.009015 , 0.006149 , 0.006728 , 0.009167 , 0.008682 , 0.010425 , 0.005033 , 0.00779 , 0.009465 , 0.013185 , 0.004835 , 0.010321 , 0.005123 , 0.00889 , 0.008974 , 0.007544 , 0.011458 , 0.011844 , 0.009028 , 0.015964 , 0.014978 , 0.013121 , 0.014942 , 0.020325 , 0.006953 , 0.007688 , 0.005686 , 0.005724 , 0.008556 
 382 , 0.005993 , 0.0092 , 0.010623 , 0.015238 , 0.015318 , 0.007678 , 0.008938 , 0.006217 , 0.006472 , 0.009344 , 0.008695 , 0.010535 , 0.005012 , 0.007822 , 0.00923 , 0.013211 , 0.004753 , 0.010419 , 0.005096 , 0.008824 , 0.009052 , 0.007528 , 0.011453 , 0.01191 , 0.008957 , 0.016064 , 0.015125 , 0.01304 , 0.014827 , 0.020176 , 0.006895 , 0.007664 , 0.005603 , 0.005728 , 0.008618 
 383 , 0.006019 , 0.009179 , 0.010805 , 0.015354 , 0.015707 , 0.007751 , 0.008963 , 0.006226 , 0.006692 , 0.009405 , 0.008795 , 0.01068 , 0.005183 , 0.007836 , 0.009355 , 0.013332 , 0.004662 , 0.010484 , 0.005222 , 0.008852 , 0.009093 , 0.007587 , 0.011534 , 0.012078 , 0.009037 , 0.016189 , 0.015273 , 0.013451 , 0.014914 , 0.020346 , 0.007026 , 0.007682 , 0.005762 , 0.005859 , 0.008832 
 384 , 0.006054 , 0.009145 , 0.011008 , 0.015435 , 0.016085 , 0.007823 , 0.008977 , 0.006232 , 0.006922 , 0.009446 , 0.008878 , 0.010817 , 0.005355 , 0.007839 , 0.009489 , 0.013428 , 0.004567 , 0.01054 , 0.005348 , 0.008872 , 0.009112 , 0.007645 , 0.011598 , 0.012225 , 0.009126 , 0.016322 , 0.015424 , 0.013824 , 0.015017 , 0.020549 , 0.007152 , 0.007684 , 0.005915 , 0.005984 , 0.00903 
 385 , 0.00609 , 0.009112 , 0.011218 , 0.015502 , 0.016444 , 0.007893 , 0.008981 , 0.006239 , 0.007148 , 0.009478 , 0.008951 , 0.010949 , 0.005523 , 0.007838 , 0.009619 , 0.013511 , 0.00447 , 0.010593 , 0.005472 , 0.008886 , 0.00912 , 0.007701 , 0.011651 , 0.012357 , 0.009218 , 0.016459 , 0.015577 , 0.014157 , 0.015125 , 0.020763 , 0.00727 , 0.007677 , 0.006057 , 0.006103 , 0.009217 
 386 , 0.006146 , 0.00914 , 0.011354 , 0.015788 , 0.016811 , 0.008008 , 0.009172 , 0.00634 , 0.007226 , 0.009393 , 0.009107 , 0.011223 , 0.005617 , 0.007988 , 0.009809 , 0.013662 , 0.004491 , 0.010749 , 0.005554 , 0.009022 , 0.009244 , 0.007903 , 0.011871 , 0.012603 , 0.00941 , 0.016634 , 0.015734 , 0.014313 , 0.015279 , 0.020991 , 0.007361 , 0.007799 , 0.006164 , 0.006234 , 0.009405 
 387 , 0.006209 , 0.009203 , 0.011431 , 0.016207 , 0.017173 , 0.008145 , 0.009477 , 0.006498 , 0.0072 , 0.009231 , 0.009312 , 0.011575 , 0.005656 , 0.008231 , 0.010028 , 0.01385 , 0.00459 , 0.010966 , 0.005606 , 0.009234 , 0.009437 , 0.008192 , 0.012192 , 0.012911 , 0.009663 , 0.016817 , 0.015881 , 0.014342 , 0.015457 , 0.021216 , 0.007428 , 0.007998 , 0.006242 , 0.006364 , 0.009583 
 388 , 0.006269 , 0.009258 , 0.011498 , 0.0166 , 0.017513 , 0.008271 , 0.009763 , 0.006645 , 0.00717 , 0.009074 , 0.009503 , 0.011902 , 0.005692 , 0.008459 , 0.010231 , 0.014021 , 0.004682 , 0.01117 , 0.005655 , 0.009434 , 0.009617 , 0.008466 , 0.012491 , 0.013195 , 0.009906 , 0.016979 , 0.016015 , 0.014363 , 0.015626 , 0.021428 , 0.007486 , 0.008183 , 0.006311 , 0.006482 , 0.009745 
 389 , 0.00636 , 0.009389 , 0.011613 , 0.016913 , 0.017831 , 0.00841 , 0.009992 , 0.006819 , 0.007207 , 0.009066 , 0.00972 , 0.012229 , 0.0058 , 0.008682 , 0.010412 , 0.014197 , 0.00479 , 0.01138 , 0.005727 , 0.009673 , 0.009819 , 0.008735 , 0.012768 , 0.013449 , 0.010105 , 0.017185 , 0.016163 , 0.014444 , 0.015827 , 0.021674 , 0.007582 , 0.008386 , 0.006403 , 0.006606 , 0.009916 
 390 , 0.006571 , 0.009791 , 0.01191 , 0.017004 , 0.018125 , 0.008623 , 0.010065 , 0.007112 , 0.007485 , 0.009552 , 0.010058 , 0.012605 , 0.006161 , 0.00892 , 0.010554 , 0.01442 , 0.004963 , 0.011634 , 0.005887 , 0.010079 , 0.010133 , 0.009026 , 0.013017 , 0.013641 , 0.010187 , 0.017573 , 0.016385 , 0.014744 , 0.016156 , 0.022059 , 0.007822 , 0.008689 , 0.006584 , 0.006774 , 0.010147 
 391 , 0.006774 , 0.010172 , 0.012193 , 0.017087 , 0.018401 , 0.008827 , 0.010133 , 0.007393 , 0.007748 , 0.010018 , 0.01038 , 0.012966 , 0.006506 , 0.009147 , 0.010688 , 0.014629 , 0.005129 , 0.011873 , 0.006039 , 0.010467 , 0.010431 , 0.009303 , 0.01325 , 0.013821 , 0.010263 , 0.017944 , 0.016597 , 0.015034 , 0.016468 , 0.022429 , 0.008048 , 0.008977 , 0.006756 , 0.006932 , 0.010366 
 392 , 0.006968 , 0.010537 , 0.012463 , 0.017163 , 0.01866 , 0.00902 , 0.010197 , 0.007658 , 0.008 , 0.010464 , 0.010688 , 0.013311 , 0.006834 , 0.009363 , 0.010815 , 0.014828 , 0.005287 , 0.012104 , 0.006184 , 0.010834 , 0.010714 , 0.009565 , 0.013472 , 0.013991 , 0.010333 , 0.018301 , 0.016797 , 0.01531 , 0.016769 , 0.022785 , 0.008265 , 0.009251 , 0.00692 , 0.007084 , 0.010572 
 393 , 0.007309 , 0.01073 , 0.012832 , 0.017555 , 0.018954 , 0.009223 , 0.010492 , 0.007758 , 0.008346 , 0.010655 , 0.010866 , 0.01371 , 0.006983 , 0.009623 , 0.011109 , 0.015121 , 0.0055 , 0.012345 , 0.006356 , 0.010922 , 0.010927 , 0.00974 , 0.013714 , 0.014274 , 0.010569 , 0.018629 , 0.01708 , 0.015589 , 0.017103 , 0.023122 , 0.008521 , 0.009445 , 0.007178 , 0.007316 , 0.0107 
 394 , 0.007649 , 0.010883 , 0.013186 , 0.017969 , 0.01923 , 0.00941 , 0.0108 , 0.00782 , 0.008681 , 0.010795 , 0.011012 , 0.014092 , 0.007094 , 0.009871 , 0.01141 , 0.015406 , 0.005706 , 0.012571 , 0.006521 , 0.010959 , 0.01111 , 0.009891 , 0.01394 , 0.014551 , 0.010815 , 0.018933 , 0.017354 , 0.015853 , 0.017417 , 0.023433 , 0.008761 , 0.009611 , 0.007429 , 0.007545 , 0.010802 
 395 , 0.007962 , 0.011021 , 0.013516 , 0.018353 , 0.019486 , 0.009582 , 0.01108 , 0.007881 , 0.00899 , 0.010922 , 0.011148 , 0.014441 , 0.007198 , 0.010098 , 0.011686 , 0.015668 , 0.005895 , 0.012778 , 0.006673 , 0.010992 , 0.01128 , 0.010028 , 0.014151 , 0.01481 , 0.01104 , 0.019209 , 0.017605 , 0.016093 , 0.017705 , 0.023719 , 0.008984 , 0.009767 , 0.007663 , 0.007755 , 0.0109 
 396 , 0.008169 , 0.011246 , 0.013812 , 0.018876 , 0.019815 , 0.009949 , 0.011481 , 0.008169 , 0.009239 , 0.011252 , 0.011413 , 0.01493 , 0.007459 , 0.010406 , 0.012018 , 0.016083 , 0.006205 , 0.013105 , 0.00698 , 0.0112 , 0.011595 , 0.010335 , 0.014502 , 0.0152 , 0.011425 , 0.019588 , 0.01801 , 0.016471 , 0.018132 , 0.024175 , 0.009287 , 0.010071 , 0.007976 , 0.008055 , 0.011166 
 397 , 0.008269 , 0.011534 , 0.014064 , 0.019505 , 0.020192 , 0.010478 , 0.011971 , 0.008652 , 0.009423 , 0.011751 , 0.011789 , 0.015524 , 0.007853 , 0.010766 , 0.012381 , 0.016612 , 0.006607 , 0.013523 , 0.007416 , 0.011557 , 0.012024 , 0.010775 , 0.014965 , 0.01569 , 0.011938 , 0.02004 , 0.018533 , 0.016957 , 0.018664 , 0.024762 , 0.009646 , 0.010493 , 0.008346 , 0.008423 , 0.011572 
 398 , 0.008356 , 0.011783 , 0.014283 , 0.020046 , 0.020519 , 0.010936 , 0.012395 , 0.009073 , 0.009583 , 0.012182 , 0.012114 , 0.016038 , 0.008195 , 0.011078 , 0.012695 , 0.01707 , 0.006953 , 0.013887 , 0.007794 , 0.01187 , 0.012398 , 0.011159 , 0.015365 , 0.016119 , 0.012379 , 0.020432 , 0.018986 , 0.017379 , 0.019125 , 0.025272 , 0.009954 , 0.010862 , 0.008665 , 0.008742 , 0.011925 
 399 , 0.008465 , 0.01202 , 0.014497 , 0.020485 , 0.020836 , 0.011299 , 0.012751 , 0.009406 , 0.009751 , 0.01255 , 0.012406 , 0.016485 , 0.008493 , 0.01135 , 0.012974 , 0.017456 , 0.007261 , 0.014216 , 0.008129 , 0.012164 , 0.012722 , 0.01149 , 0.015719 , 0.016508 , 0.012748 , 0.020778 , 0.019377 , 0.01774 , 0.019527 , 0.025722 , 0.010223 , 0.011178 , 0.008943 , 0.009023 , 0.012234 
 400 , 0.008819 , 0.012388 , 0.014846 , 0.020591 , 0.021348 , 0.011333 , 0.012968 , 0.009455 , 0.01011 , 0.012804 , 0.012726 , 0.016881 , 0.008757 , 0.011552 , 0.013244 , 0.017674 , 0.007571 , 0.0146 , 0.008446 , 0.012595 , 0.012998 , 0.011749 , 0.016056 , 0.01698 , 0.012942 , 0.021083 , 0.019677 , 0.018009 , 0.019893 , 0.026156 , 0.010438 , 0.011421 , 0.009196 , 0.009262 , 0.012493 
 401 , 0.009134 , 0.012715 , 0.015159 , 0.020685 , 0.021801 , 0.01136 , 0.013161 , 0.009496 , 0.010428 , 0.013027 , 0.01301 , 0.017231 , 0.008989 , 0.011736 , 0.013483 , 0.017868 , 0.007846 , 0.014938 , 0.008731 , 0.012976 , 0.013241 , 0.01198 , 0.016353 , 0.017399 , 0.013114 , 0.021352 , 0.019944 , 0.018247 , 0.020215 , 0.026543 , 0.010632 , 0.011638 , 0.009415 , 0.009476 , 0.012721 
 402 , 0.009413 , 0.013005 , 0.015433 , 0.020766 , 0.022206 , 0.011387 , 0.013333 , 0.009533 , 0.01071 , 0.013227 , 0.013265 , 0.017544 , 0.009198 , 0.011897 , 0.013692 , 0.01804 , 0.00809 , 0.015242 , 0.008982 , 0.01332 , 0.01346 , 0.012184 , 0.016617 , 0.017773 , 0.013268 , 0.021594 , 0.020185 , 0.018457 , 0.020503 , 0.026885 , 0.010802 , 0.011832 , 0.009612 , 0.009666 , 0.012926 
 403 , 0.009697 , 0.013173 , 0.015702 , 0.021013 , 0.022473 , 0.011599 , 0.013532 , 0.0097 , 0.010933 , 0.013406 , 0.013539 , 0.017837 , 0.009397 , 0.0121 , 0.013901 , 0.018276 , 0.008272 , 0.015441 , 0.009157 , 0.013486 , 0.013619 , 0.012452 , 0.016883 , 0.018021 , 0.01349 , 0.021825 , 0.020411 , 0.018715 , 0.020797 , 0.027241 , 0.010993 , 0.012038 , 0.009735 , 0.009819 , 0.013107 
 404 , 0.009965 , 0.013293 , 0.015955 , 0.021302 , 0.022685 , 0.011857 , 0.013731 , 0.009898 , 0.011125 , 0.013575 , 0.013812 , 0.018116 , 0.00959 , 0.012309 , 0.014099 , 0.018523 , 0.00843 , 0.015598 , 0.0093 , 0.013597 , 0.013756 , 0.01273 , 0.01714 , 0.018222 , 0.01372 , 0.022041 , 0.02063 , 0.018979 , 0.021086 , 0.027593 , 0.011178 , 0.012242 , 0.009827 , 0.009958 , 0.013278 
 405 , 0.010219 , 0.013407 , 0.01619 , 0.021569 , 0.022881 , 0.012098 , 0.01392 , 0.010083 , 0.01131 , 0.013734 , 0.014067 , 0.018374 , 0.009768 , 0.012504 , 0.014282 , 0.018754 , 0.008581 , 0.015745 , 0.009434 , 0.013701 , 0.013881 , 0.012988 , 0.017377 , 0.018406 , 0.013942 , 0.022246 , 0.02083 , 0.019223 , 0.021357 , 0.027919 , 0.011353 , 0.012432 , 0.009915 , 0.010087 , 0.013436 
 406 , 0.010392 , 0.01358 , 0.016405 , 0.021827 , 0.02305 , 0.012328 , 0.014056 , 0.010276 , 0.011485 , 0.013925 , 0.014278 , 0.018657 , 0.009946 , 0.012647 , 0.014466 , 0.018962 , 0.008707 , 0.015926 , 0.009528 , 0.013835 , 0.014034 , 0.013221 , 0.017596 , 0.018624 , 0.014165 , 0.022433 , 0.021006 , 0.019437 , 0.021601 , 0.028214 , 0.011518 , 0.012582 , 0.010044 , 0.010214 , 0.013591 
 407 , 0.010444 , 0.013859 , 0.016596 , 0.02208 , 0.023177 , 0.012546 , 0.014119 , 0.01048 , 0.011662 , 0.014182 , 0.014431 , 0.01898 , 0.010125 , 0.012718 , 0.014655 , 0.019149 , 0.008815 , 0.01617 , 0.009571 , 0.014017 , 0.014229 , 0.01343 , 0.017791 , 0.018896 , 0.014409 , 0.022593 , 0.021141 , 0.019607 , 0.021823 , 0.02847 , 0.01168 , 0.012681 , 0.010238 , 0.010345 , 0.013753 
 408 , 0.010492 , 0.014122 , 0.016773 , 0.022317 , 0.023299 , 0.012755 , 0.014177 , 0.010674 , 0.011829 , 0.014422 , 0.014577 , 0.019284 , 0.010296 , 0.012785 , 0.014836 , 0.019325 , 0.008911 , 0.016399 , 0.009611 , 0.014188 , 0.014414 , 0.013625 , 0.017973 , 0.019151 , 0.01464 , 0.022747 , 0.021269 , 0.019773 , 0.022029 , 0.028713 , 0.011829 , 0.012773 , 0.010425 , 0.010466 , 0.013907 
 409 , 0.010538 , 0.014368 , 0.016943 , 0.02254 , 0.023411 , 0.012952 , 0.014237 , 0.010859 , 0.011988 , 0.014648 , 0.014716 , 0.019573 , 0.010459 , 0.012847 , 0.015007 , 0.019491 , 0.009006 , 0.016618 , 0.009645 , 0.014353 , 0.014592 , 0.013811 , 0.018146 , 0.01939 , 0.014858 , 0.022895 , 0.021393 , 0.019925 , 0.022227 , 0.028945 , 0.011973 , 0.012862 , 0.010601 , 0.010583 , 0.01405 
 410 , 0.010699 , 0.014439 , 0.017164 , 0.02271 , 0.023693 , 0.013017 , 0.014488 , 0.010936 , 0.012151 , 0.014627 , 0.014853 , 0.019971 , 0.010559 , 0.013111 , 0.015229 , 0.019696 , 0.009156 , 0.016825 , 0.009848 , 0.014563 , 0.014751 , 0.013984 , 0.01833 , 0.019707 , 0.015034 , 0.023106 , 0.021566 , 0.020088 , 0.022541 , 0.029209 , 0.01214 , 0.013009 , 0.010725 , 0.010778 , 0.014247 
 411 , 0.010854 , 0.014503 , 0.017367 , 0.022868 , 0.023959 , 0.013078 , 0.014723 , 0.011006 , 0.012305 , 0.014613 , 0.014984 , 0.020345 , 0.010657 , 0.013362 , 0.015442 , 0.019894 , 0.009293 , 0.017022 , 0.010044 , 0.014764 , 0.014904 , 0.014147 , 0.018504 , 0.020004 , 0.0152 , 0.023308 , 0.021731 , 0.020239 , 0.022838 , 0.029456 , 0.012298 , 0.013146 , 0.010843 , 0.010957 , 0.014431 
 412 , 0.010996 , 0.014564 , 0.017561 , 0.023021 , 0.02421 , 0.013138 , 0.014946 , 0.011072 , 0.012452 , 0.014595 , 0.015106 , 0.020699 , 0.010748 , 0.013596 , 0.015643 , 0.020078 , 0.009429 , 0.017207 , 0.010222 , 0.014949 , 0.015049 , 0.014301 , 0.018667 , 0.020287 , 0.015354 , 0.023494 , 0.021889 , 0.020383 , 0.02312 , 0.029689 , 0.012445 , 0.013276 , 0.010954 , 0.011129 , 0.014606 
 413 , 0.011116 , 0.01473 , 0.017683 , 0.023207 , 0.024404 , 0.01328 , 0.015155 , 0.011178 , 0.012585 , 0.01471 , 0.015282 , 0.021024 , 0.010886 , 0.013782 , 0.015819 , 0.020276 , 0.009559 , 0.017392 , 0.010349 , 0.015102 , 0.015232 , 0.014511 , 0.018907 , 0.020541 , 0.015501 , 0.02361 , 0.022056 , 0.020564 , 0.023337 , 0.029919 , 0.012555 , 0.01341 , 0.011105 , 0.01125 , 0.014772 
 414 , 0.011224 , 0.014949 , 0.017765 , 0.023415 , 0.024557 , 0.013464 , 0.01535 , 0.011297 , 0.012705 , 0.014891 , 0.015482 , 0.021329 , 0.011054 , 0.013935 , 0.015979 , 0.02048 , 0.009685 , 0.017568 , 0.010441 , 0.015227 , 0.015431 , 0.014741 , 0.019188 , 0.020773 , 0.01564 , 0.023681 , 0.022223 , 0.020762 , 0.023519 , 0.030138 , 0.012635 , 0.013542 , 0.011274 , 0.011343 , 0.014934 
 415 , 0.011324 , 0.015155 , 0.017842 , 0.02361 , 0.024704 , 0.013643 , 0.015539 , 0.011414 , 0.012821 , 0.015062 , 0.01567 , 0.021618 , 0.011208 , 0.014085 , 0.016132 , 0.020672 , 0.009805 , 0.017737 , 0.01053 , 0.015349 , 0.01562 , 0.014961 , 0.019454 , 0.020993 , 0.015771 , 0.023754 , 0.022381 , 0.020947 , 0.023692 , 0.030348 , 0.012716 , 0.013666 , 0.011437 , 0.011433 , 0.015085 
 416 , 0.011477 , 0.015375 , 0.017963 , 0.023787 , 0.024863 , 0.013808 , 0.015698 , 0.011535 , 0.012981 , 0.015258 , 0.01587 , 0.021916 , 0.011367 , 0.014252 , 0.016303 , 0.020868 , 0.009929 , 0.017921 , 0.010635 , 0.015476 , 0.0158 , 0.015176 , 0.01971 , 0.021222 , 0.015928 , 0.023842 , 0.022556 , 0.021125 , 0.023877 , 0.030571 , 0.012818 , 0.013792 , 0.01159 , 0.011551 , 0.015258 
 417 , 0.011763 , 0.015648 , 0.018219 , 0.023923 , 0.025071 , 0.013966 , 0.015813 , 0.011697 , 0.013261 , 0.015538 , 0.016103 , 0.022272 , 0.011552 , 0.014499 , 0.016526 , 0.021081 , 0.010066 , 0.018149 , 0.010791 , 0.015632 , 0.015969 , 0.015405 , 0.019975 , 0.021492 , 0.016161 , 0.023989 , 0.022774 , 0.021304 , 0.024111 , 0.030845 , 0.012986 , 0.013939 , 0.011732 , 0.011756 , 0.015503 
 418 , 0.012042 , 0.015908 , 0.018465 , 0.024053 , 0.025271 , 0.014119 , 0.015924 , 0.011853 , 0.013528 , 0.015809 , 0.01633 , 0.022615 , 0.011723 , 0.014734 , 0.016739 , 0.021291 , 0.010198 , 0.018371 , 0.010943 , 0.015786 , 0.016136 , 0.015624 , 0.020227 , 0.021752 , 0.016389 , 0.024132 , 0.022985 , 0.021476 , 0.024337 , 0.031114 , 0.01315 , 0.01408 , 0.011873 , 0.011952 , 0.015735 
 419 , 0.012313 , 0.016163 , 0.018705 , 0.024179 , 0.025458 , 0.014266 , 0.016028 , 0.012004 , 0.013787 , 0.016072 , 0.016551 , 0.022947 , 0.011893 , 0.014959 , 0.016951 , 0.02149 , 0.010329 , 0.018587 , 0.011089 , 0.015933 , 0.016294 , 0.015838 , 0.020472 , 0.022001 , 0.016602 , 0.02427 , 0.023185 , 0.02164 , 0.024555 , 0.031371 , 0.013307 , 0.014214 , 0.012004 , 0.012139 , 0.015961 
 420 , 0.012474 , 0.016284 , 0.018847 , 0.024395 , 0.025617 , 0.014492 , 0.016276 , 0.012116 , 0.013951 , 0.016144 , 0.016741 , 0.023181 , 0.012029 , 0.015157 , 0.017139 , 0.021641 , 0.010421 , 0.018735 , 0.011209 , 0.016073 , 0.016411 , 0.015993 , 0.020674 , 0.02227 , 0.016789 , 0.024395 , 0.023313 , 0.021816 , 0.02473 , 0.031568 , 0.01339 , 0.014353 , 0.012152 , 0.012267 , 0.016152 
 421 , 0.012625 , 0.016383 , 0.018977 , 0.024618 , 0.025765 , 0.014728 , 0.016527 , 0.012221 , 0.014096 , 0.016199 , 0.016926 , 0.023395 , 0.012161 , 0.015343 , 0.017326 , 0.021788 , 0.010506 , 0.018877 , 0.011322 , 0.016207 , 0.016523 , 0.016143 , 0.02086 , 0.022539 , 0.016966 , 0.024514 , 0.023427 , 0.021987 , 0.024894 , 0.03175 , 0.013456 , 0.014484 , 0.012297 , 0.012381 , 0.016335 
 422 , 0.012767 , 0.016484 , 0.019102 , 0.024835 , 0.025911 , 0.014951 , 0.016777 , 0.012325 , 0.01424 , 0.016251 , 0.017106 , 0.023606 , 0.012285 , 0.015529 , 0.017508 , 0.021928 , 0.010591 , 0.019013 , 0.01143 , 0.01634 , 0.016633 , 0.016283 , 0.021045 , 0.022795 , 0.017139 , 0.024634 , 0.023534 , 0.022157 , 0.025051 , 0.031929 , 0.013525 , 0.014617 , 0.012437 , 0.012494 , 0.016512 
 423 , 0.012901 , 0.016666 , 0.019229 , 0.025016 , 0.026065 , 0.015137 , 0.017009 , 0.012498 , 0.014354 , 0.016364 , 0.017292 , 0.02387 , 0.012425 , 0.015722 , 0.017695 , 0.02211 , 0.01069 , 0.019168 , 0.011553 , 0.016477 , 0.016747 , 0.016452 , 0.02123 , 0.023046 , 0.01732 , 0.024737 , 0.023672 , 0.022308 , 0.025234 , 0.03211 , 0.013636 , 0.014745 , 0.012562 , 0.012639 , 0.016711 
 424 , 0.013028 , 0.016915 , 0.019356 , 0.025164 , 0.026227 , 0.01529 , 0.017236 , 0.012736 , 0.014447 , 0.01653 , 0.017483 , 0.024184 , 0.012574 , 0.01593 , 0.017892 , 0.022323 , 0.010803 , 0.019344 , 0.011699 , 0.016616 , 0.016867 , 0.016644 , 0.021427 , 0.023292 , 0.017511 , 0.024832 , 0.023831 , 0.022453 , 0.025436 , 0.032287 , 0.013786 , 0.014881 , 0.01268 , 0.012809 , 0.016932 
 425 , 0.013155 , 0.017161 , 0.019478 , 0.025308 , 0.026383 , 0.015439 , 0.017459 , 0.012972 , 0.014535 , 0.016693 , 0.01767 , 0.02449 , 0.012723 , 0.016139 , 0.01809 , 0.022532 , 0.010916 , 0.019519 , 0.011836 , 0.016754 , 0.01699 , 0.016836 , 0.021616 , 0.023533 , 0.017699 , 0.024926 , 0.023989 , 0.022593 , 0.025638 , 0.032466 , 0.013933 , 0.015012 , 0.012797 , 0.01298 , 0.017149 
